,index,PrintPol,GlycType,DP,Valency,GlycSpace,PolSpace,GlycDen,MVF,SubArr,ExpNum,FileName,MVF_orig,MVF_norm,Experiment
297,297,10.0,Lac,150.0,110.0,0.73,4.722,517.056,0.07542703304864463,0,50,Data/H1N1_MDCK/MDCK_sheet2.csv,39.0,0.0021646287891754984,Non-binder
298,298,10.0,Lac,200.0,94.0,0.47,4.917,462.173,0.14496736070692143,0,51,Data/H1N1_MDCK/MDCK_sheet2.csv,67.0,0.004160319049996489,Non-binder
299,299,10.0,Lac,200.0,94.0,0.47,4.515,424.418,0.0,0,51,Data/H1N1_MDCK/MDCK_sheet2.csv,0.0,0.0,Non-binder
300,300,10.0,Lac,200.0,94.0,0.47,4.903,460.882,0.0932993694698426,0,51,Data/H1N1_MDCK/MDCK_sheet2.csv,43.0,0.0026775347379247322,Non-binder
301,301,10.0,Lac,200.0,94.0,0.47,4.958,466.067,0.0,0,51,Data/H1N1_MDCK/MDCK_sheet2.csv,0.0,0.0,Non-binder
302,302,10.0,Lac,200.0,94.0,0.47,4.675,439.414,0.0,0,51,Data/H1N1_MDCK/MDCK_sheet2.csv,0.0,0.0,Non-binder
303,303,10.0,Lac,200.0,94.0,0.47,5.036,473.378,0.07604916155799382,0,51,Data/H1N1_MDCK/MDCK_sheet2.csv,36.0,0.0021824828293978624,Non-binder
304,304,10.0,Lac,200.0,132.0,0.66,3.617,477.423,0.13614760914325452,0,52,Data/H1N1_MDCK/MDCK_sheet2.csv,65.0,0.003907207037281148,Non-binder
305,305,10.0,Lac,200.0,132.0,0.66,3.945,520.806,0.07296382914175335,0,52,Data/H1N1_MDCK/MDCK_sheet2.csv,38.0,0.0020939389863958006,Non-binder
306,306,10.0,Lac,200.0,132.0,0.66,3.659,482.948,0.09938958231528032,0,52,Data/H1N1_MDCK/MDCK_sheet2.csv,48.0,0.002852313587424737,Non-binder
307,307,10.0,Lac,200.0,132.0,0.66,4.276,564.451,0.08149511649372576,0,52,Data/H1N1_MDCK/MDCK_sheet2.csv,46.0,0.002338772562162972,Non-binder
308,308,10.0,Lac,200.0,132.0,0.66,4.754,627.469,0.07649780307871783,0,52,Data/H1N1_MDCK/MDCK_sheet2.csv,48.0,0.002195358085291228,Non-binder
309,309,10.0,Lac,300.0,84.0,0.28,5.691,478.074,0.0,0,53,Data/H1N1_MDCK/MDCK_sheet2.csv,0.0,0.0,Non-binder
310,310,10.0,Lac,300.0,84.0,0.28,5.712,479.837,0.08336164155744555,0,53,Data/H1N1_MDCK/MDCK_sheet2.csv,40.0,0.0023923386872688047,Non-binder
311,311,10.0,Lac,300.0,84.0,0.28,5.351,449.507,0.06006580542683429,0,53,Data/H1N1_MDCK/MDCK_sheet2.csv,27.0,0.0017237874329232381,Non-binder
312,312,10.0,Lac,300.0,84.0,0.28,5.331,447.809,0.01563166439263168,0,53,Data/H1N1_MDCK/MDCK_sheet2.csv,7.0,0.00044860243601518786,Non-binder
313,313,10.0,Lac,300.0,84.0,0.28,5.63,472.955,0.0042287321203920035,0,53,Data/H1N1_MDCK/MDCK_sheet2.csv,2.0,0.00012135748841676285,Non-binder
314,314,10.0,Lac,300.0,84.0,0.28,7.028,590.32,0.01524596828838596,0,53,Data/H1N1_MDCK/MDCK_sheet2.csv,9.0,0.0004375336075411223,Non-binder
315,315,10.0,Lac,300.0,168.0,0.56,5.165,867.762,0.09449595626450571,0,54,Data/H1N1_MDCK/MDCK_sheet2.csv,82.0,0.0027118747632417107,Non-binder
316,316,10.0,Lac,300.0,168.0,0.56,5.277,886.568,0.09925916568159465,0,54,Data/H1N1_MDCK/MDCK_sheet2.csv,88.0,0.0028485708497290713,Non-binder
317,317,10.0,Lac,300.0,168.0,0.56,4.879,819.686,0.030499483948731587,0,54,Data/H1N1_MDCK/MDCK_sheet2.csv,25.0,0.0008752838119436905,Non-binder
318,318,10.0,Lac,300.0,168.0,0.56,5.404,907.842,0.051771123169009586,0,54,Data/H1N1_MDCK/MDCK_sheet2.csv,47.0,0.0014857440247890345,Non-binder
319,319,10.0,Lac,300.0,168.0,0.56,6.033,1013.623,0.09964256927871605,0,54,Data/H1N1_MDCK/MDCK_sheet2.csv,101.0,0.0028595738871104726,Non-binder
320,320,10.0,Lac,300.0,168.0,0.56,6.657,1118.347,0.07332250187106507,0,54,Data/H1N1_MDCK/MDCK_sheet2.csv,82.0,0.0021042322895310247,Non-binder
321,321,1.0,2-6 SiaLac,150.0,44.0,0.29,0.423,18.4,5.978260869565218,1,55,Data/H1N1_MDCK/MDCK_sheet3.csv,110.0,0.1474761301111231,Binder
322,322,1.0,2-6 SiaLac,150.0,44.0,0.29,0.429,18.669,3.8030960415662327,1,55,Data/H1N1_MDCK/MDCK_sheet3.csv,71.0,0.09381756649436898,Binder
323,323,1.0,2-6 SiaLac,150.0,44.0,0.29,0.456,19.836,3.680177455132083,1,55,Data/H1N1_MDCK/MDCK_sheet3.csv,73.0,0.09078532052157719,Binder
324,324,1.0,2-6 SiaLac,150.0,44.0,0.29,0.438,19.073,4.194410947412573,1,55,Data/H1N1_MDCK/MDCK_sheet3.csv,80.0,0.10347081000918633,Binder
325,325,1.0,2-6 SiaLac,150.0,44.0,0.29,0.431,18.759,3.998080921157844,1,55,Data/H1N1_MDCK/MDCK_sheet3.csv,75.0,0.0986275967188355,Binder
326,326,1.0,2-6 SiaLac,150.0,44.0,0.29,0.479,20.849,3.885078421027387,1,55,Data/H1N1_MDCK/MDCK_sheet3.csv,81.0,0.09583996804626245,Binder
327,327,1.0,2-6 SiaLac,150.0,60.0,0.4,0.535,32.1,4.984423676012461,1,56,Data/H1N1_MDCK/MDCK_sheet3.csv,160.0,0.12295942425577637,Binder
328,328,1.0,2-6 SiaLac,150.0,60.0,0.4,0.595,35.723,2.715337457660331,1,56,Data/H1N1_MDCK/MDCK_sheet3.csv,97.0,0.06698393879734535,Binder
329,329,1.0,2-6 SiaLac,150.0,60.0,0.4,0.402,24.121,2.404543758550641,1,56,Data/H1N1_MDCK/MDCK_sheet3.csv,58.0,0.059317051552434726,Binder
330,330,1.0,2-6 SiaLac,150.0,60.0,0.4,0.527,31.602,2.151762546674261,1,56,Data/H1N1_MDCK/MDCK_sheet3.csv,68.0,0.05308125895226344,Binder
331,331,1.0,2-6 SiaLac,150.0,60.0,0.4,0.724,43.467,1.5874111394851267,1,56,Data/H1N1_MDCK/MDCK_sheet3.csv,69.0,0.039159423928514604,Binder
332,332,1.0,2-6 SiaLac,150.0,60.0,0.4,0.769,46.123,1.7995360232422002,1,56,Data/H1N1_MDCK/MDCK_sheet3.csv,83.0,0.04439227636491894,Binder
333,333,1.0,2-6 SiaLac,200.0,78.0,0.39,0.503,39.255,5.477009298178576,1,57,Data/H1N1_MDCK/MDCK_sheet3.csv,215.0,0.13511088818323153,Binder
334,334,1.0,2-6 SiaLac,200.0,78.0,0.39,0.519,40.484,4.6191087837170235,1,57,Data/H1N1_MDCK/MDCK_sheet3.csv,187.0,0.11394756817201684,Binder
335,335,1.0,2-6 SiaLac,200.0,78.0,0.39,0.502,39.136,3.4750613246116107,1,57,Data/H1N1_MDCK/MDCK_sheet3.csv,136.0,0.0857253651578817,Binder
336,336,1.0,2-6 SiaLac,200.0,78.0,0.39,0.539,42.05,3.2104637336504163,1,57,Data/H1N1_MDCK/MDCK_sheet3.csv,135.0,0.0791980774394184,Binder
337,337,1.0,2-6 SiaLac,200.0,78.0,0.39,0.528,41.158,4.470576801593857,1,57,Data/H1N1_MDCK/MDCK_sheet3.csv,184.0,0.1102834721415517,Binder
338,338,1.0,2-6 SiaLac,200.0,78.0,0.39,0.486,37.939,4.507235298769077,1,57,Data/H1N1_MDCK/MDCK_sheet3.csv,171.0,0.11118779087521781,Binder
339,339,1.0,2-6 SiaLac,200.0,98.0,0.49,0.495,48.486,4.949882440292043,1,58,Data/H1N1_MDCK/MDCK_sheet3.csv,240.0,0.12210733568278746,Binder
340,340,1.0,2-6 SiaLac,200.0,98.0,0.49,0.471,46.131,3.6418026923327047,1,58,Data/H1N1_MDCK/MDCK_sheet3.csv,168.0,0.08983866368691211,Binder
341,341,1.0,2-6 SiaLac,200.0,98.0,0.49,0.506,49.614,2.9628733825130005,1,58,Data/H1N1_MDCK/MDCK_sheet3.csv,147.0,0.073090336804598,Binder
342,342,1.0,2-6 SiaLac,200.0,98.0,0.49,0.479,46.978,2.894972114606837,1,58,Data/H1N1_MDCK/MDCK_sheet3.csv,136.0,0.0714152984549972,Binder
343,343,1.0,2-6 SiaLac,200.0,98.0,0.49,0.478,46.829,3.4807491084584337,1,58,Data/H1N1_MDCK/MDCK_sheet3.csv,163.0,0.08586567558744297,Binder
344,344,1.0,2-6 SiaLac,200.0,98.0,0.49,0.538,52.757,3.468734006861649,1,58,Data/H1N1_MDCK/MDCK_sheet3.csv,183.0,0.08556927823626571,Binder
345,345,1.0,2-6 SiaLac,300.0,105.0,0.35,0.51,53.503,4.896921667943854,1,59,Data/H1N1_MDCK/MDCK_sheet3.csv,262.0,0.12080086045127499,Binder
346,346,1.0,2-6 SiaLac,300.0,105.0,0.35,0.528,55.462,3.281526089935451,1,59,Data/H1N1_MDCK/MDCK_sheet3.csv,182.0,0.08095109583894115,Binder
347,347,1.0,2-6 SiaLac,300.0,105.0,0.35,0.521,54.696,1.6271756618399884,1,59,Data/H1N1_MDCK/MDCK_sheet3.csv,89.0,0.04014036437266066,Binder
348,348,1.0,2-6 SiaLac,300.0,105.0,0.35,0.514,53.958,3.372993810000371,1,59,Data/H1N1_MDCK/MDCK_sheet3.csv,182.0,0.0832074887397486,Binder
349,349,1.0,2-6 SiaLac,300.0,105.0,0.35,0.493,51.746,3.34325358481815,1,59,Data/H1N1_MDCK/MDCK_sheet3.csv,173.0,0.08247383502101648,Binder
350,350,1.0,2-6 SiaLac,300.0,105.0,0.35,0.537,56.399,3.067430273586411,1,59,Data/H1N1_MDCK/MDCK_sheet3.csv,173.0,0.07566962298972532,Binder
351,351,1.0,2-6 SiaLac,300.0,141.0,0.47,0.332,46.785,5.364967404082505,1,60,Data/H1N1_MDCK/MDCK_sheet3.csv,251.0,0.13234695644587152,Binder
352,352,1.0,2-6 SiaLac,300.0,141.0,0.47,0.359,50.604,3.9324954549047506,1,60,Data/H1N1_MDCK/MDCK_sheet3.csv,199.0,0.09700968626534882,Binder
353,353,1.0,2-6 SiaLac,300.0,141.0,0.47,0.343,48.376,3.7621961303125517,1,60,Data/H1N1_MDCK/MDCK_sheet3.csv,182.0,0.09280861744293357,Binder
354,354,1.0,2-6 SiaLac,300.0,141.0,0.47,0.371,52.301,3.4607368883960152,1,60,Data/H1N1_MDCK/MDCK_sheet3.csv,181.0,0.0853719994441414,Binder
355,355,1.0,2-6 SiaLac,300.0,141.0,0.47,0.358,50.498,3.2674561368767083,1,60,Data/H1N1_MDCK/MDCK_sheet3.csv,165.0,0.08060400790262977,Binder
356,356,1.0,2-6 SiaLac,300.0,141.0,0.47,0.373,52.62,3.895857088559483,1,60,Data/H1N1_MDCK/MDCK_sheet3.csv,205.0,0.09610586413378189,Binder
357,357,5.0,2-6 SiaLac,150.0,44.0,0.29,1.871,81.407,2.5796307442848896,1,61,Data/H1N1_MDCK/MDCK_sheet3.csv,210.0,0.06363622591639759,Binder
358,358,5.0,2-6 SiaLac,150.0,44.0,0.29,1.908,82.977,2.5308217939911057,1,61,Data/H1N1_MDCK/MDCK_sheet3.csv,210.0,0.06243217088080044,Binder
359,359,5.0,2-6 SiaLac,150.0,44.0,0.29,1.87,81.362,2.359823996460264,1,61,Data/H1N1_MDCK/MDCK_sheet3.csv,192.0,0.05821387161491244,Binder
360,360,5.0,2-6 SiaLac,150.0,44.0,0.29,1.961,85.311,2.2857544748039524,1,61,Data/H1N1_MDCK/MDCK_sheet3.csv,195.0,0.056386670251274175,Binder
361,361,5.0,2-6 SiaLac,150.0,44.0,0.29,1.93,83.965,2.34621568510689,1,61,Data/H1N1_MDCK/MDCK_sheet3.csv,197.0,0.057878171795260905,Binder
362,362,5.0,2-6 SiaLac,150.0,44.0,0.29,1.885,81.99,2.2319795096963047,1,61,Data/H1N1_MDCK/MDCK_sheet3.csv,183.0,0.05506010991475387,Binder
363,363,5.0,2-6 SiaLac,150.0,60.0,0.4,1.461,87.654,1.357610605334611,1,62,Data/H1N1_MDCK/MDCK_sheet3.csv,119.0,0.033490535565593144,Binder
364,364,5.0,2-6 SiaLac,150.0,60.0,0.4,1.514,90.812,1.717834647403427,1,62,Data/H1N1_MDCK/MDCK_sheet3.csv,156.0,0.04237680681677709,Binder
365,365,5.0,2-6 SiaLac,150.0,60.0,0.4,1.324,79.417,2.228741957011723,1,62,Data/H1N1_MDCK/MDCK_sheet3.csv,177.0,0.054980243587176285,Binder
366,366,5.0,2-6 SiaLac,150.0,60.0,0.4,1.566,93.971,1.8409934979940619,1,62,Data/H1N1_MDCK/MDCK_sheet3.csv,173.0,0.045414979802253015,Binder
367,367,5.0,2-6 SiaLac,150.0,60.0,0.4,1.4,84.01,2.237828829901202,1,62,Data/H1N1_MDCK/MDCK_sheet3.csv,188.0,0.05520440524184317,Binder
368,368,5.0,2-6 SiaLac,150.0,60.0,0.4,1.455,87.272,1.7302227518562654,1,62,Data/H1N1_MDCK/MDCK_sheet3.csv,151.0,0.042682405676374845,Binder
369,369,5.0,2-6 SiaLac,200.0,78.0,0.39,2.186,170.539,1.3076187851459198,1,63,Data/H1N1_MDCK/MDCK_sheet3.csv,223.0,0.032257300626620744,Binder
370,370,5.0,2-6 SiaLac,200.0,78.0,0.39,2.294,178.925,1.3469330725164175,1,63,Data/H1N1_MDCK/MDCK_sheet3.csv,241.0,0.03322713434347882,Binder
371,371,5.0,2-6 SiaLac,200.0,78.0,0.39,2.216,172.859,1.2264331044377208,1,63,Data/H1N1_MDCK/MDCK_sheet3.csv,212.0,0.0302545526247335,Binder
372,372,5.0,2-6 SiaLac,200.0,78.0,0.39,2.357,183.822,1.2512104100706118,1,63,Data/H1N1_MDCK/MDCK_sheet3.csv,230.0,0.030865777398801458,Binder
373,373,5.0,2-6 SiaLac,200.0,78.0,0.39,2.279,177.736,1.3728226133141288,1,63,Data/H1N1_MDCK/MDCK_sheet3.csv,244.0,0.03386579655151963,Binder
374,374,5.0,2-6 SiaLac,200.0,78.0,0.39,2.284,178.152,1.2349005343751405,1,63,Data/H1N1_MDCK/MDCK_sheet3.csv,220.0,0.03046343340568352,Binder
375,375,5.0,2-6 SiaLac,200.0,98.0,0.49,1.858,182.124,1.202477432957765,1,64,Data/H1N1_MDCK/MDCK_sheet3.csv,219.0,0.0296635965254333,Non-binder
376,376,5.0,2-6 SiaLac,200.0,98.0,0.49,1.936,189.726,1.1121301244953248,1,64,Data/H1N1_MDCK/MDCK_sheet3.csv,211.0,0.027434842760968414,Non-binder
377,377,5.0,2-6 SiaLac,200.0,98.0,0.49,1.747,171.249,1.1970872822615022,1,64,Data/H1N1_MDCK/MDCK_sheet3.csv,205.0,0.029530628329039018,Non-binder
378,378,5.0,2-6 SiaLac,200.0,98.0,0.49,1.747,171.249,1.1445322308451436,1,64,Data/H1N1_MDCK/MDCK_sheet3.csv,196.0,0.02823416171947145,Non-binder
379,379,5.0,2-6 SiaLac,200.0,98.0,0.49,1.753,171.822,1.2047351328700633,1,64,Data/H1N1_MDCK/MDCK_sheet3.csv,207.0,0.029719291125130852,Non-binder
380,380,5.0,2-6 SiaLac,200.0,98.0,0.49,1.849,181.163,1.2640550222727598,1,64,Data/H1N1_MDCK/MDCK_sheet3.csv,229.0,0.03118263772686015,Binder
381,381,5.0,2-6 SiaLac,300.0,105.0,0.35,2.558,268.622,0.7482633589207138,1,65,Data/H1N1_MDCK/MDCK_sheet3.csv,201.0,0.01845871013079473,Non-binder
382,382,5.0,2-6 SiaLac,300.0,105.0,0.35,2.454,257.625,0.8850072780203785,1,65,Data/H1N1_MDCK/MDCK_sheet3.csv,228.0,0.021832009564366234,Non-binder
383,383,5.0,2-6 SiaLac,300.0,105.0,0.35,2.49,261.496,0.8183681585951602,1,65,Data/H1N1_MDCK/MDCK_sheet3.csv,214.0,0.020188106820530485,Non-binder
384,384,5.0,2-6 SiaLac,300.0,105.0,0.35,2.462,258.494,0.7775809109689199,1,65,Data/H1N1_MDCK/MDCK_sheet3.csv,201.0,0.01918193703820724,Non-binder
385,385,5.0,2-6 SiaLac,300.0,105.0,0.35,2.509,263.471,0.8425974775212453,1,65,Data/H1N1_MDCK/MDCK_sheet3.csv,222.0,0.020785813456023473,Non-binder
386,386,5.0,2-6 SiaLac,300.0,105.0,0.35,2.437,255.886,0.797230016491719,1,65,Data/H1N1_MDCK/MDCK_sheet3.csv,204.0,0.019666655605341,Non-binder
387,387,5.0,2-6 SiaLac,300.0,141.0,0.47,2.076,292.764,0.7856157177795083,1,66,Data/H1N1_MDCK/MDCK_sheet3.csv,230.0,0.019380145554106654,Non-binder
388,388,5.0,2-6 SiaLac,300.0,141.0,0.47,1.902,268.19,0.8464148551400127,1,66,Data/H1N1_MDCK/MDCK_sheet3.csv,227.0,0.020879983330953936,Non-binder
389,389,5.0,2-6 SiaLac,300.0,141.0,0.47,2.117,298.484,0.8107637260288659,1,66,Data/H1N1_MDCK/MDCK_sheet3.csv,242.0,0.02000051509259546,Non-binder
390,390,5.0,2-6 SiaLac,300.0,141.0,0.47,1.991,280.709,1.0224111090132486,1,66,Data/H1N1_MDCK/MDCK_sheet3.csv,287.0,0.025221588189218887,Non-binder
391,391,5.0,2-6 SiaLac,300.0,141.0,0.47,2.193,309.238,0.6629198222728125,1,66,Data/H1N1_MDCK/MDCK_sheet3.csv,205.0,0.01635339308467783,Non-binder
392,392,5.0,2-6 SiaLac,300.0,141.0,0.47,2.113,298.001,0.7248297824503945,1,66,Data/H1N1_MDCK/MDCK_sheet3.csv,216.0,0.017880633454666495,Non-binder
393,393,10.0,2-6 SiaLac,150.0,44.0,0.29,3.963,174.376,1.1641510299582511,1,67,Data/H1N1_MDCK/MDCK_sheet3.csv,203.0,0.02871813266583115,Non-binder
394,394,10.0,2-6 SiaLac,150.0,44.0,0.29,3.733,164.231,1.4857121980624852,1,67,Data/H1N1_MDCK/MDCK_sheet3.csv,244.0,0.03665063974451165,Binder
395,395,10.0,2-6 SiaLac,150.0,44.0,0.29,3.646,160.418,1.4586891745315362,1,67,Data/H1N1_MDCK/MDCK_sheet3.csv,234.0,0.03598401595187411,Binder
396,396,10.0,2-6 SiaLac,150.0,44.0,0.29,4.207,185.116,1.2964843665593464,1,67,Data/H1N1_MDCK/MDCK_sheet3.csv,240.0,0.0319826286107934,Binder
397,397,10.0,2-6 SiaLac,150.0,44.0,0.29,4.039,177.695,1.2774698218858156,1,67,Data/H1N1_MDCK/MDCK_sheet3.csv,227.0,0.031513563856768824,Binder
398,398,10.0,2-6 SiaLac,150.0,44.0,0.29,4.128,181.65,1.222130470685384,1,67,Data/H1N1_MDCK/MDCK_sheet3.csv,222.0,0.030148412095083732,Binder
399,399,10.0,2-6 SiaLac,150.0,60.0,0.4,2.043,122.554,1.3871436264830197,1,68,Data/H1N1_MDCK/MDCK_sheet3.csv,170.0,0.034219077823029624,Binder
400,400,10.0,2-6 SiaLac,150.0,60.0,0.4,2.237,134.244,1.1918595989392449,1,68,Data/H1N1_MDCK/MDCK_sheet3.csv,160.0,0.029401667997157575,Non-binder
401,401,10.0,2-6 SiaLac,150.0,60.0,0.4,2.049,122.953,1.3419762022886794,1,68,Data/H1N1_MDCK/MDCK_sheet3.csv,165.0,0.03310485462792284,Binder
402,402,10.0,2-6 SiaLac,150.0,60.0,0.4,2.383,143.003,1.223750550687748,1,68,Data/H1N1_MDCK/MDCK_sheet3.csv,175.0,0.03018837741851674,Binder
403,403,10.0,2-6 SiaLac,150.0,60.0,0.4,2.092,125.55,1.2743926722421346,1,68,Data/H1N1_MDCK/MDCK_sheet3.csv,160.0,0.03143765446921881,Binder
404,404,10.0,2-6 SiaLac,150.0,60.0,0.4,2.243,134.603,1.2926903560841883,1,68,Data/H1N1_MDCK/MDCK_sheet3.csv,174.0,0.03188903517372446,Binder
405,405,10.0,2-6 SiaLac,200.0,78.0,0.39,4.204,327.935,0.8172351228139723,1,69,Data/H1N1_MDCK/MDCK_sheet3.csv,268.0,0.020160156261675197,Non-binder
406,406,10.0,2-6 SiaLac,200.0,78.0,0.39,4.318,336.784,0.9293790678892109,1,69,Data/H1N1_MDCK/MDCK_sheet3.csv,313.0,0.022926605467544887,Non-binder
407,407,10.0,2-6 SiaLac,200.0,78.0,0.39,2.856,222.763,1.0998235793197255,1,69,Data/H1N1_MDCK/MDCK_sheet3.csv,245.0,0.027131255865526182,Non-binder
408,408,10.0,2-6 SiaLac,200.0,78.0,0.39,2.979,232.328,1.157845804207844,1,69,Data/H1N1_MDCK/MDCK_sheet3.csv,269.0,0.028562590725886555,Non-binder
409,409,10.0,2-6 SiaLac,200.0,78.0,0.39,4.251,331.603,0.8021640334978876,1,69,Data/H1N1_MDCK/MDCK_sheet3.csv,266.0,0.01978837156084181,Non-binder
410,410,10.0,2-6 SiaLac,200.0,78.0,0.39,4.826,376.407,0.8634270882316216,1,69,Data/H1N1_MDCK/MDCK_sheet3.csv,325.0,0.0212996535921952,Non-binder
411,411,10.0,2-6 SiaLac,200.0,98.0,0.49,3.396,332.834,0.8022016981438195,1,70,Data/H1N1_MDCK/MDCK_sheet3.csv,267.0,0.01978930069999201,Non-binder
412,412,10.0,2-6 SiaLac,200.0,98.0,0.49,3.685,361.158,0.6894489392454272,1,70,Data/H1N1_MDCK/MDCK_sheet3.csv,249.0,0.017007832827564302,Non-binder
413,413,10.0,2-6 SiaLac,200.0,98.0,0.49,2.579,252.775,1.0325388191079024,1,70,Data/H1N1_MDCK/MDCK_sheet3.csv,261.0,0.025471425980548912,Non-binder
414,414,10.0,2-6 SiaLac,200.0,98.0,0.49,2.307,226.075,1.1456375096759925,1,70,Data/H1N1_MDCK/MDCK_sheet3.csv,259.0,0.028261427549488533,Non-binder
415,415,10.0,2-6 SiaLac,200.0,98.0,0.49,3.492,342.25,0.8356464572680788,1,70,Data/H1N1_MDCK/MDCK_sheet3.csv,286.0,0.020614340582954357,Non-binder
416,416,10.0,2-6 SiaLac,200.0,98.0,0.49,3.728,365.322,0.9744827850499012,1,70,Data/H1N1_MDCK/MDCK_sheet3.csv,356.0,0.02403925709075333,Non-binder
417,417,10.0,2-6 SiaLac,300.0,105.0,0.35,5.559,583.675,0.3118173641153039,1,71,Data/H1N1_MDCK/MDCK_sheet3.csv,182.0,0.007692139765142168,Non-binder
418,418,10.0,2-6 SiaLac,300.0,105.0,0.35,5.466,573.878,0.3293382914138545,1,71,Data/H1N1_MDCK/MDCK_sheet3.csv,189.0,0.008124358868711748,Non-binder
419,419,10.0,2-6 SiaLac,300.0,105.0,0.35,5.554,583.164,0.3052314614756741,1,71,Data/H1N1_MDCK/MDCK_sheet3.csv,178.0,0.007529673881539489,Non-binder
420,420,10.0,2-6 SiaLac,300.0,105.0,0.35,5.048,530.022,0.26036655082241866,1,71,Data/H1N1_MDCK/MDCK_sheet3.csv,138.0,0.0064229133126577544,Non-binder
421,421,10.0,2-6 SiaLac,300.0,105.0,0.35,5.592,587.168,0.2469480625647174,1,71,Data/H1N1_MDCK/MDCK_sheet3.csv,145.0,0.006091896188553692,Non-binder
422,422,10.0,2-6 SiaLac,300.0,105.0,0.35,5.422,569.362,0.3477576655976339,1,71,Data/H1N1_MDCK/MDCK_sheet3.csv,198.0,0.008578741519947586,Non-binder
423,423,10.0,2-6 SiaLac,300.0,141.0,0.47,4.237,597.398,0.3013066665773906,1,72,Data/H1N1_MDCK/MDCK_sheet3.csv,180.0,0.0074328541582608645,Non-binder
424,424,10.0,2-6 SiaLac,300.0,141.0,0.47,4.346,612.786,0.29537228330934456,1,72,Data/H1N1_MDCK/MDCK_sheet3.csv,181.0,0.007286460433051734,Non-binder
425,425,10.0,2-6 SiaLac,300.0,141.0,0.47,4.355,614.069,0.30289755711491706,1,72,Data/H1N1_MDCK/MDCK_sheet3.csv,186.0,0.00747209941453585,Non-binder
426,426,10.0,2-6 SiaLac,300.0,141.0,0.47,4.323,609.531,0.2789029598166459,1,72,Data/H1N1_MDCK/MDCK_sheet3.csv,170.0,0.006880183064558772,Non-binder
427,427,10.0,2-6 SiaLac,300.0,141.0,0.47,4.416,622.651,0.26820803307149593,1,72,Data/H1N1_MDCK/MDCK_sheet3.csv,167.0,0.006616352756278602,Non-binder
428,428,10.0,2-6 SiaLac,300.0,141.0,0.47,3.83,540.08,0.37587024144571174,1,72,Data/H1N1_MDCK/MDCK_sheet3.csv,203.0,0.009272243189410776,Non-binder
429,429,1.0,2-3 SiaLac,150.0,51.0,0.34,0.499,25.445,15.209274906661426,1,73,Data/H1N1_MDCK/MDCK_sheet3.csv,387.0,0.3751935644778525,Binder
430,430,1.0,2-3 SiaLac,150.0,51.0,0.34,0.525,26.781,19.267391060826707,1,73,Data/H1N1_MDCK/MDCK_sheet3.csv,516.0,0.4753021544198727,Binder
431,431,1.0,2-3 SiaLac,150.0,51.0,0.34,0.525,26.788,14.67074809616246,1,73,Data/H1N1_MDCK/MDCK_sheet3.csv,393.0,0.3619087895731988,Binder
432,432,1.0,2-3 SiaLac,150.0,51.0,0.34,0.761,38.815,13.602988535360042,1,73,Data/H1N1_MDCK/MDCK_sheet3.csv,528.0,0.33556851246720065,Binder
433,433,1.0,2-3 SiaLac,150.0,51.0,0.34,0.538,27.459,16.38806948541462,1,73,Data/H1N1_MDCK/MDCK_sheet3.csv,450.0,0.4042729349609167,Binder
434,434,1.0,2-3 SiaLac,150.0,51.0,0.34,0.629,32.097,17.1355578402966,1,73,Data/H1N1_MDCK/MDCK_sheet3.csv,550.0,0.4227125267228502,Binder
435,435,1.0,2-3 SiaLac,150.0,87.0,0.58,0.329,28.626,12.086913994270942,1,74,Data/H1N1_MDCK/MDCK_sheet3.csv,346.0,0.2981688721440312,Binder
436,436,1.0,2-3 SiaLac,150.0,87.0,0.58,0.326,28.378,11.734442173514694,1,74,Data/H1N1_MDCK/MDCK_sheet3.csv,333.0,0.28947383838212487,Binder
437,437,1.0,2-3 SiaLac,150.0,87.0,0.58,0.343,29.875,12.384937238493723,1,74,Data/H1N1_MDCK/MDCK_sheet3.csv,370.0,0.3055207284280033,Binder
438,438,1.0,2-3 SiaLac,150.0,87.0,0.58,0.347,30.212,12.809479676949557,1,74,Data/H1N1_MDCK/MDCK_sheet3.csv,387.0,0.31599365312256583,Binder
439,439,1.0,2-3 SiaLac,150.0,87.0,0.58,0.316,27.51,13.66775717920756,1,74,Data/H1N1_MDCK/MDCK_sheet3.csv,376.0,0.3371662729456376,Binder
440,440,1.0,2-3 SiaLac,150.0,87.0,0.58,0.376,32.685,12.543980419152515,1,74,Data/H1N1_MDCK/MDCK_sheet3.csv,410.0,0.30944412242432934,Binder
441,441,1.0,2-3 SiaLac,200.0,74.0,0.37,0.6,44.426,17.197136811776886,1,75,Data/H1N1_MDCK/MDCK_sheet3.csv,764.0,0.42423160202054566,Binder
442,442,1.0,2-3 SiaLac,200.0,74.0,0.37,0.635,46.966,17.885278712259932,1,75,Data/H1N1_MDCK/MDCK_sheet3.csv,840.0,0.44120719185591095,Binder
443,443,1.0,2-3 SiaLac,200.0,74.0,0.37,0.598,44.22,19.49344188150158,1,75,Data/H1N1_MDCK/MDCK_sheet3.csv,862.0,0.4808785420966451,Binder
444,444,1.0,2-3 SiaLac,200.0,74.0,0.37,0.696,51.5,16.40776699029126,1,75,Data/H1N1_MDCK/MDCK_sheet3.csv,845.0,0.40475884747886,Binder
