,index,PrintPol,GlycType,DP,Valency,GlycSpace,PolSpace,GlycDen,MVF,SubArr,ExpNum,FileName,MVF_orig,MVF_norm,Experiment
145,145,5.0,2-3 SiaLac,150.0,51.0,0.34,1.996,101.809,10.93223585341178,0,25,Data/H1N1_MDCK/MDCK_sheet2.csv,1113.0,0.31373675328167955,Binder
146,146,5.0,2-3 SiaLac,150.0,51.0,0.34,2.011,102.545,10.317421619776683,0,25,Data/H1N1_MDCK/MDCK_sheet2.csv,1058.0,0.2960926204511716,Binder
147,147,5.0,2-3 SiaLac,150.0,51.0,0.34,2.041,104.071,10.079657157133111,0,25,Data/H1N1_MDCK/MDCK_sheet2.csv,1049.0,0.28926918089536674,Binder
148,148,5.0,2-3 SiaLac,150.0,87.0,0.58,1.798,156.452,7.599775010865953,0,26,Data/H1N1_MDCK/MDCK_sheet2.csv,1189.0,0.21810074074062472,Binder
149,149,5.0,2-3 SiaLac,150.0,87.0,0.58,1.455,126.545,10.186099806392983,0,26,Data/H1N1_MDCK/MDCK_sheet2.csv,1289.0,0.2923239056229778,Binder
150,150,5.0,2-3 SiaLac,150.0,87.0,0.58,1.895,164.828,7.268182590336593,0,26,Data/H1N1_MDCK/MDCK_sheet2.csv,1198.0,0.20858459684978217,Binder
151,151,5.0,2-3 SiaLac,150.0,87.0,0.58,1.724,149.998,7.820104268056908,0,26,Data/H1N1_MDCK/MDCK_sheet2.csv,1173.0,0.22442381927011706,Binder
152,152,5.0,2-3 SiaLac,150.0,87.0,0.58,1.655,144.016,7.4297300299966675,0,26,Data/H1N1_MDCK/MDCK_sheet2.csv,1070.0,0.21322073623604523,Binder
153,153,5.0,2-3 SiaLac,150.0,87.0,0.58,1.743,151.664,6.290220487393185,0,26,Data/H1N1_MDCK/MDCK_sheet2.csv,954.0,0.1805187319046681,Binder
154,154,5.0,2-3 SiaLac,200.0,74.0,0.37,2.213,163.787,6.813727585217386,0,27,Data/H1N1_MDCK/MDCK_sheet2.csv,1116.0,0.19554250374727994,Binder
155,155,5.0,2-3 SiaLac,200.0,74.0,0.37,2.046,151.423,7.521974865112962,0,27,Data/H1N1_MDCK/MDCK_sheet2.csv,1139.0,0.215868007614421,Binder
156,156,5.0,2-3 SiaLac,200.0,74.0,0.37,2.051,151.755,7.083786366182333,0,27,Data/H1N1_MDCK/MDCK_sheet2.csv,1075.0,0.20329273583806573,Binder
157,157,5.0,2-3 SiaLac,200.0,74.0,0.37,2.055,152.052,6.951569200010523,0,27,Data/H1N1_MDCK/MDCK_sheet2.csv,1057.0,0.19949832589310443,Binder
158,158,5.0,2-3 SiaLac,200.0,74.0,0.37,2.26,167.211,6.100077148034519,0,27,Data/H1N1_MDCK/MDCK_sheet2.csv,1020.0,0.17506193836779,Binder
159,159,5.0,2-3 SiaLac,200.0,74.0,0.37,2.133,157.876,5.637335630494818,0,27,Data/H1N1_MDCK/MDCK_sheet2.csv,890.0,0.16178203631772264,Binder
160,160,5.0,2-3 SiaLac,200.0,104.0,0.52,1.998,207.745,4.832847962646514,0,28,Data/H1N1_MDCK/MDCK_sheet2.csv,1004.0,0.13869459543644053,Binder
161,161,5.0,2-3 SiaLac,200.0,104.0,0.52,2.027,210.838,4.657604416661133,0,28,Data/H1N1_MDCK/MDCK_sheet2.csv,982.0,0.1336654008701832,Binder
162,162,5.0,2-3 SiaLac,200.0,104.0,0.52,2.052,213.376,4.531906118776245,0,28,Data/H1N1_MDCK/MDCK_sheet2.csv,967.0,0.13005807146380832,Binder
163,163,5.0,2-3 SiaLac,200.0,104.0,0.52,2.024,210.521,4.412861424750975,0,28,Data/H1N1_MDCK/MDCK_sheet2.csv,929.0,0.1266416892799897,Binder
164,164,5.0,2-3 SiaLac,200.0,104.0,0.52,2.047,212.847,4.125028776539017,0,28,Data/H1N1_MDCK/MDCK_sheet2.csv,878.0,0.11838137713987927,Binder
165,165,5.0,2-3 SiaLac,200.0,104.0,0.52,2.089,217.288,3.9578807849490074,0,28,Data/H1N1_MDCK/MDCK_sheet2.csv,860.0,0.11358451134754119,Binder
166,166,5.0,2-3 SiaLac,300.0,108.0,0.36,2.053,221.736,4.30692354872461,0,29,Data/H1N1_MDCK/MDCK_sheet2.csv,955.0,0.12360145069387318,Binder
167,167,5.0,2-3 SiaLac,300.0,108.0,0.36,2.066,223.075,4.523142440883111,0,29,Data/H1N1_MDCK/MDCK_sheet2.csv,1009.0,0.12980656867097934,Binder
168,168,5.0,2-3 SiaLac,300.0,108.0,0.36,2.268,244.96,3.8210320052253426,0,29,Data/H1N1_MDCK/MDCK_sheet2.csv,936.0,0.10965718189574719,Binder
169,169,5.0,2-3 SiaLac,300.0,108.0,0.36,2.127,229.766,4.221686411392461,0,29,Data/H1N1_MDCK/MDCK_sheet2.csv,970.0,0.12115528843720476,Binder
170,170,5.0,2-3 SiaLac,300.0,108.0,0.36,2.157,233.006,4.171566397431826,0,29,Data/H1N1_MDCK/MDCK_sheet2.csv,972.0,0.11971692846534825,Binder
171,171,5.0,2-3 SiaLac,300.0,108.0,0.36,2.3,248.432,3.7193276228505185,0,29,Data/H1N1_MDCK/MDCK_sheet2.csv,924.0,0.10673843744597046,Binder
172,172,5.0,2-3 SiaLac,300.0,138.0,0.46,2.337,322.478,2.3319420239520214,0,30,Data/H1N1_MDCK/MDCK_sheet2.csv,752.0,0.06692280785430456,Binder
173,173,5.0,2-3 SiaLac,300.0,138.0,0.46,2.296,316.879,2.4646631679600097,0,30,Data/H1N1_MDCK/MDCK_sheet2.csv,781.0,0.0707316811141969,Binder
174,174,5.0,2-3 SiaLac,300.0,138.0,0.46,2.359,325.501,2.45467755859429,0,30,Data/H1N1_MDCK/MDCK_sheet2.csv,799.0,0.0704451109464885,Binder
175,175,5.0,2-3 SiaLac,300.0,138.0,0.46,2.433,335.802,2.424047504184013,0,30,Data/H1N1_MDCK/MDCK_sheet2.csv,814.0,0.0695660799822487,Binder
176,176,5.0,2-3 SiaLac,300.0,138.0,0.46,2.493,343.976,2.346093913528851,0,30,Data/H1N1_MDCK/MDCK_sheet2.csv,807.0,0.06732894324583563,Binder
177,177,5.0,2-3 SiaLac,300.0,138.0,0.46,2.447,337.706,2.368924449077008,0,30,Data/H1N1_MDCK/MDCK_sheet2.csv,800.0,0.06798414115727891,Binder
178,178,10.0,2-3 SiaLac,150.0,51.0,0.34,3.75,191.253,4.836525440123816,0,31,Data/H1N1_MDCK/MDCK_sheet2.csv,925.0,0.1388001328452072,Binder
179,179,10.0,2-3 SiaLac,150.0,51.0,0.34,4.131,210.662,4.618773200672167,0,31,Data/H1N1_MDCK/MDCK_sheet2.csv,973.0,0.1325510103837617,Binder
180,180,10.0,2-3 SiaLac,150.0,51.0,0.34,3.877,197.725,5.826273865216842,0,31,Data/H1N1_MDCK/MDCK_sheet2.csv,1152.0,0.16720424538156756,Binder
181,181,10.0,2-3 SiaLac,150.0,51.0,0.34,3.766,192.042,5.045771237541787,0,31,Data/H1N1_MDCK/MDCK_sheet2.csv,969.0,0.14480513474966783,Binder
182,182,10.0,2-3 SiaLac,150.0,51.0,0.34,3.857,196.725,3.4210191892235353,0,31,Data/H1N1_MDCK/MDCK_sheet2.csv,673.0,0.09817748791125429,Binder
183,183,10.0,2-3 SiaLac,150.0,51.0,0.34,3.93,200.408,4.705400981996727,0,31,Data/H1N1_MDCK/MDCK_sheet2.csv,943.0,0.13503708178042673,Binder
184,184,10.0,2-3 SiaLac,150.0,87.0,0.58,2.843,247.298,3.6878583732986114,0,32,Data/H1N1_MDCK/MDCK_sheet2.csv,912.0,0.10583532299481772,Binder
185,185,10.0,2-3 SiaLac,150.0,87.0,0.58,2.771,241.12,4.159754479097545,0,32,Data/H1N1_MDCK/MDCK_sheet2.csv,1003.0,0.11937794630671975,Binder
186,186,10.0,2-3 SiaLac,150.0,87.0,0.58,2.767,240.734,4.714747397542515,0,32,Data/H1N1_MDCK/MDCK_sheet2.csv,1135.0,0.13530530816224615,Binder
187,187,10.0,2-3 SiaLac,150.0,87.0,0.58,2.825,245.754,4.089455308967504,0,32,Data/H1N1_MDCK/MDCK_sheet2.csv,1005.0,0.11736047854525425,Binder
188,188,10.0,2-3 SiaLac,150.0,87.0,0.58,2.999,260.908,2.993392306866788,0,32,Data/H1N1_MDCK/MDCK_sheet2.csv,781.0,0.08590531673917856,Binder
189,189,10.0,2-3 SiaLac,150.0,87.0,0.58,2.807,244.209,4.193129655336208,0,32,Data/H1N1_MDCK/MDCK_sheet2.csv,1024.0,0.12033575764318612,Binder
190,190,10.0,2-3 SiaLac,200.0,74.0,0.37,4.551,336.791,2.7138492418146565,0,33,Data/H1N1_MDCK/MDCK_sheet2.csv,914.0,0.07788290167167941,Binder
191,191,10.0,2-3 SiaLac,200.0,74.0,0.37,4.315,319.32,2.8999123136665417,0,33,Data/H1N1_MDCK/MDCK_sheet2.csv,926.0,0.08322259840445786,Binder
192,192,10.0,2-3 SiaLac,200.0,74.0,0.37,4.236,313.444,3.38178430596853,0,33,Data/H1N1_MDCK/MDCK_sheet2.csv,1060.0,0.09705151285428829,Binder
193,193,10.0,2-3 SiaLac,200.0,74.0,0.37,4.276,316.452,2.0477039171817526,0,33,Data/H1N1_MDCK/MDCK_sheet2.csv,648.0,0.05876565299844723,Binder
194,194,10.0,2-3 SiaLac,200.0,74.0,0.37,4.445,328.904,1.03677668863863,0,33,Data/H1N1_MDCK/MDCK_sheet2.csv,341.0,0.029753744479460834,Non-binder
195,195,10.0,2-3 SiaLac,200.0,74.0,0.37,4.423,327.33,2.0346439373109706,0,33,Data/H1N1_MDCK/MDCK_sheet2.csv,666.0,0.05839085357612188,Binder
196,196,10.0,2-3 SiaLac,200.0,104.0,0.52,3.283,341.411,2.551177320004335,0,34,Data/H1N1_MDCK/MDCK_sheet2.csv,871.0,0.07321449154193145,Binder
197,197,10.0,2-3 SiaLac,200.0,104.0,0.52,1.709,177.69,5.498339805278857,0,34,Data/H1N1_MDCK/MDCK_sheet2.csv,977.0,0.15779309027706856,Binder
198,198,10.0,2-3 SiaLac,200.0,104.0,0.52,2.362,245.678,4.180268481508316,0,34,Data/H1N1_MDCK/MDCK_sheet2.csv,1027.0,0.11996666361939637,Binder
199,199,10.0,2-3 SiaLac,200.0,104.0,0.52,1.501,156.057,3.223181273509039,0,34,Data/H1N1_MDCK/MDCK_sheet2.csv,503.0,0.09249987299473106,Binder
200,200,10.0,2-3 SiaLac,200.0,104.0,0.52,1.955,203.272,2.0907946003384628,0,34,Data/H1N1_MDCK/MDCK_sheet2.csv,425.0,0.060002283017370275,Binder
201,201,10.0,2-3 SiaLac,200.0,104.0,0.52,3.423,355.961,2.1491118409039194,0,34,Data/H1N1_MDCK/MDCK_sheet2.csv,765.0,0.061675889584287054,Binder
202,202,10.0,2-3 SiaLac,300.0,108.0,0.36,2.253,243.362,3.6036850453234277,0,35,Data/H1N1_MDCK/MDCK_sheet2.csv,877.0,0.10341969027467234,Binder
203,203,10.0,2-3 SiaLac,300.0,108.0,0.36,3.524,380.638,2.624540902379689,0,35,Data/H1N1_MDCK/MDCK_sheet2.csv,999.0,0.0753199027727341,Binder
204,204,10.0,2-3 SiaLac,300.0,108.0,0.36,3.499,377.926,2.6910030005874166,0,35,Data/H1N1_MDCK/MDCK_sheet2.csv,1017.0,0.07722725303370319,Binder
205,205,10.0,2-3 SiaLac,300.0,108.0,0.36,3.52,380.145,1.178497678517408,0,35,Data/H1N1_MDCK/MDCK_sheet2.csv,448.0,0.03382089815530815,Binder
206,206,10.0,2-3 SiaLac,300.0,108.0,0.36,3.954,427.038,0.990544167029632,0,35,Data/H1N1_MDCK/MDCK_sheet2.csv,423.0,0.028426948989487447,Non-binder
207,207,10.0,2-3 SiaLac,300.0,108.0,0.36,4.51,487.066,1.4084333540013059,0,35,Data/H1N1_MDCK/MDCK_sheet2.csv,686.0,0.04041966470748005,Binder
208,208,10.0,2-3 SiaLac,300.0,138.0,0.46,3.661,505.229,1.5735438781225939,0,36,Data/H1N1_MDCK/MDCK_sheet2.csv,795.0,0.045158058615646875,Binder
209,209,10.0,2-3 SiaLac,300.0,138.0,0.46,3.671,506.581,1.9799400293339071,0,36,Data/H1N1_MDCK/MDCK_sheet2.csv,1003.0,0.05682094356771427,Binder
210,210,10.0,2-3 SiaLac,300.0,138.0,0.46,3.737,515.753,2.125048230451398,0,36,Data/H1N1_MDCK/MDCK_sheet2.csv,1096.0,0.060985304500243795,Binder
211,211,10.0,2-3 SiaLac,300.0,138.0,0.46,3.807,525.311,1.1060114865289323,0,36,Data/H1N1_MDCK/MDCK_sheet2.csv,581.0,0.031740666550615915,Binder
212,212,10.0,2-3 SiaLac,300.0,138.0,0.46,4.131,570.109,0.8279118554522029,0,36,Data/H1N1_MDCK/MDCK_sheet2.csv,472.0,0.023759675606698748,Non-binder
213,213,10.0,2-3 SiaLac,300.0,138.0,0.46,4.792,661.345,1.058449069698871,0,36,Data/H1N1_MDCK/MDCK_sheet2.csv,700.0,0.030375705308050296,Binder
214,214,1.0,Lac,150.0,77.0,0.51,0.444,33.95,1.2371134020618555,0,37,Data/H1N1_MDCK/MDCK_sheet2.csv,42.0,0.03550307068091756,Binder
215,215,1.0,Lac,150.0,77.0,0.51,0.426,32.592,0.9204712812960236,0,37,Data/H1N1_MDCK/MDCK_sheet2.csv,30.0,0.026415975209016052,Non-binder
216,216,1.0,Lac,150.0,77.0,0.51,0.465,35.605,2.4715629827271455,0,37,Data/H1N1_MDCK/MDCK_sheet2.csv,88.0,0.07092969417504855,Binder
217,217,1.0,Lac,150.0,77.0,0.51,0.433,33.102,0.8156606851549756,0,37,Data/H1N1_MDCK/MDCK_sheet2.csv,27.0,0.023408087656668058,Non-binder
218,218,1.0,Lac,150.0,77.0,0.51,0.405,31.016,0.5158627805003869,0,37,Data/H1N1_MDCK/MDCK_sheet2.csv,16.0,0.014804392812522589,Non-binder
219,219,1.0,Lac,150.0,77.0,0.51,0.438,33.526,0.6263795263377676,0,37,Data/H1N1_MDCK/MDCK_sheet2.csv,21.0,0.017976037248958292,Non-binder
220,220,1.0,Lac,150.0,110.0,0.73,0.359,39.312,0.7885632885632886,0,38,Data/H1N1_MDCK/MDCK_sheet2.csv,31.0,0.02263043802094338,Non-binder
221,221,1.0,Lac,150.0,110.0,0.73,0.368,40.329,0.5207171018373875,0,38,Data/H1N1_MDCK/MDCK_sheet2.csv,21.0,0.014943703657630385,Non-binder
222,222,1.0,Lac,150.0,110.0,0.73,0.408,44.708,0.20130625391428827,0,38,Data/H1N1_MDCK/MDCK_sheet2.csv,9.0,0.005777150380327354,Non-binder
223,223,1.0,Lac,150.0,110.0,0.73,0.369,40.442,0.8159833836110973,0,38,Data/H1N1_MDCK/MDCK_sheet2.csv,33.0,0.02341734855876258,Non-binder
224,224,1.0,Lac,150.0,110.0,0.73,0.368,40.329,0.6446973641796226,0,38,Data/H1N1_MDCK/MDCK_sheet2.csv,26.0,0.018501728338018573,Non-binder
225,225,1.0,Lac,150.0,110.0,0.73,0.405,44.343,0.135308842432853,0,38,Data/H1N1_MDCK/MDCK_sheet2.csv,6.0,0.003883135845622764,Non-binder
226,226,1.0,Lac,200.0,94.0,0.47,0.671,63.076,1.2524573530344347,0,39,Data/H1N1_MDCK/MDCK_sheet2.csv,79.0,0.03594341622643998,Binder
227,227,1.0,Lac,200.0,94.0,0.47,0.669,62.861,0.8431300806541417,0,39,Data/H1N1_MDCK/MDCK_sheet2.csv,53.0,0.024196413034392978,Non-binder
228,228,1.0,Lac,200.0,94.0,0.47,0.682,64.103,0.733195014273903,0,39,Data/H1N1_MDCK/MDCK_sheet2.csv,47.0,0.021041461818519052,Non-binder
229,229,1.0,Lac,200.0,94.0,0.47,0.688,64.653,0.587753081836883,0,39,Data/H1N1_MDCK/MDCK_sheet2.csv,38.0,0.01686752335930044,Non-binder
230,230,1.0,Lac,200.0,94.0,0.47,0.703,66.062,0.968786897157216,0,39,Data/H1N1_MDCK/MDCK_sheet2.csv,64.0,0.027802551994986564,Non-binder
231,231,1.0,Lac,200.0,94.0,0.47,0.702,65.943,0.151646118617594,0,39,Data/H1N1_MDCK/MDCK_sheet2.csv,10.0,0.004351988151445193,Non-binder
232,232,1.0,Lac,200.0,132.0,0.66,0.534,70.423,0.8945940956789685,0,40,Data/H1N1_MDCK/MDCK_sheet2.csv,63.0,0.025673343572777747,Non-binder
233,233,1.0,Lac,200.0,132.0,0.66,0.517,68.243,0.45425904488372437,0,40,Data/H1N1_MDCK/MDCK_sheet2.csv,31.0,0.013036469373845321,Non-binder
234,234,1.0,Lac,200.0,132.0,0.66,0.531,70.054,0.5281639877808547,0,40,Data/H1N1_MDCK/MDCK_sheet2.csv,37.0,0.015157416739683334,Non-binder
235,235,1.0,Lac,200.0,132.0,0.66,0.557,73.476,0.3810768141978333,0,40,Data/H1N1_MDCK/MDCK_sheet2.csv,28.0,0.010936262631037358,Non-binder
236,236,1.0,Lac,200.0,132.0,0.66,0.568,74.919,0.8409081808353022,0,40,Data/H1N1_MDCK/MDCK_sheet2.csv,63.0,0.024132648252455684,Non-binder
237,237,1.0,Lac,200.0,132.0,0.66,0.544,71.799,2.841265198679647,0,40,Data/H1N1_MDCK/MDCK_sheet2.csv,204.0,0.08153952499733014,Binder
238,238,1.0,Lac,300.0,84.0,0.28,0.684,57.416,1.2017556081928382,0,41,Data/H1N1_MDCK/MDCK_sheet2.csv,69.0,0.034488361558244696,Binder
239,239,1.0,Lac,300.0,84.0,0.28,0.751,63.075,0.9671026555687673,0,41,Data/H1N1_MDCK/MDCK_sheet2.csv,61.0,0.027754217098558496,Non-binder
240,240,1.0,Lac,300.0,84.0,0.28,0.762,64.023,0.5466785374006217,0,41,Data/H1N1_MDCK/MDCK_sheet2.csv,35.0,0.01568875312540222,Non-binder
241,241,1.0,Lac,300.0,84.0,0.28,0.699,58.709,0.49396174351462296,0,41,Data/H1N1_MDCK/MDCK_sheet2.csv,29.0,0.014175869944049057,Non-binder
242,242,1.0,Lac,300.0,84.0,0.28,0.723,60.766,0.8886548398775631,0,41,Data/H1N1_MDCK/MDCK_sheet2.csv,54.0,0.02550289693614936,Non-binder
243,243,1.0,Lac,300.0,84.0,0.28,0.684,57.475,3.1839930404523704,0,41,Data/H1N1_MDCK/MDCK_sheet2.csv,183.0,0.09137523671987353,Binder
244,244,1.0,Lac,300.0,168.0,0.56,0.646,108.58,0.4881193589979739,0,42,Data/H1N1_MDCK/MDCK_sheet2.csv,53.0,0.014008203350110306,Non-binder
245,245,1.0,Lac,300.0,168.0,0.56,0.634,106.431,0.5825370427788896,0,42,Data/H1N1_MDCK/MDCK_sheet2.csv,62.0,0.01671783182492556,Non-binder
246,246,1.0,Lac,300.0,168.0,0.56,0.618,103.901,0.6640937045841715,0,42,Data/H1N1_MDCK/MDCK_sheet2.csv,69.0,0.019058370633855088,Non-binder
247,247,1.0,Lac,300.0,168.0,0.56,0.673,113.13,0.38893308583046055,0,42,Data/H1N1_MDCK/MDCK_sheet2.csv,44.0,0.011161724392745528,Non-binder
248,248,1.0,Lac,300.0,168.0,0.56,0.684,114.9,0.4351610095735422,0,42,Data/H1N1_MDCK/MDCK_sheet2.csv,50.0,0.012488387931712374,Non-binder
249,249,1.0,Lac,300.0,168.0,0.56,0.707,118.692,0.4633842213460048,0,42,Data/H1N1_MDCK/MDCK_sheet2.csv,55.0,0.013298346566652573,Non-binder
250,250,5.0,Lac,150.0,77.0,0.51,2.231,170.707,0.08786985888100664,0,43,Data/H1N1_MDCK/MDCK_sheet2.csv,15.0,0.0025217169302144938,Non-binder
251,251,5.0,Lac,150.0,77.0,0.51,2.117,161.947,0.1667212112604741,0,43,Data/H1N1_MDCK/MDCK_sheet2.csv,27.0,0.004784617915805948,Non-binder
252,252,5.0,Lac,150.0,77.0,0.51,2.322,177.645,0.15761772073517408,0,43,Data/H1N1_MDCK/MDCK_sheet2.csv,28.0,0.00452336307285936,Non-binder
253,253,5.0,Lac,150.0,77.0,0.51,2.375,181.719,0.027515009437648237,0,43,Data/H1N1_MDCK/MDCK_sheet2.csv,5.0,0.0007896344209211761,Non-binder
254,254,5.0,Lac,150.0,77.0,0.51,2.266,173.312,0.12693870014771047,0,43,Data/H1N1_MDCK/MDCK_sheet2.csv,22.0,0.0036429268618194395,Non-binder
255,255,5.0,Lac,150.0,77.0,0.51,2.211,169.129,0.2305932158293374,0,43,Data/H1N1_MDCK/MDCK_sheet2.csv,39.0,0.006617636852437645,Non-binder
256,256,5.0,Lac,150.0,110.0,0.73,1.986,217.46,0.06437965602869493,0,44,Data/H1N1_MDCK/MDCK_sheet2.csv,14.0,0.0018475876783732663,Non-binder
257,257,5.0,Lac,150.0,110.0,0.73,2.117,231.801,0.1078511309269589,0,44,Data/H1N1_MDCK/MDCK_sheet2.csv,25.0,0.0030951457788226796,Non-binder
258,258,5.0,Lac,150.0,110.0,0.73,2.104,230.343,0.1041924434430393,0,44,Data/H1N1_MDCK/MDCK_sheet2.csv,24.0,0.0029901476112137158,Non-binder
259,259,5.0,Lac,150.0,110.0,0.73,2.121,232.287,0.15928571121070056,0,44,Data/H1N1_MDCK/MDCK_sheet2.csv,37.0,0.004571231589722095,Non-binder
260,260,5.0,Lac,150.0,110.0,0.73,2.185,239.212,0.1128705917763323,0,44,Data/H1N1_MDCK/MDCK_sheet2.csv,27.0,0.0032391958497526296,Non-binder
261,261,5.0,Lac,150.0,110.0,0.73,2.171,237.754,0.012618084238330376,0,44,Data/H1N1_MDCK/MDCK_sheet2.csv,3.0,0.00036211776206173236,Non-binder
262,262,5.0,Lac,200.0,94.0,0.47,2.968,278.966,0.07527799086627043,0,45,Data/H1N1_MDCK/MDCK_sheet2.csv,21.0,0.002160351529607822,Non-binder
263,263,5.0,Lac,200.0,94.0,0.47,2.935,275.932,0.10872243886174854,0,45,Data/H1N1_MDCK/MDCK_sheet2.csv,30.0,0.003120150848804238,Non-binder
264,264,5.0,Lac,200.0,94.0,0.47,2.977,279.827,0.04288363881969932,0,45,Data/H1N1_MDCK/MDCK_sheet2.csv,12.0,0.0012306881952238364,Non-binder
265,265,5.0,Lac,200.0,94.0,0.47,2.791,262.329,1.02924190615601,0,45,Data/H1N1_MDCK/MDCK_sheet2.csv,270.0,0.029537508914798817,Non-binder
266,266,5.0,Lac,200.0,94.0,0.47,3.056,287.257,0.0,0,45,Data/H1N1_MDCK/MDCK_sheet2.csv,0.0,0.0,Non-binder
267,267,5.0,Lac,200.0,94.0,0.47,2.872,269.993,0.1518557888537851,0,45,Data/H1N1_MDCK/MDCK_sheet2.csv,41.0,0.004358005334027462,Non-binder
268,268,5.0,Lac,200.0,132.0,0.66,2.519,332.523,0.0842047016296617,0,46,Data/H1N1_MDCK/MDCK_sheet2.csv,28.0,0.002416533091178959,Non-binder
269,269,5.0,Lac,200.0,132.0,0.66,2.51,331.315,0.15996860993314518,0,46,Data/H1N1_MDCK/MDCK_sheet2.csv,53.0,0.004590829632690874,Non-binder
270,270,5.0,Lac,200.0,132.0,0.66,2.352,310.443,0.13206933317871558,0,46,Data/H1N1_MDCK/MDCK_sheet2.csv,41.0,0.00379016738708902,Non-binder
271,271,5.0,Lac,200.0,132.0,0.66,2.575,339.837,0.14418677189358428,0,46,Data/H1N1_MDCK/MDCK_sheet2.csv,49.0,0.00413791746598127,Non-binder
272,272,5.0,Lac,200.0,132.0,0.66,2.415,318.742,0.10039467657227474,0,46,Data/H1N1_MDCK/MDCK_sheet2.csv,32.0,0.002881158099486108,Non-binder
273,273,5.0,Lac,200.0,132.0,0.66,2.504,330.534,0.2208547380904839,0,46,Data/H1N1_MDCK/MDCK_sheet2.csv,73.0,0.00633815894611894,Non-binder
274,274,5.0,Lac,300.0,84.0,0.28,2.921,245.325,0.008152450830530929,0,47,Data/H1N1_MDCK/MDCK_sheet2.csv,2.0,0.0002339616057643945,Non-binder
275,275,5.0,Lac,300.0,84.0,0.28,2.889,242.695,0.06592636848719587,0,47,Data/H1N1_MDCK/MDCK_sheet2.csv,16.0,0.0018919757204441815,Non-binder
276,276,5.0,Lac,300.0,84.0,0.28,2.932,246.256,0.13806770190370996,0,47,Data/H1N1_MDCK/MDCK_sheet2.csv,34.0,0.003962310465046745,Non-binder
277,277,5.0,Lac,300.0,84.0,0.28,2.951,247.9,0.04033884630899556,0,47,Data/H1N1_MDCK/MDCK_sheet2.csv,10.0,0.0011576569369534102,Non-binder
278,278,5.0,Lac,300.0,84.0,0.28,3.336,280.263,0.1284507765919868,0,47,Data/H1N1_MDCK/MDCK_sheet2.csv,36.0,0.0036863209086276153,Non-binder
279,279,5.0,Lac,300.0,84.0,0.28,3.496,293.7,0.16683690840994211,0,47,Data/H1N1_MDCK/MDCK_sheet2.csv,49.0,0.004787938229100023,Non-binder
280,280,5.0,Lac,300.0,168.0,0.56,2.787,468.298,0.14093589979030446,0,48,Data/H1N1_MDCK/MDCK_sheet2.csv,66.0,0.004044622912818232,Non-binder
281,281,5.0,Lac,300.0,168.0,0.56,2.619,440.056,0.1545257876270293,0,48,Data/H1N1_MDCK/MDCK_sheet2.csv,68.0,0.004434629801118727,Non-binder
282,282,5.0,Lac,300.0,168.0,0.56,2.611,438.622,0.043317480655325084,0,48,Data/H1N1_MDCK/MDCK_sheet2.csv,19.0,0.0012431387250854396,Non-binder
283,283,5.0,Lac,300.0,168.0,0.56,2.79,468.736,0.1237370289459312,0,48,Data/H1N1_MDCK/MDCK_sheet2.csv,58.0,0.0035510442916489287,Non-binder
284,284,5.0,Lac,300.0,168.0,0.56,2.732,458.895,0.10241994356007365,0,48,Data/H1N1_MDCK/MDCK_sheet2.csv,47.0,0.002939279850407014,Non-binder
285,285,5.0,Lac,300.0,168.0,0.56,3.025,508.245,0.12985863117197413,0,48,Data/H1N1_MDCK/MDCK_sheet2.csv,66.0,0.0037267239634958577,Non-binder
286,286,10.0,Lac,150.0,77.0,0.51,4.149,317.422,0.003150380250896283,0,49,Data/H1N1_MDCK/MDCK_sheet2.csv,1.0,9.041060628146452e-05,Non-binder
287,287,10.0,Lac,150.0,77.0,0.51,4.137,316.475,0.0,0,49,Data/H1N1_MDCK/MDCK_sheet2.csv,0.0,0.0,Non-binder
288,288,10.0,Lac,150.0,77.0,0.51,4.206,321.763,0.11188359133896689,0,49,Data/H1N1_MDCK/MDCK_sheet2.csv,36.0,0.003210870599834976,Non-binder
289,289,10.0,Lac,150.0,77.0,0.51,4.542,347.481,0.0,0,49,Data/H1N1_MDCK/MDCK_sheet2.csv,0.0,0.0,Non-binder
290,290,10.0,Lac,150.0,77.0,0.51,4.491,343.577,0.0,0,49,Data/H1N1_MDCK/MDCK_sheet2.csv,0.0,0.0,Non-binder
291,291,10.0,Lac,150.0,77.0,0.51,4.685,358.43,0.10043802137097899,0,49,Data/H1N1_MDCK/MDCK_sheet2.csv,36.0,0.002882402022193179,Non-binder
292,292,10.0,Lac,150.0,110.0,0.73,4.589,502.478,0.017911231934532458,0,50,Data/H1N1_MDCK/MDCK_sheet2.csv,9.0,0.0005140221844611611,Non-binder
293,293,10.0,Lac,150.0,110.0,0.73,4.526,495.553,0.05650253353324468,0,50,Data/H1N1_MDCK/MDCK_sheet2.csv,28.0,0.0016215275320260417,Non-binder
294,294,10.0,Lac,150.0,110.0,0.73,4.663,510.618,0.07441962484675432,0,50,Data/H1N1_MDCK/MDCK_sheet2.csv,38.0,0.002135717870793531,Non-binder
295,295,10.0,Lac,150.0,110.0,0.73,4.734,518.393,0.01543230714920919,0,50,Data/H1N1_MDCK/MDCK_sheet2.csv,8.0,0.0004428812189528027,Non-binder
296,296,10.0,Lac,150.0,110.0,0.73,4.837,529.691,0.05097311451393359,0,50,Data/H1N1_MDCK/MDCK_sheet2.csv,27.0,0.0014628425206602074,Non-binder
