PrintPol,GlycType,DP,Valency,GlycSpace,PolSpace,GlycDen,MVF,MVF_orig,Status,Experiment,Self-model,Cross-model,MVF_norm
5.0,2-6 SiaLac,300.0,141.0,0.47,1.992,280.815,1.253494293396008,352.0,Gained in MDCK,Binder,Binder,Non-binder,0.035973174668056954
5.0,2-6 SiaLac,300.0,141.0,0.47,2.111,297.683,1.216058693307982,362.0,Gained in MDCK,Binder,Binder,Non-binder,0.03489883600703152
5.0,2-6 SiaLac,300.0,141.0,0.47,1.868,263.384,1.1542083042250098,304.0,Gained in MDCK,Binder,Binder,Non-binder,0.03312383402936705
10.0,2-6 SiaLac,150.0,44.0,0.29,3.838,168.859,1.385771560888078,234.0,Gained in MDCK,Binder,Binder,Non-binder,0.03976930941966705
10.0,2-6 SiaLac,150.0,44.0,0.29,3.78,166.319,1.3648470709900855,227.0,Gained in MDCK,Binder,Binder,Non-binder,0.03916881180758683
10.0,2-6 SiaLac,150.0,44.0,0.29,4.234,186.287,1.7177795552024564,320.0,Gained in MDCK,Binder,Binder,Non-binder,0.04929737957809193
10.0,2-6 SiaLac,150.0,44.0,0.29,3.733,164.231,2.2103013438388612,363.0,Gained in MDCK,Binder,Binder,Non-binder,0.06343192524278753
10.0,2-6 SiaLac,150.0,44.0,0.29,4.125,181.503,2.071591103177358,376.0,Gained in MDCK,Binder,Binder,Non-binder,0.05945117499776981
10.0,2-6 SiaLac,150.0,44.0,0.29,3.676,161.734,2.38045185304265,385.0,Gained in MDCK,Binder,Binder,Non-binder,0.06831495823280131
10.0,2-6 SiaLac,150.0,60.0,0.4,2.655,159.3,1.6070307595731324,256.0,Gained in MDCK,Binder,Binder,Non-binder,0.04611907570352297
10.0,2-6 SiaLac,150.0,60.0,0.4,2.894,173.656,1.710277790574469,297.0,Gained in MDCK,Binder,Binder,Non-binder,0.049082091570238205
10.0,2-6 SiaLac,150.0,60.0,0.4,2.821,169.286,1.7367059296102454,294.0,Gained in MDCK,Binder,Binder,Non-binder,0.049840534641494634
10.0,2-6 SiaLac,150.0,60.0,0.4,2.789,167.355,1.577484987003675,264.0,Gained in MDCK,Binder,Binder,Non-binder,0.04527116180160622
10.0,2-6 SiaLac,150.0,60.0,0.4,3.242,194.547,2.4981109963145154,486.0,Gained in MDCK,Binder,Binder,Non-binder,0.07169157744400309
10.0,2-6 SiaLac,150.0,60.0,0.4,2.945,176.675,3.1866421395217204,563.0,Gained in MDCK,Binder,Binder,Non-binder,0.09145126140066928
10.0,2-6 SiaLac,200.0,78.0,0.39,4.063,316.891,1.5652069639087256,496.0,Others,Binder,Non-binder,Non-binder,0.04491880322151534
10.0,2-6 SiaLac,200.0,78.0,0.39,3.829,298.679,1.432976540031271,428.0,Gained in MDCK,Binder,Binder,Non-binder,0.041124012802735095
10.0,2-6 SiaLac,200.0,78.0,0.39,4.168,325.119,0.9504212303802607,309.0,Others,Non-binder,Non-binder,Non-binder,0.027275488296058324
10.0,2-6 SiaLac,200.0,78.0,0.39,3.79,295.656,0.7001379982141407,207.0,Others,Non-binder,Binder,Non-binder,0.020092781143235827
10.0,2-6 SiaLac,200.0,78.0,0.39,3.831,298.845,0.6090113604042229,182.0,Others,Non-binder,Binder,Non-binder,0.01747760014391292
10.0,2-6 SiaLac,200.0,78.0,0.39,2.369,184.803,2.2023452000238093,407.0,Gained in MDCK,Binder,Binder,Non-binder,0.06320359731768176
10.0,2-6 SiaLac,200.0,98.0,0.49,3.871,379.364,1.3891671323583683,527.0,Others,Binder,Non-binder,Non-binder,0.039866756600912434
10.0,2-6 SiaLac,200.0,98.0,0.49,3.773,369.799,1.6630656113185813,615.0,Others,Binder,Non-binder,Non-binder,0.047727181556064646
10.0,2-6 SiaLac,200.0,98.0,0.49,3.763,368.728,1.4292378121542166,527.0,Others,Binder,Non-binder,Non-binder,0.04101671761067384
10.0,2-6 SiaLac,200.0,98.0,0.49,1.556,152.473,2.334839610947512,356.0,Gained in MDCK,Binder,Binder,Non-binder,0.06700596371999444
10.0,2-6 SiaLac,200.0,98.0,0.49,2.128,208.542,1.2179800711607254,254.0,Gained in MDCK,Binder,Binder,Non-binder,0.034953976314781
10.0,2-6 SiaLac,200.0,98.0,0.49,3.321,325.436,1.7023316412443614,554.0,Others,Binder,Non-binder,Non-binder,0.04885405047001429
10.0,2-6 SiaLac,300.0,105.0,0.35,5.169,542.696,0.7518021138906497,408.0,Others,Non-binder,Non-binder,Non-binder,0.021575454233247738
10.0,2-6 SiaLac,300.0,105.0,0.35,4.835,507.665,1.0676331833000108,542.0,Others,Binder,Non-binder,Non-binder,0.030639273897461256
10.0,2-6 SiaLac,300.0,105.0,0.35,4.83,507.112,1.0806291312372809,548.0,Others,Binder,Non-binder,Non-binder,0.031012235711158718
10.0,2-6 SiaLac,300.0,105.0,0.35,4.83,507.191,0.8064023218077608,409.0,Others,Non-binder,Non-binder,Non-binder,0.023142388224620884
10.0,2-6 SiaLac,300.0,105.0,0.35,4.712,494.788,0.5032458345796583,249.0,Others,Non-binder,Non-binder,Non-binder,0.014442307718258494
10.0,2-6 SiaLac,300.0,141.0,0.47,4.29,604.914,0.7372948881989837,446.0,Others,Non-binder,Non-binder,Non-binder,0.021159121293796254
10.0,2-6 SiaLac,300.0,141.0,0.47,4.671,658.633,0.9322338844242545,614.0,Others,Non-binder,Non-binder,Non-binder,0.026753542104304025
10.0,2-6 SiaLac,300.0,141.0,0.47,4.31,607.672,1.0104135125528244,614.0,Others,Non-binder,Non-binder,Non-binder,0.02899716573543634
10.0,2-6 SiaLac,300.0,141.0,0.47,4.304,606.929,0.6343410843772501,385.0,Others,Non-binder,Non-binder,Non-binder,0.018204520553184788
10.0,2-6 SiaLac,300.0,141.0,0.47,4.409,621.676,0.2750628944980987,171.0,Others,Non-binder,Non-binder,Non-binder,0.007893841719593214
10.0,2-6 SiaLac,300.0,141.0,0.47,4.484,632.178,0.4919500520423045,311.0,Others,Non-binder,Non-binder,Non-binder,0.014118137787554037
1.0,2-3 SiaLac,150.0,51.0,0.34,0.759,38.693,16.385392706691135,634.0,Conserved,Binder,Binder,Binder,0.47023316894853273
1.0,2-3 SiaLac,150.0,51.0,0.34,0.742,37.841,17.045004096086256,645.0,Conserved,Binder,Binder,Binder,0.4891629046870696
1.0,2-3 SiaLac,150.0,51.0,0.34,0.677,34.544,17.687586845761928,611.0,Conserved,Binder,Binder,Binder,0.5076039471509625
1.0,2-3 SiaLac,150.0,51.0,0.34,0.671,34.232,19.922879177377894,682.0,Conserved,Binder,Binder,Binder,0.5717530716448112
1.0,2-3 SiaLac,150.0,51.0,0.34,0.868,44.243,15.121036096105598,669.0,Conserved,Binder,Binder,Binder,0.4339482640750672
1.0,2-3 SiaLac,150.0,51.0,0.34,0.661,33.73,21.553513193003262,727.0,Conserved,Binder,Binder,Binder,0.6185495210365713
1.0,2-3 SiaLac,150.0,87.0,0.58,0.322,28.001,22.034927324024142,617.0,Conserved,Binder,Binder,Binder,0.6323652956389164
1.0,2-3 SiaLac,150.0,87.0,0.58,0.319,27.793,20.07699780520275,558.0,Conserved,Binder,Binder,Binder,0.5761760166454817
1.0,2-3 SiaLac,150.0,87.0,0.58,0.305,26.544,22.001205545509343,584.0,Conserved,Binder,Binder,Binder,0.6313975374009878
1.0,2-3 SiaLac,150.0,87.0,0.58,0.306,26.641,21.13284035884539,563.0,Conserved,Binder,Binder,Binder,0.6064769193334801
1.0,2-3 SiaLac,150.0,87.0,0.58,0.298,25.965,21.837088388214905,567.0,Conserved,Binder,Binder,Binder,0.6266876514473925
1.0,2-3 SiaLac,150.0,87.0,0.58,0.307,26.738,22.851372578352905,611.0,Conserved,Binder,Binder,Binder,0.6557958991092395
1.0,2-3 SiaLac,200.0,74.0,0.37,0.499,36.902,32.735353097393094,1208.0,Conserved,Binder,Binder,Binder,0.939449490115079
1.0,2-3 SiaLac,200.0,74.0,0.37,0.495,36.623,32.766294405155236,1200.0,Conserved,Binder,Binder,Binder,0.9403374535262008
1.0,2-3 SiaLac,200.0,74.0,0.37,0.506,37.48,34.845250800426896,1306.0,Conserved,Binder,Binder,Binder,1.0
1.0,2-3 SiaLac,200.0,74.0,0.37,0.502,37.182,31.359259856920012,1166.0,Conserved,Binder,Binder,Binder,0.8999579321878729
1.0,2-3 SiaLac,200.0,74.0,0.37,0.512,37.864,30.71519121064864,1163.0,Conserved,Binder,Binder,Binder,0.8814742469947251
1.0,2-3 SiaLac,200.0,74.0,0.37,0.533,39.438,30.60500025356255,1207.0,Conserved,Binder,Binder,Binder,0.8783119521466496
1.0,2-3 SiaLac,200.0,104.0,0.52,0.499,51.882,25.808565591149147,1339.0,Conserved,Binder,Binder,Binder,0.7406623570874962
1.0,2-3 SiaLac,200.0,104.0,0.52,0.454,47.185,30.348627741867116,1432.0,Conserved,Binder,Binder,Binder,0.8709544929289276
1.0,2-3 SiaLac,200.0,104.0,0.52,0.467,48.533,26.18836667834257,1271.0,Conserved,Binder,Binder,Binder,0.7515620085025111
1.0,2-3 SiaLac,200.0,104.0,0.52,0.459,47.766,26.127370933299837,1248.0,Conserved,Binder,Binder,Binder,0.7498115333691254
1.0,2-3 SiaLac,200.0,104.0,0.52,0.463,48.189,23.698354396231505,1142.0,Conserved,Binder,Binder,Binder,0.6801028505135963
1.0,2-3 SiaLac,200.0,104.0,0.52,0.454,47.185,24.54169757338137,1158.0,Conserved,Binder,Binder,Binder,0.7043053790584485
1.0,2-3 SiaLac,300.0,108.0,0.36,0.461,49.793,28.2971502018356,1409.0,Conserved,Binder,Binder,Binder,0.812080543311484
1.0,2-3 SiaLac,300.0,108.0,0.36,0.514,55.5,30.7027027027027,1704.0,Conserved,Binder,Binder,Binder,0.8811158478539795
1.0,2-3 SiaLac,300.0,108.0,0.36,0.476,51.455,25.459139053541932,1310.0,Conserved,Binder,Binder,Binder,0.7306344040786765
1.0,2-3 SiaLac,300.0,108.0,0.36,0.479,51.682,32.50648194729306,1680.0,Conserved,Binder,Binder,Binder,0.932881273648196
1.0,2-3 SiaLac,300.0,108.0,0.36,0.477,51.531,22.821214414624208,1176.0,Conserved,Binder,Binder,Binder,0.6549304106126457
1.0,2-3 SiaLac,300.0,108.0,0.36,0.509,55.012,21.286264814949465,1171.0,Conserved,Binder,Binder,Binder,0.6108799427751194
1.0,2-3 SiaLac,300.0,138.0,0.46,0.634,87.426,13.874591082744264,1213.0,Conserved,Binder,Binder,Binder,0.3981773918692611
1.0,2-3 SiaLac,300.0,138.0,0.46,0.624,86.076,20.098517589107303,1730.0,Conserved,Binder,Binder,Binder,0.5767935981927578
1.0,2-3 SiaLac,300.0,138.0,0.46,0.638,88.049,13.537916387466069,1192.0,Conserved,Binder,Binder,Binder,0.3885153952543861
1.0,2-3 SiaLac,300.0,138.0,0.46,0.645,88.983,11.552768506343908,1028.0,Conserved,Binder,Binder,Binder,0.3315449951131467
1.0,2-3 SiaLac,300.0,138.0,0.46,0.603,83.223,11.631399973565,968.0,Conserved,Binder,Binder,Binder,0.3338015857650966
1.0,2-3 SiaLac,300.0,138.0,0.46,0.646,89.191,9.530109540200245,850.0,Conserved,Binder,Binder,Binder,0.27349809002044806
5.0,2-3 SiaLac,150.0,51.0,0.34,2.099,107.057,10.723259572003698,1148.0,Conserved,Binder,Binder,Binder,0.3077394860326942
5.0,2-3 SiaLac,150.0,51.0,0.34,2.086,106.378,11.750549925736525,1250.0,Conserved,Binder,Binder,Binder,0.33722098868040196
5.0,2-3 SiaLac,150.0,51.0,0.34,2.117,107.962,11.077971878994461,1196.0,Conserved,Binder,Binder,Binder,0.31791913171876907
5.0,2-3 SiaLac,150.0,51.0,0.34,1.996,101.809,10.93223585341178,1113.0,Conserved,Binder,Binder,Binder,0.31373675328167955
5.0,2-3 SiaLac,150.0,51.0,0.34,2.011,102.545,10.317421619776683,1058.0,Conserved,Binder,Binder,Binder,0.2960926204511716
5.0,2-3 SiaLac,150.0,51.0,0.34,2.041,104.071,10.079657157133111,1049.0,Conserved,Binder,Binder,Binder,0.28926918089536674
5.0,2-3 SiaLac,150.0,87.0,0.58,1.798,156.452,7.599775010865953,1189.0,Conserved,Binder,Binder,Binder,0.21810074074062472
5.0,2-3 SiaLac,150.0,87.0,0.58,1.455,126.545,10.186099806392983,1289.0,Conserved,Binder,Binder,Binder,0.2923239056229778
5.0,2-3 SiaLac,150.0,87.0,0.58,1.895,164.828,7.268182590336593,1198.0,Conserved,Binder,Binder,Binder,0.20858459684978217
5.0,2-3 SiaLac,150.0,87.0,0.58,1.724,149.998,7.820104268056908,1173.0,Conserved,Binder,Binder,Binder,0.22442381927011706
5.0,2-3 SiaLac,150.0,87.0,0.58,1.655,144.016,7.4297300299966675,1070.0,Conserved,Binder,Binder,Binder,0.21322073623604523
5.0,2-3 SiaLac,150.0,87.0,0.58,1.743,151.664,6.290220487393185,954.0,Conserved,Binder,Binder,Binder,0.1805187319046681
5.0,2-3 SiaLac,200.0,74.0,0.37,2.213,163.787,6.813727585217386,1116.0,Conserved,Binder,Binder,Binder,0.19554250374727994
5.0,2-3 SiaLac,200.0,74.0,0.37,2.046,151.423,7.521974865112962,1139.0,Conserved,Binder,Binder,Binder,0.215868007614421
5.0,2-3 SiaLac,200.0,74.0,0.37,2.051,151.755,7.083786366182333,1075.0,Conserved,Binder,Binder,Binder,0.20329273583806573
5.0,2-3 SiaLac,200.0,74.0,0.37,2.055,152.052,6.951569200010523,1057.0,Conserved,Binder,Binder,Binder,0.19949832589310443
5.0,2-3 SiaLac,200.0,74.0,0.37,2.26,167.211,6.100077148034519,1020.0,Gained in MDCK,Binder,Binder,Non-binder,0.17506193836779
5.0,2-3 SiaLac,200.0,74.0,0.37,2.133,157.876,5.637335630494818,890.0,Conserved,Binder,Binder,Binder,0.16178203631772264
5.0,2-3 SiaLac,200.0,104.0,0.52,1.998,207.745,4.832847962646514,1004.0,Gained in MDCK,Binder,Binder,Non-binder,0.13869459543644053
5.0,2-3 SiaLac,200.0,104.0,0.52,2.027,210.838,4.657604416661133,982.0,Gained in MDCK,Binder,Binder,Non-binder,0.1336654008701832
5.0,2-3 SiaLac,200.0,104.0,0.52,2.052,213.376,4.531906118776245,967.0,Gained in MDCK,Binder,Binder,Non-binder,0.13005807146380832
5.0,2-3 SiaLac,200.0,104.0,0.52,2.024,210.521,4.412861424750975,929.0,Gained in MDCK,Binder,Binder,Non-binder,0.1266416892799897
5.0,2-3 SiaLac,200.0,104.0,0.52,2.047,212.847,4.125028776539017,878.0,Gained in MDCK,Binder,Binder,Non-binder,0.11838137713987927
5.0,2-3 SiaLac,200.0,104.0,0.52,2.089,217.288,3.9578807849490074,860.0,Gained in MDCK,Binder,Binder,Non-binder,0.11358451134754119
5.0,2-3 SiaLac,300.0,108.0,0.36,2.053,221.736,4.30692354872461,955.0,Gained in MDCK,Binder,Binder,Non-binder,0.12360145069387318
5.0,2-3 SiaLac,300.0,108.0,0.36,2.066,223.075,4.523142440883111,1009.0,Gained in MDCK,Binder,Binder,Non-binder,0.12980656867097934
5.0,2-3 SiaLac,300.0,108.0,0.36,2.268,244.96,3.8210320052253426,936.0,Gained in MDCK,Binder,Binder,Non-binder,0.10965718189574719
5.0,2-3 SiaLac,300.0,108.0,0.36,2.127,229.766,4.221686411392461,970.0,Gained in MDCK,Binder,Binder,Non-binder,0.12115528843720476
5.0,2-3 SiaLac,300.0,108.0,0.36,2.157,233.006,4.171566397431826,972.0,Gained in MDCK,Binder,Binder,Non-binder,0.11971692846534825
5.0,2-3 SiaLac,300.0,108.0,0.36,2.3,248.432,3.7193276228505185,924.0,Gained in MDCK,Binder,Binder,Non-binder,0.10673843744597046
5.0,2-3 SiaLac,300.0,138.0,0.46,2.337,322.478,2.3319420239520214,752.0,Gained in MDCK,Binder,Binder,Non-binder,0.06692280785430456
5.0,2-3 SiaLac,300.0,138.0,0.46,2.296,316.879,2.4646631679600097,781.0,Gained in MDCK,Binder,Binder,Non-binder,0.0707316811141969
5.0,2-3 SiaLac,300.0,138.0,0.46,2.359,325.501,2.45467755859429,799.0,Gained in MDCK,Binder,Binder,Non-binder,0.0704451109464885
5.0,2-3 SiaLac,300.0,138.0,0.46,2.433,335.802,2.424047504184013,814.0,Gained in MDCK,Binder,Binder,Non-binder,0.0695660799822487
5.0,2-3 SiaLac,300.0,138.0,0.46,2.493,343.976,2.346093913528851,807.0,Gained in MDCK,Binder,Binder,Non-binder,0.06732894324583563
5.0,2-3 SiaLac,300.0,138.0,0.46,2.447,337.706,2.368924449077008,800.0,Gained in MDCK,Binder,Binder,Non-binder,0.06798414115727891
10.0,2-3 SiaLac,150.0,51.0,0.34,3.75,191.253,4.836525440123816,925.0,Gained in MDCK,Binder,Binder,Non-binder,0.1388001328452072
10.0,2-3 SiaLac,150.0,51.0,0.34,4.131,210.662,4.618773200672167,973.0,Gained in MDCK,Binder,Binder,Non-binder,0.1325510103837617
10.0,2-3 SiaLac,150.0,51.0,0.34,3.877,197.725,5.826273865216842,1152.0,Gained in MDCK,Binder,Binder,Non-binder,0.16720424538156756
10.0,2-3 SiaLac,150.0,51.0,0.34,3.766,192.042,5.045771237541787,969.0,Gained in MDCK,Binder,Binder,Non-binder,0.14480513474966783
10.0,2-3 SiaLac,150.0,51.0,0.34,3.857,196.725,3.4210191892235353,673.0,Gained in MDCK,Binder,Binder,Non-binder,0.09817748791125429
10.0,2-3 SiaLac,150.0,51.0,0.34,3.93,200.408,4.705400981996727,943.0,Gained in MDCK,Binder,Binder,Non-binder,0.13503708178042673
10.0,2-3 SiaLac,150.0,87.0,0.58,2.843,247.298,3.6878583732986114,912.0,Gained in MDCK,Binder,Binder,Non-binder,0.10583532299481772
10.0,2-3 SiaLac,150.0,87.0,0.58,2.771,241.12,4.159754479097545,1003.0,Gained in MDCK,Binder,Binder,Non-binder,0.11937794630671975
10.0,2-3 SiaLac,150.0,87.0,0.58,2.767,240.734,4.714747397542515,1135.0,Gained in MDCK,Binder,Binder,Non-binder,0.13530530816224615
10.0,2-3 SiaLac,150.0,87.0,0.58,2.825,245.754,4.089455308967504,1005.0,Gained in MDCK,Binder,Binder,Non-binder,0.11736047854525425
10.0,2-3 SiaLac,150.0,87.0,0.58,2.999,260.908,2.993392306866788,781.0,Gained in MDCK,Binder,Binder,Non-binder,0.08590531673917856
10.0,2-3 SiaLac,150.0,87.0,0.58,2.807,244.209,4.193129655336208,1024.0,Gained in MDCK,Binder,Binder,Non-binder,0.12033575764318612
10.0,2-3 SiaLac,200.0,74.0,0.37,4.551,336.791,2.7138492418146565,914.0,Gained in MDCK,Binder,Binder,Non-binder,0.07788290167167941
10.0,2-3 SiaLac,200.0,74.0,0.37,4.315,319.32,2.8999123136665417,926.0,Gained in MDCK,Binder,Binder,Non-binder,0.08322259840445786
10.0,2-3 SiaLac,200.0,74.0,0.37,4.236,313.444,3.38178430596853,1060.0,Gained in MDCK,Binder,Binder,Non-binder,0.09705151285428829
10.0,2-3 SiaLac,200.0,74.0,0.37,4.276,316.452,2.0477039171817526,648.0,Gained in MDCK,Binder,Binder,Non-binder,0.05876565299844723
10.0,2-3 SiaLac,200.0,74.0,0.37,4.445,328.904,1.03677668863863,341.0,Others,Non-binder,Binder,Non-binder,0.029753744479460834
10.0,2-3 SiaLac,200.0,74.0,0.37,4.423,327.33,2.0346439373109706,666.0,Gained in MDCK,Binder,Binder,Non-binder,0.05839085357612188
10.0,2-3 SiaLac,200.0,104.0,0.52,3.283,341.411,2.551177320004335,871.0,Gained in MDCK,Binder,Binder,Non-binder,0.07321449154193145
10.0,2-3 SiaLac,200.0,104.0,0.52,1.709,177.69,5.498339805278857,977.0,Gained in MDCK,Binder,Binder,Non-binder,0.15779309027706856
10.0,2-3 SiaLac,200.0,104.0,0.52,2.362,245.678,4.180268481508316,1027.0,Gained in MDCK,Binder,Binder,Non-binder,0.11996666361939637
10.0,2-3 SiaLac,200.0,104.0,0.52,1.501,156.057,3.223181273509039,503.0,Conserved,Binder,Binder,Binder,0.09249987299473106
10.0,2-3 SiaLac,200.0,104.0,0.52,1.955,203.272,2.0907946003384628,425.0,Gained in MDCK,Binder,Binder,Non-binder,0.060002283017370275
10.0,2-3 SiaLac,200.0,104.0,0.52,3.423,355.961,2.1491118409039194,765.0,Gained in MDCK,Binder,Binder,Non-binder,0.061675889584287054
10.0,2-3 SiaLac,300.0,108.0,0.36,2.253,243.362,3.6036850453234277,877.0,Gained in MDCK,Binder,Binder,Non-binder,0.10341969027467234
10.0,2-3 SiaLac,300.0,108.0,0.36,3.524,380.638,2.624540902379689,999.0,Gained in MDCK,Binder,Binder,Non-binder,0.0753199027727341
10.0,2-3 SiaLac,300.0,108.0,0.36,3.499,377.926,2.6910030005874166,1017.0,Gained in MDCK,Binder,Binder,Non-binder,0.07722725303370319
10.0,2-3 SiaLac,300.0,108.0,0.36,3.52,380.145,1.178497678517408,448.0,Gained in MDCK,Binder,Binder,Non-binder,0.03382089815530815
10.0,2-3 SiaLac,300.0,108.0,0.36,3.954,427.038,0.990544167029632,423.0,Others,Non-binder,Binder,Non-binder,0.028426948989487447
10.0,2-3 SiaLac,300.0,108.0,0.36,4.51,487.066,1.4084333540013059,686.0,Gained in MDCK,Binder,Binder,Non-binder,0.04041966470748005
10.0,2-3 SiaLac,300.0,138.0,0.46,3.661,505.229,1.5735438781225939,795.0,Gained in MDCK,Binder,Binder,Non-binder,0.045158058615646875
10.0,2-3 SiaLac,300.0,138.0,0.46,3.671,506.581,1.9799400293339071,1003.0,Gained in MDCK,Binder,Binder,Non-binder,0.05682094356771427
10.0,2-3 SiaLac,300.0,138.0,0.46,3.737,515.753,2.125048230451398,1096.0,Gained in MDCK,Binder,Binder,Non-binder,0.060985304500243795
10.0,2-3 SiaLac,300.0,138.0,0.46,3.807,525.311,1.1060114865289323,581.0,Gained in MDCK,Binder,Binder,Non-binder,0.031740666550615915
10.0,2-3 SiaLac,300.0,138.0,0.46,4.131,570.109,0.8279118554522029,472.0,Others,Non-binder,Binder,Non-binder,0.023759675606698748
10.0,2-3 SiaLac,300.0,138.0,0.46,4.792,661.345,1.058449069698871,700.0,Gained in MDCK,Binder,Binder,Non-binder,0.030375705308050296
1.0,2-6 SiaLac,150.0,44.0,0.29,0.423,18.4,5.978260869565218,110.0,Conserved,Binder,Binder,Binder,0.1474761301111231
1.0,2-6 SiaLac,150.0,44.0,0.29,0.429,18.669,3.8030960415662327,71.0,Conserved,Binder,Binder,Binder,0.09381756649436898
1.0,2-6 SiaLac,150.0,44.0,0.29,0.456,19.836,3.680177455132083,73.0,Conserved,Binder,Binder,Binder,0.09078532052157719
1.0,2-6 SiaLac,150.0,44.0,0.29,0.438,19.073,4.194410947412573,80.0,Conserved,Binder,Binder,Binder,0.10347081000918633
1.0,2-6 SiaLac,150.0,44.0,0.29,0.431,18.759,3.998080921157844,75.0,Conserved,Binder,Binder,Binder,0.0986275967188355
1.0,2-6 SiaLac,150.0,44.0,0.29,0.479,20.849,3.885078421027387,81.0,Conserved,Binder,Binder,Binder,0.09583996804626245
1.0,2-6 SiaLac,150.0,60.0,0.4,0.535,32.1,4.984423676012461,160.0,Conserved,Binder,Binder,Binder,0.12295942425577637
1.0,2-6 SiaLac,150.0,60.0,0.4,0.595,35.723,2.715337457660331,97.0,Conserved,Binder,Binder,Binder,0.06698393879734535
1.0,2-6 SiaLac,150.0,60.0,0.4,0.402,24.121,2.404543758550641,58.0,Conserved,Binder,Binder,Binder,0.059317051552434726
1.0,2-6 SiaLac,150.0,60.0,0.4,0.527,31.602,2.151762546674261,68.0,Conserved,Binder,Binder,Binder,0.05308125895226344
1.0,2-6 SiaLac,150.0,60.0,0.4,0.724,43.467,1.5874111394851267,69.0,Conserved,Binder,Binder,Binder,0.039159423928514604
1.0,2-6 SiaLac,150.0,60.0,0.4,0.769,46.123,1.7995360232422002,83.0,Conserved,Binder,Binder,Binder,0.04439227636491894
1.0,2-6 SiaLac,200.0,78.0,0.39,0.503,39.255,5.477009298178576,215.0,Conserved,Binder,Binder,Binder,0.13511088818323153
1.0,2-6 SiaLac,200.0,78.0,0.39,0.519,40.484,4.6191087837170235,187.0,Conserved,Binder,Binder,Binder,0.11394756817201684
1.0,2-6 SiaLac,200.0,78.0,0.39,0.502,39.136,3.4750613246116107,136.0,Conserved,Binder,Binder,Binder,0.0857253651578817
1.0,2-6 SiaLac,200.0,78.0,0.39,0.539,42.05,3.2104637336504163,135.0,Conserved,Binder,Binder,Binder,0.0791980774394184
1.0,2-6 SiaLac,200.0,78.0,0.39,0.528,41.158,4.470576801593857,184.0,Conserved,Binder,Binder,Binder,0.1102834721415517
1.0,2-6 SiaLac,200.0,78.0,0.39,0.486,37.939,4.507235298769077,171.0,Conserved,Binder,Binder,Binder,0.11118779087521781
1.0,2-6 SiaLac,200.0,98.0,0.49,0.495,48.486,4.949882440292043,240.0,Conserved,Binder,Binder,Binder,0.12210733568278746
1.0,2-6 SiaLac,200.0,98.0,0.49,0.471,46.131,3.6418026923327047,168.0,Conserved,Binder,Binder,Binder,0.08983866368691211
1.0,2-6 SiaLac,200.0,98.0,0.49,0.506,49.614,2.9628733825130005,147.0,Conserved,Binder,Binder,Binder,0.073090336804598
1.0,2-6 SiaLac,200.0,98.0,0.49,0.479,46.978,2.894972114606837,136.0,Conserved,Binder,Binder,Binder,0.0714152984549972
1.0,2-6 SiaLac,200.0,98.0,0.49,0.478,46.829,3.4807491084584337,163.0,Conserved,Binder,Binder,Binder,0.08586567558744297
1.0,2-6 SiaLac,200.0,98.0,0.49,0.538,52.757,3.468734006861649,183.0,Conserved,Binder,Binder,Binder,0.08556927823626571
1.0,2-6 SiaLac,300.0,105.0,0.35,0.51,53.503,4.896921667943854,262.0,Conserved,Binder,Binder,Binder,0.12080086045127499
1.0,2-6 SiaLac,300.0,105.0,0.35,0.528,55.462,3.281526089935451,182.0,Conserved,Binder,Binder,Binder,0.08095109583894115
1.0,2-6 SiaLac,300.0,105.0,0.35,0.521,54.696,1.6271756618399884,89.0,Conserved,Binder,Binder,Binder,0.04014036437266066
1.0,2-6 SiaLac,300.0,105.0,0.35,0.514,53.958,3.372993810000371,182.0,Conserved,Binder,Binder,Binder,0.0832074887397486
1.0,2-6 SiaLac,300.0,105.0,0.35,0.493,51.746,3.34325358481815,173.0,Conserved,Binder,Binder,Binder,0.08247383502101648
1.0,2-6 SiaLac,300.0,105.0,0.35,0.537,56.399,3.067430273586411,173.0,Conserved,Binder,Binder,Binder,0.07566962298972532
1.0,2-6 SiaLac,300.0,141.0,0.47,0.332,46.785,5.364967404082505,251.0,Conserved,Binder,Binder,Binder,0.13234695644587152
1.0,2-6 SiaLac,300.0,141.0,0.47,0.359,50.604,3.9324954549047506,199.0,Conserved,Binder,Binder,Binder,0.09700968626534882
1.0,2-6 SiaLac,300.0,141.0,0.47,0.343,48.376,3.7621961303125517,182.0,Conserved,Binder,Binder,Binder,0.09280861744293357
1.0,2-6 SiaLac,300.0,141.0,0.47,0.371,52.301,3.4607368883960152,181.0,Conserved,Binder,Binder,Binder,0.0853719994441414
1.0,2-6 SiaLac,300.0,141.0,0.47,0.358,50.498,3.2674561368767083,165.0,Conserved,Binder,Binder,Binder,0.08060400790262977
1.0,2-6 SiaLac,300.0,141.0,0.47,0.373,52.62,3.895857088559483,205.0,Conserved,Binder,Binder,Binder,0.09610586413378189
5.0,2-6 SiaLac,150.0,44.0,0.29,1.871,81.407,2.5796307442848896,210.0,Conserved,Binder,Binder,Binder,0.06363622591639759
5.0,2-6 SiaLac,150.0,44.0,0.29,1.908,82.977,2.5308217939911057,210.0,Conserved,Binder,Binder,Binder,0.06243217088080044
5.0,2-6 SiaLac,150.0,44.0,0.29,1.87,81.362,2.359823996460264,192.0,Conserved,Binder,Binder,Binder,0.05821387161491244
