PrintPol,GlycType,Valency,GlycSpace,PolSpace,GlycDen,MVF,DP,SubArr,ExpNum,FileName,MVF_orig,MVF_norm,Experiment
5.0,2-6 SiaLac,105.0,1.81,0.047,4.941,99.77737300141672,190.0,4,187,Data/H1N1_EGG/old_sheet2.csv,493.0,0.0814600343757835,Binder
5.0,2-6 SiaLac,88.0,2.17,0.075,6.621,86.54281830539193,190.0,4,188,Data/H1N1_EGG/old_sheet2.csv,573.0,0.07065510688514834,Binder
5.0,2-6 SiaLac,88.0,2.17,0.073,6.425,70.9727626459144,190.0,4,188,Data/H1N1_EGG/old_sheet2.csv,456.0,0.057943434578082355,Binder
5.0,2-6 SiaLac,88.0,2.17,0.075,6.576,75.88199513381996,190.0,4,188,Data/H1N1_EGG/old_sheet2.csv,499.0,0.06195141990776047,Binder
5.0,2-6 SiaLac,88.0,2.17,0.076,6.681,68.40293369256099,190.0,4,188,Data/H1N1_EGG/old_sheet2.csv,457.0,0.055845380193777404,Binder
5.0,2-6 SiaLac,88.0,2.17,0.07,6.142,88.40768479322696,190.0,4,188,Data/H1N1_EGG/old_sheet2.csv,543.0,0.07217761728641067,Binder
5.0,2-6 SiaLac,88.0,2.17,0.078,6.816,71.5962441314554,190.0,4,188,Data/H1N1_EGG/old_sheet2.csv,488.0,0.05845245602971061,Binder
5.0,2-6 SiaLac,79.0,2.42,0.072,5.677,32.763783688567905,190.0,4,189,Data/H1N1_EGG/old_sheet2.csv,186.0,0.02674893981738305,Non-binder
5.0,2-6 SiaLac,79.0,2.42,0.072,5.689,32.167340481631214,190.0,4,189,Data/H1N1_EGG/old_sheet2.csv,183.0,0.026261992900675036,Non-binder
5.0,2-6 SiaLac,79.0,2.42,0.073,5.77,0.0,190.0,4,189,Data/H1N1_EGG/old_sheet2.csv,0.0,0.0,Non-binder
5.0,2-6 SiaLac,79.0,2.42,0.073,5.712,37.81512605042017,190.0,4,189,Data/H1N1_EGG/old_sheet2.csv,216.0,0.030872946193402733,Non-binder
5.0,2-6 SiaLac,79.0,2.42,0.069,5.425,109.67741935483872,190.0,4,189,Data/H1N1_EGG/old_sheet2.csv,595.0,0.08954260953298027,Binder
5.0,2-6 SiaLac,79.0,2.42,0.075,5.875,72.34042553191489,190.0,4,189,Data/H1N1_EGG/old_sheet2.csv,425.0,0.059060019053667825,Binder
5.0,2-6 SiaLac,71.0,2.69,0.064,4.505,54.16204217536071,190.0,4,190,Data/H1N1_EGG/old_sheet2.csv,244.0,0.044218861298391504,Non-binder
5.0,2-6 SiaLac,71.0,2.69,0.064,4.505,33.074361820199776,190.0,4,190,Data/H1N1_EGG/old_sheet2.csv,149.0,0.027002501366640713,Non-binder
5.0,2-6 SiaLac,71.0,2.69,0.058,4.145,53.79975874547648,190.0,4,190,Data/H1N1_EGG/old_sheet2.csv,223.0,0.043923086617575574,Non-binder
5.0,2-6 SiaLac,71.0,2.69,0.063,4.475,61.899441340782126,190.0,4,190,Data/H1N1_EGG/old_sheet2.csv,277.0,0.05053581255732511,Binder
5.0,2-6 SiaLac,71.0,2.69,0.062,4.426,142.56665160415724,190.0,4,190,Data/H1N1_EGG/old_sheet2.csv,631.0,0.11639396780220002,Binder
5.0,2-6 SiaLac,71.0,2.69,0.059,4.219,36.264517658212846,190.0,4,190,Data/H1N1_EGG/old_sheet2.csv,153.0,0.029607001729914068,Non-binder
5.0,2-6 SiaLac,61.0,3.11,0.072,4.396,0.0,190.0,4,191,Data/H1N1_EGG/old_sheet2.csv,0.0,0.0,Non-binder
5.0,2-6 SiaLac,61.0,3.11,0.075,4.626,21.184608733246865,190.0,4,191,Data/H1N1_EGG/old_sheet2.csv,98.0,0.017295493995650797,Non-binder
5.0,2-6 SiaLac,61.0,3.11,0.071,4.348,116.37534498620056,190.0,4,191,Data/H1N1_EGG/old_sheet2.csv,506.0,0.0950109159812712,Binder
5.0,2-6 SiaLac,61.0,3.11,0.063,3.846,35.881435257410295,190.0,4,191,Data/H1N1_EGG/old_sheet2.csv,138.0,0.02929424639672154,Non-binder
5.0,2-6 SiaLac,61.0,3.11,0.075,4.575,35.84699453551912,190.0,4,191,Data/H1N1_EGG/old_sheet2.csv,164.0,0.029266128374520837,Non-binder
5.0,2-6 SiaLac,61.0,3.11,0.087,5.323,2.6300958106331014,190.0,4,191,Data/H1N1_EGG/old_sheet2.csv,14.0,0.002147257325994487,Non-binder
5.0,2-6 SiaLac,53.0,3.62,0.087,4.56,0.0,190.0,4,192,Data/H1N1_EGG/old_sheet2.csv,0.0,0.0,Non-binder
5.0,2-6 SiaLac,53.0,3.62,0.087,4.567,0.0,190.0,4,192,Data/H1N1_EGG/old_sheet2.csv,0.0,0.0,Non-binder
5.0,2-6 SiaLac,53.0,3.62,0.087,4.581,97.57694826457104,190.0,4,192,Data/H1N1_EGG/old_sheet2.csv,447.0,0.07966356821003039,Binder
5.0,2-6 SiaLac,53.0,3.62,0.081,4.25,0.0,190.0,4,192,Data/H1N1_EGG/old_sheet2.csv,0.0,0.0,Non-binder
5.0,2-6 SiaLac,53.0,3.62,0.086,4.538,0.0,190.0,4,192,Data/H1N1_EGG/old_sheet2.csv,0.0,0.0,Non-binder
5.0,2-6 SiaLac,53.0,3.62,0.088,4.625,61.83783783783784,190.0,4,192,Data/H1N1_EGG/old_sheet2.csv,286.0,0.05048551835417507,Binder
10.0,2-6 SiaLac,105.0,1.81,0.063,6.653,44.942131369307084,190.0,4,193,Data/H1N1_EGG/old_sheet2.csv,299.0,0.03669156098359847,Non-binder
10.0,2-6 SiaLac,105.0,1.81,0.058,6.12,48.36601307189542,190.0,4,193,Data/H1N1_EGG/old_sheet2.csv,296.0,0.03948687932884597,Non-binder
10.0,2-6 SiaLac,105.0,1.81,0.061,6.438,31.065548306927617,190.0,4,193,Data/H1N1_EGG/old_sheet2.csv,200.0,0.02536247003565583,Non-binder
10.0,2-6 SiaLac,105.0,1.81,0.059,6.186,31.037827352085355,190.0,4,193,Data/H1N1_EGG/old_sheet2.csv,192.0,0.025339838151627894,Non-binder
10.0,2-6 SiaLac,105.0,1.81,0.053,5.518,39.14461761507793,190.0,4,193,Data/H1N1_EGG/old_sheet2.csv,216.0,0.03195836691857855,Non-binder
10.0,2-6 SiaLac,105.0,1.81,0.059,6.186,80.98933074684773,190.0,4,193,Data/H1N1_EGG/old_sheet2.csv,501.0,0.06612114017690404,Binder
10.0,2-6 SiaLac,88.0,2.17,0.096,8.395,54.43716497915426,190.0,4,194,Data/H1N1_EGG/old_sheet2.csv,457.0,0.044443476482981165,Non-binder
10.0,2-6 SiaLac,88.0,2.17,0.097,8.507,53.3678147408017,190.0,4,194,Data/H1N1_EGG/old_sheet2.csv,454.0,0.04357043979584855,Non-binder
10.0,2-6 SiaLac,88.0,2.17,0.096,8.479,45.28835947635335,190.0,4,194,Data/H1N1_EGG/old_sheet2.csv,384.0,0.03697422781129146,Non-binder
10.0,2-6 SiaLac,88.0,2.17,0.094,8.269,20.195912444068206,190.0,4,194,Data/H1N1_EGG/old_sheet2.csv,167.0,0.016488304637172102,Non-binder
10.0,2-6 SiaLac,88.0,2.17,0.095,8.339,24.703201822760523,190.0,4,194,Data/H1N1_EGG/old_sheet2.csv,206.0,0.02016813641350747,Non-binder
10.0,2-6 SiaLac,88.0,2.17,0.095,8.311,43.43640957766815,190.0,4,194,Data/H1N1_EGG/old_sheet2.csv,361.0,0.035462262744752955,Non-binder
10.0,2-6 SiaLac,79.0,2.42,0.116,9.139,28.011817485501698,190.0,4,195,Data/H1N1_EGG/old_sheet2.csv,256.0,0.022869349499357355,Non-binder
10.0,2-6 SiaLac,79.0,2.42,0.115,8.999,31.447938659851093,190.0,4,195,Data/H1N1_EGG/old_sheet2.csv,283.0,0.025674660368564996,Non-binder
10.0,2-6 SiaLac,79.0,2.42,0.117,9.209,43.652948202845046,190.0,4,195,Data/H1N1_EGG/old_sheet2.csv,402.0,0.0356390487566511,Non-binder
10.0,2-6 SiaLac,79.0,2.42,0.116,9.139,0.7659481343691871,190.0,4,195,Data/H1N1_EGG/old_sheet2.csv,7.0,0.0006253337753730527,Non-binder
10.0,2-6 SiaLac,79.0,2.42,0.115,9.058,13.35835725325679,190.0,4,195,Data/H1N1_EGG/old_sheet2.csv,121.0,0.010906002115718603,Non-binder
10.0,2-6 SiaLac,79.0,2.42,0.115,9.034,30.77263670577817,190.0,4,195,Data/H1N1_EGG/old_sheet2.csv,278.0,0.025123331758299488,Non-binder
10.0,2-6 SiaLac,71.0,2.69,0.114,8.085,13.358070500927642,190.0,4,196,Data/H1N1_EGG/old_sheet2.csv,108.0,0.010905768005981224,Non-binder
10.0,2-6 SiaLac,71.0,2.69,0.114,8.056,33.391261171797424,190.0,4,196,Data/H1N1_EGG/old_sheet2.csv,269.0,0.027261223673094314,Non-binder
10.0,2-6 SiaLac,71.0,2.69,0.122,8.653,15.832659193343348,190.0,4,196,Data/H1N1_EGG/old_sheet2.csv,137.0,0.012926066535460912,Non-binder
10.0,2-6 SiaLac,71.0,2.69,0.123,8.705,8.730614589316485,190.0,4,196,Data/H1N1_EGG/old_sheet2.csv,76.0,0.007127830119934503,Non-binder
10.0,2-6 SiaLac,71.0,2.69,0.115,8.174,9.420112551994128,190.0,4,196,Data/H1N1_EGG/old_sheet2.csv,77.0,0.007690748605881773,Non-binder
10.0,2-6 SiaLac,71.0,2.69,0.117,8.292,5.668113844669561,190.0,4,196,Data/H1N1_EGG/old_sheet2.csv,47.0,0.004627549661245149,Non-binder
10.0,2-6 SiaLac,61.0,3.11,0.129,7.891,0.0,190.0,4,197,Data/H1N1_EGG/old_sheet2.csv,0.0,0.0,Non-binder
10.0,2-6 SiaLac,61.0,3.11,0.129,7.883,14.84206520360269,190.0,4,197,Data/H1N1_EGG/old_sheet2.csv,117.0,0.012117327860254733,Non-binder
10.0,2-6 SiaLac,61.0,3.11,0.13,7.968,13.177710843373495,190.0,4,197,Data/H1N1_EGG/old_sheet2.csv,105.0,0.010758519151231794,Non-binder
10.0,2-6 SiaLac,61.0,3.11,0.128,7.874,11.303022606045213,190.0,4,197,Data/H1N1_EGG/old_sheet2.csv,89.0,0.009227990097771241,Non-binder
10.0,2-6 SiaLac,61.0,3.11,0.128,7.866,0.0,190.0,4,197,Data/H1N1_EGG/old_sheet2.csv,0.0,0.0,Non-binder
10.0,2-6 SiaLac,61.0,3.11,0.13,7.959,0.0,190.0,4,197,Data/H1N1_EGG/old_sheet2.csv,0.0,0.0,Non-binder
10.0,2-6 SiaLac,53.0,3.62,0.101,5.302,0.0,190.0,4,198,Data/H1N1_EGG/old_sheet2.csv,0.0,0.0,Non-binder
10.0,2-6 SiaLac,53.0,3.62,0.101,5.302,0.0,190.0,4,198,Data/H1N1_EGG/old_sheet2.csv,0.0,0.0,Non-binder
10.0,2-6 SiaLac,53.0,3.62,0.101,5.336,0.0,190.0,4,198,Data/H1N1_EGG/old_sheet2.csv,0.0,0.0,Non-binder
10.0,2-6 SiaLac,53.0,3.62,0.109,5.756,0.0,190.0,4,198,Data/H1N1_EGG/old_sheet2.csv,0.0,0.0,Non-binder
10.0,2-6 SiaLac,53.0,3.62,0.109,5.719,0.0,190.0,4,198,Data/H1N1_EGG/old_sheet2.csv,0.0,0.0,Non-binder
10.0,2-6 SiaLac,53.0,3.62,0.109,5.712,0.0,190.0,4,198,Data/H1N1_EGG/old_sheet2.csv,0.0,0.0,Non-binder
1.0,2-3 SiaLac,111.0,1.72,0.014,1.549,969.6578437701744,190.0,4,199,Data/H1N1_EGG/old_sheet2.csv,1502.0,0.7916460306601274,Binder
1.0,2-3 SiaLac,111.0,1.72,0.015,1.641,1224.8628884826326,190.0,4,199,Data/H1N1_EGG/old_sheet2.csv,2010.0,1.0,Binder
1.0,2-3 SiaLac,111.0,1.72,0.013,1.465,888.0546075085324,190.0,4,199,Data/H1N1_EGG/old_sheet2.csv,1301.0,0.7250236870256227,Binder
1.0,2-3 SiaLac,111.0,1.72,0.014,1.493,975.8874748827863,190.0,4,199,Data/H1N1_EGG/old_sheet2.csv,1457.0,0.7967320130759463,Binder
1.0,2-3 SiaLac,111.0,1.72,0.013,1.465,535.8361774744027,190.0,4,199,Data/H1N1_EGG/old_sheet2.csv,785.0,0.43746625235596753,Binder
1.0,2-3 SiaLac,111.0,1.72,0.013,1.45,315.86206896551727,190.0,4,199,Data/H1N1_EGG/old_sheet2.csv,458.0,0.25787545033453424,Binder
1.0,2-3 SiaLac,93.0,2.05,0.013,1.235,846.1538461538461,190.0,4,200,Data/H1N1_EGG/old_sheet2.csv,1045.0,0.6908151549942594,Binder
1.0,2-3 SiaLac,93.0,2.05,0.015,1.363,1018.3418928833456,190.0,4,200,Data/H1N1_EGG/old_sheet2.csv,1388.0,0.8313925603092389,Binder
1.0,2-3 SiaLac,93.0,2.05,0.012,1.145,983.4061135371179,190.0,4,200,Data/H1N1_EGG/old_sheet2.csv,1126.0,0.8028703643355276,Binder
1.0,2-3 SiaLac,93.0,2.05,0.013,1.235,0.0,190.0,4,200,Data/H1N1_EGG/old_sheet2.csv,0.0,0.0,Non-binder
1.0,2-3 SiaLac,93.0,2.05,0.013,1.222,477.9050736497545,190.0,4,200,Data/H1N1_EGG/old_sheet2.csv,584.0,0.39017026162151597,Binder
1.0,2-3 SiaLac,93.0,2.05,0.013,1.235,582.995951417004,190.0,4,200,Data/H1N1_EGG/old_sheet2.csv,720.0,0.4759683364553749,Binder
1.0,2-3 SiaLac,83.0,2.3,0.019,1.585,622.7129337539433,190.0,4,201,Data/H1N1_EGG/old_sheet2.csv,987.0,0.5083939921841895,Binder
1.0,2-3 SiaLac,83.0,2.3,0.019,1.55,1025.1612903225807,190.0,4,201,Data/H1N1_EGG/old_sheet2.csv,1589.0,0.836960038517092,Binder
1.0,2-3 SiaLac,83.0,2.3,0.018,1.504,802.5265957446809,190.0,4,201,Data/H1N1_EGG/old_sheet2.csv,1207.0,0.6551970863766275,Binder
1.0,2-3 SiaLac,83.0,2.3,0.017,1.42,711.9718309859155,190.0,4,201,Data/H1N1_EGG/old_sheet2.csv,1011.0,0.5812665545511877,Binder
1.0,2-3 SiaLac,83.0,2.3,0.017,1.42,428.8732394366197,190.0,4,201,Data/H1N1_EGG/old_sheet2.csv,609.0,0.3501397939878074,Binder
1.0,2-3 SiaLac,83.0,2.3,0.018,1.495,340.46822742474916,190.0,4,201,Data/H1N1_EGG/old_sheet2.csv,509.0,0.2779643588079668,Binder
1.0,2-3 SiaLac,70.0,2.71,0.018,1.241,601.9339242546333,190.0,4,202,Data/H1N1_EGG/old_sheet2.csv,747.0,0.4914296366675887,Binder
1.0,2-3 SiaLac,70.0,2.71,0.016,1.154,841.4211438474871,190.0,4,202,Data/H1N1_EGG/old_sheet2.csv,971.0,0.6869512920665305,Binder
1.0,2-3 SiaLac,70.0,2.71,0.016,1.143,894.1382327209099,190.0,4,202,Data/H1N1_EGG/old_sheet2.csv,1022.0,0.7299904676094592,Binder
1.0,2-3 SiaLac,70.0,2.71,0.016,1.143,671.0411198600175,190.0,4,202,Data/H1N1_EGG/old_sheet2.csv,767.0,0.5478499889006412,Binder
1.0,2-3 SiaLac,70.0,2.71,0.016,1.154,442.8076256499134,190.0,4,202,Data/H1N1_EGG/old_sheet2.csv,511.0,0.36151607646343675,Binder
1.0,2-3 SiaLac,70.0,2.71,0.018,1.244,291.8006430868167,190.0,4,202,Data/H1N1_EGG/old_sheet2.csv,363.0,0.23823127129625185,Binder
1.0,2-3 SiaLac,64.0,2.98,0.013,0.845,456.8047337278107,190.0,4,203,Data/H1N1_EGG/old_sheet2.csv,386.0,0.37294356619270513,Binder
1.0,2-3 SiaLac,64.0,2.98,0.013,0.854,806.7915690866511,190.0,4,203,Data/H1N1_EGG/old_sheet2.csv,689.0,0.6586790870005942,Binder
1.0,2-3 SiaLac,64.0,2.98,0.014,0.864,858.7962962962963,190.0,4,203,Data/H1N1_EGG/old_sheet2.csv,742.0,0.7011366777224987,Binder
1.0,2-3 SiaLac,64.0,2.98,0.013,0.835,1183.2335329341317,190.0,4,203,Data/H1N1_EGG/old_sheet2.csv,988.0,0.9660130485298061,Binder
1.0,2-3 SiaLac,64.0,2.98,0.014,0.864,479.1666666666667,190.0,4,203,Data/H1N1_EGG/old_sheet2.csv,414.0,0.3912002487562189,Binder
1.0,2-3 SiaLac,64.0,2.98,0.015,0.947,319.95776135163675,190.0,4,203,Data/H1N1_EGG/old_sheet2.csv,303.0,0.2612192469542467,Binder
1.0,2-3 SiaLac,51.0,3.73,0.018,0.942,204.88322717622083,190.0,4,204,Data/H1N1_EGG/old_sheet2.csv,193.0,0.16727033621700416,Binder
1.0,2-3 SiaLac,51.0,3.73,0.018,0.928,310.34482758620686,190.0,4,204,Data/H1N1_EGG/old_sheet2.csv,288.0,0.2533710756562017,Binder
1.0,2-3 SiaLac,51.0,3.73,0.02,1.023,293.25513196480944,190.0,4,204,Data/H1N1_EGG/old_sheet2.csv,300.0,0.23941874206679217,Binder
1.0,2-3 SiaLac,51.0,3.73,0.018,0.921,22.80130293159609,190.0,4,204,Data/H1N1_EGG/old_sheet2.csv,21.0,0.018615392094900093,Non-binder
1.0,2-3 SiaLac,51.0,3.73,0.02,1.008,231.15079365079364,190.0,4,204,Data/H1N1_EGG/old_sheet2.csv,233.0,0.18871564795072257,Binder
1.0,2-3 SiaLac,51.0,3.73,0.019,0.991,191.7255297679112,190.0,4,204,Data/H1N1_EGG/old_sheet2.csv,190.0,0.15652815639260811,Binder
5.0,2-3 SiaLac,111.0,1.72,0.038,4.17,231.41486810551558,190.0,4,205,Data/H1N1_EGG/old_sheet2.csv,965.0,0.18893124306524928,Binder
5.0,2-3 SiaLac,111.0,1.72,0.035,3.877,230.33273149342276,190.0,4,205,Data/H1N1_EGG/old_sheet2.csv,893.0,0.18804776735358544,Binder
5.0,2-3 SiaLac,111.0,1.72,0.038,4.155,194.4645006016847,190.0,4,205,Data/H1N1_EGG/old_sheet2.csv,808.0,0.15876430123749483,Binder
5.0,2-3 SiaLac,111.0,1.72,0.035,3.906,307.21966205837174,190.0,4,205,Data/H1N1_EGG/old_sheet2.csv,1200.0,0.2508196345461632,Binder
5.0,2-3 SiaLac,111.0,1.72,0.037,4.078,133.8891613536047,190.0,4,205,Data/H1N1_EGG/old_sheet2.csv,546.0,0.10930950934391308,Binder
5.0,2-3 SiaLac,111.0,1.72,0.037,4.109,59.86858116330007,190.0,4,205,Data/H1N1_EGG/old_sheet2.csv,246.0,0.04887778193481364,Non-binder
5.0,2-3 SiaLac,93.0,2.05,0.066,6.144,120.93098958333333,190.0,4,206,Data/H1N1_EGG/old_sheet2.csv,743.0,0.09873022582400497,Binder
5.0,2-3 SiaLac,93.0,2.05,0.062,5.797,131.7923063653614,190.0,4,206,Data/H1N1_EGG/old_sheet2.csv,764.0,0.10759759937589954,Binder
5.0,2-3 SiaLac,93.0,2.05,0.063,5.879,131.3148494641946,190.0,4,206,Data/H1N1_EGG/old_sheet2.csv,772.0,0.10720779501032006,Binder
5.0,2-3 SiaLac,93.0,2.05,0.058,5.378,183.15358869468204,190.0,4,206,Data/H1N1_EGG/old_sheet2.csv,985.0,0.149529870173121,Binder
5.0,2-3 SiaLac,93.0,2.05,0.068,6.351,157.14060777830264,190.0,4,206,Data/H1N1_EGG/old_sheet2.csv,998.0,0.12829240664885305,Binder
5.0,2-3 SiaLac,93.0,2.05,0.068,6.336,153.72474747474746,190.0,4,206,Data/H1N1_EGG/old_sheet2.csv,974.0,0.12550363711744308,Binder
5.0,2-3 SiaLac,83.0,2.3,0.09,7.435,83.52387357094823,190.0,4,207,Data/H1N1_EGG/old_sheet2.csv,621.0,0.06819038633329653,Binder
5.0,2-3 SiaLac,83.0,2.3,0.089,7.398,91.10570424439038,190.0,4,207,Data/H1N1_EGG/old_sheet2.csv,674.0,0.07438032868907692,Binder
5.0,2-3 SiaLac,83.0,2.3,0.09,7.423,91.60716691364678,190.0,4,207,Data/H1N1_EGG/old_sheet2.csv,680.0,0.07478973179367879,Binder
5.0,2-3 SiaLac,83.0,2.3,0.092,7.644,152.276295133438,190.0,4,207,Data/H1N1_EGG/old_sheet2.csv,1164.0,0.12432109468356803,Binder
5.0,2-3 SiaLac,83.0,2.3,0.086,7.086,150.86085238498447,190.0,4,207,Data/H1N1_EGG/old_sheet2.csv,1069.0,0.12316550187251717,Binder
5.0,2-3 SiaLac,83.0,2.3,0.091,7.497,130.58556756035748,190.0,4,207,Data/H1N1_EGG/old_sheet2.csv,979.0,0.106612396202262,Binder
5.0,2-3 SiaLac,70.0,2.71,0.075,5.309,113.39235260877754,190.0,4,208,Data/H1N1_EGG/old_sheet2.csv,602.0,0.0925755475776139,Binder
5.0,2-3 SiaLac,70.0,2.71,0.075,5.261,140.65766964455426,190.0,4,208,Data/H1N1_EGG/old_sheet2.csv,740.0,0.11483544073965847,Binder
5.0,2-3 SiaLac,70.0,2.71,0.069,4.854,176.1433868974042,190.0,4,208,Data/H1N1_EGG/old_sheet2.csv,855.0,0.1438066158699703,Binder
5.0,2-3 SiaLac,70.0,2.71,0.069,4.854,206.83971981870621,190.0,4,208,Data/H1N1_EGG/old_sheet2.csv,1004.0,0.16886765185198852,Binder
5.0,2-3 SiaLac,70.0,2.71,0.069,4.872,227.6272577996716,190.0,4,208,Data/H1N1_EGG/old_sheet2.csv,1109.0,0.18583897017376175,Binder
5.0,2-3 SiaLac,70.0,2.71,0.076,5.348,237.09798055347795,190.0,4,208,Data/H1N1_EGG/old_sheet2.csv,1268.0,0.19357103785485438,Binder
5.0,2-3 SiaLac,64.0,2.98,0.062,3.964,154.38950554994955,190.0,4,209,Data/H1N1_EGG/old_sheet2.csv,612.0,0.12604635751615284,Binder
5.0,2-3 SiaLac,64.0,2.98,0.057,3.629,209.69964177459354,190.0,4,209,Data/H1N1_EGG/old_sheet2.csv,761.0,0.17120254335925772,Binder
5.0,2-3 SiaLac,64.0,2.98,0.061,3.92,195.40816326530611,190.0,4,209,Data/H1N1_EGG/old_sheet2.csv,766.0,0.1595347243374962,Binder
5.0,2-3 SiaLac,64.0,2.98,0.057,3.663,252.7982527982528,190.0,4,209,Data/H1N1_EGG/old_sheet2.csv,926.0,0.20638902131439446,Binder
5.0,2-3 SiaLac,64.0,2.98,0.057,3.663,261.8072618072618,190.0,4,209,Data/H1N1_EGG/old_sheet2.csv,959.0,0.21374413762473463,Binder
5.0,2-3 SiaLac,64.0,2.98,0.061,3.878,266.8901495616297,190.0,4,209,Data/H1N1_EGG/old_sheet2.csv,1035.0,0.2178938982241962,Binder
5.0,2-3 SiaLac,51.0,3.73,0.092,4.721,0.0,190.0,4,210,Data/H1N1_EGG/old_sheet2.csv,0.0,0.0,Non-binder
5.0,2-3 SiaLac,51.0,3.73,0.092,4.691,2.771264122788318,190.0,4,210,Data/H1N1_EGG/old_sheet2.csv,13.0,0.0022625096644256866,Non-binder
5.0,2-3 SiaLac,51.0,3.73,0.092,4.714,18.667798048366567,190.0,4,210,Data/H1N1_EGG/old_sheet2.csv,88.0,0.015240724675308227,Non-binder
5.0,2-3 SiaLac,51.0,3.73,0.085,4.327,42.061474462676216,190.0,4,210,Data/H1N1_EGG/old_sheet2.csv,182.0,0.03433974109116998,Non-binder
5.0,2-3 SiaLac,51.0,3.73,0.085,4.341,34.55425017277125,190.0,4,210,Data/H1N1_EGG/old_sheet2.csv,150.0,0.02821070872314309,Non-binder
5.0,2-3 SiaLac,51.0,3.73,0.087,4.44,42.34234234234234,190.0,4,210,Data/H1N1_EGG/old_sheet2.csv,188.0,0.0345690466585989,Non-binder
10.0,2-3 SiaLac,111.0,1.72,0.055,6.125,210.28571428571428,190.0,4,211,Data/H1N1_EGG/old_sheet2.csv,1288.0,0.17168102345415778,Binder
10.0,2-3 SiaLac,111.0,1.72,0.051,5.628,235.78535891968727,190.0,4,211,Data/H1N1_EGG/old_sheet2.csv,1327.0,0.19249939004338645,Binder
10.0,2-3 SiaLac,111.0,1.72,0.049,5.448,266.88693098384726,190.0,4,211,Data/H1N1_EGG/old_sheet2.csv,1454.0,0.21789127051964843,Binder
10.0,2-3 SiaLac,111.0,1.72,0.053,5.896,290.0271370420624,190.0,4,211,Data/H1N1_EGG/old_sheet2.csv,1710.0,0.23678334919702707,Binder
10.0,2-3 SiaLac,111.0,1.72,0.045,4.968,81.72302737520128,190.0,4,211,Data/H1N1_EGG/old_sheet2.csv,406.0,0.06672014324512701,Binder
10.0,2-3 SiaLac,111.0,1.72,0.051,5.668,121.030345800988,190.0,4,211,Data/H1N1_EGG/old_sheet2.csv,686.0,0.09881134201961259,Binder
10.0,2-3 SiaLac,93.0,2.05,0.09,8.372,116.34018155757286,190.0,4,212,Data/H1N1_EGG/old_sheet2.csv,974.0,0.0949822079283468,Binder
10.0,2-3 SiaLac,93.0,2.05,0.092,8.509,132.91808673169584,190.0,4,212,Data/H1N1_EGG/old_sheet2.csv,1131.0,0.1085167066302054,Binder
10.0,2-3 SiaLac,93.0,2.05,0.101,9.335,150.187466523835,190.0,4,212,Data/H1N1_EGG/old_sheet2.csv,1402.0,0.12261573759483246,Binder
10.0,2-3 SiaLac,93.0,2.05,0.099,9.158,138.67656693601225,190.0,4,212,Data/H1N1_EGG/old_sheet2.csv,1270.0,0.11321803300596821,Binder
10.0,2-3 SiaLac,93.0,2.05,0.092,8.523,40.12671594508976,190.0,4,212,Data/H1N1_EGG/old_sheet2.csv,342.0,0.03276016958502104,Non-binder
10.0,2-3 SiaLac,93.0,2.05,0.099,9.217,46.11044808506021,190.0,4,212,Data/H1N1_EGG/old_sheet2.csv,425.0,0.037645395675414826,Non-binder
10.0,2-3 SiaLac,83.0,2.3,0.114,9.428,94.71786168858718,190.0,4,213,Data/H1N1_EGG/old_sheet2.csv,893.0,0.07732935872187639,Binder
10.0,2-3 SiaLac,83.0,2.3,0.125,10.335,150.5563618771166,190.0,4,213,Data/H1N1_EGG/old_sheet2.csv,1556.0,0.1229169103683325,Binder
10.0,2-3 SiaLac,83.0,2.3,0.124,10.299,158.07359937858044,190.0,4,213,Data/H1N1_EGG/old_sheet2.csv,1628.0,0.12905411770161715,Binder
10.0,2-3 SiaLac,83.0,2.3,0.115,9.486,132.93274298966898,190.0,4,213,Data/H1N1_EGG/old_sheet2.csv,1261.0,0.10852867226171482,Binder
10.0,2-3 SiaLac,83.0,2.3,0.118,9.75,26.46153846153846,190.0,4,213,Data/H1N1_EGG/old_sheet2.csv,258.0,0.021603673938002294,Non-binder
10.0,2-3 SiaLac,83.0,2.3,0.126,10.446,62.79915757227647,190.0,4,213,Data/H1N1_EGG/old_sheet2.csv,656.0,0.051270357003037656,Binder
10.0,2-3 SiaLac,70.0,2.71,0.149,10.486,92.02746519168414,190.0,4,214,Data/H1N1_EGG/old_sheet2.csv,965.0,0.07513287083559884,Binder
10.0,2-3 SiaLac,70.0,2.71,0.148,10.403,113.71719696241469,190.0,4,214,Data/H1N1_EGG/old_sheet2.csv,1183.0,0.0928407563260311,Binder
10.0,2-3 SiaLac,70.0,2.71,0.148,10.382,130.99595453669812,190.0,4,214,Data/H1N1_EGG/old_sheet2.csv,1360.0,0.106947443479961,Binder
10.0,2-3 SiaLac,70.0,2.71,0.148,10.445,104.16467209191,190.0,4,214,Data/H1N1_EGG/old_sheet2.csv,1088.0,0.08504190393175338,Binder
10.0,2-3 SiaLac,70.0,2.71,0.15,10.549,28.438714570101432,190.0,4,214,Data/H1N1_EGG/old_sheet2.csv,300.0,0.02321787592514251,Non-binder
10.0,2-3 SiaLac,70.0,2.71,0.152,10.695,44.03927068723703,190.0,4,214,Data/H1N1_EGG/old_sheet2.csv,471.0,0.0359544493521174,Non-binder
