PrintPol,GlycType,Valency,GlycSpace,PolSpace,GlycDen,MVF,DP,MVF_orig,Status,Experiment,Self-model,Cross-model,MVF_norm
1.0,2-6 SiaLac,71.0,2.69,0.017,1.219,173.91304347826085,190.0,212.0,Conserved,Binder,Binder,Binder,0.10097892230355408
1.0,2-6 SiaLac,71.0,2.69,0.017,1.208,208.60927152317882,190.0,252.0,Conserved,Binder,Binder,Binder,0.12112455167040555
1.0,2-6 SiaLac,71.0,2.69,0.016,1.163,196.04471195184865,190.0,228.0,Conserved,Binder,Binder,Binder,0.11382920648319812
1.0,2-6 SiaLac,71.0,2.69,0.016,1.137,273.5268249780123,190.0,311.0,Conserved,Binder,Binder,Binder,0.15881755304250714
1.0,2-6 SiaLac,71.0,2.69,0.018,1.242,165.86151368760065,190.0,206.0,Conserved,Binder,Binder,Binder,0.09630397219690807
1.0,2-6 SiaLac,61.0,3.11,0.059,3.635,78.67950481430537,190.0,286.0,Others,Non-binder,Binder,Binder,0.04568358672027366
1.0,2-6 SiaLac,61.0,3.11,0.041,2.485,94.16498993963783,190.0,234.0,Conserved,Binder,Binder,Binder,0.054674905416270445
1.0,2-6 SiaLac,61.0,3.11,0.09,5.508,40.123456790123456,190.0,221.0,Others,Non-binder,Binder,Binder,0.02329683469811935
1.0,2-6 SiaLac,61.0,3.11,0.048,2.937,40.517534899557376,190.0,119.0,Others,Non-binder,Binder,Binder,0.02352564779918519
1.0,2-6 SiaLac,61.0,3.11,0.072,4.388,44.667274384685506,190.0,196.0,Others,Non-binder,Binder,Binder,0.02593510607021547
1.0,2-6 SiaLac,61.0,3.11,0.022,1.367,95.83028529626921,190.0,131.0,Conserved,Binder,Binder,Binder,0.0556418238662415
1.0,2-6 SiaLac,53.0,3.62,0.06,3.168,36.30050505050505,190.0,115.0,Others,Non-binder,Binder,Binder,0.021077118804679655
1.0,2-6 SiaLac,53.0,3.62,0.068,3.565,29.172510518934082,190.0,104.0,Others,Non-binder,Binder,Binder,0.016938399870273593
1.0,2-6 SiaLac,53.0,3.62,0.021,1.097,0.0,190.0,0.0,Others,Non-binder,Binder,Binder,0.0
1.0,2-6 SiaLac,53.0,3.62,0.025,1.332,71.32132132132132,190.0,95.0,Others,Non-binder,Binder,Binder,0.041411213444682
1.0,2-6 SiaLac,53.0,3.62,0.025,1.323,0.0,190.0,0.0,Others,Non-binder,Binder,Binder,0.0
1.0,2-6 SiaLac,53.0,3.62,0.022,1.164,40.37800687285224,190.0,47.0,Others,Non-binder,Binder,Binder,0.02344463380802019
5.0,2-6 SiaLac,105.0,1.81,0.042,4.398,95.95270577535244,190.0,422.0,Others,Binder,Non-binder,Binder,0.05571290472250433
5.0,2-6 SiaLac,105.0,1.81,0.042,4.414,114.63525147258723,190.0,506.0,Others,Binder,Non-binder,Binder,0.06656052887226793
5.0,2-6 SiaLac,105.0,1.81,0.045,4.693,88.00340933304923,190.0,413.0,Others,Binder,Non-binder,Binder,0.05109731424256662
5.0,2-6 SiaLac,105.0,1.81,0.043,4.481,101.76299933050659,190.0,456.0,Others,Binder,Non-binder,Binder,0.05908652851593815
5.0,2-6 SiaLac,105.0,1.81,0.043,4.515,114.28571428571429,190.0,516.0,Others,Binder,Non-binder,Binder,0.06635757751376413
5.0,2-6 SiaLac,105.0,1.81,0.047,4.949,114.56859971711457,190.0,567.0,Others,Binder,Non-binder,Binder,0.06652182894325363
5.0,2-6 SiaLac,88.0,2.17,0.068,5.974,116.50485436893203,190.0,696.0,Others,Binder,Non-binder,Binder,0.06764607416451682
5.0,2-6 SiaLac,88.0,2.17,0.076,6.669,109.46168840905683,190.0,730.0,Others,Binder,Non-binder,Binder,0.0635566091421755
5.0,2-6 SiaLac,88.0,2.17,0.071,6.245,121.0568454763811,190.0,756.0,Others,Binder,Non-binder,Binder,0.07028909131361884
5.0,2-6 SiaLac,88.0,2.17,0.072,6.335,142.85714285714286,190.0,905.0,Others,Binder,Non-binder,Binder,0.08294697189220515
5.0,2-6 SiaLac,88.0,2.17,0.072,6.305,153.5289452815226,190.0,968.0,Others,Binder,Non-binder,Binder,0.0891433277623445
5.0,2-6 SiaLac,88.0,2.17,0.074,6.5,160.76923076923077,190.0,1045.0,Others,Binder,Non-binder,Binder,0.0933472460602278
5.0,2-6 SiaLac,79.0,2.42,0.077,6.065,92.82769991755977,190.0,563.0,Others,Binder,Non-binder,Binder,0.0538984363111592
5.0,2-6 SiaLac,79.0,2.42,0.072,5.689,116.0133591140798,190.0,660.0,Others,Binder,Non-binder,Binder,0.06736069786289116
5.0,2-6 SiaLac,79.0,2.42,0.073,5.747,143.37915434139552,190.0,824.0,Others,Binder,Non-binder,Binder,0.08325006679558715
5.0,2-6 SiaLac,79.0,2.42,0.073,5.759,144.46952595936793,190.0,832.0,Others,Binder,Non-binder,Binder,0.08388316796322326
5.0,2-6 SiaLac,79.0,2.42,0.073,5.77,140.55459272097056,190.0,811.0,Others,Binder,Non-binder,Binder,0.08161004496222682
5.0,2-6 SiaLac,79.0,2.42,0.075,5.899,141.88845567045263,190.0,837.0,Others,Binder,Non-binder,Binder,0.08238452421027802
5.0,2-6 SiaLac,71.0,2.69,0.073,5.179,68.93222629851323,190.0,357.0,Lost in egg,Non-binder,Non-binder,Binder,0.040024036060749314
5.0,2-6 SiaLac,71.0,2.69,0.074,5.232,120.60397553516819,190.0,631.0,Others,Binder,Non-binder,Binder,0.07002614198162656
5.0,2-6 SiaLac,71.0,2.69,0.074,5.242,115.03243037008775,190.0,603.0,Others,Binder,Non-binder,Binder,0.06679114238019801
5.0,2-6 SiaLac,71.0,2.69,0.075,5.305,120.07540056550425,190.0,637.0,Others,Binder,Non-binder,Binder,0.0697192361295651
5.0,2-6 SiaLac,71.0,2.69,0.074,5.274,129.1240045506257,190.0,681.0,Others,Binder,Non-binder,Binder,0.07497311623248804
5.0,2-6 SiaLac,71.0,2.69,0.076,5.41,122.18114602587801,190.0,661.0,Others,Binder,Non-binder,Binder,0.07094189259616142
5.0,2-6 SiaLac,61.0,3.11,0.084,5.132,0.0,190.0,0.0,Lost in egg,Non-binder,Non-binder,Binder,0.0
5.0,2-6 SiaLac,61.0,3.11,0.085,5.205,41.69068203650336,190.0,217.0,Lost in egg,Non-binder,Non-binder,Binder,0.024206810817340947
5.0,2-6 SiaLac,61.0,3.11,0.086,5.278,78.24933687002653,190.0,413.0,Lost in egg,Non-binder,Non-binder,Binder,0.045433818821592475
5.0,2-6 SiaLac,61.0,3.11,0.086,5.251,50.27613787849933,190.0,264.0,Lost in egg,Non-binder,Non-binder,Binder,0.0291917737681956
5.0,2-6 SiaLac,61.0,3.11,0.086,5.287,58.25609986759977,190.0,308.0,Lost in egg,Non-binder,Non-binder,Binder,0.03382516954787106
5.0,2-6 SiaLac,61.0,3.11,0.087,5.36,63.805970149253724,190.0,342.0,Lost in egg,Non-binder,Non-binder,Binder,0.03704758408767521
5.0,2-6 SiaLac,53.0,3.62,0.086,4.523,0.0,190.0,0.0,Lost in egg,Non-binder,Non-binder,Binder,0.0
5.0,2-6 SiaLac,53.0,3.62,0.088,4.625,0.0,190.0,0.0,Lost in egg,Non-binder,Non-binder,Binder,0.0
5.0,2-6 SiaLac,53.0,3.62,0.082,4.291,0.0,190.0,0.0,Lost in egg,Non-binder,Non-binder,Binder,0.0
5.0,2-6 SiaLac,53.0,3.62,0.088,4.654,0.0,190.0,0.0,Lost in egg,Non-binder,Non-binder,Binder,0.0
5.0,2-6 SiaLac,53.0,3.62,0.087,4.567,0.0,190.0,0.0,Lost in egg,Non-binder,Non-binder,Binder,0.0
5.0,2-6 SiaLac,53.0,3.62,0.082,4.325,0.0,190.0,0.0,Lost in egg,Non-binder,Non-binder,Binder,0.0
10.0,2-6 SiaLac,105.0,1.81,0.078,8.145,73.05095150399018,190.0,595.0,Lost in egg,Non-binder,Non-binder,Binder,0.042415486547702205
10.0,2-6 SiaLac,105.0,1.81,0.069,7.265,73.09015829318652,190.0,531.0,Lost in egg,Non-binder,Non-binder,Binder,0.04243825113879238
10.0,2-6 SiaLac,105.0,1.81,0.07,7.301,68.07286673058485,190.0,497.0,Lost in egg,Non-binder,Non-binder,Binder,0.03952506714326554
10.0,2-6 SiaLac,105.0,1.81,0.045,4.676,96.87767322497861,190.0,453.0,Others,Binder,Non-binder,Binder,0.056249967465821754
10.0,2-6 SiaLac,105.0,1.81,0.034,3.595,118.21974965229485,190.0,425.0,Others,Binder,Non-binder,Binder,0.06864179176058702
10.0,2-6 SiaLac,105.0,1.81,0.026,2.777,140.07922218221103,190.0,389.0,Others,Binder,Non-binder,Binder,0.08133403113520873
10.0,2-6 SiaLac,88.0,2.17,0.109,9.585,94.8356807511737,190.0,909.0,Others,Binder,Non-binder,Binder,0.055064327819520226
10.0,2-6 SiaLac,88.0,2.17,0.114,10.037,102.42104214406694,190.0,1028.0,Others,Binder,Non-binder,Binder,0.059468607127259966
10.0,2-6 SiaLac,88.0,2.17,0.105,9.254,104.2792306029825,190.0,965.0,Others,Binder,Non-binder,Binder,0.06054752486836458
10.0,2-6 SiaLac,88.0,2.17,0.05,4.433,163.09496954658246,190.0,723.0,Others,Binder,Non-binder,Binder,0.09469763698318302
10.0,2-6 SiaLac,88.0,2.17,0.087,7.654,71.20459890253463,190.0,545.0,Lost in egg,Non-binder,Non-binder,Binder,0.041343441046349974
10.0,2-6 SiaLac,88.0,2.17,0.067,5.892,81.63611676849966,190.0,481.0,Lost in egg,Non-binder,Non-binder,Binder,0.04740028078089863
10.0,2-6 SiaLac,79.0,2.42,0.128,10.066,78.08464136697793,190.0,786.0,Lost in egg,Non-binder,Non-binder,Binder,0.04533819186875747
10.0,2-6 SiaLac,79.0,2.42,0.121,9.466,87.57658990069724,190.0,829.0,Others,Binder,Non-binder,Binder,0.05084949058635818
10.0,2-6 SiaLac,79.0,2.42,0.069,5.411,150.43430049898356,190.0,814.0,Others,Binder,Non-binder,Binder,0.08734648786578914
10.0,2-6 SiaLac,79.0,2.42,0.082,6.428,119.16614810205351,190.0,766.0,Others,Binder,Non-binder,Binder,0.06919129795986373
10.0,2-6 SiaLac,79.0,2.42,0.144,11.31,54.46507515473032,190.0,616.0,Lost in egg,Non-binder,Non-binder,Binder,0.0316239914057638
10.0,2-6 SiaLac,79.0,2.42,0.093,7.324,54.4784270890224,190.0,399.0,Lost in egg,Non-binder,Non-binder,Binder,0.03163174392339282
10.0,2-6 SiaLac,71.0,2.69,0.107,7.59,77.33860342555995,190.0,587.0,Lost in egg,Non-binder,Non-binder,Binder,0.04490502075165626
10.0,2-6 SiaLac,71.0,2.69,0.113,7.987,73.118818079379,190.0,584.0,Lost in egg,Non-binder,Non-binder,Binder,0.04245489183615058
10.0,2-6 SiaLac,71.0,2.69,0.116,8.243,63.08382870314206,190.0,520.0,Lost in egg,Non-binder,Non-binder,Binder,0.036628287964045464
10.0,2-6 SiaLac,71.0,2.69,0.107,7.554,100.2118083134763,190.0,757.0,Others,Binder,Non-binder,Binder,0.058185862332114785
10.0,2-6 SiaLac,71.0,2.69,0.117,8.321,64.05480110563634,190.0,533.0,Lost in egg,Non-binder,Non-binder,Binder,0.03719206250809007
10.0,2-6 SiaLac,71.0,2.69,0.12,8.508,38.5519511048425,190.0,328.0,Lost in egg,Non-binder,Non-binder,Binder,0.02238437323278127
10.0,2-6 SiaLac,61.0,3.11,0.122,7.454,55.00402468473303,190.0,410.0,Lost in egg,Non-binder,Non-binder,Binder,0.03193692102637897
10.0,2-6 SiaLac,61.0,3.11,0.13,7.968,48.19277108433735,190.0,384.0,Lost in egg,Non-binder,Non-binder,Binder,0.027982110999780055
10.0,2-6 SiaLac,61.0,3.11,0.13,7.942,28.204482498111307,190.0,224.0,Lost in egg,Non-binder,Non-binder,Binder,0.016376334919035215
10.0,2-6 SiaLac,61.0,3.11,0.129,7.884,81.05022831050228,190.0,639.0,Lost in egg,Non-binder,Non-binder,Binder,0.047060097066696296
10.0,2-6 SiaLac,61.0,3.11,0.132,8.095,53.24274243360098,190.0,431.0,Lost in egg,Non-binder,Non-binder,Binder,0.030914269820726734
10.0,2-6 SiaLac,61.0,3.11,0.15,9.209,32.794005863828865,190.0,302.0,Lost in egg,Non-binder,Non-binder,Binder,0.019041144378338766
10.0,2-6 SiaLac,53.0,3.62,0.129,6.769,4.875166198847688,190.0,33.0,Lost in egg,Non-binder,Non-binder,Binder,0.0028306619156595347
10.0,2-6 SiaLac,53.0,3.62,0.118,6.208,3.865979381443299,190.0,24.0,Lost in egg,Non-binder,Non-binder,Binder,0.002244698981618954
10.0,2-6 SiaLac,53.0,3.62,0.118,6.186,7.597801487229227,190.0,47.0,Lost in egg,Non-binder,Non-binder,Binder,0.0044115023848263005
10.0,2-6 SiaLac,53.0,3.62,0.129,6.761,30.61677266676527,190.0,207.0,Lost in egg,Non-binder,Non-binder,Binder,0.017776980072741498
10.0,2-6 SiaLac,53.0,3.62,0.136,7.151,20.556565515312546,190.0,147.0,Lost in egg,Non-binder,Non-binder,Binder,0.011935734033992325
10.0,2-6 SiaLac,53.0,3.62,0.139,7.292,12.890839275918815,190.0,94.0,Lost in egg,Non-binder,Non-binder,Binder,0.007484792581606005
1.0,2-3 SiaLac,111.0,1.72,0.032,3.564,1004.4893378226711,190.0,3580.0,Conserved,Binder,Binder,Binder,0.5832354420927781
1.0,2-3 SiaLac,111.0,1.72,0.039,4.347,963.6530940878766,190.0,4189.0,Conserved,Binder,Binder,Binder,0.5595247427640054
1.0,2-3 SiaLac,111.0,1.72,0.029,3.261,1307.8810180926096,190.0,4265.0,Conserved,Binder,Binder,Binder,0.7593933903225344
1.0,2-3 SiaLac,111.0,1.72,0.028,3.078,1274.2040285899936,190.0,3922.0,Conserved,Binder,Binder,Binder,0.7398395602107214
1.0,2-3 SiaLac,111.0,1.72,0.022,2.47,1140.4858299595141,190.0,2817.0,Conserved,Binder,Binder,Binder,0.6621989225677706
1.0,2-3 SiaLac,111.0,1.72,0.027,2.995,751.2520868113522,190.0,2250.0,Conserved,Binder,Binder,Binder,0.4361986001009119
1.0,2-3 SiaLac,93.0,2.05,0.032,2.933,963.8595294919878,190.0,2827.0,Conserved,Binder,Binder,Binder,0.559644605105642
1.0,2-3 SiaLac,93.0,2.05,0.032,2.991,984.6205282514209,190.0,2945.0,Conserved,Binder,Binder,Binder,0.5716990389695116
1.0,2-3 SiaLac,93.0,2.05,0.037,3.466,933.6410848240046,190.0,3236.0,Conserved,Binder,Binder,Binder,0.5420989057421325
1.0,2-3 SiaLac,93.0,2.05,0.032,2.977,1049.714477662076,190.0,3125.0,Conserved,Binder,Binder,Binder,0.6094944609143392
1.0,2-3 SiaLac,93.0,2.05,0.025,2.313,1166.8828361435365,190.0,2699.0,Conserved,Binder,Binder,Binder,0.6775257846776619
1.0,2-3 SiaLac,93.0,2.05,0.018,1.684,834.916864608076,190.0,1406.0,Conserved,Binder,Binder,Binder,0.48477677990681894
1.0,2-3 SiaLac,83.0,2.3,0.051,4.219,712.9651576202891,190.0,3008.0,Conserved,Binder,Binder,Binder,0.41396810622476216
1.0,2-3 SiaLac,83.0,2.3,0.022,1.846,1526.0021668472373,190.0,2817.0,Conserved,Binder,Binder,Binder,0.8860408118864537
1.0,2-3 SiaLac,83.0,2.3,0.036,3.014,1109.8208360982085,190.0,3345.0,Conserved,Binder,Binder,Binder,0.644393943880552
1.0,2-3 SiaLac,83.0,2.3,0.043,3.536,819.0045248868778,190.0,2896.0,Conserved,Binder,Binder,Binder,0.47553761713766485
1.0,2-3 SiaLac,83.0,2.3,0.040957828,3.391,831.9079917428487,190.0,2821.0,Conserved,Binder,Binder,Binder,0.48302974165596435
1.0,2-3 SiaLac,83.0,2.3,0.024200544,2.004,843.3133732534931,190.0,1690.0,Conserved,Binder,Binder,Binder,0.4896520346730474
1.0,2-3 SiaLac,70.0,2.71,0.016266483,1.145,1722.2707423580787,190.0,1972.0,Conserved,Binder,Binder,Binder,1.0
1.0,2-3 SiaLac,70.0,2.71,0.014010841,0.986,1681.5415821501015,190.0,1658.0,Conserved,Binder,Binder,Binder,0.9763514764512505
1.0,2-3 SiaLac,70.0,2.71,0.015581579,1.096,1580.2919708029196,190.0,1732.0,Conserved,Binder,Binder,Binder,0.9175630357856709
1.0,2-3 SiaLac,70.0,2.71,0.016608936,1.169,1357.5705731394353,190.0,1587.0,Conserved,Binder,Binder,Binder,0.7882445772031711
1.0,2-3 SiaLac,70.0,2.71,0.016558267,1.165,1542.489270386266,190.0,1797.0,Conserved,Binder,Binder,Binder,0.8956136990833036
1.0,2-3 SiaLac,70.0,2.71,0.017636292,1.241,927.4778404512489,190.0,1151.0,Conserved,Binder,Binder,Binder,0.5385203485378701
1.0,2-3 SiaLac,64.0,2.98,0.043589283,2.787,618.9451022604952,190.0,1725.0,Conserved,Binder,Binder,Binder,0.3593773540001354
1.0,2-3 SiaLac,64.0,2.98,0.037753907,2.414,790.3893951946975,190.0,1908.0,Conserved,Binder,Binder,Binder,0.4589228486297812
1.0,2-3 SiaLac,64.0,2.98,0.037517945,2.399,782.8261775739892,190.0,1878.0,Conserved,Binder,Binder,Binder,0.45453142663398455
1.0,2-3 SiaLac,64.0,2.98,0.038461793,2.459,819.8454656364376,190.0,2016.0,Conserved,Binder,Binder,Binder,0.476025891558682
1.0,2-3 SiaLac,64.0,2.98,0.053362199,3.412,615.767878077374,190.0,2101.0,Conserved,Binder,Binder,Binder,0.35753256612504725
1.0,2-3 SiaLac,64.0,2.98,0.017513551,1.12,974.1071428571428,190.0,1091.0,Conserved,Binder,Binder,Binder,0.5655946645899739
1.0,2-3 SiaLac,51.0,3.73,0.052869609,2.7,242.96296296296293,190.0,656.0,Conserved,Binder,Binder,Binder,0.1410712944181504
1.0,2-3 SiaLac,51.0,3.73,0.021669778,1.106,404.1591320072332,190.0,447.0,Conserved,Binder,Binder,Binder,0.23466643313807403
1.0,2-3 SiaLac,51.0,3.73,0.052929844,2.703,277.4694783573807,190.0,750.0,Conserved,Binder,Binder,Binder,0.16110677115578137
1.0,2-3 SiaLac,51.0,3.73,0.040957828,2.091,272.59684361549495,190.0,570.0,Conserved,Binder,Binder,Binder,0.15827757907694812
1.0,2-3 SiaLac,51.0,3.73,0.021076085,1.076,782.5278810408921,190.0,842.0,Conserved,Binder,Binder,Binder,0.45435822707496015
1.0,2-3 SiaLac,51.0,3.73,0.021966624,1.122,356.50623885918,190.0,400.0,Conserved,Binder,Binder,Binder,0.20699779081833725
5.0,2-3 SiaLac,111.0,1.72,0.033116533,3.661,701.99399071292,190.0,2570.0,Conserved,Binder,Binder,Binder,0.4075979307131305
5.0,2-3 SiaLac,111.0,1.72,0.030872012,3.413,669.7919718722532,190.0,2286.0,Conserved,Binder,Binder,Binder,0.3889005110515871
5.0,2-3 SiaLac,111.0,1.72,0.033594176,3.714,590.4684975767367,190.0,2193.0,Conserved,Binder,Binder,Binder,0.3428430171021113
5.0,2-3 SiaLac,111.0,1.72,0.031614128,3.495,654.0772532188842,190.0,2286.0,Conserved,Binder,Binder,Binder,0.3797760927665428
5.0,2-3 SiaLac,111.0,1.72,0.030129896,3.331,680.2761933353347,190.0,2266.0,Conserved,Binder,Binder,Binder,0.3949879520126563
5.0,2-3 SiaLac,111.0,1.72,0.030872012,3.413,702.3146791678876,190.0,2397.0,Conserved,Binder,Binder,Binder,0.40778413166695293
5.0,2-3 SiaLac,93.0,2.05,0.063048784,5.849,331.338690374423,190.0,1938.0,Conserved,Binder,Binder,Binder,0.1923847872610113
5.0,2-3 SiaLac,93.0,2.05,0.065277782,6.056,320.0132100396301,190.0,1938.0,Conserved,Binder,Binder,Binder,0.1858088871680408
5.0,2-3 SiaLac,93.0,2.05,0.055510252,5.15,438.44660194174753,190.0,2258.0,Conserved,Binder,Binder,Binder,0.254574725772465
5.0,2-3 SiaLac,93.0,2.05,0.059546074,5.524,454.1998551774077,190.0,2509.0,Conserved,Binder,Binder,Binder,0.2637215183459086
5.0,2-3 SiaLac,93.0,2.05,0.055064983,5.108,493.7353171495693,190.0,2522.0,Conserved,Binder,Binder,Binder,0.28667694631656027
5.0,2-3 SiaLac,93.0,2.05,0.058272361,5.406,492.2308546059934,190.0,2661.0,Conserved,Binder,Binder,Binder,0.2858034120303562
5.0,2-3 SiaLac,83.0,2.3,0.087718073,7.263,213.54812061131764,190.0,1551.0,Conserved,Binder,Binder,Binder,0.1239921897058614
5.0,2-3 SiaLac,83.0,2.3,0.088460188,7.325,215.5631399317406,190.0,1579.0,Conserved,Binder,Binder,Binder,0.12516216796239502
5.0,2-3 SiaLac,83.0,2.3,0.08949915,7.411,285.79139117528,190.0,2118.0,Conserved,Binder,Binder,Binder,0.16593871343595112
5.0,2-3 SiaLac,83.0,2.3,0.087569649,7.251,333.3333333333333,190.0,2417.0,Conserved,Binder,Binder,Binder,0.19354293441514536
5.0,2-3 SiaLac,83.0,2.3,0.083631984,6.925,370.39711191335743,190.0,2565.0,Conserved,Binder,Binder,Binder,0.21506323181581857
5.0,2-3 SiaLac,83.0,2.3,0.08390937,6.948,355.6419113413932,190.0,2471.0,Conserved,Binder,Binder,Binder,0.2064959373660726
5.0,2-3 SiaLac,70.0,2.71,0.085640149,6.026,246.1002323265848,190.0,1483.0,Conserved,Binder,Binder,Binder,0.14289288337420872
5.0,2-3 SiaLac,70.0,2.71,0.086233841,6.068,238.95847066578776,190.0,1450.0,Conserved,Binder,Binder,Binder,0.13874617084803598
5.0,2-3 SiaLac,70.0,2.71,0.085640149,6.026,280.9492200464653,190.0,1693.0,Conserved,Binder,Binder,Binder,0.16312720940831785
5.0,2-3 SiaLac,70.0,2.71,0.086233841,6.068,290.2109426499671,190.0,1761.0,Conserved,Binder,Binder,Binder,0.16850483231958027
5.0,2-3 SiaLac,70.0,2.71,0.087718073,6.173,329.6614288028511,190.0,2035.0,Conserved,Binder,Binder,Binder,0.19141092088197997
5.0,2-3 SiaLac,70.0,2.71,0.089350727,6.288,317.90712468193385,190.0,1999.0,Conserved,Binder,Binder,Binder,0.1845860333472689
5.0,2-3 SiaLac,64.0,2.98,0.07243049,4.631,287.19499028287623,190.0,1330.0,Conserved,Binder,Binder,Binder,0.16675368350603106
5.0,2-3 SiaLac,64.0,2.98,0.074953683,4.793,196.95389109117463,190.0,944.0,Conserved,Binder,Binder,Binder,0.11435710207880068
5.0,2-3 SiaLac,64.0,2.98,0.07435999,4.755,213.8801261829653,190.0,1017.0,Conserved,Binder,Binder,Binder,0.12418496170359801
5.0,2-3 SiaLac,64.0,2.98,0.074656837,4.774,225.1780477586929,190.0,1075.0,Conserved,Binder,Binder,Binder,0.1307448603872735
5.0,2-3 SiaLac,64.0,2.98,0.075250529,4.812,214.4638403990025,190.0,1032.0,Conserved,Binder,Binder,Binder,0.12452388299029303
5.0,2-3 SiaLac,64.0,2.98,0.076141068,4.868,219.59737058340178,190.0,1069.0,Conserved,Binder,Binder,Binder,0.1275045584776851
5.0,2-3 SiaLac,51.0,3.73,0.089647573,4.577,34.301944505134365,190.0,157.0,Lost in egg,Non-binder,Non-binder,Binder,0.01991669698700753
5.0,2-3 SiaLac,51.0,3.73,0.09187392,4.691,5.968876572159455,190.0,28.0,Lost in egg,Non-binder,Non-binder,Binder,0.003465701660812665
5.0,2-3 SiaLac,51.0,3.73,0.099668028,5.089,6.288072312831597,190.0,32.0,Lost in egg,Non-binder,Non-binder,Binder,0.0036510359017201716
5.0,2-3 SiaLac,51.0,3.73,0.09187392,4.691,7.0347473886165,190.0,33.0,Lost in egg,Non-binder,Non-binder,Binder,0.0040845769573863554
5.0,2-3 SiaLac,51.0,3.73,0.091725497,4.684,20.49530315969257,190.0,96.0,Lost in egg,Non-binder,Non-binder,Binder,0.0119001633457647
5.0,2-3 SiaLac,51.0,3.73,0.092616036,4.729,0.0,190.0,0.0,Lost in egg,Non-binder,Non-binder,Binder,0.0
10.0,2-3 SiaLac,111.0,1.72,0.043191132,4.775,622.4083769633507,190.0,2972.0,Conserved,Binder,Binder,Binder,0.3613882310461646
10.0,2-3 SiaLac,111.0,1.72,0.042894286,4.742,627.161535217208,190.0,2974.0,Conserved,Binder,Binder,Binder,0.3641480516347379
10.0,2-3 SiaLac,111.0,1.72,0.047127374,5.21,653.7428023032629,190.0,3406.0,Conserved,Binder,Binder,Binder,0.3795819009316613
10.0,2-3 SiaLac,111.0,1.72,0.063685641,7.04,553.2670454545455,190.0,3895.0,Conserved,Binder,Binder,Binder,0.32124278247741106
10.0,2-3 SiaLac,111.0,1.72,0.061934286,6.847,474.9525339564773,190.0,3252.0,Conserved,Binder,Binder,Binder,0.27577112138953674
10.0,2-3 SiaLac,111.0,1.72,0.050623008,5.596,268.76340243030734,190.0,1504.0,Conserved,Binder,Binder,Binder,0.1560517727092809
10.0,2-3 SiaLac,93.0,2.05,0.091725497,8.509,316.3709013985192,190.0,2692.0,Conserved,Binder,Binder,Binder,0.18369405786070206
10.0,2-3 SiaLac,93.0,2.05,0.091131805,8.454,354.86160397444996,190.0,3000.0,Conserved,Binder,Binder,Binder,0.20604286843344077
10.0,2-3 SiaLac,93.0,2.05,0.089053881,8.262,363.71338658920354,190.0,3005.0,Conserved,Binder,Binder,Binder,0.2111824683796339
10.0,2-3 SiaLac,93.0,2.05,0.046808946,4.342,776.8309534776602,190.0,3373.0,Conserved,Binder,Binder,Binder,0.45105042684174484
10.0,2-3 SiaLac,93.0,2.05,0.053394041,4.953,656.1679790026246,190.0,3250.0,Conserved,Binder,Binder,Binder,0.3809900283762704
10.0,2-3 SiaLac,93.0,2.05,0.058081305,5.388,275.98366740905715,190.0,1487.0,Conserved,Binder,Binder,Binder,0.16024406652300732
10.0,2-3 SiaLac,83.0,2.3,0.120668008,9.991,258.1323190871785,190.0,2579.0,Conserved,Binder,Binder,Binder,0.14987905951055747
10.0,2-3 SiaLac,83.0,2.3,0.12215224,10.114,267.25331224045874,190.0,2703.0,Conserved,Binder,Binder,Binder,0.15517497084955642
10.0,2-3 SiaLac,83.0,2.3,0.094227384,7.802,421.3022301973853,190.0,3287.0,Conserved,Binder,Binder,Binder,0.24462020972414106
10.0,2-3 SiaLac,83.0,2.3,0.109567607,9.072,372.1340388007055,190.0,3376.0,Conserved,Binder,Binder,Binder,0.21607174159574433
10.0,2-3 SiaLac,83.0,2.3,0.10443596,8.647,426.15936162831036,190.0,3685.0,Conserved,Binder,Binder,Binder,0.24744040013408486
10.0,2-3 SiaLac,83.0,2.3,0.105470313,8.733,207.1453108897286,190.0,1809.0,Conserved,Binder,Binder,Binder,0.1202745339598069
10.0,2-3 SiaLac,70.0,2.71,0.138330361,9.734,165.39963016231766,190.0,1610.0,Conserved,Binder,Binder,Binder,0.09603578931838423
10.0,2-3 SiaLac,70.0,2.71,0.115471809,8.126,242.30863893674626,190.0,1969.0,Conserved,Binder,Binder,Binder,0.14069137504187346
10.0,2-3 SiaLac,70.0,2.71,0.131065049,9.223,352.05464599371135,190.0,3247.0,Conserved,Binder,Binder,Binder,0.20441306778032428
10.0,2-3 SiaLac,70.0,2.71,0.128291186,9.028,360.3234381922906,190.0,3253.0,Conserved,Binder,Binder,Binder,0.20921416669887055
10.0,2-3 SiaLac,70.0,2.71,0.117679931,8.281,406.59340659340654,190.0,3367.0,Conserved,Binder,Binder,Binder,0.23607984307781463
10.0,2-3 SiaLac,70.0,2.71,0.13023289,9.164,166.84853775643825,190.0,1529.0,Conserved,Binder,Binder,Binder,0.0968770668007717
10.0,2-3 SiaLac,64.0,2.98,0.117105853,7.488,127.00320512820512,190.0,951.0,Conserved,Binder,Binder,Binder,0.07374171900192437
10.0,2-3 SiaLac,64.0,2.98,0.106793744,6.828,168.57059168131224,190.0,1151.0,Conserved,Binder,Binder,Binder,0.09787694091029539
