PrintPol,GlycType,Valency,GlycSpace,PolSpace,GlycDen,MVF,DP,MVF_orig,Status,Experiment,Self-model,Cross-model,MVF_norm
10.0,2-6 SiaLac,78.0,0.39,5.151,401.784,2.030941998685861,200.0,816.0,Lost in egg,Non-binder,Non-binder,Binder,0.018338850818098013
10.0,2-6 SiaLac,78.0,0.39,4.867,379.663,1.8542760290046698,200.0,704.0,Lost in egg,Non-binder,Non-binder,Binder,0.016743605427183665
10.0,2-6 SiaLac,98.0,0.49,5.012,491.143,0.9141940331023756,200.0,449.0,Others,Non-binder,Non-binder,Non-binder,0.008254922101521333
10.0,2-6 SiaLac,98.0,0.49,4.708,461.414,1.2808454013098867,200.0,591.0,Others,Non-binder,Non-binder,Non-binder,0.011565683683171558
10.0,2-6 SiaLac,98.0,0.49,4.642,454.913,1.5519450971944087,200.0,706.0,Others,Non-binder,Non-binder,Non-binder,0.014013639795593745
10.0,2-6 SiaLac,98.0,0.49,5.105,500.33,1.115263925808966,200.0,558.0,Others,Non-binder,Non-binder,Non-binder,0.010070528243273827
10.0,2-6 SiaLac,98.0,0.49,4.774,467.841,0.9746901190789178,200.0,456.0,Others,Non-binder,Non-binder,Non-binder,0.008801185213181096
10.0,2-6 SiaLac,98.0,0.49,4.615,452.248,0.933116343245299,200.0,422.0,Others,Non-binder,Non-binder,Non-binder,0.008425785387163853
10.0,2-6 SiaLac,105.0,0.35,6.369,668.786,0.5173553274141505,300.0,346.0,Others,Non-binder,Non-binder,Non-binder,0.004671577118172484
10.0,2-6 SiaLac,105.0,0.35,5.948,624.508,0.5268147085385615,300.0,329.0,Others,Non-binder,Non-binder,Non-binder,0.004756992742737023
10.0,2-6 SiaLac,105.0,0.35,6.356,667.422,0.5543718966411056,300.0,370.0,Others,Non-binder,Non-binder,Non-binder,0.005005826614854407
10.0,2-6 SiaLac,105.0,0.35,6.556,688.381,0.44306859137599675,300.0,305.0,Others,Non-binder,Non-binder,Non-binder,0.004000788207977788
10.0,2-6 SiaLac,105.0,0.35,6.242,655.398,0.0,300.0,0.0,Others,Non-binder,Non-binder,Non-binder,0.0
10.0,2-6 SiaLac,105.0,0.35,6.48,680.442,0.43060246134130464,300.0,293.0,Others,Non-binder,Non-binder,Non-binder,0.003888222463050972
10.0,2-6 SiaLac,141.0,0.47,5.213,735.008,0.1333318821019635,300.0,98.0,Others,Non-binder,Non-binder,Non-binder,0.0012039504312512613
10.0,2-6 SiaLac,141.0,0.47,5.658,797.782,0.18676781376365975,300.0,149.0,Others,Non-binder,Non-binder,Non-binder,0.0016864622802868396
10.0,2-6 SiaLac,141.0,0.47,5.775,814.225,0.22352543830022414,300.0,182.0,Others,Non-binder,Non-binder,Non-binder,0.0020183735772317506
10.0,2-6 SiaLac,141.0,0.47,5.888,830.245,0.2204168649013243,300.0,183.0,Others,Non-binder,Non-binder,Non-binder,0.0019903040095846096
10.0,2-6 SiaLac,141.0,0.47,6.672,940.788,0.18282546120911405,300.0,172.0,Others,Non-binder,Non-binder,Non-binder,0.0016508639148894318
10.0,2-6 SiaLac,141.0,0.47,7.824,1103.154,0.12146989450249013,300.0,134.0,Others,Non-binder,Non-binder,Non-binder,0.0010968399272912128
1.0,2-3 SiaLac,51.0,0.34,0.489,24.953,105.67867591071214,150.0,2637.0,Conserved,Binder,Binder,Binder,0.9542495420522569
1.0,2-3 SiaLac,51.0,0.34,0.497,25.35,94.87179487179486,150.0,2405.0,Conserved,Binder,Binder,Binder,0.8566663617793224
1.0,2-3 SiaLac,51.0,0.34,0.486,24.784,96.67527437056165,150.0,2396.0,Conserved,Binder,Binder,Binder,0.8729512884304937
1.0,2-3 SiaLac,51.0,0.34,0.484,24.671,98.65834380446678,150.0,2434.0,Conserved,Binder,Binder,Binder,0.8908578630809997
1.0,2-3 SiaLac,51.0,0.34,0.488,24.897,101.6588343977186,150.0,2531.0,Conserved,Binder,Binder,Binder,0.9179514725520512
1.0,2-3 SiaLac,51.0,0.34,0.447,22.782,110.74532525678167,150.0,2523.0,Conserved,Binder,Binder,Binder,1.0
1.0,2-3 SiaLac,87.0,0.58,0.619,53.873,46.423997178549556,150.0,2501.0,Conserved,Binder,Binder,Binder,0.41919599830428694
1.0,2-3 SiaLac,87.0,0.58,0.519,45.147,59.29519126409286,150.0,2677.0,Conserved,Binder,Binder,Binder,0.5354193608317731
1.0,2-3 SiaLac,87.0,0.58,0.6,52.164,52.871712292002144,150.0,2758.0,Conserved,Binder,Binder,Binder,0.47741710243218105
1.0,2-3 SiaLac,87.0,0.58,0.497,43.199,56.89946526539966,150.0,2458.0,Conserved,Binder,Binder,Binder,0.5137866102561772
1.0,2-3 SiaLac,87.0,0.58,0.476,41.429,56.0235583769823,150.0,2321.0,Conserved,Binder,Binder,Binder,0.505877410600242
1.0,2-3 SiaLac,87.0,0.58,0.838,72.92,34.380142622051565,150.0,2507.0,Conserved,Binder,Binder,Binder,0.3104432854599995
1.0,2-3 SiaLac,74.0,0.37,0.653,48.358,58.54253691219654,200.0,2831.0,Conserved,Binder,Binder,Binder,0.5286230978730327
1.0,2-3 SiaLac,74.0,0.37,0.657,48.583,54.79282876726427,200.0,2662.0,Conserved,Binder,Binder,Binder,0.49476425880928043
1.0,2-3 SiaLac,74.0,0.37,0.594,43.951,61.93260676662647,200.0,2722.0,Conserved,Binder,Binder,Binder,0.5592345015288483
1.0,2-3 SiaLac,74.0,0.37,0.657,48.64,54.91365131578947,200.0,2671.0,Conserved,Binder,Binder,Binder,0.4958552533794355
1.0,2-3 SiaLac,74.0,0.37,0.602,44.563,56.75111639701097,200.0,2529.0,Conserved,Binder,Binder,Binder,0.5124470605456615
1.0,2-3 SiaLac,74.0,0.37,0.617,45.63,55.13916283147052,200.0,2516.0,Conserved,Binder,Binder,Binder,0.4978915606922558
1.0,2-3 SiaLac,104.0,0.52,0.574,59.688,45.70432917839432,200.0,2728.0,Conserved,Binder,Binder,Binder,0.41269759308053083
1.0,2-3 SiaLac,104.0,0.52,0.581,60.455,43.470349846993635,200.0,2628.0,Conserved,Binder,Binder,Binder,0.3925253706754693
1.0,2-3 SiaLac,104.0,0.52,0.575,59.794,41.22487206074188,200.0,2465.0,Conserved,Binder,Binder,Binder,0.37224932036774533
1.0,2-3 SiaLac,104.0,0.52,0.567,58.948,42.30847526633643,200.0,2494.0,Conserved,Binder,Binder,Binder,0.38203396096618175
1.0,2-3 SiaLac,104.0,0.52,0.536,55.796,45.07491576457094,200.0,2515.0,Conserved,Binder,Binder,Binder,0.40701416208817087
1.0,2-3 SiaLac,104.0,0.52,0.591,61.486,38.36645740493771,200.0,2359.0,Conserved,Binder,Binder,Binder,0.34643861775635787
1.0,2-3 SiaLac,108.0,0.36,0.528,57.047,40.96622083545147,300.0,2337.0,Conserved,Binder,Binder,Binder,0.36991377054033114
1.0,2-3 SiaLac,108.0,0.36,0.582,62.894,35.86987629980602,300.0,2256.0,Conserved,Binder,Binder,Binder,0.3238951731518751
1.0,2-3 SiaLac,108.0,0.36,0.581,62.732,37.65223490403622,300.0,2362.0,Conserved,Binder,Binder,Binder,0.3399893839016065
1.0,2-3 SiaLac,108.0,0.36,0.586,63.301,33.364401826195476,300.0,2112.0,Conserved,Binder,Binder,Binder,0.30127142386222167
1.0,2-3 SiaLac,108.0,0.36,0.561,60.598,36.40384171094755,300.0,2206.0,Conserved,Binder,Binder,Binder,0.32871673478351454
1.0,2-3 SiaLac,108.0,0.36,0.583,63.016,33.76920147264187,300.0,2128.0,Conserved,Binder,Binder,Binder,0.3049266539634273
1.0,2-3 SiaLac,138.0,0.46,0.739,101.962,19.41899923500912,300.0,1980.0,Conserved,Binder,Binder,Binder,0.17534825230756154
1.0,2-3 SiaLac,138.0,0.46,0.731,100.82,18.875223170005953,300.0,1903.0,Conserved,Binder,Binder,Binder,0.17043810315460786
1.0,2-3 SiaLac,138.0,0.46,0.752,103.831,19.676204601708545,300.0,2043.0,Conserved,Binder,Binder,Binder,0.1776707464273183
1.0,2-3 SiaLac,138.0,0.46,0.704,97.126,20.179972406976503,300.0,1960.0,Conserved,Binder,Binder,Binder,0.18221963193647986
1.0,2-3 SiaLac,138.0,0.46,0.74,102.066,18.52722748025787,300.0,1891.0,Conserved,Binder,Binder,Binder,0.1672957972474177
1.0,2-3 SiaLac,138.0,0.46,0.74,102.17,17.57854556131937,300.0,1796.0,Conserved,Binder,Binder,Binder,0.1587294589686793
5.0,2-3 SiaLac,51.0,0.34,2.649,135.122,16.75522860822072,150.0,2264.0,Conserved,Binder,Binder,Binder,0.151295132046169
5.0,2-3 SiaLac,51.0,0.34,2.708,138.121,15.674662071661803,150.0,2165.0,Conserved,Binder,Binder,Binder,0.14153791173864416
5.0,2-3 SiaLac,51.0,0.34,2.752,140.328,16.988769169374606,150.0,2384.0,Conserved,Binder,Binder,Binder,0.15340393944379402
5.0,2-3 SiaLac,51.0,0.34,2.836,144.628,16.117211051801867,150.0,2331.0,Conserved,Binder,Binder,Binder,0.1455340079992668
5.0,2-3 SiaLac,51.0,0.34,2.81,143.327,17.205411401899156,150.0,2466.0,Conserved,Binder,Binder,Binder,0.1553601595553177
5.0,2-3 SiaLac,51.0,0.34,2.636,134.443,18.24565057310533,150.0,2453.0,Conserved,Binder,Binder,Binder,0.16475323478259438
5.0,2-3 SiaLac,87.0,0.58,1.807,157.181,14.384690261545606,150.0,2261.0,Conserved,Binder,Binder,Binder,0.12988981907987793
5.0,2-3 SiaLac,87.0,0.58,1.712,148.939,14.757719603327537,150.0,2198.0,Conserved,Binder,Binder,Binder,0.13325817201863177
5.0,2-3 SiaLac,87.0,0.58,1.725,150.097,15.083579285395443,150.0,2264.0,Conserved,Binder,Binder,Binder,0.13620059583031272
5.0,2-3 SiaLac,87.0,0.58,1.767,153.765,14.970897148245701,150.0,2302.0,Conserved,Binder,Binder,Binder,0.13518310694860625
5.0,2-3 SiaLac,87.0,0.58,1.628,141.632,15.328456845910528,150.0,2171.0,Conserved,Binder,Binder,Binder,0.138411773231682
5.0,2-3 SiaLac,87.0,0.58,1.73,150.483,15.403733312068473,150.0,2318.0,Conserved,Binder,Binder,Binder,0.1390914991341831
5.0,2-3 SiaLac,74.0,0.37,2.792,206.577,9.236265411928724,200.0,1908.0,Conserved,Binder,Binder,Binder,0.08340095069938969
5.0,2-3 SiaLac,74.0,0.37,2.571,190.284,8.865695486746127,200.0,1687.0,Conserved,Binder,Binder,Binder,0.08005480561991687
5.0,2-3 SiaLac,74.0,0.37,2.601,192.505,10.410119217682658,200.0,2004.0,Conserved,Binder,Binder,Binder,0.09400052953517492
5.0,2-3 SiaLac,74.0,0.37,2.819,208.613,8.422293912651657,200.0,1757.0,Conserved,Binder,Binder,Binder,0.0760510106690567
5.0,2-3 SiaLac,74.0,0.37,2.702,199.973,9.68130697644182,200.0,1936.0,Conserved,Binder,Binder,Binder,0.087419554315219
5.0,2-3 SiaLac,74.0,0.37,2.717,201.075,10.553276140743504,200.0,2122.0,Conserved,Binder,Binder,Binder,0.0952931973992939
5.0,2-3 SiaLac,104.0,0.52,2.414,251.056,6.859027467975272,200.0,1722.0,Conserved,Binder,Binder,Binder,0.06193514220190751
5.0,2-3 SiaLac,104.0,0.52,2.43,252.678,6.929768321737548,200.0,1751.0,Conserved,Binder,Binder,Binder,0.06257391276489291
5.0,2-3 SiaLac,104.0,0.52,2.752,286.201,5.765179017543614,200.0,1650.0,Others,Binder,Non-binder,Binder,0.05205798984450203
5.0,2-3 SiaLac,104.0,0.52,2.808,292.043,6.18059669295275,200.0,1805.0,Others,Binder,Non-binder,Binder,0.055809097843380714
5.0,2-3 SiaLac,104.0,0.52,2.572,267.524,6.862935661847161,200.0,1836.0,Others,Binder,Non-binder,Binder,0.06197043212374238
5.0,2-3 SiaLac,104.0,0.52,2.785,289.664,6.8009832081308,200.0,1970.0,Others,Binder,Non-binder,Binder,0.06141101840968525
5.0,2-3 SiaLac,108.0,0.36,2.549,275.339,4.783194534737179,300.0,1317.0,Lost in egg,Non-binder,Non-binder,Binder,0.04319093852175284
5.0,2-3 SiaLac,108.0,0.36,2.752,297.171,4.216427578734129,300.0,1253.0,Lost in egg,Non-binder,Non-binder,Binder,0.03807318791070984
5.0,2-3 SiaLac,108.0,0.36,2.585,279.143,4.649946443220858,300.0,1298.0,Lost in egg,Non-binder,Non-binder,Binder,0.04198774469657455
5.0,2-3 SiaLac,108.0,0.36,2.685,289.99,5.072588709955515,300.0,1471.0,Lost in egg,Non-binder,Non-binder,Binder,0.04580408877931294
5.0,2-3 SiaLac,108.0,0.36,2.902,313.446,4.769561583175411,300.0,1495.0,Lost in egg,Non-binder,Non-binder,Binder,0.04306783669754348
5.0,2-3 SiaLac,108.0,0.36,3.266,352.728,3.4615908008437097,300.0,1221.0,Lost in egg,Non-binder,Non-binder,Binder,0.031257218242101224
5.0,2-3 SiaLac,138.0,0.46,2.726,376.224,2.9556859743131754,300.0,1112.0,Lost in egg,Non-binder,Non-binder,Binder,0.026689036015379614
5.0,2-3 SiaLac,138.0,0.46,2.728,376.448,3.153157939476369,300.0,1187.0,Lost in egg,Non-binder,Non-binder,Binder,0.02847215385539066
5.0,2-3 SiaLac,138.0,0.46,2.738,377.84,2.810713529536312,300.0,1062.0,Lost in egg,Non-binder,Non-binder,Binder,0.02537997448668104
5.0,2-3 SiaLac,138.0,0.46,2.843,392.348,3.0610580403111523,300.0,1201.0,Lost in egg,Non-binder,Non-binder,Binder,0.02764051695377276
5.0,2-3 SiaLac,138.0,0.46,2.803,386.749,3.4078950430382493,300.0,1318.0,Lost in egg,Non-binder,Non-binder,Binder,0.030772360234045736
5.0,2-3 SiaLac,138.0,0.46,2.784,384.174,3.2198951516760634,300.0,1237.0,Lost in egg,Non-binder,Non-binder,Binder,0.029074772629997653
10.0,2-3 SiaLac,51.0,0.34,4.988,254.401,7.7554726593055845,150.0,1973.0,Conserved,Binder,Binder,Binder,0.07002979711625043
10.0,2-3 SiaLac,51.0,0.34,4.629,236.08,8.645374449339206,150.0,2041.0,Conserved,Binder,Binder,Binder,0.07806536690639944
10.0,2-3 SiaLac,51.0,0.34,5.014,255.702,7.809872429625111,150.0,1997.0,Conserved,Binder,Binder,Binder,0.07052101216477182
10.0,2-3 SiaLac,51.0,0.34,0.578,29.475,63.375742154368105,150.0,1868.0,Conserved,Binder,Binder,Binder,0.5722656194057923
10.0,2-3 SiaLac,51.0,0.34,4.717,240.553,7.2291761067207645,150.0,1739.0,Conserved,Binder,Binder,Binder,0.06527748318006836
10.0,2-3 SiaLac,51.0,0.34,5.17,263.681,7.186714249415013,150.0,1895.0,Conserved,Binder,Binder,Binder,0.06489406422123378
10.0,2-3 SiaLac,87.0,0.58,3.449,300.097,6.831124603045016,150.0,2050.0,Others,Binder,Non-binder,Binder,0.061683186962572946
10.0,2-3 SiaLac,87.0,0.58,3.512,305.503,6.566220298982334,150.0,2006.0,Others,Binder,Non-binder,Binder,0.05929117354396177
10.0,2-3 SiaLac,87.0,0.58,3.746,325.916,6.495538727770346,150.0,2117.0,Others,Binder,Non-binder,Binder,0.05865293828619264
10.0,2-3 SiaLac,87.0,0.58,3.549,308.785,7.361108862153277,150.0,2273.0,Others,Binder,Non-binder,Binder,0.06646879988013316
10.0,2-3 SiaLac,87.0,0.58,3.885,337.991,5.704293901316899,150.0,1928.0,Others,Binder,Non-binder,Binder,0.05150821389607673
10.0,2-3 SiaLac,87.0,0.58,3.455,300.58,6.497438285980438,150.0,1953.0,Others,Binder,Non-binder,Binder,0.05867009077733109
10.0,2-3 SiaLac,74.0,0.37,5.336,394.873,3.6745991749245963,200.0,1451.0,Lost in egg,Non-binder,Non-binder,Binder,0.0331806256056806
10.0,2-3 SiaLac,74.0,0.37,5.447,403.092,3.6716183898464867,200.0,1480.0,Lost in egg,Non-binder,Non-binder,Binder,0.03315370993162214
10.0,2-3 SiaLac,74.0,0.37,5.576,412.647,3.799857990001139,200.0,1568.0,Lost in egg,Non-binder,Non-binder,Binder,0.03431167844954655
10.0,2-3 SiaLac,74.0,0.37,5.554,410.973,3.9126657955632123,200.0,1608.0,Lost in egg,Non-binder,Non-binder,Binder,0.03533030208264808
10.0,2-3 SiaLac,74.0,0.37,5.065,374.814,3.7485259355306897,200.0,1405.0,Lost in egg,Non-binder,Non-binder,Binder,0.033848164036171295
10.0,2-3 SiaLac,74.0,0.37,5.445,402.904,3.417687588110319,200.0,1377.0,Lost in egg,Non-binder,Non-binder,Binder,0.030860784237942643
10.0,2-3 SiaLac,104.0,0.52,4.055,421.681,3.158785906882217,200.0,1332.0,Lost in egg,Non-binder,Non-binder,Binder,0.028522972861906724
10.0,2-3 SiaLac,104.0,0.52,4.068,423.101,2.9283788031699287,200.0,1239.0,Lost in egg,Non-binder,Non-binder,Binder,0.02644245972802906
10.0,2-3 SiaLac,104.0,0.52,4.154,432.06,3.094477618849234,200.0,1337.0,Lost in egg,Non-binder,Non-binder,Binder,0.027942286608253368
10.0,2-3 SiaLac,104.0,0.52,4.315,448.81,2.854214478287026,200.0,1281.0,Lost in egg,Non-binder,Non-binder,Binder,0.02577277615708879
10.0,2-3 SiaLac,104.0,0.52,4.416,459.282,2.1838434774278115,200.0,1003.0,Lost in egg,Non-binder,Non-binder,Binder,0.01971950935503781
10.0,2-3 SiaLac,104.0,0.52,5.207,541.541,1.791184785639499,200.0,970.0,Lost in egg,Non-binder,Non-binder,Binder,0.01617390875403847
10.0,2-3 SiaLac,108.0,0.36,4.733,511.156,2.240020659055161,300.0,1145.0,Lost in egg,Non-binder,Non-binder,Binder,0.020226773941575377
10.0,2-3 SiaLac,108.0,0.36,4.74,511.946,2.1213174827032537,300.0,1086.0,Lost in egg,Non-binder,Non-binder,Binder,0.019154916722530925
10.0,2-3 SiaLac,108.0,0.36,4.885,527.545,2.416855434133581,300.0,1275.0,Lost in egg,Non-binder,Non-binder,Binder,0.021823543599061135
10.0,2-3 SiaLac,108.0,0.36,5.407,583.925,2.3838677912403137,300.0,1392.0,Lost in egg,Non-binder,Non-binder,Binder,0.021525674205325734
10.0,2-3 SiaLac,108.0,0.36,5.465,590.205,1.6384137714861784,300.0,967.0,Lost in egg,Non-binder,Non-binder,Binder,0.01479442827665403
10.0,2-3 SiaLac,108.0,0.36,7.571,817.678,1.0248533041123769,300.0,838.0,Lost in egg,Non-binder,Non-binder,Binder,0.00925414505520736
10.0,2-3 SiaLac,138.0,0.46,5.432,749.555,1.3501344130850972,300.0,1012.0,Lost in egg,Non-binder,Non-binder,Binder,0.012191344510069237
10.0,2-3 SiaLac,138.0,0.46,5.421,748.101,0.8942642771497431,300.0,669.0,Lost in egg,Non-binder,Non-binder,Binder,0.008074961855737394
10.0,2-3 SiaLac,138.0,0.46,5.538,764.195,1.4852230124510104,300.0,1135.0,Lost in egg,Non-binder,Non-binder,Binder,0.013411157617779992
10.0,2-3 SiaLac,138.0,0.46,5.16,712.129,1.8774688293834403,300.0,1337.0,Lost in egg,Non-binder,Non-binder,Binder,0.016953030071745357
10.0,2-3 SiaLac,138.0,0.46,6.214,857.539,1.1124858461247826,300.0,954.0,Lost in egg,Non-binder,Non-binder,Binder,0.01004544294348585
10.0,2-3 SiaLac,138.0,0.46,7.608,1049.849,0.801067582099902,300.0,841.0,Lost in egg,Non-binder,Non-binder,Binder,0.007233421187237403
1.0,2-6 SiaLac,44.0,0.29,0.379,16.499,0.0,150.0,0.0,Others,Non-binder,Binder,Binder,0.0
1.0,2-6 SiaLac,44.0,0.29,0.404,17.592,8.185538881309688,150.0,144.0,Conserved,Binder,Binder,Binder,0.2844284929648407
1.0,2-6 SiaLac,44.0,0.29,0.336,14.624,5.060175054704595,150.0,74.0,Conserved,Binder,Binder,Binder,0.1758293480511361
1.0,2-6 SiaLac,44.0,0.29,0.321,13.948,6.882707198164611,150.0,96.0,Conserved,Binder,Binder,Binder,0.239158113384833
1.0,2-6 SiaLac,44.0,0.29,0.37,16.082,4.663599054843925,150.0,75.0,Conserved,Binder,Binder,Binder,0.16204925175913146
1.0,2-6 SiaLac,44.0,0.29,0.437,19.027,2.2599463919693066,150.0,43.0,Conserved,Binder,Binder,Binder,0.07852789605787225
1.0,2-6 SiaLac,60.0,0.4,0.278,16.694,0.0,150.0,0.0,Others,Non-binder,Binder,Binder,0.0
1.0,2-6 SiaLac,60.0,0.4,0.269,16.15,12.879256965944274,150.0,208.0,Conserved,Binder,Binder,Binder,0.4475243111598707
1.0,2-6 SiaLac,60.0,0.4,0.273,16.383,5.066227186717939,150.0,83.0,Conserved,Binder,Binder,Binder,0.1760396456030432
1.0,2-6 SiaLac,60.0,0.4,0.28,16.772,6.2604340567612695,150.0,105.0,Conserved,Binder,Binder,Binder,0.21753556484059705
1.0,2-6 SiaLac,60.0,0.4,0.243,14.573,7.06786523022027,150.0,103.0,Conserved,Binder,Binder,Binder,0.24559192559702306
1.0,2-6 SiaLac,60.0,0.4,0.304,18.234,6.635954809696171,150.0,121.0,Conserved,Binder,Binder,Binder,0.2305840401313536
1.0,2-6 SiaLac,78.0,0.39,0.52,40.583,3.8439740778158344,200.0,156.0,Conserved,Binder,Binder,Binder,0.13356918460744482
1.0,2-6 SiaLac,78.0,0.39,0.548,42.734,0.0,200.0,0.0,Others,Non-binder,Binder,Binder,0.0
1.0,2-6 SiaLac,78.0,0.39,0.54,42.156,6.9503747983679665,200.0,293.0,Conserved,Binder,Binder,Binder,0.24150940556332773
1.0,2-6 SiaLac,78.0,0.39,0.511,39.895,6.993357563604461,200.0,279.0,Conserved,Binder,Binder,Binder,0.24300295697355836
1.0,2-6 SiaLac,78.0,0.39,0.516,40.26,6.284153005464481,200.0,253.0,Conserved,Binder,Binder,Binder,0.2183597433011953
1.0,2-6 SiaLac,78.0,0.39,0.513,40.023,6.246408315218749,200.0,250.0,Conserved,Binder,Binder,Binder,0.21704820284922438
1.0,2-6 SiaLac,98.0,0.49,0.359,35.216,5.026124488868696,200.0,177.0,Conserved,Binder,Binder,Binder,0.17464616985532802
1.0,2-6 SiaLac,98.0,0.49,0.367,35.995,8.3344909015141,200.0,300.0,Conserved,Binder,Binder,Binder,0.2896042302309046
1.0,2-6 SiaLac,98.0,0.49,0.363,35.565,8.041613946295517,200.0,286.0,Conserved,Binder,Binder,Binder,0.27942743525077685
1.0,2-6 SiaLac,98.0,0.49,0.323,31.659,9.254872232224644,200.0,293.0,Conserved,Binder,Binder,Binder,0.3215853470080433
1.0,2-6 SiaLac,98.0,0.49,0.327,32.033,8.210283145506196,200.0,263.0,Conserved,Binder,Binder,Binder,0.28528829876101214
1.0,2-6 SiaLac,98.0,0.49,0.362,35.445,8.717731696995346,200.0,309.0,Conserved,Binder,Binder,Binder,0.3029209590965229
1.0,2-6 SiaLac,105.0,0.35,0.361,37.912,5.143490187803335,300.0,195.0,Conserved,Binder,Binder,Binder,0.17872435570940381
1.0,2-6 SiaLac,105.0,0.35,0.42,44.131,8.180190795585869,300.0,361.0,Conserved,Binder,Binder,Binder,0.2842426593887342
1.0,2-6 SiaLac,105.0,0.35,0.415,43.535,8.338118755024693,300.0,363.0,Conserved,Binder,Binder,Binder,0.2897302897270083
1.0,2-6 SiaLac,105.0,0.35,0.369,38.79,8.223769012632122,300.0,319.0,Conserved,Binder,Binder,Binder,0.285756901368436
1.0,2-6 SiaLac,105.0,0.35,0.357,37.486,7.229365629835139,300.0,271.0,Conserved,Binder,Binder,Binder,0.2512036899465349
1.0,2-6 SiaLac,105.0,0.35,0.345,36.262,7.859467210854338,300.0,285.0,Conserved,Binder,Binder,Binder,0.27309825861241355
1.0,2-6 SiaLac,141.0,0.47,0.291,41.081,3.18882208320148,300.0,131.0,Conserved,Binder,Binder,Binder,0.11080417216378574
1.0,2-6 SiaLac,141.0,0.47,0.224,31.553,7.923176877000602,300.0,250.0,Conserved,Binder,Binder,Binder,0.27531202176130665
1.0,2-6 SiaLac,141.0,0.47,0.206,29.079,8.528491351146876,300.0,248.0,Conserved,Binder,Binder,Binder,0.2963452959473652
1.0,2-6 SiaLac,141.0,0.47,0.205,28.955,7.908824037299258,300.0,229.0,Conserved,Binder,Binder,Binder,0.27481329386749126
1.0,2-6 SiaLac,141.0,0.47,0.205,28.955,6.216542911414264,300.0,180.0,Conserved,Binder,Binder,Binder,0.21601044932815908
1.0,2-6 SiaLac,141.0,0.47,0.248,34.91,6.473789745058723,300.0,226.0,Conserved,Binder,Binder,Binder,0.22494918021373808
5.0,2-6 SiaLac,44.0,0.29,1.798,78.234,2.5564332643096352,150.0,200.0,Conserved,Binder,Binder,Binder,0.08883012728618768
5.0,2-6 SiaLac,44.0,0.29,1.83,79.585,2.261732738581391,150.0,180.0,Conserved,Binder,Binder,Binder,0.07858996745990886
5.0,2-6 SiaLac,44.0,0.29,1.742,75.772,2.4547326189093597,150.0,186.0,Conserved,Binder,Binder,Binder,0.08529626571345714
5.0,2-6 SiaLac,44.0,0.29,1.721,74.855,1.7634092578986038,150.0,132.0,Conserved,Binder,Binder,Binder,0.06127438217288117
5.0,2-6 SiaLac,44.0,0.29,1.777,77.317,2.6643558337752373,150.0,206.0,Conserved,Binder,Binder,Binder,0.09258018629086534
5.0,2-6 SiaLac,44.0,0.29,1.746,75.932,3.239740820734341,150.0,246.0,Conserved,Binder,Binder,Binder,0.11257348020692667
5.0,2-6 SiaLac,60.0,0.4,0.796,47.753,4.837392415136222,150.0,231.0,Conserved,Binder,Binder,Binder,0.16808816798346252
5.0,2-6 SiaLac,60.0,0.4,0.833,50.004,5.939524838012959,150.0,297.0,Conserved,Binder,Binder,Binder,0.2063847137126989
5.0,2-6 SiaLac,60.0,0.4,0.817,48.995,6.123073783039086,150.0,300.0,Conserved,Binder,Binder,Binder,0.21276261388226167
5.0,2-6 SiaLac,60.0,0.4,0.835,50.082,5.4111257537638275,150.0,271.0,Conserved,Binder,Binder,Binder,0.18802407095035756
5.0,2-6 SiaLac,60.0,0.4,0.747,44.796,4.710241985891598,150.0,211.0,Conserved,Binder,Binder,Binder,0.16366998544297537
5.0,2-6 SiaLac,60.0,0.4,0.884,53.032,5.524966058228994,150.0,293.0,Conserved,Binder,Binder,Binder,0.19197975752239485
5.0,2-6 SiaLac,78.0,0.39,2.32,180.926,1.7134076915423986,200.0,310.0,Others,Binder,Non-binder,Binder,0.05953694370110869
5.0,2-6 SiaLac,78.0,0.39,1.541,120.213,2.570437473484565,200.0,309.0,Conserved,Binder,Binder,Binder,0.08931674107772249
5.0,2-6 SiaLac,78.0,0.39,1.779,138.759,2.3782241151925283,200.0,330.0,Others,Binder,Non-binder,Binder,0.08263777264089214
5.0,2-6 SiaLac,78.0,0.39,2.014,157.058,2.1520712093621466,200.0,338.0,Others,Binder,Non-binder,Binder,0.07477948363663013
5.0,2-6 SiaLac,78.0,0.39,1.897,147.978,2.067874954385111,200.0,306.0,Others,Binder,Non-binder,Binder,0.07185385903650973
5.0,2-6 SiaLac,78.0,0.39,1.763,137.486,2.160219949667603,200.0,297.0,Others,Binder,Non-binder,Binder,0.075062633464424
5.0,2-6 SiaLac,98.0,0.49,0.936,91.733,3.8917292577371283,200.0,357.0,Conserved,Binder,Binder,Binder,0.13522856636022018
5.0,2-6 SiaLac,98.0,0.49,0.858,84.118,4.600679997146865,200.0,387.0,Conserved,Binder,Binder,Binder,0.1598629604203407
5.0,2-6 SiaLac,98.0,0.49,0.947,92.835,4.028652986481392,200.0,374.0,Conserved,Binder,Binder,Binder,0.13998634839296845
5.0,2-6 SiaLac,98.0,0.49,0.953,93.372,3.96264404746605,200.0,370.0,Conserved,Binder,Binder,Binder,0.13769269084414035
5.0,2-6 SiaLac,98.0,0.49,1.026,100.544,3.948520050922979,200.0,397.0,Conserved,Binder,Binder,Binder,0.13720191471936266
