PrintPol,GlycType,DP,Valency,GlycSpace,PolSpace,GlycDen,MVF,MVF_orig,Status
1.0,2-6 SiaLac,300.0,141.0,0.47,0.325,45.772,5.177838,237.0,True binder
1.0,2-6 SiaLac,300.0,141.0,0.47,0.348,49.119,5.150756,253.0,True binder
1.0,2-6 SiaLac,300.0,141.0,0.47,0.404,56.969,4.353245,248.0,True binder
1.0,2-6 SiaLac,300.0,141.0,0.47,0.327,46.166,5.111987,236.0,True binder
5.0,2-6 SiaLac,150.0,44.0,0.29,1.801,78.355,3.343756,262.0,True binder
5.0,2-6 SiaLac,150.0,44.0,0.29,1.787,77.727,3.306444,257.0,True binder
5.0,2-6 SiaLac,150.0,44.0,0.29,1.643,71.455,4.310405,308.0,True binder
5.0,2-6 SiaLac,150.0,44.0,0.29,1.719,74.765,3.811944,285.0,True binder
5.0,2-6 SiaLac,150.0,44.0,0.29,1.599,69.572,3.607773,251.0,True binder
5.0,2-6 SiaLac,150.0,44.0,0.29,1.613,70.158,3.591893,252.0,True binder
5.0,2-6 SiaLac,150.0,60.0,0.4,1.664,99.858,1.672375,167.0,True binder
5.0,2-6 SiaLac,150.0,60.0,0.4,1.651,99.068,1.63524,162.0,True binder
5.0,2-6 SiaLac,150.0,60.0,0.4,1.634,98.063,1.947727,191.0,True binder
5.0,2-6 SiaLac,150.0,60.0,0.4,1.618,97.058,1.854561,180.0,True binder
5.0,2-6 SiaLac,150.0,60.0,0.4,1.649,98.924,2.729368,270.0,True binder
5.0,2-6 SiaLac,150.0,60.0,0.4,1.358,81.459,3.093581,252.0,True binder
5.0,2-6 SiaLac,200.0,78.0,0.39,1.947,151.847,1.580538,240.0,True binder
5.0,2-6 SiaLac,200.0,78.0,0.39,1.929,150.427,1.70847,257.0,True binder
5.0,2-6 SiaLac,200.0,78.0,0.39,2.058,160.527,1.91868,308.0,True binder
5.0,2-6 SiaLac,200.0,78.0,0.39,1.921,149.874,2.241883,336.0,True binder
5.0,2-6 SiaLac,200.0,78.0,0.39,2.084,162.569,1.820765,296.0,True binder
5.0,2-6 SiaLac,200.0,78.0,0.39,1.977,154.169,2.017267,311.0,True binder
5.0,2-6 SiaLac,200.0,98.0,0.49,2.07,202.909,1.61156,327.0,True binder
5.0,2-6 SiaLac,200.0,98.0,0.49,2.097,205.549,1.746542,359.0,True binder
5.0,2-6 SiaLac,200.0,98.0,0.49,2.164,212.05,1.480783,314.0,True binder
5.0,2-6 SiaLac,200.0,98.0,0.49,2.126,208.389,1.751532,365.0,True binder
5.0,2-6 SiaLac,200.0,98.0,0.49,2.234,218.95,1.694451,371.0,True binder
5.0,2-6 SiaLac,200.0,98.0,0.49,2.191,214.74,1.899972,408.0,True binder
5.0,2-6 SiaLac,300.0,105.0,0.35,2.188,229.737,1.823825,419.0,True binder
5.0,2-6 SiaLac,300.0,105.0,0.35,2.471,259.421,1.657537,430.0,True binder
5.0,2-6 SiaLac,300.0,105.0,0.35,2.312,242.772,1.655875,402.0,True binder
5.0,2-6 SiaLac,300.0,105.0,0.35,2.259,237.163,1.60649,381.0,True binder
5.0,2-6 SiaLac,300.0,105.0,0.35,2.289,240.323,1.593688,383.0,True binder
5.0,2-6 SiaLac,300.0,105.0,0.35,2.046,214.796,1.773776,381.0,True binder
5.0,2-6 SiaLac,300.0,141.0,0.47,1.953,275.404,1.521401,419.0,True binder
5.0,2-6 SiaLac,300.0,141.0,0.47,1.989,280.391,1.405181,394.0,True binder
5.0,2-6 SiaLac,300.0,141.0,0.47,1.992,280.815,1.253494,352.0,True binder
5.0,2-6 SiaLac,300.0,141.0,0.47,2.111,297.683,1.216059,362.0,True binder
5.0,2-6 SiaLac,300.0,141.0,0.47,1.868,263.384,1.154208,304.0,True binder
10.0,2-6 SiaLac,150.0,44.0,0.29,3.838,168.859,1.385772,234.0,True binder
10.0,2-6 SiaLac,150.0,44.0,0.29,3.78,166.319,1.364847,227.0,True binder
10.0,2-6 SiaLac,150.0,44.0,0.29,4.234,186.287,1.71778,320.0,True binder
10.0,2-6 SiaLac,150.0,44.0,0.29,3.733,164.231,2.210301,363.0,True binder
10.0,2-6 SiaLac,150.0,44.0,0.29,4.125,181.503,2.071591,376.0,True binder
10.0,2-6 SiaLac,150.0,44.0,0.29,3.676,161.734,2.380452,385.0,True binder
10.0,2-6 SiaLac,150.0,60.0,0.4,2.655,159.3,1.607031,256.0,True binder
10.0,2-6 SiaLac,150.0,60.0,0.4,2.894,173.656,1.710278,297.0,True binder
10.0,2-6 SiaLac,150.0,60.0,0.4,2.821,169.286,1.736706,294.0,True binder
10.0,2-6 SiaLac,150.0,60.0,0.4,2.789,167.355,1.577485,264.0,True binder
10.0,2-6 SiaLac,150.0,60.0,0.4,3.242,194.547,2.498111,486.0,True binder
10.0,2-6 SiaLac,150.0,60.0,0.4,2.945,176.675,3.186642,563.0,True binder
10.0,2-6 SiaLac,200.0,78.0,0.39,4.063,316.891,1.565207,496.0,False non-binder
10.0,2-6 SiaLac,200.0,78.0,0.39,3.829,298.679,1.432977,428.0,True binder
10.0,2-6 SiaLac,200.0,78.0,0.39,4.168,325.119,0.950421,309.0,True non-binder
10.0,2-6 SiaLac,200.0,78.0,0.39,3.79,295.656,0.700138,207.0,False binder
10.0,2-6 SiaLac,200.0,78.0,0.39,3.831,298.845,0.609011,182.0,False binder
10.0,2-6 SiaLac,200.0,78.0,0.39,2.369,184.803,2.202345,407.0,True binder
10.0,2-6 SiaLac,200.0,98.0,0.49,3.871,379.364,1.389167,527.0,False non-binder
10.0,2-6 SiaLac,200.0,98.0,0.49,3.773,369.799,1.663066,615.0,False non-binder
10.0,2-6 SiaLac,200.0,98.0,0.49,3.763,368.728,1.429238,527.0,False non-binder
10.0,2-6 SiaLac,200.0,98.0,0.49,1.556,152.473,2.33484,356.0,True binder
10.0,2-6 SiaLac,200.0,98.0,0.49,2.128,208.542,1.21798,254.0,True binder
10.0,2-6 SiaLac,200.0,98.0,0.49,3.321,325.436,1.702332,554.0,False non-binder
10.0,2-6 SiaLac,300.0,105.0,0.35,5.169,542.696,0.751802,408.0,True non-binder
10.0,2-6 SiaLac,300.0,105.0,0.35,4.835,507.665,1.067633,542.0,False non-binder
10.0,2-6 SiaLac,300.0,105.0,0.35,4.83,507.112,1.080629,548.0,False non-binder
10.0,2-6 SiaLac,300.0,105.0,0.35,4.83,507.191,0.806402,409.0,True non-binder
10.0,2-6 SiaLac,300.0,105.0,0.35,4.712,494.788,0.503246,249.0,True non-binder
10.0,2-6 SiaLac,300.0,141.0,0.47,4.29,604.914,0.737295,446.0,True non-binder
10.0,2-6 SiaLac,300.0,141.0,0.47,4.671,658.633,0.932234,614.0,True non-binder
10.0,2-6 SiaLac,300.0,141.0,0.47,4.31,607.672,1.010414,614.0,True non-binder
10.0,2-6 SiaLac,300.0,141.0,0.47,4.304,606.929,0.634341,385.0,True non-binder
10.0,2-6 SiaLac,300.0,141.0,0.47,4.409,621.676,0.275063,171.0,True non-binder
10.0,2-6 SiaLac,300.0,141.0,0.47,4.484,632.178,0.49195,311.0,True non-binder
1.0,2-3 SiaLac,150.0,51.0,0.34,0.759,38.693,16.385393,634.0,True binder
1.0,2-3 SiaLac,150.0,51.0,0.34,0.742,37.841,17.045004,645.0,True binder
1.0,2-3 SiaLac,150.0,51.0,0.34,0.677,34.544,17.687587,611.0,True binder
1.0,2-3 SiaLac,150.0,51.0,0.34,0.671,34.232,19.922879,682.0,True binder
1.0,2-3 SiaLac,150.0,51.0,0.34,0.868,44.243,15.121036,669.0,True binder
1.0,2-3 SiaLac,150.0,51.0,0.34,0.661,33.73,21.553513,727.0,True binder
1.0,2-3 SiaLac,150.0,87.0,0.58,0.322,28.001,22.034927,617.0,True binder
1.0,2-3 SiaLac,150.0,87.0,0.58,0.319,27.793,20.076998,558.0,True binder
1.0,2-3 SiaLac,150.0,87.0,0.58,0.305,26.544,22.001206,584.0,True binder
1.0,2-3 SiaLac,150.0,87.0,0.58,0.306,26.641,21.13284,563.0,True binder
1.0,2-3 SiaLac,150.0,87.0,0.58,0.298,25.965,21.837088,567.0,True binder
1.0,2-3 SiaLac,150.0,87.0,0.58,0.307,26.738,22.851373,611.0,True binder
1.0,2-3 SiaLac,200.0,74.0,0.37,0.499,36.902,32.735353,1208.0,True binder
1.0,2-3 SiaLac,200.0,74.0,0.37,0.495,36.623,32.766294,1200.0,True binder
1.0,2-3 SiaLac,200.0,74.0,0.37,0.506,37.48,34.845251,1306.0,True binder
1.0,2-3 SiaLac,200.0,74.0,0.37,0.502,37.182,31.35926,1166.0,True binder
1.0,2-3 SiaLac,200.0,74.0,0.37,0.512,37.864,30.715191,1163.0,True binder
1.0,2-3 SiaLac,200.0,74.0,0.37,0.533,39.438,30.605,1207.0,True binder
1.0,2-3 SiaLac,200.0,104.0,0.52,0.499,51.882,25.808566,1339.0,True binder
1.0,2-3 SiaLac,200.0,104.0,0.52,0.454,47.185,30.348628,1432.0,True binder
1.0,2-3 SiaLac,200.0,104.0,0.52,0.467,48.533,26.188367,1271.0,True binder
1.0,2-3 SiaLac,200.0,104.0,0.52,0.459,47.766,26.127371,1248.0,True binder
1.0,2-3 SiaLac,200.0,104.0,0.52,0.463,48.189,23.698354,1142.0,True binder
1.0,2-3 SiaLac,200.0,104.0,0.52,0.454,47.185,24.541698,1158.0,True binder
1.0,2-3 SiaLac,300.0,108.0,0.36,0.461,49.793,28.29715,1409.0,True binder
1.0,2-3 SiaLac,300.0,108.0,0.36,0.514,55.5,30.702703,1704.0,True binder
1.0,2-3 SiaLac,300.0,108.0,0.36,0.476,51.455,25.459139,1310.0,True binder
1.0,2-3 SiaLac,300.0,108.0,0.36,0.479,51.682,32.506482,1680.0,True binder
1.0,2-3 SiaLac,300.0,108.0,0.36,0.477,51.531,22.821214,1176.0,True binder
1.0,2-3 SiaLac,300.0,108.0,0.36,0.509,55.012,21.286265,1171.0,True binder
1.0,2-3 SiaLac,300.0,138.0,0.46,0.634,87.426,13.874591,1213.0,True binder
1.0,2-3 SiaLac,300.0,138.0,0.46,0.624,86.076,20.098518,1730.0,True binder
1.0,2-3 SiaLac,300.0,138.0,0.46,0.638,88.049,13.537916,1192.0,True binder
1.0,2-3 SiaLac,300.0,138.0,0.46,0.645,88.983,11.552769,1028.0,True binder
1.0,2-3 SiaLac,300.0,138.0,0.46,0.603,83.223,11.6314,968.0,True binder
1.0,2-3 SiaLac,300.0,138.0,0.46,0.646,89.191,9.53011,850.0,True binder
5.0,2-3 SiaLac,150.0,51.0,0.34,2.099,107.057,10.72326,1148.0,True binder
5.0,2-3 SiaLac,150.0,51.0,0.34,2.086,106.378,11.75055,1250.0,True binder
5.0,2-3 SiaLac,150.0,51.0,0.34,2.117,107.962,11.077972,1196.0,True binder
5.0,2-3 SiaLac,150.0,51.0,0.34,1.996,101.809,10.932236,1113.0,True binder
5.0,2-3 SiaLac,150.0,51.0,0.34,2.011,102.545,10.317422,1058.0,True binder
5.0,2-3 SiaLac,150.0,51.0,0.34,2.041,104.071,10.079657,1049.0,True binder
5.0,2-3 SiaLac,150.0,87.0,0.58,1.798,156.452,7.599775,1189.0,True binder
5.0,2-3 SiaLac,150.0,87.0,0.58,1.455,126.545,10.1861,1289.0,True binder
5.0,2-3 SiaLac,150.0,87.0,0.58,1.895,164.828,7.268183,1198.0,True binder
5.0,2-3 SiaLac,150.0,87.0,0.58,1.724,149.998,7.820104,1173.0,True binder
5.0,2-3 SiaLac,150.0,87.0,0.58,1.655,144.016,7.42973,1070.0,True binder
5.0,2-3 SiaLac,150.0,87.0,0.58,1.743,151.664,6.29022,954.0,True binder
5.0,2-3 SiaLac,200.0,74.0,0.37,2.213,163.787,6.813728,1116.0,True binder
5.0,2-3 SiaLac,200.0,74.0,0.37,2.046,151.423,7.521975,1139.0,True binder
5.0,2-3 SiaLac,200.0,74.0,0.37,2.051,151.755,7.083786,1075.0,True binder
5.0,2-3 SiaLac,200.0,74.0,0.37,2.055,152.052,6.951569,1057.0,True binder
5.0,2-3 SiaLac,200.0,74.0,0.37,2.26,167.211,6.100077,1020.0,True binder
5.0,2-3 SiaLac,200.0,74.0,0.37,2.133,157.876,5.637336,890.0,True binder
5.0,2-3 SiaLac,200.0,104.0,0.52,1.998,207.745,4.832848,1004.0,True binder
5.0,2-3 SiaLac,200.0,104.0,0.52,2.027,210.838,4.657604,982.0,True binder
5.0,2-3 SiaLac,200.0,104.0,0.52,2.052,213.376,4.531906,967.0,True binder
5.0,2-3 SiaLac,200.0,104.0,0.52,2.024,210.521,4.412861,929.0,True binder
5.0,2-3 SiaLac,200.0,104.0,0.52,2.047,212.847,4.125029,878.0,True binder
5.0,2-3 SiaLac,200.0,104.0,0.52,2.089,217.288,3.957881,860.0,True binder
5.0,2-3 SiaLac,300.0,108.0,0.36,2.053,221.736,4.306924,955.0,True binder
5.0,2-3 SiaLac,300.0,108.0,0.36,2.066,223.075,4.523142,1009.0,True binder
5.0,2-3 SiaLac,300.0,108.0,0.36,2.268,244.96,3.821032,936.0,True binder
5.0,2-3 SiaLac,300.0,108.0,0.36,2.127,229.766,4.221686,970.0,True binder
5.0,2-3 SiaLac,300.0,108.0,0.36,2.157,233.006,4.171566,972.0,True binder
5.0,2-3 SiaLac,300.0,108.0,0.36,2.3,248.432,3.719328,924.0,True binder
5.0,2-3 SiaLac,300.0,138.0,0.46,2.337,322.478,2.331942,752.0,True binder
5.0,2-3 SiaLac,300.0,138.0,0.46,2.296,316.879,2.464663,781.0,True binder
5.0,2-3 SiaLac,300.0,138.0,0.46,2.359,325.501,2.454678,799.0,True binder
5.0,2-3 SiaLac,300.0,138.0,0.46,2.433,335.802,2.424048,814.0,True binder
5.0,2-3 SiaLac,300.0,138.0,0.46,2.493,343.976,2.346094,807.0,True binder
5.0,2-3 SiaLac,300.0,138.0,0.46,2.447,337.706,2.368924,800.0,True binder
10.0,2-3 SiaLac,150.0,51.0,0.34,3.75,191.253,4.836525,925.0,True binder
10.0,2-3 SiaLac,150.0,51.0,0.34,4.131,210.662,4.618773,973.0,True binder
10.0,2-3 SiaLac,150.0,51.0,0.34,3.877,197.725,5.826274,1152.0,True binder
10.0,2-3 SiaLac,150.0,51.0,0.34,3.766,192.042,5.045771,969.0,True binder
10.0,2-3 SiaLac,150.0,51.0,0.34,3.857,196.725,3.421019,673.0,True binder
10.0,2-3 SiaLac,150.0,51.0,0.34,3.93,200.408,4.705401,943.0,True binder
10.0,2-3 SiaLac,150.0,87.0,0.58,2.843,247.298,3.687858,912.0,True binder
10.0,2-3 SiaLac,150.0,87.0,0.58,2.771,241.12,4.159754,1003.0,True binder
10.0,2-3 SiaLac,150.0,87.0,0.58,2.767,240.734,4.714747,1135.0,True binder
10.0,2-3 SiaLac,150.0,87.0,0.58,2.825,245.754,4.089455,1005.0,True binder
10.0,2-3 SiaLac,150.0,87.0,0.58,2.999,260.908,2.993392,781.0,True binder
10.0,2-3 SiaLac,150.0,87.0,0.58,2.807,244.209,4.19313,1024.0,True binder
10.0,2-3 SiaLac,200.0,74.0,0.37,4.551,336.791,2.713849,914.0,True binder
10.0,2-3 SiaLac,200.0,74.0,0.37,4.315,319.32,2.899912,926.0,True binder
10.0,2-3 SiaLac,200.0,74.0,0.37,4.236,313.444,3.381784,1060.0,True binder
10.0,2-3 SiaLac,200.0,74.0,0.37,4.276,316.452,2.047704,648.0,True binder
10.0,2-3 SiaLac,200.0,74.0,0.37,4.445,328.904,1.036777,341.0,False binder
10.0,2-3 SiaLac,200.0,74.0,0.37,4.423,327.33,2.034644,666.0,True binder
10.0,2-3 SiaLac,200.0,104.0,0.52,3.283,341.411,2.551177,871.0,True binder
10.0,2-3 SiaLac,200.0,104.0,0.52,1.709,177.69,5.49834,977.0,True binder
10.0,2-3 SiaLac,200.0,104.0,0.52,2.362,245.678,4.180268,1027.0,True binder
10.0,2-3 SiaLac,200.0,104.0,0.52,1.501,156.057,3.223181,503.0,True binder
10.0,2-3 SiaLac,200.0,104.0,0.52,1.955,203.272,2.090795,425.0,True binder
10.0,2-3 SiaLac,200.0,104.0,0.52,3.423,355.961,2.149112,765.0,True binder
10.0,2-3 SiaLac,300.0,108.0,0.36,2.253,243.362,3.603685,877.0,True binder
10.0,2-3 SiaLac,300.0,108.0,0.36,3.524,380.638,2.624541,999.0,True binder
10.0,2-3 SiaLac,300.0,108.0,0.36,3.499,377.926,2.691003,1017.0,True binder
10.0,2-3 SiaLac,300.0,108.0,0.36,3.52,380.145,1.178498,448.0,True binder
10.0,2-3 SiaLac,300.0,108.0,0.36,3.954,427.038,0.990544,423.0,False binder
10.0,2-3 SiaLac,300.0,108.0,0.36,4.51,487.066,1.408433,686.0,True binder
10.0,2-3 SiaLac,300.0,138.0,0.46,3.661,505.229,1.573544,795.0,True binder
10.0,2-3 SiaLac,300.0,138.0,0.46,3.671,506.581,1.97994,1003.0,True binder
10.0,2-3 SiaLac,300.0,138.0,0.46,3.737,515.753,2.125048,1096.0,True binder
10.0,2-3 SiaLac,300.0,138.0,0.46,3.807,525.311,1.106011,581.0,True binder
10.0,2-3 SiaLac,300.0,138.0,0.46,4.131,570.109,0.827912,472.0,False binder
10.0,2-3 SiaLac,300.0,138.0,0.46,4.792,661.345,1.058449,700.0,True binder
1.0,2-6 SiaLac,150.0,44.0,0.29,0.423,18.4,5.978261,110.0,True binder
1.0,2-6 SiaLac,150.0,44.0,0.29,0.429,18.669,3.803096,71.0,True binder
1.0,2-6 SiaLac,150.0,44.0,0.29,0.456,19.836,3.680177,73.0,True binder
1.0,2-6 SiaLac,150.0,44.0,0.29,0.438,19.073,4.194411,80.0,True binder
1.0,2-6 SiaLac,150.0,44.0,0.29,0.431,18.759,3.998081,75.0,True binder
1.0,2-6 SiaLac,150.0,44.0,0.29,0.479,20.849,3.885078,81.0,True binder
1.0,2-6 SiaLac,150.0,60.0,0.4,0.535,32.1,4.984424,160.0,True binder
1.0,2-6 SiaLac,150.0,60.0,0.4,0.595,35.723,2.715337,97.0,True binder
1.0,2-6 SiaLac,150.0,60.0,0.4,0.402,24.121,2.404544,58.0,True binder
1.0,2-6 SiaLac,150.0,60.0,0.4,0.527,31.602,2.151763,68.0,True binder
1.0,2-6 SiaLac,150.0,60.0,0.4,0.724,43.467,1.587411,69.0,True binder
1.0,2-6 SiaLac,150.0,60.0,0.4,0.769,46.123,1.799536,83.0,True binder
1.0,2-6 SiaLac,200.0,78.0,0.39,0.503,39.255,5.477009,215.0,True binder
1.0,2-6 SiaLac,200.0,78.0,0.39,0.519,40.484,4.619109,187.0,True binder
1.0,2-6 SiaLac,200.0,78.0,0.39,0.502,39.136,3.475061,136.0,True binder
1.0,2-6 SiaLac,200.0,78.0,0.39,0.539,42.05,3.210464,135.0,True binder
1.0,2-6 SiaLac,200.0,78.0,0.39,0.528,41.158,4.470577,184.0,True binder
1.0,2-6 SiaLac,200.0,78.0,0.39,0.486,37.939,4.507235,171.0,True binder
1.0,2-6 SiaLac,200.0,98.0,0.49,0.495,48.486,4.949882,240.0,True binder
1.0,2-6 SiaLac,200.0,98.0,0.49,0.471,46.131,3.641803,168.0,True binder
1.0,2-6 SiaLac,200.0,98.0,0.49,0.506,49.614,2.962873,147.0,True binder
1.0,2-6 SiaLac,200.0,98.0,0.49,0.479,46.978,2.894972,136.0,True binder
1.0,2-6 SiaLac,200.0,98.0,0.49,0.478,46.829,3.480749,163.0,True binder
1.0,2-6 SiaLac,200.0,98.0,0.49,0.538,52.757,3.468734,183.0,True binder
1.0,2-6 SiaLac,300.0,105.0,0.35,0.51,53.503,4.896922,262.0,True binder
1.0,2-6 SiaLac,300.0,105.0,0.35,0.528,55.462,3.281526,182.0,True binder
1.0,2-6 SiaLac,300.0,105.0,0.35,0.521,54.696,1.627176,89.0,True binder
1.0,2-6 SiaLac,300.0,105.0,0.35,0.514,53.958,3.372994,182.0,True binder
1.0,2-6 SiaLac,300.0,105.0,0.35,0.493,51.746,3.343254,173.0,True binder
1.0,2-6 SiaLac,300.0,105.0,0.35,0.537,56.399,3.06743,173.0,True binder
1.0,2-6 SiaLac,300.0,141.0,0.47,0.332,46.785,5.364967,251.0,True binder
1.0,2-6 SiaLac,300.0,141.0,0.47,0.359,50.604,3.932495,199.0,True binder
1.0,2-6 SiaLac,300.0,141.0,0.47,0.343,48.376,3.762196,182.0,True binder
1.0,2-6 SiaLac,300.0,141.0,0.47,0.371,52.301,3.460737,181.0,True binder
1.0,2-6 SiaLac,300.0,141.0,0.47,0.358,50.498,3.267456,165.0,True binder
1.0,2-6 SiaLac,300.0,141.0,0.47,0.373,52.62,3.895857,205.0,True binder
5.0,2-6 SiaLac,150.0,44.0,0.29,1.871,81.407,2.579631,210.0,True binder
5.0,2-6 SiaLac,150.0,44.0,0.29,1.908,82.977,2.530822,210.0,True binder
5.0,2-6 SiaLac,150.0,44.0,0.29,1.87,81.362,2.359824,192.0,True binder
5.0,2-6 SiaLac,150.0,44.0,0.29,1.961,85.311,2.285754,195.0,True binder
5.0,2-6 SiaLac,150.0,44.0,0.29,1.93,83.965,2.346216,197.0,True binder
5.0,2-6 SiaLac,150.0,44.0,0.29,1.885,81.99,2.23198,183.0,True binder
5.0,2-6 SiaLac,150.0,60.0,0.4,1.461,87.654,1.357611,119.0,True binder
5.0,2-6 SiaLac,150.0,60.0,0.4,1.514,90.812,1.717835,156.0,True binder
5.0,2-6 SiaLac,150.0,60.0,0.4,1.324,79.417,2.228742,177.0,True binder
5.0,2-6 SiaLac,150.0,60.0,0.4,1.566,93.971,1.840993,173.0,True binder
5.0,2-6 SiaLac,150.0,60.0,0.4,1.4,84.01,2.237829,188.0,True binder
5.0,2-6 SiaLac,150.0,60.0,0.4,1.455,87.272,1.730223,151.0,True binder
5.0,2-6 SiaLac,200.0,78.0,0.39,2.186,170.539,1.307619,223.0,True binder
5.0,2-6 SiaLac,200.0,78.0,0.39,2.294,178.925,1.346933,241.0,True binder
5.0,2-6 SiaLac,200.0,78.0,0.39,2.216,172.859,1.226433,212.0,True binder
5.0,2-6 SiaLac,200.0,78.0,0.39,2.357,183.822,1.25121,230.0,True binder
5.0,2-6 SiaLac,200.0,78.0,0.39,2.279,177.736,1.372823,244.0,True binder
5.0,2-6 SiaLac,200.0,78.0,0.39,2.284,178.152,1.234901,220.0,True binder
5.0,2-6 SiaLac,200.0,98.0,0.49,1.858,182.124,1.202477,219.0,False binder
5.0,2-6 SiaLac,200.0,98.0,0.49,1.936,189.726,1.11213,211.0,False binder
5.0,2-6 SiaLac,200.0,98.0,0.49,1.747,171.249,1.197087,205.0,False binder
5.0,2-6 SiaLac,200.0,98.0,0.49,1.747,171.249,1.144532,196.0,False binder
5.0,2-6 SiaLac,200.0,98.0,0.49,1.753,171.822,1.204735,207.0,False binder
5.0,2-6 SiaLac,200.0,98.0,0.49,1.849,181.163,1.264055,229.0,True binder
5.0,2-6 SiaLac,300.0,105.0,0.35,2.558,268.622,0.748263,201.0,False binder
5.0,2-6 SiaLac,300.0,105.0,0.35,2.454,257.625,0.885007,228.0,False binder
5.0,2-6 SiaLac,300.0,105.0,0.35,2.49,261.496,0.818368,214.0,False binder
5.0,2-6 SiaLac,300.0,105.0,0.35,2.462,258.494,0.777581,201.0,False binder
5.0,2-6 SiaLac,300.0,105.0,0.35,2.509,263.471,0.842597,222.0,False binder
5.0,2-6 SiaLac,300.0,105.0,0.35,2.437,255.886,0.79723,204.0,False binder
5.0,2-6 SiaLac,300.0,141.0,0.47,2.076,292.764,0.785616,230.0,False binder
5.0,2-6 SiaLac,300.0,141.0,0.47,1.902,268.19,0.846415,227.0,False binder
5.0,2-6 SiaLac,300.0,141.0,0.47,2.117,298.484,0.810764,242.0,False binder
5.0,2-6 SiaLac,300.0,141.0,0.47,1.991,280.709,1.022411,287.0,False binder
5.0,2-6 SiaLac,300.0,141.0,0.47,2.193,309.238,0.66292,205.0,False binder
5.0,2-6 SiaLac,300.0,141.0,0.47,2.113,298.001,0.72483,216.0,False binder
10.0,2-6 SiaLac,150.0,44.0,0.29,3.963,174.376,1.164151,203.0,False binder
10.0,2-6 SiaLac,150.0,44.0,0.29,3.733,164.231,1.485712,244.0,True binder
10.0,2-6 SiaLac,150.0,44.0,0.29,3.646,160.418,1.458689,234.0,True binder
10.0,2-6 SiaLac,150.0,44.0,0.29,4.207,185.116,1.296484,240.0,True binder
10.0,2-6 SiaLac,150.0,44.0,0.29,4.039,177.695,1.27747,227.0,True binder
10.0,2-6 SiaLac,150.0,44.0,0.29,4.128,181.65,1.22213,222.0,True binder
10.0,2-6 SiaLac,150.0,60.0,0.4,2.043,122.554,1.387144,170.0,True binder
10.0,2-6 SiaLac,150.0,60.0,0.4,2.237,134.244,1.19186,160.0,False binder
10.0,2-6 SiaLac,150.0,60.0,0.4,2.049,122.953,1.341976,165.0,True binder
10.0,2-6 SiaLac,150.0,60.0,0.4,2.383,143.003,1.223751,175.0,True binder
10.0,2-6 SiaLac,150.0,60.0,0.4,2.092,125.55,1.274393,160.0,True binder
10.0,2-6 SiaLac,150.0,60.0,0.4,2.243,134.603,1.29269,174.0,True binder
10.0,2-6 SiaLac,200.0,78.0,0.39,4.204,327.935,0.817235,268.0,True non-binder
10.0,2-6 SiaLac,200.0,78.0,0.39,4.318,336.784,0.929379,313.0,True non-binder
10.0,2-6 SiaLac,200.0,78.0,0.39,2.856,222.763,1.099824,245.0,False binder
10.0,2-6 SiaLac,200.0,78.0,0.39,2.979,232.328,1.157846,269.0,False binder
10.0,2-6 SiaLac,200.0,78.0,0.39,4.251,331.603,0.802164,266.0,True non-binder
10.0,2-6 SiaLac,200.0,78.0,0.39,4.826,376.407,0.863427,325.0,True non-binder
10.0,2-6 SiaLac,200.0,98.0,0.49,3.396,332.834,0.802202,267.0,True non-binder
10.0,2-6 SiaLac,200.0,98.0,0.49,3.685,361.158,0.689449,249.0,True non-binder
10.0,2-6 SiaLac,200.0,98.0,0.49,2.579,252.775,1.032539,261.0,False binder
10.0,2-6 SiaLac,200.0,98.0,0.49,2.307,226.075,1.145638,259.0,False binder
10.0,2-6 SiaLac,200.0,98.0,0.49,3.492,342.25,0.835646,286.0,True non-binder
10.0,2-6 SiaLac,200.0,98.0,0.49,3.728,365.322,0.974483,356.0,True non-binder
10.0,2-6 SiaLac,300.0,105.0,0.35,5.559,583.675,0.311817,182.0,True non-binder
10.0,2-6 SiaLac,300.0,105.0,0.35,5.466,573.878,0.329338,189.0,True non-binder
10.0,2-6 SiaLac,300.0,105.0,0.35,5.554,583.164,0.305231,178.0,True non-binder
10.0,2-6 SiaLac,300.0,105.0,0.35,5.048,530.022,0.260367,138.0,True non-binder
10.0,2-6 SiaLac,300.0,105.0,0.35,5.592,587.168,0.246948,145.0,True non-binder
10.0,2-6 SiaLac,300.0,105.0,0.35,5.422,569.362,0.347758,198.0,True non-binder
10.0,2-6 SiaLac,300.0,141.0,0.47,4.237,597.398,0.301307,180.0,True non-binder
10.0,2-6 SiaLac,300.0,141.0,0.47,4.346,612.786,0.295372,181.0,True non-binder
10.0,2-6 SiaLac,300.0,141.0,0.47,4.355,614.069,0.302898,186.0,True non-binder
10.0,2-6 SiaLac,300.0,141.0,0.47,4.323,609.531,0.278903,170.0,True non-binder
10.0,2-6 SiaLac,300.0,141.0,0.47,4.416,622.651,0.268208,167.0,True non-binder
10.0,2-6 SiaLac,300.0,141.0,0.47,3.83,540.08,0.37587,203.0,True non-binder
1.0,2-3 SiaLac,150.0,51.0,0.34,0.499,25.445,15.209275,387.0,True binder
1.0,2-3 SiaLac,150.0,51.0,0.34,0.525,26.781,19.267391,516.0,True binder
1.0,2-3 SiaLac,150.0,51.0,0.34,0.525,26.788,14.670748,393.0,True binder
1.0,2-3 SiaLac,150.0,51.0,0.34,0.761,38.815,13.602989,528.0,True binder
