PrintPol,GlycType,DP,Valency,GlycSpace,PolSpace,GlycDen,MVF,MVF_orig,Status
1.0,2-3 SiaLac,150.0,51.0,0.34,0.538,27.459,16.388069,450.0,True binder
1.0,2-3 SiaLac,150.0,51.0,0.34,0.629,32.097,17.135558,550.0,True binder
1.0,2-3 SiaLac,150.0,87.0,0.58,0.329,28.626,12.086914,346.0,True binder
1.0,2-3 SiaLac,150.0,87.0,0.58,0.326,28.378,11.734442,333.0,True binder
1.0,2-3 SiaLac,150.0,87.0,0.58,0.343,29.875,12.384937,370.0,True binder
1.0,2-3 SiaLac,150.0,87.0,0.58,0.347,30.212,12.80948,387.0,True binder
1.0,2-3 SiaLac,150.0,87.0,0.58,0.316,27.51,13.667757,376.0,True binder
1.0,2-3 SiaLac,150.0,87.0,0.58,0.376,32.685,12.54398,410.0,True binder
1.0,2-3 SiaLac,200.0,74.0,0.37,0.6,44.426,17.197137,764.0,True binder
1.0,2-3 SiaLac,200.0,74.0,0.37,0.635,46.966,17.885279,840.0,True binder
1.0,2-3 SiaLac,200.0,74.0,0.37,0.598,44.22,19.493442,862.0,True binder
1.0,2-3 SiaLac,200.0,74.0,0.37,0.696,51.5,16.407767,845.0,True binder
1.0,2-3 SiaLac,200.0,74.0,0.37,0.629,46.514,17.801092,828.0,True binder
1.0,2-3 SiaLac,200.0,74.0,0.37,0.769,56.895,14.658582,834.0,True binder
1.0,2-3 SiaLac,200.0,104.0,0.52,0.271,28.134,27.902182,785.0,True binder
1.0,2-3 SiaLac,200.0,104.0,0.52,0.221,23.022,38.311181,882.0,True binder
1.0,2-3 SiaLac,200.0,104.0,0.52,0.452,47.053,17.682188,832.0,True binder
1.0,2-3 SiaLac,200.0,104.0,0.52,0.528,54.932,15.65572,860.0,True binder
1.0,2-3 SiaLac,200.0,104.0,0.52,0.535,55.645,14.520622,808.0,True binder
1.0,2-3 SiaLac,200.0,104.0,0.52,0.539,56.067,14.054613,788.0,True binder
1.0,2-3 SiaLac,300.0,108.0,0.36,0.53,57.288,14.36601,823.0,True binder
1.0,2-3 SiaLac,300.0,108.0,0.36,0.184,19.883,40.537142,806.0,True binder
1.0,2-3 SiaLac,300.0,108.0,0.36,0.444,47.917,16.236409,778.0,True binder
1.0,2-3 SiaLac,300.0,108.0,0.36,0.541,58.407,13.491534,788.0,True binder
1.0,2-3 SiaLac,300.0,108.0,0.36,0.562,60.749,12.115426,736.0,True binder
1.0,2-3 SiaLac,300.0,108.0,0.36,0.472,50.944,15.723147,801.0,True binder
1.0,2-3 SiaLac,300.0,138.0,0.46,0.525,72.474,10.997047,797.0,True binder
1.0,2-3 SiaLac,300.0,138.0,0.46,0.548,75.693,10.978558,831.0,True binder
1.0,2-3 SiaLac,300.0,138.0,0.46,0.557,76.835,9.878311,759.0,True binder
1.0,2-3 SiaLac,300.0,138.0,0.46,0.618,85.322,8.39174,716.0,True binder
1.0,2-3 SiaLac,300.0,138.0,0.46,0.571,78.808,9.415288,742.0,True binder
1.0,2-3 SiaLac,300.0,138.0,0.46,0.531,73.279,9.852755,722.0,True binder
5.0,2-3 SiaLac,150.0,51.0,0.34,2.311,117.864,7.245639,854.0,True binder
5.0,2-3 SiaLac,150.0,51.0,0.34,2.384,121.599,7.352034,894.0,True binder
5.0,2-3 SiaLac,150.0,51.0,0.34,2.3,117.298,6.95664,816.0,True binder
5.0,2-3 SiaLac,150.0,51.0,0.34,2.409,122.844,6.357657,781.0,True binder
5.0,2-3 SiaLac,150.0,51.0,0.34,2.391,121.938,6.208073,757.0,True binder
5.0,2-3 SiaLac,150.0,51.0,0.34,2.706,138.028,5.353986,739.0,True binder
5.0,2-3 SiaLac,150.0,87.0,0.58,1.683,146.459,6.63667,972.0,True binder
5.0,2-3 SiaLac,150.0,87.0,0.58,1.587,138.028,6.781233,936.0,True binder
5.0,2-3 SiaLac,150.0,87.0,0.58,1.669,145.21,5.901797,857.0,True binder
5.0,2-3 SiaLac,150.0,87.0,0.58,1.887,164.152,5.433988,892.0,True binder
5.0,2-3 SiaLac,150.0,87.0,0.58,2.14,186.219,4.414158,822.0,True binder
5.0,2-3 SiaLac,200.0,74.0,0.37,2.436,180.245,3.384283,610.0,True binder
5.0,2-3 SiaLac,200.0,74.0,0.37,2.653,196.345,2.887774,567.0,True binder
5.0,2-3 SiaLac,200.0,74.0,0.37,2.457,181.787,3.058525,556.0,True binder
5.0,2-3 SiaLac,200.0,74.0,0.37,2.622,194.013,2.834862,550.0,True binder
5.0,2-3 SiaLac,200.0,74.0,0.37,2.54,187.938,3.027594,569.0,True binder
5.0,2-3 SiaLac,200.0,74.0,0.37,2.68,198.32,2.864058,568.0,True binder
5.0,2-3 SiaLac,200.0,104.0,0.52,1.791,186.307,3.054099,569.0,True binder
5.0,2-3 SiaLac,200.0,104.0,0.52,2.015,209.551,2.37651,498.0,True binder
5.0,2-3 SiaLac,200.0,104.0,0.52,1.893,196.828,2.509806,494.0,True binder
5.0,2-3 SiaLac,200.0,104.0,0.52,2.068,215.053,2.301758,495.0,True binder
5.0,2-3 SiaLac,200.0,104.0,0.52,1.417,147.404,3.697322,545.0,True binder
5.0,2-3 SiaLac,200.0,104.0,0.52,1.357,141.169,3.548938,501.0,True binder
5.0,2-3 SiaLac,300.0,108.0,0.36,2.382,257.237,2.332479,600.0,True binder
5.0,2-3 SiaLac,300.0,108.0,0.36,2.371,256.039,2.359016,604.0,True binder
5.0,2-3 SiaLac,300.0,108.0,0.36,2.369,255.899,2.266519,580.0,True binder
5.0,2-3 SiaLac,300.0,108.0,0.36,2.306,248.996,2.269113,565.0,True binder
5.0,2-3 SiaLac,300.0,108.0,0.36,1.81,195.466,3.069588,600.0,True binder
5.0,2-3 SiaLac,300.0,108.0,0.36,1.228,132.625,4.546654,603.0,True binder
5.0,2-3 SiaLac,300.0,138.0,0.46,2.41,332.563,1.66585,554.0,True binder
5.0,2-3 SiaLac,300.0,138.0,0.46,2.445,337.408,1.591545,537.0,True binder
5.0,2-3 SiaLac,300.0,138.0,0.46,1.72,237.379,2.55288,606.0,True binder
5.0,2-3 SiaLac,300.0,138.0,0.46,2.549,351.698,1.563842,550.0,True binder
5.0,2-3 SiaLac,300.0,138.0,0.46,2.567,354.242,1.490506,528.0,True binder
5.0,2-3 SiaLac,300.0,138.0,0.46,2.629,362.84,1.386286,503.0,True binder
10.0,2-3 SiaLac,150.0,51.0,0.34,4.135,210.888,3.309814,698.0,True binder
10.0,2-3 SiaLac,150.0,51.0,0.34,4.255,216.999,3.078355,668.0,True binder
10.0,2-3 SiaLac,150.0,51.0,0.34,4.055,206.814,3.287979,680.0,True binder
10.0,2-3 SiaLac,150.0,51.0,0.34,4.333,220.96,3.231354,714.0,True binder
10.0,2-3 SiaLac,150.0,51.0,0.34,3.812,194.41,3.528625,686.0,True binder
10.0,2-3 SiaLac,150.0,51.0,0.34,2.106,107.388,7.123701,765.0,True binder
10.0,2-3 SiaLac,150.0,87.0,0.58,2.943,256.069,2.636008,675.0,True binder
10.0,2-3 SiaLac,150.0,87.0,0.58,3.089,268.769,2.548657,685.0,True binder
10.0,2-3 SiaLac,150.0,87.0,0.58,2.695,234.46,3.0325,711.0,True binder
10.0,2-3 SiaLac,150.0,87.0,0.58,2.757,239.866,2.976662,714.0,True binder
10.0,2-3 SiaLac,150.0,87.0,0.58,2.778,241.7,3.293339,796.0,True binder
10.0,2-3 SiaLac,150.0,87.0,0.58,3.699,321.856,2.622291,844.0,True binder
10.0,2-3 SiaLac,200.0,74.0,0.37,4.66,344.841,1.699334,586.0,True binder
10.0,2-3 SiaLac,200.0,74.0,0.37,4.764,352.553,1.596923,563.0,True binder
10.0,2-3 SiaLac,200.0,74.0,0.37,5.189,384.007,1.476536,567.0,True binder
10.0,2-3 SiaLac,200.0,74.0,0.37,4.805,355.543,1.760687,626.0,True binder
10.0,2-3 SiaLac,200.0,74.0,0.37,4.734,350.296,2.032567,712.0,True binder
10.0,2-3 SiaLac,200.0,74.0,0.37,5.176,382.993,1.953038,748.0,True binder
10.0,2-3 SiaLac,200.0,104.0,0.52,3.431,356.789,1.872255,668.0,True binder
10.0,2-3 SiaLac,200.0,104.0,0.52,3.445,358.324,1.886561,676.0,True binder
10.0,2-3 SiaLac,200.0,104.0,0.52,2.91,302.652,2.223676,673.0,True binder
10.0,2-3 SiaLac,200.0,104.0,0.52,3.515,365.565,1.846457,675.0,True binder
10.0,2-3 SiaLac,200.0,104.0,0.52,3.447,358.462,1.969525,706.0,True binder
10.0,2-3 SiaLac,200.0,104.0,0.52,3.535,367.604,1.969511,724.0,True binder
10.0,2-3 SiaLac,300.0,108.0,0.36,4.063,438.766,1.593104,699.0,True binder
10.0,2-3 SiaLac,300.0,108.0,0.36,4.013,433.403,1.684345,730.0,True binder
10.0,2-3 SiaLac,300.0,108.0,0.36,4.066,439.074,1.744581,766.0,True binder
10.0,2-3 SiaLac,300.0,108.0,0.36,4.639,501.02,1.808311,906.0,True binder
10.0,2-3 SiaLac,300.0,108.0,0.36,4.337,468.439,1.709934,801.0,True binder
10.0,2-3 SiaLac,300.0,108.0,0.36,4.129,445.978,1.863321,831.0,True binder
10.0,2-3 SiaLac,300.0,138.0,0.46,4.312,595.114,0.846897,504.0,False binder
10.0,2-3 SiaLac,300.0,138.0,0.46,4.167,575.032,0.921688,530.0,False binder
10.0,2-3 SiaLac,300.0,138.0,0.46,4.256,587.294,0.916066,538.0,False binder
10.0,2-3 SiaLac,300.0,138.0,0.46,4.277,590.19,0.989512,584.0,False binder
10.0,2-3 SiaLac,300.0,138.0,0.46,4.322,596.369,0.977583,583.0,False binder
10.0,2-3 SiaLac,300.0,138.0,0.46,4.496,620.409,1.205656,748.0,False binder
1.0,2-6 SiaLac,150.0,62.0,2.44,0.021,1.269,339.63751,431.0,True binder
1.0,2-6 SiaLac,150.0,62.0,2.44,0.022,1.361,494.489346,673.0,True binder
1.0,2-6 SiaLac,150.0,62.0,2.44,0.021,1.318,408.952959,539.0,True binder
1.0,2-6 SiaLac,150.0,62.0,2.44,0.021,1.303,316.96086,413.0,True binder
1.0,2-6 SiaLac,150.0,62.0,2.44,0.021,1.318,289.074355,381.0,True binder
1.0,2-6 SiaLac,200.0,110.0,1.82,0.039,4.264,126.172608,538.0,True binder
1.0,2-6 SiaLac,200.0,110.0,1.82,0.042,4.591,84.513178,388.0,True binder
1.0,2-6 SiaLac,200.0,110.0,1.82,0.04,4.381,51.129879,224.0,False binder
1.0,2-6 SiaLac,200.0,110.0,1.82,0.037,4.116,115.889213,477.0,True binder
1.0,2-6 SiaLac,200.0,110.0,1.82,0.035,3.839,122.427716,470.0,True binder
1.0,2-6 SiaLac,300.0,120.0,2.5,0.017,1.983,220.373172,437.0,True binder
1.0,2-6 SiaLac,300.0,120.0,2.5,0.015,1.853,291.41932,540.0,True binder
1.0,2-6 SiaLac,300.0,120.0,2.5,0.015,1.853,267.674042,496.0,True binder
1.0,2-6 SiaLac,300.0,120.0,2.5,0.015,1.762,278.660613,491.0,True binder
1.0,2-6 SiaLac,300.0,120.0,2.5,0.016,1.944,259.773663,505.0,True binder
5.0,2-6 SiaLac,150.0,62.0,2.44,0.049,3.024,75.396825,228.0,True binder
5.0,2-6 SiaLac,150.0,62.0,2.44,0.049,3.027,45.920053,139.0,False binder
5.0,2-6 SiaLac,150.0,62.0,2.44,0.045,2.768,59.609827,165.0,False binder
5.0,2-6 SiaLac,150.0,62.0,2.44,0.035,2.17,70.967742,154.0,False binder
5.0,2-6 SiaLac,150.0,62.0,2.44,0.04,2.484,86.151369,214.0,True binder
5.0,2-6 SiaLac,150.0,62.0,2.44,0.058,3.567,84.384637,301.0,True binder
5.0,2-6 SiaLac,200.0,110.0,1.82,0.086,9.449,121.706001,1150.0,True binder
5.0,2-6 SiaLac,200.0,110.0,1.82,0.081,8.963,103.871472,931.0,True binder
5.0,2-6 SiaLac,200.0,110.0,1.82,0.078,8.533,101.253955,864.0,True binder
5.0,2-6 SiaLac,200.0,110.0,1.82,0.07,7.72,102.720207,793.0,True binder
5.0,2-6 SiaLac,200.0,110.0,1.82,0.069,7.605,111.637081,849.0,True binder
5.0,2-6 SiaLac,200.0,110.0,1.82,0.083,9.113,102.052014,930.0,True binder
5.0,2-6 SiaLac,300.0,120.0,2.5,0.035,4.178,106.98899,447.0,True binder
5.0,2-6 SiaLac,300.0,120.0,2.5,0.035,4.214,89.226388,376.0,True binder
5.0,2-6 SiaLac,300.0,120.0,2.5,0.03,3.607,42.971999,155.0,False binder
5.0,2-6 SiaLac,300.0,120.0,2.5,0.031,3.709,73.335131,272.0,False binder
5.0,2-6 SiaLac,300.0,120.0,2.5,0.032,3.833,76.44143,293.0,True binder
5.0,2-6 SiaLac,300.0,120.0,2.5,0.031,3.779,128.605451,486.0,True binder
10.0,2-6 SiaLac,150.0,62.0,2.44,0.061,3.768,85.456476,322.0,True binder
10.0,2-6 SiaLac,150.0,62.0,2.44,0.051,3.14,86.305732,271.0,True binder
10.0,2-6 SiaLac,150.0,62.0,2.44,0.051,3.14,90.44586,284.0,True binder
10.0,2-6 SiaLac,150.0,62.0,2.44,0.058,3.58,56.98324,204.0,False binder
10.0,2-6 SiaLac,150.0,62.0,2.44,0.06,3.737,103.559005,387.0,True binder
10.0,2-6 SiaLac,150.0,62.0,2.44,0.042,2.607,211.737629,552.0,True binder
10.0,2-6 SiaLac,200.0,110.0,1.82,0.094,10.288,94.965008,977.0,True binder
10.0,2-6 SiaLac,200.0,110.0,1.82,0.094,10.334,112.637894,1164.0,True binder
10.0,2-6 SiaLac,200.0,110.0,1.82,0.094,10.38,108.574181,1127.0,True binder
10.0,2-6 SiaLac,200.0,110.0,1.82,0.102,11.255,98.178587,1105.0,True binder
10.0,2-6 SiaLac,200.0,110.0,1.82,0.103,11.369,104.318762,1186.0,True binder
10.0,2-6 SiaLac,200.0,110.0,1.82,0.1,10.977,112.507971,1235.0,True binder
10.0,2-6 SiaLac,300.0,120.0,2.5,0.047,5.631,76.540579,431.0,True binder
10.0,2-6 SiaLac,300.0,120.0,2.5,0.051,6.086,96.122248,585.0,True binder
10.0,2-6 SiaLac,300.0,120.0,2.5,0.048,5.722,83.012933,475.0,True binder
10.0,2-6 SiaLac,300.0,120.0,2.5,0.054,6.513,100.568095,655.0,True binder
10.0,2-6 SiaLac,300.0,120.0,2.5,0.051,6.163,115.365893,711.0,True binder
10.0,2-6 SiaLac,300.0,120.0,2.5,0.05,5.968,130.19437,777.0,True binder
1.0,2-3 SiaLac,150.0,60.0,2.5,0.024,1.465,1488.054608,2180.0,True binder
1.0,2-3 SiaLac,150.0,60.0,2.5,0.025,1.502,667.776298,1003.0,True binder
1.0,2-3 SiaLac,150.0,60.0,2.5,0.024,1.452,764.46281,1110.0,True binder
1.0,2-3 SiaLac,150.0,60.0,2.5,0.021,1.255,731.474104,918.0,True binder
1.0,2-3 SiaLac,150.0,60.0,2.5,0.019,1.169,876.817793,1025.0,True binder
1.0,2-3 SiaLac,200.0,116.0,1.72,0.039,4.546,690.277167,3138.0,True binder
1.0,2-3 SiaLac,200.0,116.0,1.72,0.036,4.203,548.417797,2305.0,True binder
1.0,2-3 SiaLac,200.0,116.0,1.72,0.04,4.638,554.980595,2574.0,True binder
1.0,2-3 SiaLac,200.0,116.0,1.72,0.04,4.583,497.054331,2278.0,True binder
1.0,2-3 SiaLac,200.0,116.0,1.72,0.035,4.048,423.418972,1714.0,True binder
1.0,2-3 SiaLac,200.0,116.0,1.72,0.038,4.453,358.410061,1596.0,True binder
1.0,2-3 SiaLac,300.0,147.0,2.04,0.007,0.976,1676.229508,1636.0,True binder
1.0,2-3 SiaLac,300.0,147.0,2.04,0.007,1.013,839.091807,850.0,True binder
1.0,2-3 SiaLac,300.0,147.0,2.04,0.006,0.925,1045.405405,967.0,True binder
1.0,2-3 SiaLac,300.0,147.0,2.04,0.006,0.89,641.573034,571.0,True binder
1.0,2-3 SiaLac,300.0,147.0,2.04,0.006,0.873,1064.146621,929.0,True binder
1.0,2-3 SiaLac,300.0,147.0,2.04,0.006,0.921,1043.431053,961.0,True binder
5.0,2-3 SiaLac,150.0,60.0,2.5,0.049,2.929,589.962445,1728.0,True binder
5.0,2-3 SiaLac,150.0,60.0,2.5,0.056,3.36,529.761905,1780.0,True binder
5.0,2-3 SiaLac,150.0,60.0,2.5,0.047,2.831,507.241258,1436.0,True binder
5.0,2-3 SiaLac,150.0,60.0,2.5,0.054,3.225,537.054264,1732.0,True binder
5.0,2-3 SiaLac,150.0,60.0,2.5,0.053,3.175,596.220472,1893.0,True binder
5.0,2-3 SiaLac,150.0,60.0,2.5,0.05,3.003,572.760573,1720.0,True binder
5.0,2-3 SiaLac,200.0,116.0,1.72,0.077,8.981,324.351409,2913.0,True binder
5.0,2-3 SiaLac,200.0,116.0,1.72,0.052,6.013,444.037918,2670.0,True binder
5.0,2-3 SiaLac,200.0,116.0,1.72,0.075,8.682,300.046072,2605.0,True binder
5.0,2-3 SiaLac,200.0,116.0,1.72,0.08,9.332,289.755679,2704.0,True binder
5.0,2-3 SiaLac,200.0,116.0,1.72,0.074,8.544,341.292135,2916.0,True binder
5.0,2-3 SiaLac,200.0,116.0,1.72,0.072,8.303,332.530411,2761.0,True binder
5.0,2-3 SiaLac,300.0,147.0,2.04,0.02,2.928,525.273224,1538.0,True binder
5.0,2-3 SiaLac,300.0,147.0,2.04,0.018,2.633,474.743638,1250.0,True binder
