PrintPol,GlycType,Valency,GlycSpace,PolSpace,GlycDen,MVF,DP,MVF_orig,Status
10.0,2-6 SiaLac,98.0,0.49,1.102,107.963,3.843909,200.0,415.0,False non-binder
10.0,2-6 SiaLac,98.0,0.49,1.609,157.699,2.859879,200.0,451.0,False non-binder
10.0,2-6 SiaLac,98.0,0.49,1.424,139.595,2.980049,200.0,416.0,False non-binder
10.0,2-6 SiaLac,98.0,0.49,1.275,124.995,3.552142,200.0,444.0,False non-binder
10.0,2-6 SiaLac,105.0,0.35,6.31,662.566,0.066408,300.0,44.0,True non-binder
10.0,2-6 SiaLac,105.0,0.35,6.229,654.047,0.02905,300.0,19.0,True non-binder
10.0,2-6 SiaLac,105.0,0.35,6.46,678.298,0.048651,300.0,33.0,True non-binder
10.0,2-6 SiaLac,105.0,0.35,6.136,644.249,0.010865,300.0,7.0,True non-binder
10.0,2-6 SiaLac,105.0,0.35,6.593,692.213,0.028893,300.0,20.0,True non-binder
10.0,2-6 SiaLac,105.0,0.35,5.656,593.856,0.028626,300.0,17.0,True non-binder
10.0,2-6 SiaLac,141.0,0.47,3.21,452.586,0.375619,300.0,170.0,True non-binder
10.0,2-6 SiaLac,141.0,0.47,3.535,498.401,0.369181,300.0,184.0,True non-binder
10.0,2-6 SiaLac,141.0,0.47,3.031,427.431,0.47493,300.0,203.0,True non-binder
10.0,2-6 SiaLac,141.0,0.47,2.981,420.256,0.466382,300.0,196.0,True non-binder
10.0,2-6 SiaLac,141.0,0.47,2.874,405.267,0.347919,300.0,141.0,True non-binder
10.0,2-6 SiaLac,141.0,0.47,2.432,342.952,0.737713,300.0,253.0,True non-binder
1.0,2-3 SiaLac,51.0,0.34,0.344,17.521,18.663318,150.0,327.0,True binder
1.0,2-3 SiaLac,51.0,0.34,0.367,18.729,28.778899,150.0,539.0,True binder
1.0,2-3 SiaLac,51.0,0.34,0.416,21.235,26.277372,150.0,558.0,True binder
1.0,2-3 SiaLac,51.0,0.34,0.391,19.918,28.717743,150.0,572.0,True binder
1.0,2-3 SiaLac,51.0,0.34,0.359,18.31,27.744402,150.0,508.0,True binder
1.0,2-3 SiaLac,51.0,0.34,0.334,17.047,28.509415,150.0,486.0,True binder
1.0,2-3 SiaLac,87.0,0.58,0.191,16.604,14.09299,150.0,234.0,True binder
1.0,2-3 SiaLac,87.0,0.58,0.308,26.796,16.420361,150.0,440.0,True binder
1.0,2-3 SiaLac,87.0,0.58,0.219,19.028,25.69897,150.0,489.0,True binder
1.0,2-3 SiaLac,87.0,0.58,0.27,23.525,19.086079,150.0,449.0,True binder
1.0,2-3 SiaLac,87.0,0.58,0.246,21.429,17.452984,150.0,374.0,True binder
1.0,2-3 SiaLac,87.0,0.58,0.292,25.445,14.973472,150.0,381.0,True binder
1.0,2-3 SiaLac,74.0,0.37,0.386,28.56,17.542017,200.0,501.0,True binder
1.0,2-3 SiaLac,74.0,0.37,0.566,41.906,19.877822,200.0,833.0,True binder
1.0,2-3 SiaLac,74.0,0.37,0.552,40.872,25.371893,200.0,1037.0,True binder
1.0,2-3 SiaLac,74.0,0.37,0.555,41.041,23.318145,200.0,957.0,True binder
1.0,2-3 SiaLac,74.0,0.37,0.499,36.955,23.677446,200.0,875.0,True binder
1.0,2-3 SiaLac,74.0,0.37,0.554,41.03,26.687789,200.0,1095.0,True binder
1.0,2-3 SiaLac,104.0,0.52,0.357,37.166,12.861217,200.0,478.0,True binder
1.0,2-3 SiaLac,104.0,0.52,0.385,39.995,16.677085,200.0,667.0,True binder
1.0,2-3 SiaLac,104.0,0.52,0.376,39.07,24.596877,200.0,961.0,True binder
1.0,2-3 SiaLac,104.0,0.52,0.34,35.396,20.00226,200.0,708.0,True binder
1.0,2-3 SiaLac,104.0,0.52,0.343,35.712,19.489247,200.0,696.0,True binder
1.0,2-3 SiaLac,104.0,0.52,0.46,47.805,15.688735,200.0,750.0,True binder
1.0,2-3 SiaLac,108.0,0.36,0.45,48.593,14.261313,300.0,693.0,True binder
1.0,2-3 SiaLac,108.0,0.36,0.448,48.43,17.158786,300.0,831.0,True binder
1.0,2-3 SiaLac,108.0,0.36,0.423,45.637,25.878125,300.0,1181.0,True binder
1.0,2-3 SiaLac,108.0,0.36,0.444,47.943,22.42246,300.0,1075.0,True binder
1.0,2-3 SiaLac,108.0,0.36,0.401,43.295,19.817531,300.0,858.0,True binder
1.0,2-3 SiaLac,108.0,0.36,0.468,50.543,18.696951,300.0,945.0,True binder
1.0,2-3 SiaLac,138.0,0.46,0.31,42.778,18.631072,300.0,797.0,True binder
1.0,2-3 SiaLac,138.0,0.46,0.305,42.051,21.355021,300.0,898.0,True binder
1.0,2-3 SiaLac,138.0,0.46,0.26,35.822,27.692479,300.0,992.0,True binder
1.0,2-3 SiaLac,138.0,0.46,0.269,37.074,28.159896,300.0,1044.0,True binder
1.0,2-3 SiaLac,138.0,0.46,0.238,32.826,23.670261,300.0,777.0,True binder
1.0,2-3 SiaLac,138.0,0.46,0.215,29.701,25.554695,300.0,759.0,True binder
5.0,2-3 SiaLac,51.0,0.34,1.658,84.551,8.657497,150.0,732.0,True binder
5.0,2-3 SiaLac,51.0,0.34,1.445,73.671,9.013044,150.0,664.0,True binder
5.0,2-3 SiaLac,51.0,0.34,1.489,75.927,9.245723,150.0,702.0,True binder
5.0,2-3 SiaLac,51.0,0.34,1.643,83.815,8.136968,150.0,682.0,True binder
5.0,2-3 SiaLac,51.0,0.34,1.606,81.92,9.094238,150.0,745.0,True binder
5.0,2-3 SiaLac,51.0,0.34,1.419,72.37,10.087053,150.0,730.0,True binder
5.0,2-3 SiaLac,87.0,0.58,0.661,57.532,10.428979,150.0,600.0,True binder
5.0,2-3 SiaLac,87.0,0.58,0.606,52.685,9.926924,150.0,523.0,True binder
5.0,2-3 SiaLac,87.0,0.58,0.646,56.178,9.291894,150.0,522.0,True binder
5.0,2-3 SiaLac,87.0,0.58,0.593,51.608,9.591536,150.0,495.0,True binder
5.0,2-3 SiaLac,87.0,0.58,0.632,55.019,8.524328,150.0,469.0,True binder
5.0,2-3 SiaLac,87.0,0.58,0.53,46.129,10.448958,150.0,482.0,True binder
5.0,2-3 SiaLac,74.0,0.37,1.877,138.894,4.442237,200.0,617.0,True binder
5.0,2-3 SiaLac,74.0,0.37,1.337,98.927,6.327898,200.0,626.0,True binder
5.0,2-3 SiaLac,74.0,0.37,1.487,110.064,6.26908,200.0,690.0,True binder
5.0,2-3 SiaLac,74.0,0.37,1.448,107.168,6.475814,200.0,694.0,True binder
5.0,2-3 SiaLac,74.0,0.37,1.848,136.741,4.599937,200.0,629.0,True binder
5.0,2-3 SiaLac,74.0,0.37,1.607,118.91,5.457909,200.0,649.0,True binder
5.0,2-3 SiaLac,104.0,0.52,1.01,105.082,9.954131,200.0,1046.0,True binder
5.0,2-3 SiaLac,104.0,0.52,0.831,86.438,10.793864,200.0,933.0,True binder
5.0,2-3 SiaLac,104.0,0.52,0.994,103.341,9.763792,200.0,1009.0,True binder
5.0,2-3 SiaLac,104.0,0.52,0.731,76.047,12.72897,200.0,968.0,True binder
5.0,2-3 SiaLac,104.0,0.52,0.814,84.702,11.097731,200.0,940.0,True binder
5.0,2-3 SiaLac,104.0,0.52,0.674,70.119,12.307648,200.0,863.0,True binder
5.0,2-3 SiaLac,108.0,0.36,1.725,186.343,2.656392,300.0,495.0,True binder
5.0,2-3 SiaLac,108.0,0.36,1.825,197.069,2.268241,300.0,447.0,True binder
5.0,2-3 SiaLac,108.0,0.36,1.826,197.192,2.261755,300.0,446.0,True binder
5.0,2-3 SiaLac,108.0,0.36,1.673,180.721,2.180156,300.0,394.0,True binder
5.0,2-3 SiaLac,108.0,0.36,1.682,181.705,2.322446,300.0,422.0,True binder
5.0,2-3 SiaLac,108.0,0.36,1.806,195.096,1.932382,300.0,377.0,True binder
5.0,2-3 SiaLac,138.0,0.46,0.818,112.948,7.977122,300.0,901.0,True binder
5.0,2-3 SiaLac,138.0,0.46,0.805,111.071,7.661766,300.0,851.0,True binder
5.0,2-3 SiaLac,138.0,0.46,0.896,123.666,7.221063,300.0,893.0,True binder
5.0,2-3 SiaLac,138.0,0.46,0.873,120.487,6.498626,300.0,783.0,True binder
5.0,2-3 SiaLac,138.0,0.46,0.801,110.515,6.686875,300.0,739.0,True binder
5.0,2-3 SiaLac,138.0,0.46,0.82,113.095,6.45475,300.0,730.0,True binder
10.0,2-3 SiaLac,51.0,0.34,3.491,178.047,2.156734,150.0,384.0,True binder
10.0,2-3 SiaLac,51.0,0.34,3.106,158.426,2.853067,150.0,452.0,True binder
10.0,2-3 SiaLac,51.0,0.34,3.151,160.682,2.626305,150.0,422.0,True binder
10.0,2-3 SiaLac,51.0,0.34,2.93,149.45,3.385748,150.0,506.0,True binder
10.0,2-3 SiaLac,51.0,0.34,3.022,154.11,3.39368,150.0,523.0,True binder
10.0,2-3 SiaLac,51.0,0.34,2.753,140.386,4.430641,150.0,622.0,True binder
10.0,2-3 SiaLac,87.0,0.58,0.867,75.393,6.777818,150.0,511.0,True binder
10.0,2-3 SiaLac,87.0,0.58,0.833,72.431,7.993815,150.0,579.0,True binder
10.0,2-3 SiaLac,87.0,0.58,0.85,73.957,7.977609,150.0,590.0,True binder
10.0,2-3 SiaLac,87.0,0.58,0.848,73.778,8.647564,150.0,638.0,True binder
10.0,2-3 SiaLac,87.0,0.58,0.834,72.521,9.114601,150.0,661.0,True binder
10.0,2-3 SiaLac,87.0,0.58,0.899,78.176,9.184404,150.0,718.0,True binder
10.0,2-3 SiaLac,74.0,0.37,2.773,205.166,2.344443,200.0,481.0,True binder
10.0,2-3 SiaLac,74.0,0.37,2.815,208.286,2.592589,200.0,540.0,True binder
10.0,2-3 SiaLac,74.0,0.37,2.58,190.943,3.068979,200.0,586.0,True binder
10.0,2-3 SiaLac,74.0,0.37,2.796,206.906,2.933699,200.0,607.0,True binder
10.0,2-3 SiaLac,74.0,0.37,2.75,203.505,3.297216,200.0,671.0,True binder
10.0,2-3 SiaLac,74.0,0.37,2.611,193.247,3.632657,200.0,702.0,True binder
10.0,2-3 SiaLac,104.0,0.52,2.302,239.402,3.404316,200.0,815.0,True binder
10.0,2-3 SiaLac,104.0,0.52,2.729,283.769,2.984822,200.0,847.0,False non-binder
10.0,2-3 SiaLac,104.0,0.52,2.293,238.463,3.858041,200.0,920.0,True binder
10.0,2-3 SiaLac,104.0,0.52,1.319,137.127,6.884129,200.0,944.0,True binder
10.0,2-3 SiaLac,104.0,0.52,2.408,250.442,3.749371,200.0,939.0,True binder
10.0,2-3 SiaLac,104.0,0.52,2.029,211.011,5.265128,200.0,1111.0,True binder
10.0,2-3 SiaLac,108.0,0.36,7.199,777.483,0.248237,300.0,193.0,True non-binder
10.0,2-3 SiaLac,108.0,0.36,7.024,758.622,0.305818,300.0,232.0,True non-binder
10.0,2-3 SiaLac,108.0,0.36,6.416,692.976,0.339117,300.0,235.0,True non-binder
10.0,2-3 SiaLac,108.0,0.36,6.352,686.053,0.325048,300.0,223.0,True non-binder
10.0,2-3 SiaLac,108.0,0.36,6.539,706.208,0.424804,300.0,300.0,True non-binder
10.0,2-3 SiaLac,108.0,0.36,7.536,813.879,0.41038,300.0,334.0,True non-binder
10.0,2-3 SiaLac,138.0,0.46,4.828,666.23,0.048031,300.0,32.0,True non-binder
10.0,2-3 SiaLac,138.0,0.46,4.673,644.843,1.001794,300.0,646.0,True non-binder
10.0,2-3 SiaLac,138.0,0.46,2.647,365.31,1.92713,300.0,704.0,False non-binder
10.0,2-3 SiaLac,138.0,0.46,4.93,680.338,1.050948,300.0,715.0,True non-binder
10.0,2-3 SiaLac,138.0,0.46,4.877,673.06,1.191573,300.0,802.0,True non-binder
10.0,2-3 SiaLac,138.0,0.46,5.467,754.463,1.334724,300.0,1007.0,True non-binder
1.0,2-6 SiaLac,44.0,0.29,0.33,14.334,2.232454,150.0,32.0,True binder
1.0,2-6 SiaLac,44.0,0.29,0.371,16.12,1.985112,150.0,32.0,True binder
1.0,2-6 SiaLac,44.0,0.29,0.323,14.044,2.136144,150.0,30.0,True binder
1.0,2-6 SiaLac,44.0,0.29,0.34,14.768,2.369989,150.0,35.0,True binder
1.0,2-6 SiaLac,44.0,0.29,0.314,13.658,1.683995,150.0,23.0,True binder
1.0,2-6 SiaLac,44.0,0.29,0.389,16.915,3.606267,150.0,61.0,True binder
1.0,2-6 SiaLac,60.0,0.4,0.219,13.114,1.982614,150.0,26.0,True binder
1.0,2-6 SiaLac,60.0,0.4,0.223,13.38,2.017937,150.0,27.0,True binder
1.0,2-6 SiaLac,60.0,0.4,0.221,13.247,2.944063,150.0,39.0,True binder
1.0,2-6 SiaLac,60.0,0.4,0.23,13.78,3.773585,150.0,52.0,True binder
1.0,2-6 SiaLac,60.0,0.4,0.199,11.947,5.440696,150.0,65.0,True binder
1.0,2-6 SiaLac,60.0,0.4,0.246,14.778,3.451076,150.0,51.0,True binder
1.0,2-6 SiaLac,78.0,0.39,0.423,32.97,1.789506,200.0,59.0,True binder
1.0,2-6 SiaLac,78.0,0.39,0.426,33.208,1.77668,200.0,59.0,True binder
1.0,2-6 SiaLac,78.0,0.39,0.415,32.355,2.565291,200.0,83.0,True binder
1.0,2-6 SiaLac,78.0,0.39,0.433,33.743,4.534274,200.0,153.0,True binder
1.0,2-6 SiaLac,78.0,0.39,0.41,32.018,3.373103,200.0,108.0,True binder
1.0,2-6 SiaLac,78.0,0.39,0.428,33.406,3.023409,200.0,101.0,True binder
1.0,2-6 SiaLac,98.0,0.49,0.291,28.558,2.521185,200.0,72.0,True binder
1.0,2-6 SiaLac,98.0,0.49,0.317,31.062,3.15498,200.0,98.0,True binder
1.0,2-6 SiaLac,98.0,0.49,0.291,28.512,3.963244,200.0,113.0,True binder
1.0,2-6 SiaLac,98.0,0.49,0.293,28.674,2.824859,200.0,81.0,True binder
1.0,2-6 SiaLac,98.0,0.49,0.291,28.512,3.156566,200.0,90.0,True binder
1.0,2-6 SiaLac,98.0,0.49,0.323,31.685,2.777339,200.0,88.0,True binder
1.0,2-6 SiaLac,105.0,0.35,0.29,30.495,2.328251,300.0,71.0,True binder
1.0,2-6 SiaLac,105.0,0.35,0.281,29.457,3.326883,300.0,98.0,True binder
1.0,2-6 SiaLac,105.0,0.35,0.318,33.339,2.969495,300.0,99.0,True binder
1.0,2-6 SiaLac,105.0,0.35,0.323,33.892,2.773516,300.0,94.0,True binder
1.0,2-6 SiaLac,105.0,0.35,0.33,34.603,2.311938,300.0,80.0,True binder
1.0,2-6 SiaLac,105.0,0.35,0.324,33.971,2.384387,300.0,81.0,True binder
1.0,2-6 SiaLac,141.0,0.47,0.205,28.868,0.207843,300.0,6.0,False binder
1.0,2-6 SiaLac,141.0,0.47,0.224,31.579,1.804997,300.0,57.0,True binder
1.0,2-6 SiaLac,141.0,0.47,0.186,26.233,2.973354,300.0,78.0,True binder
1.0,2-6 SiaLac,141.0,0.47,0.249,35.154,0.085339,300.0,3.0,False binder
1.0,2-6 SiaLac,141.0,0.47,0.22,30.994,1.516423,300.0,47.0,True binder
1.0,2-6 SiaLac,141.0,0.47,0.241,33.918,1.857421,300.0,63.0,True binder
5.0,2-6 SiaLac,44.0,0.29,1.374,59.783,1.304719,150.0,78.0,True binder
5.0,2-6 SiaLac,44.0,0.29,1.398,60.829,1.298723,150.0,79.0,True binder
5.0,2-6 SiaLac,44.0,0.29,1.366,59.406,1.127832,150.0,67.0,True binder
5.0,2-6 SiaLac,44.0,0.29,1.349,58.695,1.243718,150.0,73.0,True binder
5.0,2-6 SiaLac,44.0,0.29,1.244,54.104,1.016561,150.0,55.0,True binder
5.0,2-6 SiaLac,44.0,0.29,1.399,60.87,0.870708,150.0,53.0,True binder
5.0,2-6 SiaLac,60.0,0.4,0.644,38.61,1.968402,150.0,76.0,True binder
5.0,2-6 SiaLac,60.0,0.4,0.67,40.208,1.716076,150.0,69.0,True binder
5.0,2-6 SiaLac,60.0,0.4,0.612,36.706,1.716341,150.0,63.0,True binder
5.0,2-6 SiaLac,60.0,0.4,0.652,39.143,1.635031,150.0,64.0,True binder
5.0,2-6 SiaLac,60.0,0.4,0.578,34.664,1.644357,150.0,57.0,True binder
5.0,2-6 SiaLac,60.0,0.4,0.659,39.542,1.669111,150.0,66.0,True binder
5.0,2-6 SiaLac,78.0,0.39,1.591,124.066,0.789902,200.0,98.0,True binder
5.0,2-6 SiaLac,78.0,0.39,1.665,129.854,0.693086,200.0,90.0,True binder
5.0,2-6 SiaLac,78.0,0.39,1.546,120.581,0.605402,200.0,73.0,False binder
5.0,2-6 SiaLac,78.0,0.39,1.647,128.49,0.731574,200.0,94.0,True binder
5.0,2-6 SiaLac,78.0,0.39,1.58,123.254,0.665293,200.0,82.0,False binder
5.0,2-6 SiaLac,78.0,0.39,1.595,124.379,0.747715,200.0,93.0,True binder
5.0,2-6 SiaLac,98.0,0.49,0.702,68.79,1.482774,200.0,102.0,True binder
5.0,2-6 SiaLac,98.0,0.49,0.363,35.548,3.010015,200.0,107.0,True binder
5.0,2-6 SiaLac,98.0,0.49,0.745,73.005,1.561537,200.0,114.0,True binder
5.0,2-6 SiaLac,98.0,0.49,0.723,70.828,1.609533,200.0,114.0,True binder
5.0,2-6 SiaLac,98.0,0.49,0.724,70.944,1.663284,200.0,118.0,True binder
5.0,2-6 SiaLac,98.0,0.49,0.666,65.315,1.561663,200.0,102.0,True binder
5.0,2-6 SiaLac,105.0,0.35,1.469,154.218,0.324216,300.0,50.0,True non-binder
5.0,2-6 SiaLac,105.0,0.35,1.492,156.615,0.261788,300.0,41.0,True non-binder
5.0,2-6 SiaLac,105.0,0.35,1.452,152.506,0.327856,300.0,50.0,True non-binder
5.0,2-6 SiaLac,105.0,0.35,1.42,149.151,0.241366,300.0,36.0,True non-binder
5.0,2-6 SiaLac,105.0,0.35,1.35,141.755,0.345667,300.0,49.0,True non-binder
5.0,2-6 SiaLac,105.0,0.35,1.484,155.793,0.410802,300.0,64.0,True non-binder
5.0,2-6 SiaLac,141.0,0.47,0.374,52.677,1.214951,300.0,64.0,True binder
5.0,2-6 SiaLac,141.0,0.47,0.381,53.762,1.339236,300.0,72.0,True binder
5.0,2-6 SiaLac,141.0,0.47,0.385,54.255,1.013731,300.0,55.0,True binder
5.0,2-6 SiaLac,141.0,0.47,0.359,50.578,1.146744,300.0,58.0,True binder
5.0,2-6 SiaLac,141.0,0.47,0.35,49.382,0.972014,300.0,48.0,True binder
5.0,2-6 SiaLac,141.0,0.47,0.397,56.031,1.124378,300.0,63.0,True binder
10.0,2-6 SiaLac,44.0,0.29,2.805,123.423,0.542849,150.0,67.0,True non-binder
10.0,2-6 SiaLac,44.0,0.29,2.849,125.375,0.358923,150.0,45.0,True non-binder
10.0,2-6 SiaLac,44.0,0.29,2.858,125.738,0.508995,150.0,64.0,True non-binder
10.0,2-6 SiaLac,44.0,0.29,3.21,141.229,0.693908,150.0,98.0,False non-binder
10.0,2-6 SiaLac,44.0,0.29,2.857,125.692,0.429622,150.0,54.0,True non-binder
10.0,2-6 SiaLac,44.0,0.29,2.851,125.466,0.406485,150.0,51.0,True non-binder
10.0,2-6 SiaLac,60.0,0.4,0.812,48.729,1.662255,150.0,81.0,True binder
10.0,2-6 SiaLac,60.0,0.4,0.753,45.186,1.615545,150.0,73.0,True binder
10.0,2-6 SiaLac,60.0,0.4,0.814,48.862,1.739593,150.0,85.0,True binder
10.0,2-6 SiaLac,60.0,0.4,0.911,54.631,1.738939,150.0,95.0,True binder
10.0,2-6 SiaLac,60.0,0.4,0.825,49.528,1.312389,150.0,65.0,True binder
10.0,2-6 SiaLac,60.0,0.4,0.896,53.788,1.227039,150.0,66.0,True binder
10.0,2-6 SiaLac,78.0,0.39,2.569,200.348,0.45421,200.0,91.0,True non-binder
10.0,2-6 SiaLac,78.0,0.39,2.488,194.044,0.468966,200.0,91.0,True non-binder
10.0,2-6 SiaLac,78.0,0.39,2.337,182.267,0.51024,200.0,93.0,True non-binder
10.0,2-6 SiaLac,78.0,0.39,2.372,184.982,0.821702,200.0,152.0,False non-binder
10.0,2-6 SiaLac,78.0,0.39,2.523,196.772,1.077389,200.0,212.0,False non-binder
10.0,2-6 SiaLac,78.0,0.39,2.458,191.702,0.412098,200.0,79.0,True non-binder
10.0,2-6 SiaLac,98.0,0.49,0.372,36.408,2.417051,200.0,88.0,True binder
10.0,2-6 SiaLac,98.0,0.49,0.345,33.785,2.545508,200.0,86.0,True binder
10.0,2-6 SiaLac,98.0,0.49,0.356,34.887,3.009717,200.0,105.0,True binder
10.0,2-6 SiaLac,98.0,0.49,0.379,37.127,2.935869,200.0,109.0,True binder
10.0,2-6 SiaLac,98.0,0.49,0.394,38.619,3.676947,200.0,142.0,True binder
10.0,2-6 SiaLac,98.0,0.49,0.346,33.957,5.713108,200.0,194.0,True binder
10.0,2-6 SiaLac,105.0,0.35,5.494,576.859,0.001734,300.0,1.0,True non-binder
10.0,2-6 SiaLac,105.0,0.35,5.6,588.02,0.003401,300.0,2.0,True non-binder
10.0,2-6 SiaLac,105.0,0.35,4.967,521.569,0.019173,300.0,10.0,True non-binder
10.0,2-6 SiaLac,105.0,0.35,5.53,580.693,0.006888,300.0,4.0,True non-binder
10.0,2-6 SiaLac,105.0,0.35,5.543,581.971,0.0,300.0,0.0,True non-binder
10.0,2-6 SiaLac,105.0,0.35,5.31,557.594,0.028695,300.0,16.0,True non-binder
10.0,2-6 SiaLac,141.0,0.47,1.743,245.716,0.130232,300.0,32.0,True non-binder
10.0,2-6 SiaLac,141.0,0.47,2.096,295.467,0.15907,300.0,47.0,True non-binder
10.0,2-6 SiaLac,141.0,0.47,2.286,322.374,0.229547,300.0,74.0,True non-binder
10.0,2-6 SiaLac,141.0,0.47,1.884,265.653,0.282323,300.0,75.0,True non-binder
10.0,2-6 SiaLac,141.0,0.47,2.054,289.581,0.248635,300.0,72.0,True non-binder
10.0,2-6 SiaLac,141.0,0.47,1.406,198.265,0.474113,300.0,94.0,True non-binder
1.0,2-3 SiaLac,51.0,0.34,0.295,15.058,10.891221,150.0,164.0,True binder
1.0,2-3 SiaLac,51.0,0.34,0.291,14.862,13.658996,150.0,203.0,True binder
1.0,2-3 SiaLac,51.0,0.34,0.282,14.371,9.533087,150.0,137.0,True binder
1.0,2-3 SiaLac,51.0,0.34,0.287,14.616,8.415435,150.0,123.0,True binder
1.0,2-3 SiaLac,51.0,0.34,0.281,14.322,8.518363,150.0,122.0,True binder
1.0,2-3 SiaLac,51.0,0.34,0.28,14.273,10.509353,150.0,150.0,True binder
1.0,2-3 SiaLac,87.0,0.58,0.184,15.981,7.196045,150.0,115.0,True binder
1.0,2-3 SiaLac,87.0,0.58,0.194,16.874,9.067204,150.0,153.0,True binder
1.0,2-3 SiaLac,87.0,0.58,0.189,16.483,6.188194,150.0,102.0,True binder
1.0,2-3 SiaLac,87.0,0.58,0.198,17.233,4.294087,150.0,74.0,True binder
1.0,2-3 SiaLac,87.0,0.58,0.185,16.065,4.357298,150.0,70.0,True binder
1.0,2-3 SiaLac,87.0,0.58,0.208,18.112,3.423145,150.0,62.0,True binder
1.0,2-3 SiaLac,74.0,0.37,0.434,32.103,9.562969,200.0,307.0,True binder
1.0,2-3 SiaLac,74.0,0.37,0.444,32.869,11.43935,200.0,376.0,True binder
1.0,2-3 SiaLac,74.0,0.37,0.444,32.836,9.745401,200.0,320.0,True binder
1.0,2-3 SiaLac,74.0,0.37,0.481,35.575,8.011244,200.0,285.0,True binder
1.0,2-3 SiaLac,74.0,0.37,0.444,32.852,8.005601,200.0,263.0,True binder
1.0,2-3 SiaLac,74.0,0.37,0.491,36.309,7.931918,200.0,288.0,True binder
1.0,2-3 SiaLac,104.0,0.52,0.252,26.196,6.413193,200.0,168.0,True binder
1.0,2-3 SiaLac,104.0,0.52,0.287,29.87,8.670907,200.0,259.0,True binder
1.0,2-3 SiaLac,104.0,0.52,0.26,27.068,7.721295,200.0,209.0,True binder
1.0,2-3 SiaLac,104.0,0.52,0.261,27.121,7.484975,200.0,203.0,True binder
1.0,2-3 SiaLac,104.0,0.52,0.254,26.408,6.399576,200.0,169.0,True binder
1.0,2-3 SiaLac,104.0,0.52,0.295,30.69,6.647116,200.0,204.0,True binder
1.0,2-3 SiaLac,108.0,0.36,0.316,34.162,7.230256,300.0,247.0,True binder
1.0,2-3 SiaLac,108.0,0.36,0.346,37.326,8.064084,300.0,301.0,True binder
1.0,2-3 SiaLac,108.0,0.36,0.319,34.455,9.548687,300.0,329.0,True binder
1.0,2-3 SiaLac,108.0,0.36,0.316,34.162,9.103682,300.0,311.0,True binder
1.0,2-3 SiaLac,108.0,0.36,0.334,36.041,6.631337,300.0,239.0,True binder
1.0,2-3 SiaLac,108.0,0.36,0.335,36.134,6.918692,300.0,250.0,True binder
1.0,2-3 SiaLac,138.0,0.46,0.214,29.543,6.735944,300.0,199.0,True binder
1.0,2-3 SiaLac,138.0,0.46,0.2,27.631,8.21541,300.0,227.0,True binder
1.0,2-3 SiaLac,138.0,0.46,0.218,30.026,8.292813,300.0,249.0,True binder
1.0,2-3 SiaLac,138.0,0.46,0.202,27.811,9.240948,300.0,257.0,True binder
1.0,2-3 SiaLac,138.0,0.46,0.22,30.316,6.300303,300.0,191.0,True binder
1.0,2-3 SiaLac,138.0,0.46,0.219,30.241,6.911147,300.0,209.0,True binder
5.0,2-3 SiaLac,51.0,0.34,1.256,64.074,3.558386,150.0,228.0,True binder
5.0,2-3 SiaLac,51.0,0.34,1.246,63.57,2.95737,150.0,188.0,True binder
5.0,2-3 SiaLac,51.0,0.34,1.242,63.341,3.299601,150.0,209.0,True binder
5.0,2-3 SiaLac,51.0,0.34,1.276,65.083,2.996174,150.0,195.0,True binder
5.0,2-3 SiaLac,51.0,0.34,1.228,62.608,3.098646,150.0,194.0,True binder
5.0,2-3 SiaLac,51.0,0.34,1.294,65.974,3.031497,150.0,200.0,True binder
5.0,2-3 SiaLac,87.0,0.58,0.494,43.007,2.906504,150.0,125.0,True binder
5.0,2-3 SiaLac,87.0,0.58,0.503,43.76,2.879342,150.0,126.0,True binder
5.0,2-3 SiaLac,87.0,0.58,0.495,43.09,3.156185,150.0,136.0,True binder
5.0,2-3 SiaLac,87.0,0.58,0.491,42.756,2.783235,150.0,119.0,True binder
5.0,2-3 SiaLac,87.0,0.58,0.495,43.09,3.179392,150.0,137.0,True binder
5.0,2-3 SiaLac,87.0,0.58,0.562,48.916,2.453185,150.0,120.0,True binder
5.0,2-3 SiaLac,74.0,0.37,1.793,132.714,1.514535,200.0,201.0,True binder
5.0,2-3 SiaLac,74.0,0.37,1.783,131.948,1.515749,200.0,200.0,True binder
5.0,2-3 SiaLac,74.0,0.37,1.659,122.78,1.620785,200.0,199.0,True binder
5.0,2-3 SiaLac,74.0,0.37,1.648,121.988,1.287012,200.0,157.0,True binder
5.0,2-3 SiaLac,74.0,0.37,1.647,121.881,1.296346,200.0,158.0,True binder
5.0,2-3 SiaLac,74.0,0.37,1.499,110.963,1.505006,200.0,167.0,True binder
5.0,2-3 SiaLac,104.0,0.52,0.917,95.393,2.704601,200.0,258.0,True binder
5.0,2-3 SiaLac,104.0,0.52,0.835,86.82,2.798894,200.0,243.0,True binder
5.0,2-3 SiaLac,104.0,0.52,0.846,87.943,2.535733,200.0,223.0,True binder
5.0,2-3 SiaLac,104.0,0.52,0.839,87.232,2.590792,200.0,226.0,True binder
5.0,2-3 SiaLac,104.0,0.52,0.828,86.155,2.379432,200.0,205.0,True binder
5.0,2-3 SiaLac,104.0,0.52,0.85,88.424,2.408848,200.0,213.0,True binder
5.0,2-3 SiaLac,108.0,0.36,2.456,265.21,0.490178,300.0,130.0,True non-binder
5.0,2-3 SiaLac,108.0,0.36,2.264,244.558,0.462058,300.0,113.0,True non-binder
