PrintPol,GlycType,Valency,GlycSpace,PolSpace,GlycDen,MVF,DP,MVF_orig,Status
10.0,2-3 SiaLac,93.0,2.05,0.099,9.158,138.676567,190.0,1270.0,True binder
10.0,2-3 SiaLac,93.0,2.05,0.092,8.523,40.126716,190.0,342.0,False binder
10.0,2-3 SiaLac,93.0,2.05,0.099,9.217,46.110448,190.0,425.0,False binder
10.0,2-3 SiaLac,83.0,2.3,0.114,9.428,94.717862,190.0,893.0,True binder
10.0,2-3 SiaLac,83.0,2.3,0.125,10.335,150.556362,190.0,1556.0,True binder
10.0,2-3 SiaLac,83.0,2.3,0.124,10.299,158.073599,190.0,1628.0,True binder
10.0,2-3 SiaLac,83.0,2.3,0.115,9.486,132.932743,190.0,1261.0,True binder
10.0,2-3 SiaLac,83.0,2.3,0.118,9.75,26.461538,190.0,258.0,False binder
10.0,2-3 SiaLac,83.0,2.3,0.126,10.446,62.799158,190.0,656.0,True binder
10.0,2-3 SiaLac,70.0,2.71,0.149,10.486,92.027465,190.0,965.0,True binder
10.0,2-3 SiaLac,70.0,2.71,0.148,10.403,113.717197,190.0,1183.0,True binder
10.0,2-3 SiaLac,70.0,2.71,0.148,10.382,130.995955,190.0,1360.0,True binder
10.0,2-3 SiaLac,70.0,2.71,0.148,10.445,104.164672,190.0,1088.0,True binder
10.0,2-3 SiaLac,70.0,2.71,0.15,10.549,28.438715,190.0,300.0,False binder
10.0,2-3 SiaLac,70.0,2.71,0.152,10.695,44.039271,190.0,471.0,False binder
10.0,2-3 SiaLac,64.0,2.98,0.096,6.113,133.486013,190.0,816.0,True binder
10.0,2-3 SiaLac,64.0,2.98,0.113,7.194,145.120934,190.0,1044.0,True binder
10.0,2-3 SiaLac,64.0,2.98,0.102,6.536,156.058752,190.0,1020.0,True binder
10.0,2-3 SiaLac,64.0,2.98,0.111,7.108,137.0287,190.0,974.0,True binder
10.0,2-3 SiaLac,64.0,2.98,0.104,6.669,32.088769,190.0,214.0,False binder
10.0,2-3 SiaLac,64.0,2.98,0.114,7.279,40.664927,190.0,296.0,False binder
10.0,2-3 SiaLac,51.0,3.73,0.127,6.508,0.0,190.0,0.0,True non-binder
10.0,2-3 SiaLac,51.0,3.73,0.122,6.234,0.0,190.0,0.0,True non-binder
10.0,2-3 SiaLac,51.0,3.73,0.118,6.049,0.0,190.0,0.0,True non-binder
10.0,2-3 SiaLac,51.0,3.73,0.119,6.075,9.711934,190.0,59.0,True non-binder
10.0,2-3 SiaLac,51.0,3.73,0.126,6.451,0.0,190.0,0.0,True non-binder
10.0,2-3 SiaLac,51.0,3.73,0.128,6.529,0.0,190.0,0.0,True non-binder
1.0,2-6 SiaLac,105.0,1.81,0.013,1.354,112.998523,190.0,153.0,True binder
1.0,2-6 SiaLac,105.0,1.81,0.013,1.403,77.690663,190.0,109.0,False binder
1.0,2-6 SiaLac,105.0,1.81,0.014,1.421,301.90007,190.0,429.0,True binder
1.0,2-6 SiaLac,105.0,1.81,0.014,1.421,95.707248,190.0,136.0,True binder
1.0,2-6 SiaLac,105.0,1.81,0.025,2.627,46.821469,190.0,123.0,False binder
1.0,2-6 SiaLac,105.0,1.81,0.029,3.062,145.656434,190.0,446.0,True binder
1.0,2-6 SiaLac,88.0,2.17,0.018,1.558,0.0,190.0,0.0,False binder
1.0,2-6 SiaLac,88.0,2.17,0.018,1.558,224.005135,190.0,349.0,True binder
1.0,2-6 SiaLac,88.0,2.17,0.018,1.623,177.449168,190.0,288.0,True binder
1.0,2-6 SiaLac,88.0,2.17,0.019,1.671,167.564333,190.0,280.0,True binder
1.0,2-6 SiaLac,88.0,2.17,0.019,1.655,209.667674,190.0,347.0,True binder
1.0,2-6 SiaLac,88.0,2.17,0.019,1.655,143.806647,190.0,238.0,True binder
1.0,2-6 SiaLac,79.0,2.42,0.043,3.407,90.98914,190.0,310.0,True binder
1.0,2-6 SiaLac,79.0,2.42,0.042,3.26,77.607362,190.0,253.0,False binder
1.0,2-6 SiaLac,79.0,2.42,0.035,2.755,105.989111,190.0,292.0,True binder
1.0,2-6 SiaLac,79.0,2.42,0.037,2.876,144.297636,190.0,415.0,True binder
1.0,2-6 SiaLac,79.0,2.42,0.045,3.554,140.68655,190.0,500.0,True binder
1.0,2-6 SiaLac,79.0,2.42,0.029,2.259,199.203187,190.0,450.0,True binder
1.0,2-6 SiaLac,71.0,2.69,0.017,1.231,264.825345,190.0,326.0,True binder
1.0,2-6 SiaLac,71.0,2.69,0.017,1.219,173.913043,190.0,212.0,True binder
1.0,2-6 SiaLac,71.0,2.69,0.017,1.208,208.609272,190.0,252.0,True binder
1.0,2-6 SiaLac,71.0,2.69,0.016,1.163,196.044712,190.0,228.0,True binder
1.0,2-6 SiaLac,71.0,2.69,0.016,1.137,273.526825,190.0,311.0,True binder
1.0,2-6 SiaLac,71.0,2.69,0.018,1.242,165.861514,190.0,206.0,True binder
1.0,2-6 SiaLac,61.0,3.11,0.059,3.635,78.679505,190.0,286.0,False binder
1.0,2-6 SiaLac,61.0,3.11,0.041,2.485,94.16499,190.0,234.0,True binder
1.0,2-6 SiaLac,61.0,3.11,0.09,5.508,40.123457,190.0,221.0,False binder
1.0,2-6 SiaLac,61.0,3.11,0.048,2.937,40.517535,190.0,119.0,False binder
1.0,2-6 SiaLac,61.0,3.11,0.072,4.388,44.667274,190.0,196.0,False binder
1.0,2-6 SiaLac,61.0,3.11,0.022,1.367,95.830285,190.0,131.0,True binder
1.0,2-6 SiaLac,53.0,3.62,0.06,3.168,36.300505,190.0,115.0,False binder
1.0,2-6 SiaLac,53.0,3.62,0.068,3.565,29.172511,190.0,104.0,False binder
1.0,2-6 SiaLac,53.0,3.62,0.021,1.097,0.0,190.0,0.0,False binder
1.0,2-6 SiaLac,53.0,3.62,0.025,1.332,71.321321,190.0,95.0,False binder
1.0,2-6 SiaLac,53.0,3.62,0.025,1.323,0.0,190.0,0.0,False binder
1.0,2-6 SiaLac,53.0,3.62,0.022,1.164,40.378007,190.0,47.0,False binder
5.0,2-6 SiaLac,105.0,1.81,0.042,4.398,95.952706,190.0,422.0,False non-binder
5.0,2-6 SiaLac,105.0,1.81,0.042,4.414,114.635251,190.0,506.0,False non-binder
5.0,2-6 SiaLac,105.0,1.81,0.045,4.693,88.003409,190.0,413.0,False non-binder
5.0,2-6 SiaLac,105.0,1.81,0.043,4.481,101.762999,190.0,456.0,False non-binder
5.0,2-6 SiaLac,105.0,1.81,0.043,4.515,114.285714,190.0,516.0,False non-binder
5.0,2-6 SiaLac,105.0,1.81,0.047,4.949,114.5686,190.0,567.0,False non-binder
5.0,2-6 SiaLac,88.0,2.17,0.068,5.974,116.504854,190.0,696.0,False non-binder
5.0,2-6 SiaLac,88.0,2.17,0.076,6.669,109.461688,190.0,730.0,False non-binder
5.0,2-6 SiaLac,88.0,2.17,0.071,6.245,121.056845,190.0,756.0,False non-binder
5.0,2-6 SiaLac,88.0,2.17,0.072,6.335,142.857143,190.0,905.0,False non-binder
5.0,2-6 SiaLac,88.0,2.17,0.072,6.305,153.528945,190.0,968.0,False non-binder
5.0,2-6 SiaLac,88.0,2.17,0.074,6.5,160.769231,190.0,1045.0,False non-binder
5.0,2-6 SiaLac,79.0,2.42,0.077,6.065,92.8277,190.0,563.0,False non-binder
5.0,2-6 SiaLac,79.0,2.42,0.072,5.689,116.013359,190.0,660.0,False non-binder
5.0,2-6 SiaLac,79.0,2.42,0.073,5.747,143.379154,190.0,824.0,False non-binder
5.0,2-6 SiaLac,79.0,2.42,0.073,5.759,144.469526,190.0,832.0,False non-binder
5.0,2-6 SiaLac,79.0,2.42,0.073,5.77,140.554593,190.0,811.0,False non-binder
5.0,2-6 SiaLac,79.0,2.42,0.075,5.899,141.888456,190.0,837.0,False non-binder
5.0,2-6 SiaLac,71.0,2.69,0.073,5.179,68.932226,190.0,357.0,True non-binder
5.0,2-6 SiaLac,71.0,2.69,0.074,5.232,120.603976,190.0,631.0,False non-binder
5.0,2-6 SiaLac,71.0,2.69,0.074,5.242,115.03243,190.0,603.0,False non-binder
5.0,2-6 SiaLac,71.0,2.69,0.075,5.305,120.075401,190.0,637.0,False non-binder
5.0,2-6 SiaLac,71.0,2.69,0.074,5.274,129.124005,190.0,681.0,False non-binder
5.0,2-6 SiaLac,71.0,2.69,0.076,5.41,122.181146,190.0,661.0,False non-binder
5.0,2-6 SiaLac,61.0,3.11,0.084,5.132,0.0,190.0,0.0,True non-binder
5.0,2-6 SiaLac,61.0,3.11,0.085,5.205,41.690682,190.0,217.0,True non-binder
5.0,2-6 SiaLac,61.0,3.11,0.086,5.278,78.249337,190.0,413.0,True non-binder
5.0,2-6 SiaLac,61.0,3.11,0.086,5.251,50.276138,190.0,264.0,True non-binder
5.0,2-6 SiaLac,61.0,3.11,0.086,5.287,58.2561,190.0,308.0,True non-binder
5.0,2-6 SiaLac,61.0,3.11,0.087,5.36,63.80597,190.0,342.0,True non-binder
5.0,2-6 SiaLac,53.0,3.62,0.086,4.523,0.0,190.0,0.0,True non-binder
5.0,2-6 SiaLac,53.0,3.62,0.088,4.625,0.0,190.0,0.0,True non-binder
5.0,2-6 SiaLac,53.0,3.62,0.082,4.291,0.0,190.0,0.0,True non-binder
5.0,2-6 SiaLac,53.0,3.62,0.088,4.654,0.0,190.0,0.0,True non-binder
5.0,2-6 SiaLac,53.0,3.62,0.087,4.567,0.0,190.0,0.0,True non-binder
5.0,2-6 SiaLac,53.0,3.62,0.082,4.325,0.0,190.0,0.0,True non-binder
10.0,2-6 SiaLac,105.0,1.81,0.078,8.145,73.050952,190.0,595.0,True non-binder
10.0,2-6 SiaLac,105.0,1.81,0.069,7.265,73.090158,190.0,531.0,True non-binder
10.0,2-6 SiaLac,105.0,1.81,0.07,7.301,68.072867,190.0,497.0,True non-binder
10.0,2-6 SiaLac,105.0,1.81,0.045,4.676,96.877673,190.0,453.0,False non-binder
10.0,2-6 SiaLac,105.0,1.81,0.034,3.595,118.21975,190.0,425.0,False non-binder
10.0,2-6 SiaLac,105.0,1.81,0.026,2.777,140.079222,190.0,389.0,False non-binder
10.0,2-6 SiaLac,88.0,2.17,0.109,9.585,94.835681,190.0,909.0,False non-binder
10.0,2-6 SiaLac,88.0,2.17,0.114,10.037,102.421042,190.0,1028.0,False non-binder
10.0,2-6 SiaLac,88.0,2.17,0.105,9.254,104.279231,190.0,965.0,False non-binder
10.0,2-6 SiaLac,88.0,2.17,0.05,4.433,163.09497,190.0,723.0,False non-binder
10.0,2-6 SiaLac,88.0,2.17,0.087,7.654,71.204599,190.0,545.0,True non-binder
10.0,2-6 SiaLac,88.0,2.17,0.067,5.892,81.636117,190.0,481.0,True non-binder
10.0,2-6 SiaLac,79.0,2.42,0.128,10.066,78.084641,190.0,786.0,True non-binder
10.0,2-6 SiaLac,79.0,2.42,0.121,9.466,87.57659,190.0,829.0,False non-binder
10.0,2-6 SiaLac,79.0,2.42,0.069,5.411,150.4343,190.0,814.0,False non-binder
10.0,2-6 SiaLac,79.0,2.42,0.082,6.428,119.166148,190.0,766.0,False non-binder
10.0,2-6 SiaLac,79.0,2.42,0.144,11.31,54.465075,190.0,616.0,True non-binder
10.0,2-6 SiaLac,79.0,2.42,0.093,7.324,54.478427,190.0,399.0,True non-binder
10.0,2-6 SiaLac,71.0,2.69,0.107,7.59,77.338603,190.0,587.0,True non-binder
10.0,2-6 SiaLac,71.0,2.69,0.113,7.987,73.118818,190.0,584.0,True non-binder
10.0,2-6 SiaLac,71.0,2.69,0.116,8.243,63.083829,190.0,520.0,True non-binder
10.0,2-6 SiaLac,71.0,2.69,0.107,7.554,100.211808,190.0,757.0,False non-binder
10.0,2-6 SiaLac,71.0,2.69,0.117,8.321,64.054801,190.0,533.0,True non-binder
10.0,2-6 SiaLac,71.0,2.69,0.12,8.508,38.551951,190.0,328.0,True non-binder
10.0,2-6 SiaLac,61.0,3.11,0.122,7.454,55.004025,190.0,410.0,True non-binder
10.0,2-6 SiaLac,61.0,3.11,0.13,7.968,48.192771,190.0,384.0,True non-binder
10.0,2-6 SiaLac,61.0,3.11,0.13,7.942,28.204482,190.0,224.0,True non-binder
10.0,2-6 SiaLac,61.0,3.11,0.129,7.884,81.050228,190.0,639.0,True non-binder
10.0,2-6 SiaLac,61.0,3.11,0.132,8.095,53.242742,190.0,431.0,True non-binder
10.0,2-6 SiaLac,61.0,3.11,0.15,9.209,32.794006,190.0,302.0,True non-binder
10.0,2-6 SiaLac,53.0,3.62,0.129,6.769,4.875166,190.0,33.0,True non-binder
10.0,2-6 SiaLac,53.0,3.62,0.118,6.208,3.865979,190.0,24.0,True non-binder
10.0,2-6 SiaLac,53.0,3.62,0.118,6.186,7.597801,190.0,47.0,True non-binder
10.0,2-6 SiaLac,53.0,3.62,0.129,6.761,30.616773,190.0,207.0,True non-binder
10.0,2-6 SiaLac,53.0,3.62,0.136,7.151,20.556566,190.0,147.0,True non-binder
10.0,2-6 SiaLac,53.0,3.62,0.139,7.292,12.890839,190.0,94.0,True non-binder
1.0,2-3 SiaLac,111.0,1.72,0.032,3.564,1004.489338,190.0,3580.0,True binder
1.0,2-3 SiaLac,111.0,1.72,0.039,4.347,963.653094,190.0,4189.0,True binder
1.0,2-3 SiaLac,111.0,1.72,0.029,3.261,1307.881018,190.0,4265.0,True binder
1.0,2-3 SiaLac,111.0,1.72,0.028,3.078,1274.204029,190.0,3922.0,True binder
1.0,2-3 SiaLac,111.0,1.72,0.022,2.47,1140.48583,190.0,2817.0,True binder
1.0,2-3 SiaLac,111.0,1.72,0.027,2.995,751.252087,190.0,2250.0,True binder
1.0,2-3 SiaLac,93.0,2.05,0.032,2.933,963.859529,190.0,2827.0,True binder
1.0,2-3 SiaLac,93.0,2.05,0.032,2.991,984.620528,190.0,2945.0,True binder
1.0,2-3 SiaLac,93.0,2.05,0.037,3.466,933.641085,190.0,3236.0,True binder
1.0,2-3 SiaLac,93.0,2.05,0.032,2.977,1049.714478,190.0,3125.0,True binder
1.0,2-3 SiaLac,93.0,2.05,0.025,2.313,1166.882836,190.0,2699.0,True binder
1.0,2-3 SiaLac,93.0,2.05,0.018,1.684,834.916865,190.0,1406.0,True binder
1.0,2-3 SiaLac,83.0,2.3,0.051,4.219,712.965158,190.0,3008.0,True binder
1.0,2-3 SiaLac,83.0,2.3,0.022,1.846,1526.002167,190.0,2817.0,True binder
1.0,2-3 SiaLac,83.0,2.3,0.036,3.014,1109.820836,190.0,3345.0,True binder
1.0,2-3 SiaLac,83.0,2.3,0.043,3.536,819.004525,190.0,2896.0,True binder
1.0,2-3 SiaLac,83.0,2.3,0.040957828,3.391,831.907992,190.0,2821.0,True binder
1.0,2-3 SiaLac,83.0,2.3,0.024200544,2.004,843.313373,190.0,1690.0,True binder
1.0,2-3 SiaLac,70.0,2.71,0.016266483,1.145,1722.270742,190.0,1972.0,True binder
1.0,2-3 SiaLac,70.0,2.71,0.014010841,0.986,1681.541582,190.0,1658.0,True binder
1.0,2-3 SiaLac,70.0,2.71,0.015581579,1.096,1580.291971,190.0,1732.0,True binder
1.0,2-3 SiaLac,70.0,2.71,0.016608936,1.169,1357.570573,190.0,1587.0,True binder
1.0,2-3 SiaLac,70.0,2.71,0.016558267,1.165,1542.48927,190.0,1797.0,True binder
1.0,2-3 SiaLac,70.0,2.71,0.017636292,1.241,927.47784,190.0,1151.0,True binder
1.0,2-3 SiaLac,64.0,2.98,0.043589283,2.787,618.945102,190.0,1725.0,True binder
1.0,2-3 SiaLac,64.0,2.98,0.037753907,2.414,790.389395,190.0,1908.0,True binder
1.0,2-3 SiaLac,64.0,2.98,0.037517945,2.399,782.826178,190.0,1878.0,True binder
1.0,2-3 SiaLac,64.0,2.98,0.038461793,2.459,819.845466,190.0,2016.0,True binder
1.0,2-3 SiaLac,64.0,2.98,0.053362199,3.412,615.767878,190.0,2101.0,True binder
1.0,2-3 SiaLac,64.0,2.98,0.017513551,1.12,974.107143,190.0,1091.0,True binder
1.0,2-3 SiaLac,51.0,3.73,0.052869609,2.7,242.962963,190.0,656.0,True binder
1.0,2-3 SiaLac,51.0,3.73,0.021669778,1.106,404.159132,190.0,447.0,True binder
1.0,2-3 SiaLac,51.0,3.73,0.052929844,2.703,277.469478,190.0,750.0,True binder
1.0,2-3 SiaLac,51.0,3.73,0.040957828,2.091,272.596844,190.0,570.0,True binder
1.0,2-3 SiaLac,51.0,3.73,0.021076085,1.076,782.527881,190.0,842.0,True binder
1.0,2-3 SiaLac,51.0,3.73,0.021966624,1.122,356.506239,190.0,400.0,True binder
5.0,2-3 SiaLac,111.0,1.72,0.033116533,3.661,701.993991,190.0,2570.0,True binder
5.0,2-3 SiaLac,111.0,1.72,0.030872012,3.413,669.791972,190.0,2286.0,True binder
5.0,2-3 SiaLac,111.0,1.72,0.033594176,3.714,590.468498,190.0,2193.0,True binder
5.0,2-3 SiaLac,111.0,1.72,0.031614128,3.495,654.077253,190.0,2286.0,True binder
5.0,2-3 SiaLac,111.0,1.72,0.030129896,3.331,680.276193,190.0,2266.0,True binder
5.0,2-3 SiaLac,111.0,1.72,0.030872012,3.413,702.314679,190.0,2397.0,True binder
5.0,2-3 SiaLac,93.0,2.05,0.063048784,5.849,331.33869,190.0,1938.0,True binder
5.0,2-3 SiaLac,93.0,2.05,0.065277782,6.056,320.01321,190.0,1938.0,True binder
5.0,2-3 SiaLac,93.0,2.05,0.055510252,5.15,438.446602,190.0,2258.0,True binder
5.0,2-3 SiaLac,93.0,2.05,0.059546074,5.524,454.199855,190.0,2509.0,True binder
5.0,2-3 SiaLac,93.0,2.05,0.055064983,5.108,493.735317,190.0,2522.0,True binder
5.0,2-3 SiaLac,93.0,2.05,0.058272361,5.406,492.230855,190.0,2661.0,True binder
5.0,2-3 SiaLac,83.0,2.3,0.087718073,7.263,213.548121,190.0,1551.0,True binder
5.0,2-3 SiaLac,83.0,2.3,0.088460188,7.325,215.56314,190.0,1579.0,True binder
5.0,2-3 SiaLac,83.0,2.3,0.08949915,7.411,285.791391,190.0,2118.0,True binder
5.0,2-3 SiaLac,83.0,2.3,0.087569649,7.251,333.333333,190.0,2417.0,True binder
5.0,2-3 SiaLac,83.0,2.3,0.083631984,6.925,370.397112,190.0,2565.0,True binder
5.0,2-3 SiaLac,83.0,2.3,0.08390937,6.948,355.641911,190.0,2471.0,True binder
5.0,2-3 SiaLac,70.0,2.71,0.085640149,6.026,246.100232,190.0,1483.0,True binder
5.0,2-3 SiaLac,70.0,2.71,0.086233841,6.068,238.958471,190.0,1450.0,True binder
5.0,2-3 SiaLac,70.0,2.71,0.085640149,6.026,280.94922,190.0,1693.0,True binder
5.0,2-3 SiaLac,70.0,2.71,0.086233841,6.068,290.210943,190.0,1761.0,True binder
5.0,2-3 SiaLac,70.0,2.71,0.087718073,6.173,329.661429,190.0,2035.0,True binder
5.0,2-3 SiaLac,70.0,2.71,0.089350727,6.288,317.907125,190.0,1999.0,True binder
5.0,2-3 SiaLac,64.0,2.98,0.07243049,4.631,287.19499,190.0,1330.0,True binder
5.0,2-3 SiaLac,64.0,2.98,0.074953683,4.793,196.953891,190.0,944.0,True binder
5.0,2-3 SiaLac,64.0,2.98,0.07435999,4.755,213.880126,190.0,1017.0,True binder
5.0,2-3 SiaLac,64.0,2.98,0.074656837,4.774,225.178048,190.0,1075.0,True binder
5.0,2-3 SiaLac,64.0,2.98,0.075250529,4.812,214.46384,190.0,1032.0,True binder
5.0,2-3 SiaLac,64.0,2.98,0.076141068,4.868,219.597371,190.0,1069.0,True binder
5.0,2-3 SiaLac,51.0,3.73,0.089647573,4.577,34.301945,190.0,157.0,True non-binder
5.0,2-3 SiaLac,51.0,3.73,0.09187392,4.691,5.968877,190.0,28.0,True non-binder
5.0,2-3 SiaLac,51.0,3.73,0.099668028,5.089,6.288072,190.0,32.0,True non-binder
5.0,2-3 SiaLac,51.0,3.73,0.09187392,4.691,7.034747,190.0,33.0,True non-binder
5.0,2-3 SiaLac,51.0,3.73,0.091725497,4.684,20.495303,190.0,96.0,True non-binder
5.0,2-3 SiaLac,51.0,3.73,0.092616036,4.729,0.0,190.0,0.0,True non-binder
10.0,2-3 SiaLac,111.0,1.72,0.043191132,4.775,622.408377,190.0,2972.0,True binder
10.0,2-3 SiaLac,111.0,1.72,0.042894286,4.742,627.161535,190.0,2974.0,True binder
10.0,2-3 SiaLac,111.0,1.72,0.047127374,5.21,653.742802,190.0,3406.0,True binder
10.0,2-3 SiaLac,111.0,1.72,0.063685641,7.04,553.267045,190.0,3895.0,True binder
10.0,2-3 SiaLac,111.0,1.72,0.061934286,6.847,474.952534,190.0,3252.0,True binder
10.0,2-3 SiaLac,111.0,1.72,0.050623008,5.596,268.763402,190.0,1504.0,True binder
10.0,2-3 SiaLac,93.0,2.05,0.091725497,8.509,316.370901,190.0,2692.0,True binder
10.0,2-3 SiaLac,93.0,2.05,0.091131805,8.454,354.861604,190.0,3000.0,True binder
10.0,2-3 SiaLac,93.0,2.05,0.089053881,8.262,363.713387,190.0,3005.0,True binder
10.0,2-3 SiaLac,93.0,2.05,0.046808946,4.342,776.830953,190.0,3373.0,True binder
10.0,2-3 SiaLac,93.0,2.05,0.053394041,4.953,656.167979,190.0,3250.0,True binder
10.0,2-3 SiaLac,93.0,2.05,0.058081305,5.388,275.983667,190.0,1487.0,True binder
10.0,2-3 SiaLac,83.0,2.3,0.120668008,9.991,258.132319,190.0,2579.0,True binder
10.0,2-3 SiaLac,83.0,2.3,0.12215224,10.114,267.253312,190.0,2703.0,True binder
10.0,2-3 SiaLac,83.0,2.3,0.094227384,7.802,421.30223,190.0,3287.0,True binder
10.0,2-3 SiaLac,83.0,2.3,0.109567607,9.072,372.134039,190.0,3376.0,True binder
10.0,2-3 SiaLac,83.0,2.3,0.10443596,8.647,426.159362,190.0,3685.0,True binder
10.0,2-3 SiaLac,83.0,2.3,0.105470313,8.733,207.145311,190.0,1809.0,True binder
10.0,2-3 SiaLac,70.0,2.71,0.138330361,9.734,165.39963,190.0,1610.0,True binder
10.0,2-3 SiaLac,70.0,2.71,0.115471809,8.126,242.308639,190.0,1969.0,True binder
10.0,2-3 SiaLac,70.0,2.71,0.131065049,9.223,352.054646,190.0,3247.0,True binder
10.0,2-3 SiaLac,70.0,2.71,0.128291186,9.028,360.323438,190.0,3253.0,True binder
10.0,2-3 SiaLac,70.0,2.71,0.117679931,8.281,406.593407,190.0,3367.0,True binder
10.0,2-3 SiaLac,70.0,2.71,0.13023289,9.164,166.848538,190.0,1529.0,True binder
10.0,2-3 SiaLac,64.0,2.98,0.117105853,7.488,127.003205,190.0,951.0,True binder
10.0,2-3 SiaLac,64.0,2.98,0.106793744,6.828,168.570592,190.0,1151.0,True binder
10.0,2-3 SiaLac,64.0,2.98,0.109567607,7.006,401.512989,190.0,2813.0,True binder
10.0,2-3 SiaLac,64.0,2.98,0.109151528,6.979,423.126522,190.0,2953.0,True binder
10.0,2-3 SiaLac,64.0,2.98,0.109428914,6.997,439.47406,190.0,3075.0,True binder
10.0,2-3 SiaLac,64.0,2.98,0.111093232,7.103,210.333662,190.0,1494.0,True binder
10.0,2-3 SiaLac,51.0,3.73,0.135225844,6.905,0.0,190.0,0.0,True non-binder
10.0,2-3 SiaLac,51.0,3.73,0.11811945,6.031,5.803349,190.0,35.0,True non-binder
10.0,2-3 SiaLac,51.0,3.73,0.125862973,6.427,38.58721,190.0,248.0,True non-binder
10.0,2-3 SiaLac,51.0,3.73,0.126382531,6.453,117.464745,190.0,758.0,False non-binder
10.0,2-3 SiaLac,51.0,3.73,0.116900467,5.969,110.906349,190.0,662.0,False non-binder
10.0,2-3 SiaLac,51.0,3.73,0.12651242,6.46,50.773994,190.0,328.0,True non-binder
1.0,2-6 SiaLac,105.0,1.81,0.014,1.434,306.834031,190.0,440.0,True binder
1.0,2-6 SiaLac,105.0,1.81,0.014,1.496,56.149733,190.0,84.0,False binder
1.0,2-6 SiaLac,105.0,1.81,0.014,1.481,307.900068,190.0,456.0,True binder
1.0,2-6 SiaLac,105.0,1.81,0.015,1.559,241.180244,190.0,376.0,True binder
1.0,2-6 SiaLac,105.0,1.81,0.015,1.59,463.522013,190.0,737.0,True binder
1.0,2-6 SiaLac,105.0,1.81,0.014,1.486,458.277254,190.0,681.0,True binder
1.0,2-6 SiaLac,88.0,2.17,0.02,1.761,0.0,190.0,0.0,False binder
1.0,2-6 SiaLac,88.0,2.17,0.021,1.806,275.193798,190.0,497.0,True binder
1.0,2-6 SiaLac,88.0,2.17,0.021,1.821,633.717738,190.0,1154.0,True binder
1.0,2-6 SiaLac,88.0,2.17,0.02,1.763,448.667045,190.0,791.0,True binder
1.0,2-6 SiaLac,88.0,2.17,0.022,1.956,180.981595,190.0,354.0,True binder
1.0,2-6 SiaLac,88.0,2.17,0.022,1.971,357.686454,190.0,705.0,True binder
1.0,2-6 SiaLac,79.0,2.42,0.018,1.376,250.726744,190.0,345.0,True binder
1.0,2-6 SiaLac,79.0,2.42,0.017,1.318,257.207891,190.0,339.0,True binder
1.0,2-6 SiaLac,79.0,2.42,0.018,1.422,295.35865,190.0,420.0,True binder
1.0,2-6 SiaLac,79.0,2.42,0.02,1.539,186.48473,190.0,287.0,True binder
1.0,2-6 SiaLac,79.0,2.42,0.02,1.574,239.517154,190.0,377.0,True binder
1.0,2-6 SiaLac,71.0,2.69,0.017,1.189,502.102607,190.0,597.0,True binder
1.0,2-6 SiaLac,71.0,2.69,0.017,1.221,185.094185,190.0,226.0,True binder
1.0,2-6 SiaLac,71.0,2.69,0.017,1.232,414.772727,190.0,511.0,True binder
1.0,2-6 SiaLac,71.0,2.69,0.016,1.161,0.0,190.0,0.0,False binder
1.0,2-6 SiaLac,71.0,2.69,0.017,1.19,242.857143,190.0,289.0,True binder
1.0,2-6 SiaLac,71.0,2.69,0.017,1.17,103.418803,190.0,121.0,True binder
1.0,2-6 SiaLac,61.0,3.11,0.021,1.269,62.253743,190.0,79.0,True binder
1.0,2-6 SiaLac,61.0,3.11,0.021,1.269,159.180457,190.0,202.0,True binder
1.0,2-6 SiaLac,61.0,3.11,0.02,1.249,252.201761,190.0,315.0,True binder
1.0,2-6 SiaLac,61.0,3.11,0.022,1.337,207.180254,190.0,277.0,True binder
1.0,2-6 SiaLac,61.0,3.11,0.022,1.356,95.132743,190.0,129.0,True binder
1.0,2-6 SiaLac,61.0,3.11,0.022,1.374,72.780204,190.0,100.0,True binder
1.0,2-6 SiaLac,53.0,3.62,0.019,1.007,0.0,190.0,0.0,False binder
1.0,2-6 SiaLac,53.0,3.62,0.022,1.147,91.543156,190.0,105.0,True binder
1.0,2-6 SiaLac,53.0,3.62,0.021,1.122,4.456328,190.0,5.0,False binder
1.0,2-6 SiaLac,53.0,3.62,0.022,1.172,424.061433,190.0,497.0,True binder
1.0,2-6 SiaLac,53.0,3.62,0.023,1.223,0.0,190.0,0.0,False binder
1.0,2-6 SiaLac,53.0,3.62,0.022,1.14,133.333333,190.0,152.0,True binder
5.0,2-6 SiaLac,105.0,1.81,0.033,3.452,66.338355,190.0,229.0,False non-binder
5.0,2-6 SiaLac,105.0,1.81,0.036,3.741,55.332799,190.0,207.0,True non-binder
5.0,2-6 SiaLac,105.0,1.81,0.035,3.694,142.122361,190.0,525.0,False non-binder
5.0,2-6 SiaLac,105.0,1.81,0.035,3.679,124.218538,190.0,457.0,False non-binder
5.0,2-6 SiaLac,105.0,1.81,0.035,3.647,52.097614,190.0,190.0,True non-binder
5.0,2-6 SiaLac,105.0,1.81,0.032,3.321,59.319482,190.0,197.0,False non-binder
5.0,2-6 SiaLac,88.0,2.17,0.053,4.687,186.68658,190.0,875.0,False non-binder
5.0,2-6 SiaLac,88.0,2.17,0.054,4.729,52.019454,190.0,246.0,True non-binder
