egg H1N1 binding to TL-VI-26-3,,,,,,,,,,,,,,,,,egg H1N1 binding to TL-VI-26-3,,,,,,,,,,,,,,
Block 2 and 10,,,,,,,,,,,,,,,,,Block 2 and 10,,,,,,,,,,,,,,
Block 1 and 9 are Ab control ,,,,,,,,,,,,,,,,,Block 1 and 9 are Ab control ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Block 2,,,,,,,,,,,,,,,,,Block 10,,
µM PRINTED POLYMER,GLYCAN,DP,LIGATION EFF,VALENCY, GLYCAN SPACING ON POLYMER,Polymer labeling eff,Polymer Signal ,Polymer per spot ,Glycan per spot,Spot diameter ,Spot area,POLYMER SPACING ,GLYCAN DENSITY,MEAN VIRAL FLUORESCENCE,,,µM PRINTED POLYMER,GLYCAN,DP,LIGATION EFF,VALENCY, GLYCAN SPACING ON POLYMER,Polymer labeling eff,Polymer Signal ,Polymer per spot ,Glycan per spot,Spot diameter ,Spot area,POLYMER SPACING ,GLYCAN DENSITY,MEAN VIRAL FLUORESCENCE
,,,,,,,162,2571,223714,150,17662.5,0.146,12.666,162,,,,,,,,,,385,6111,531667,145,16504.625,0.370,32.213,135
,,200,0.37,74,0.37,0.275,242,880,65120,165,21371.625,0.041,3.047,242,,,,,200,0.37,74,0.37,0.275,6864,24960,1847040,160,20096,1.242,91.911,175
,,,,,,,305,1109,82073,165,21371.625,0.052,3.840,305,,,,,,,,,,6769,24615,1821476,160,20096,1.225,90.639,180
,,,,,,,327,1189,87993,160,20096,0.059,4.379,327,,,,,,,,,,6958,25302,1872335,155,18859.625,1.342,99.277,205
,,,,,,,314,1142,84495,165,21371.625,0.053,3.954,314,,,,,,,,,,6983,25393,1879062,155,18859.625,1.346,99.634,195
,,,,,,,254,924,68349,160,20096,0.046,3.401,254,,,,,,,,,,6946,25258,1869105,160,20096,1.257,93.009,205
,,,,,,,279,1015,75076,160,20096,0.050,3.736,279,,,,,,,,,,7115,25873,1914582,160,20096,1.287,95.272,-331
,,,0.52,104,0.52,0.275,389,1415,147113,145,16504.625,0.086,8.913,389,,,,,,0.52,104,0.52,0.275,2714,9869,1026385,140,15386,0.641,66.709,266
,,,,,,,404,1469,152785,145,16504.625,0.089,9.257,404,,,,,,,,,,2766,10058,1046051,140,15386,0.654,67.987,283
,,,,,,,428,1556,161862,140,15386,0.101,10.520,428,,,,,,,,,,2687,9771,1016175,140,15386,0.635,66.045,280
,,,,,,,419,1524,158458,145,16504.625,0.092,9.601,419,,,,,,,,,,2613,9502,988189,145,16504.625,0.576,59.873,275
,,,,,,,339,1233,128204,145,16504.625,0.075,7.768,339,,,,,,,,,,2643,9611,999535,140,15386,0.625,64.964,295
,,,,,,,353,1284,133498,155,18859.625,0.068,7.079,353,,,,,,,,,,2640,9600,998400,140,15386,0.624,64.890,293
,,300,0.36,108,0.36,0.093,196,2110,227858,165,21371.625,0.099,10.662,196,,,,,300,0.36,108,0.36,0.093,2863,30818,3328353,160,20096,1.534,165.623,145
,,,,,,,202,2174,234833,160,20096,0.108,11.686,202,,,,,,,,,,2881,31012,3349279,160,20096,1.543,166.664,142
,,,,,,,206,2217,239483,165,21371.625,0.104,11.206,206,,,,,,,,,,2880,31001,3348116,165,21371.625,1.451,156.662,134
,,,,,,,201,2164,233671,165,21371.625,0.101,10.934,201,,,,,,,,,,2985,32131,3470183,160,20096,1.599,172.680,131
,,,,,,,187,2013,217395,165,21371.625,0.094,10.172,187,,,,,,,,,,2960,31862,3441119,160,20096,1.586,171.234,143
,,,,,,,196,2110,227858,165,21371.625,0.099,10.662,196,,,,,,,,,,3078,33132,3578299,160,20096,1.649,178.060,178
,,,0.46,138,0.46,0.093,315,3391,467922,165,21371.625,0.159,21.895,315,,,,,,0.46,138,0.46,0.093,977,10517,1451302,160,20096,0.523,72.218,214
,,,,,,,315,3391,467922,165,21371.625,0.159,21.895,315,,,,,,,,,,979,10538,1454273,160,20096,0.524,72.366,182
,,,,,,,307,3305,456039,165,21371.625,0.155,21.339,307,,,,,,,,,,968,10420,1437933,160,20096,0.519,71.553,179
,,,,,,,322,3466,478321,165,21371.625,0.162,22.381,322,,,,,,,,,,979,10538,1454273,160,20096,0.524,72.366,185
,,,,,,,319,3434,473864,165,21371.625,0.161,22.173,319,,,,,,,,,,975,10495,1448332,160,20096,0.522,72.071,213
,,,,,,,330,3552,490205,165,21371.625,0.166,22.937,330,,,,,,,,,,916,9860,1360689,165,21371.625,0.461,63.668,250
10,α2-3 SiaLac,150,0.34,51,0.34,0.063,226,3587,182952,160,20096,0.179,9.104,226,,,10,α2-3 SiaLac,150,0.34,51,0.34,0.063,2127,33762,1721857,150,17662.5,1.912,97.487,187
,,,,,,,258,4095,208857,160,20096,0.204,10.393,258,,,,,,,,,,2618,41556,2119333,145,16504.625,2.518,128.408,222
,,,,,,,268,4254,216952,160,20096,0.212,10.796,268,,,,,,,,,,2595,41190,2100714,150,17662.5,2.332,118.936,246
,,,,,,,235,3730,190238,160,20096,0.186,9.466,235,,,,,,,,,,2620,41587,2120952,145,16504.625,2.520,128.507,248
,,,,,,,277,4397,224238,165,21371.625,0.206,10.492,277,,,,,,,,,,2460,39048,1991429,155,18859.625,2.070,105.592,307
,,,,,,,439,6968,355381,165,21371.625,0.326,16.629,439,,,,,,,,,,2315,36746,1874048,160,20096,1.829,93.255,303
,,,0.58,87,0.58,0.063,206,3270,284476,140,15386,0.213,18.489,206,,,,,,0.58,87,0.58,0.063,578,9175,798190,140,15386,0.596,51.878,161
,,,,,,,227,3603,313476,140,15386,0.234,20.374,227,,,,,,,,,,644,10222,889333,140,15386,0.664,57.801,163
,,,,,,,241,3825,332810,140,15386,0.249,21.631,241,,,,,,,,,,637,10111,879667,140,15386,0.657,57.173,194
,,,,,,,230,3651,317619,140,15386,0.237,20.643,230,,,,,,,,,,644,10222,889333,140,15386,0.664,57.801,209
,,,,,,,231,3667,319000,140,15386,0.238,20.733,231,,,,,,,,,,659,10460,910048,140,15386,0.680,59.148,217
,,,,,,,460,7302,635238,145,16504.625,0.442,38.488,460,,,,,,,,,,631,10016,871381,140,15386,0.651,56.635,317
,,200,0.37,74,0.37,0.275,211,767,56778,165,21371.625,0.036,2.657,211,,,,,200,0.37,74,0.37,0.275,15354,55833,4131622,165,21371.625,2.612,193.323,168
,,,,,,,254,924,68349,165,21371.625,0.043,3.198,254,,,,,,,,,,15248,55447,4103098,160,20096,2.759,204.175,199
,,,,,,,255,927,68618,165,21371.625,0.043,3.211,255,,,,,,,,,,15426,56095,4150996,160,20096,2.791,206.558,228
,,,,,,,259,942,69695,160,20096,0.047,3.468,259,,,,,,,,,,15176,55185,4083724,165,21371.625,2.582,191.082,266
,,,,,,,214,778,57585,165,21371.625,0.036,2.694,214,,,,,,,,,,15549,56542,4184095,160,20096,2.814,208.205,204
,,,,,,,332,1207,89338,165,21371.625,0.056,4.180,332,,,,,,,,,,15625,56818,4204545,165,21371.625,2.659,196.735,231
,,,0.52,104,0.52,0.275,362,1316,136902,155,18859.625,0.070,7.259,362,,,,,,0.52,104,0.52,0.275,4570,16618,1728291,150,17662.5,0.941,97.851,232
,,,,,,,386,1404,145978,150,17662.5,0.079,8.265,386,,,,,,,,,,3105,11291,1174255,175,24040.625,0.470,48.845,298
,,,,,,,409,1487,154676,155,18859.625,0.079,8.201,409,,,,,,,,,,2850,10364,1077818,185,26866.625,0.386,40.117,354
,,,,,,,400,1455,151273,150,17662.5,0.082,8.565,400,,,,,,,,,,3414,12415,1291113,180,25434,0.488,50.763,408
,,,,,,,351,1276,132742,155,18859.625,0.068,7.038,351,,,,,,,,,,3032,11025,1146647,200,31400,0.351,36.517,391
,,,,,,,541,1967,204596,160,20096,0.098,10.181,541,,,,,,,,,,2513,9138,950371,225,39740.625,0.230,23.914,451
,,300,0.36,108,0.36,0.093,458,4930,532443,155,18859.625,0.261,28.232,458,,,,,300,0.36,108,0.36,0.093,7209,77600,8380753,155,18859.625,4.115,444.375,147
,,,,,,,178,1916,206932,155,18859.625,0.102,10.972,178,,,,,,,,,,7110,76534,8265662,155,18859.625,4.058,438.273,162
,,,,,,,175,1884,203445,155,18859.625,0.100,10.787,175,,,,,,,,,,7179,77277,8345877,155,18859.625,4.097,442.526,179
,,,,,,,189,2034,219720,155,18859.625,0.108,11.650,189,,,,,,,,,,7189,77384,8357503,155,18859.625,4.103,443.143,198
,,,,,,,151,1625,175544,155,18859.625,0.086,9.308,151,,,,,,,,,,7247,78009,8424930,155,18859.625,4.136,446.718,220
,,,,,,,201,2164,233671,155,18859.625,0.115,12.390,201,,,,,,,,,,7355,79171,8550484,160,20096,3.940,425.482,161
,,,0.46,138,0.46,0.093,245,2637,363940,135,14306.625,0.184,25.439,245,,,,,,0.46,138,0.46,0.093,7147,76932,10616642,130,13266.5,5.799,800.259,192
,,,,,,,244,2626,362454,135,14306.625,0.184,25.335,244,,,,,,,,,,7149,76954,10619612,130,13266.5,5.801,800.483,232
,,,,,,,245,2637,363940,135,14306.625,0.184,25.439,245,,,,,,,,,,7000,75350,10398278,130,13266.5,5.680,783.800,222
,,,,,,,236,2540,350571,135,14306.625,0.178,24.504,236,,,,,,,,,,6956,74876,10332917,130,13266.5,5.644,778.873,236
,,,,,,,188,2024,279268,135,14306.625,0.141,19.520,188,,,,,,,,,,7227,77793,10735479,130,13266.5,5.864,809.217,199
,,,,,,,287,3089,426329,135,14306.625,0.216,29.799,287,,,,,,,,,,7529,81044,11184090,130,13266.5,6.109,843.032,1058
1,Lac,150,0.51,77,0.51,0.063,40,635,48571,140,15386,0.041,3.157,40,,,1,Lac,150,0.51,77,0.51,0.063,284,4508,344857,145,16504.625,0.273,20.895,87
,,,,,,,27,429,32786,140,15386,0.028,2.131,27,,,,,,,,,,304,4825,369143,140,15386,0.314,23.992,58
,,,,,,,30,476,36429,140,15386,0.031,2.368,30,,,,,,,,,,315,5000,382500,145,16504.625,0.303,23.175,86
,,,,,,,36,571,43714,140,15386,0.037,2.841,36,,,,,,,,,,309,4905,375214,145,16504.625,0.297,22.734,61
,,,,,,,65,1032,78929,140,15386,0.067,5.130,65,,,,,,,,,,313,4968,380071,145,16504.625,0.301,23.028,45
,,,,,,,26,413,31571,135,14306.625,0.029,2.207,26,,,,,,,,,,290,4603,352143,145,16504.625,0.279,21.336,72
,,,0.73,110,0.73,0.063,141,2238,245071,125,12265.625,0.182,19.980,141,,,,,,0.73,110,0.73,0.063,202,3206,351095,130,13266.5,0.242,26.465,87
,,,,,,,32,508,55619,125,12265.625,0.041,4.535,32,,,,,,,,,,194,3079,337190,130,13266.5,0.232,25.417,105
,,,,,,,36,571,62571,130,13266.5,0.043,4.716,36,,,,,,,,,,192,3048,333714,130,13266.5,0.230,25.155,71
,,,,,,,51,810,88643,125,12265.625,0.066,7.227,51,,,,,,,,,,205,3254,356310,130,13266.5,0.245,26.858,48
,,,,,,,24,381,41714,125,12265.625,0.031,3.401,24,,,,,,,,,,194,3079,337190,130,13266.5,0.232,25.417,66
,,,,,,,41,651,71262,125,12265.625,0.053,5.810,41,,,,,,,,,,204,3238,354571,130,13266.5,0.244,26.727,71
,,200,0.47,94,0.47,0.275,33,120,11280,125,12265.625,0.010,0.920,33,,,,,200,0.47,94,0.47,0.275,2477,9007,846684,130,13266.5,0.679,63.821,-318
,,,,,,,27,98,9229,125,12265.625,0.008,0.752,27,,,,,,,,,,2571,9349,878815,125,12265.625,0.762,71.649,29
,,,,,,,63,229,21535,130,13266.5,0.017,1.623,63,,,,,,,,,,2630,9564,898982,130,13266.5,0.721,67.763,32
,,,,,,,33,120,11280,130,13266.5,0.009,0.850,33,,,,,,,,,,2506,9113,856596,135,14306.625,0.637,59.874,23
,,,,,,,35,127,11964,130,13266.5,0.010,0.902,35,,,,,,,,,,2449,8905,837113,130,13266.5,0.671,63.100,28
,,,,,,,46,167,15724,130,13266.5,0.013,1.185,46,,,,,,,,,,2650,9636,905818,130,13266.5,0.726,68.279,26
,,,0.66,132,0.66,0.275,23,84,11040,130,13266.5,0.006,0.832,23,,,,,,0.66,132,0.66,0.275,1237,4498,593760,130,13266.5,0.339,44.756,35
,,,,,,,-64,-233,-30720,130,13266.5,-0.018,-2.316,-64,,,,,,,,,,1192,4335,572160,130,13266.5,0.327,43.128,33
,,,,,,,26,95,12480,130,13266.5,0.007,0.941,26,,,,,,,,,,1253,4556,601440,130,13266.5,0.343,45.335,29
,,,,,,,21,76,10080,130,13266.5,0.006,0.760,21,,,,,,,,,,1241,4513,595680,130,13266.5,0.340,44.901,17
,,,,,,,13,47,6240,130,13266.5,0.004,0.470,13,,,,,,,,,,1257,4571,603360,135,14306.625,0.319,42.173,-522
,,,,,,,17,62,8160,130,13266.5,0.005,0.615,17,,,,,,,,,,1286,4676,617280,130,13266.5,0.352,46.529,21
,,300,0.28,84,0.28,0.093,83,893,75048,135,14306.625,0.062,5.246,83,,,,,300,0.28,84,0.28,0.093,1067,11485,964779,135,14306.625,0.803,67.436,47
,,,,,,,58,624,52443,135,14306.625,0.044,3.666,58,,,,,,,,,,1024,11023,925899,135,14306.625,0.770,64.718,58
,,,,,,,335,3606,302906,135,14306.625,0.252,21.172,335,,,,,,,,,,1032,11109,933132,140,15386,0.722,60.648,45
,,,,,,,59,635,53348,135,14306.625,0.044,3.729,59,,,,,,,,,,1080,11625,976534,140,15386,0.756,63.469,57
,,,,,,,72,775,65102,135,14306.625,0.054,4.550,72,,,,,,,,,,1074,11561,971109,140,15386,0.751,63.116,57
,,,,,,,38,409,34360,135,14306.625,0.029,2.402,38,,,,,,,,,,1134,12207,1025361,135,14306.625,0.853,71.670,51
,,,0.56,168,0.56,0.093,73,786,132013,130,13266.5,0.059,9.951,73,,,,,,0.56,168,0.56,0.093,804,8654,1453950,130,13266.5,0.652,109.596,63
,,,,,,,63,678,113929,130,13266.5,0.051,8.588,63,,,,,,,,,,780,8396,1410549,135,14306.625,0.587,98.594,51
,,,,,,,57,614,103079,135,14306.625,0.043,7.205,57,,,,,,,,,,770,8288,1392465,130,13266.5,0.625,104.961,36
,,,,,,,84,904,151905,130,13266.5,0.068,11.450,84,,,,,,,,,,788,8482,1425016,135,14306.625,0.593,99.605,42
,,,,,,,53,571,95845,130,13266.5,0.043,7.225,53,,,,,,,,,,807,8687,1459376,130,13266.5,0.655,110.005,46
,,,,,,,55,592,99462,130,13266.5,0.045,7.497,55,,,,,,,,,,853,9182,1542562,135,14306.625,0.642,107.822,45
5,Lac,150,0.51,77,0.51,0.063,32,508,38857,130,13266.5,0.038,2.929,32,,,5,Lac,150,0.51,77,0.51,0.063,1638,26000,1989000,130,13266.5,1.960,149.927,45
,,,,,,,37,587,44929,130,13266.5,0.044,3.387,37,,,,,,,,,,1582,25111,1921000,130,13266.5,1.893,144.801,28
,,,,,,,28,444,34000,125,12265.625,0.036,2.772,28,,,,,,,,,,1624,25778,1972000,130,13266.5,1.943,148.645,1938*
,,,,,,,34,540,41286,130,13266.5,0.041,3.112,34,,,,,,,,,,1540,24444,1870000,130,13266.5,1.843,140.957,14
,,,,,,,30,476,36429,130,13266.5,0.036,2.746,30,,,,,,,,,,1532,24317,1860286,130,13266.5,1.833,140.224,37
,,,,,,,52,825,63143,125,12265.625,0.067,5.148,52,,,,,,,,,,1744,27683,2117714,130,13266.5,2.087,159.629,38
,,,0.73,110,0.73,0.063,55,873,95595,125,12265.625,0.071,7.794,55,,,,,,0.73,110,0.73,0.063,674,10698,1171476,125,12265.625,0.872,95.509,81
,,,,,,,32,508,55619,130,13266.5,0.038,4.192,32,,,,,,,,,,624,9905,1084571,130,13266.5,0.747,81.753,71
,,,,,,,40,635,69524,130,13266.5,0.048,5.241,40,,,,,,,,,,640,10159,1112381,130,13266.5,0.766,83.849,81
,,,,,,,39,619,67786,125,12265.625,0.050,5.526,39,,,,,,,,,,630,10000,1095000,130,13266.5,0.754,82.539,69
,,,,,,,34,540,59095,130,13266.5,0.041,4.454,34,,,,,,,,,,622,9873,1081095,130,13266.5,0.744,81.491,58
,,,,,,,57,905,99071,125,12265.625,0.074,8.077,57,,,,,,,,,,665,10556,1155833,125,12265.625,0.861,94.234,76
,,200,0.47,94,0.47,0.275,107,389,36575,125,12265.625,0.032,2.982,107,,,,,200,0.47,94,0.47,0.275,12195,44345,4168473,130,13266.5,3.343,314.210,138
,,,,,,,118,429,40335,130,13266.5,0.032,3.040,118,,,,,,,,,,12346,44895,4220087,130,13266.5,3.384,318.101,-89
,,,,,,,86,313,29396,130,13266.5,0.024,2.216,86,,,,,,,,,,12283,44665,4198553,130,13266.5,3.367,316.478,119
,,,,,,,82,298,28029,130,13266.5,0.022,2.113,82,,,,,,,,,,12468,45338,4261789,130,13266.5,3.417,321.244,94
,,,,,,,101,367,34524,130,13266.5,0.028,2.602,101,,,,,,,,,,12706,46204,4343142,130,13266.5,3.483,327.377,-42
,,,,,,,115,418,39309,130,13266.5,0.032,2.963,115,,,,,,,,,,13358,48575,4566007,135,14306.625,3.395,319.153,82
,,,0.66,132,0.66,0.275,80,291,38400,135,14306.625,0.020,2.684,80,,,,,,0.66,132,0.66,0.275,6912,25135,3317760,140,15386,1.634,215.635,58
,,,,,,,53,193,25440,135,14306.625,0.013,1.778,53,,,,,,,,,,6712,24407,3221760,140,15386,1.586,209.396,18
,,,,,,,62,225,29760,140,15386,0.015,1.934,62,,,,,,,,,,6795,24709,3261600,140,15386,1.606,211.985,43
,,,,,,,73,265,35040,140,15386,0.017,2.277,73,,,,,,,,,,7033,25575,3375840,140,15386,1.662,219.410,66
,,,,,,,77,280,36960,145,16504.625,0.017,2.239,77,,,,,,,,,,6974,25360,3347520,140,15386,1.648,217.569,65
,,,,,,,56,204,26880,140,15386,0.013,1.747,56,,,,,,,,,,7056,25658,3386880,140,15386,1.668,220.127,78
,,300,0.28,84,0.28,0.093,97,1044,87707,140,15386,0.068,5.700,97,,,,,300,0.28,84,0.28,0.093,5410,58235,4891712,140,15386,3.785,317.933,93
,,,,,,,75,807,67815,135,14306.625,0.056,4.740,75,,,,,,,,,,5463,58805,4939634,135,14306.625,4.110,345.269,83
,,,,,,,80,861,72336,140,15386,0.056,4.701,80,,,,,,,,,,5494,59139,4967664,140,15386,3.844,322.869,72
,,,,,,,67,721,60581,140,15386,0.047,3.937,67,,,,,,,,,,5549,59731,5017395,140,15386,3.882,326.101,83
,,,,,,,68,732,61485,135,14306.625,0.051,4.298,68,,,,,,,,,,5605,60334,5068030,135,14306.625,4.217,354.244,92
,,,,,,,70,753,63294,135,14306.625,0.053,4.424,70,,,,,,,,,,5959,64144,5388116,140,15386,4.169,350.196,80
,,,0.56,168,0.56,0.093,309,3326,558794,135,14306.625,0.232,39.058,309,,,,,,0.56,168,0.56,0.093,5527,59494,9995005,130,13266.5,4.485,753.402,236
,,,,,,,282,3036,509968,135,14306.625,0.212,35.646,282,,,,,,,,,,5479,58977,9908202,135,14306.625,4.122,692.560,198
,,,,,,,259,2788,468375,135,14306.625,0.195,32.738,259,,,,,,,,,,5501,59214,9947987,135,14306.625,4.139,695.341,217
,,,,,,,304,3272,549752,135,14306.625,0.229,38.426,304,,,,,,,,,,5397,58095,9759914,135,14306.625,4.061,682.195,248
,,,,,,,177,1905,320086,135,14306.625,0.133,22.373,177,,,,,,,,,,5575,60011,10081808,135,14306.625,4.195,704.695,251
,,,,,,,266,2863,481033,140,15386,0.186,31.264,266,,,,,,,,,,5673,61066,10259031,135,14306.625,4.268,717.083,233
10,Lac,150,0.51,77,0.51,0.063,37,587,44929,130,13266.5,0.044,3.387,37,,,10,Lac,150,0.51,77,0.51,0.063,3116,49460,3783714,130,13266.5,3.728,285.208,39
,,,,,,,36,571,43714,130,13266.5,0.043,3.295,36,,,,,,,,,,3539,56175,4297357,125,12265.625,4.580,350.358,-606
,,,,,,,40,635,48571,130,13266.5,0.048,3.661,40,,,,,,,,,,3517,55825,4270643,130,13266.5,4.208,321.912,19
,,,,,,,35,556,42500,130,13266.5,0.042,3.204,35,,,,,,,,,,3540,56190,4298571,130,13266.5,4.236,324.017,40
,,,,,,,26,413,31571,130,13266.5,0.031,2.380,26,,,,,,,,,,3549,56333,4309500,130,13266.5,4.246,324.841,36
,,,,,,,32,508,38857,130,13266.5,0.038,2.929,32,,,,,,,,,,3633,57667,4411500,130,13266.5,4.347,332.529,64
,,,0.73,110,0.73,0.063,23,365,39976,130,13266.5,0.028,3.013,23,,,,,,0.73,110,0.73,0.063,1072,17016,1863238,130,13266.5,1.283,140.447,-215
,,,,,,,11,175,19119,130,13266.5,0.013,1.441,11,,,,,,,,,,1404,22286,2440286,125,12265.625,1.817,198.953,52
,,,,,,,24,381,41714,130,13266.5,0.029,3.144,24,,,,,,,,,,1353,21476,2351643,125,12265.625,1.751,191.726,28
,,,,,,,33,524,57357,125,12265.625,0.043,4.676,33,,,,,,,,,,1304,20698,2266476,125,12265.625,1.688,184.783,17
,,,,,,,35,556,60833,130,13266.5,0.042,4.585,35,,,,,,,,,,1358,21556,2360333,125,12265.625,1.757,192.435,38
,,,,,,,32,508,55619,130,13266.5,0.038,4.192,32,,,,,,,,,,1243,19730,2160452,125,12265.625,1.609,176.139,74
,,200,0.47,94,0.47,0.275,205,745,70073,130,13266.5,0.056,5.282,205,,,,,200,0.47,94,0.47,0.275,19831,72113,6778596,130,13266.5,5.436,510.956,225
,,,,,,,239,869,81695,130,13266.5,0.066,6.158,239,,,,,,,,,,21676,78822,7409251,130,13266.5,5.941,558.493,216
,,,,,,,207,753,70756,130,13266.5,0.057,5.333,207,,,,,,,,,,21438,77956,7327898,130,13266.5,5.876,552.361,243
,,,,,,,229,833,78276,130,13266.5,0.063,5.900,229,,,,,,,,,,20938,76138,7156989,130,13266.5,5.739,539.478,223
,,,,,,,220,800,75200,130,13266.5,0.060,5.668,220,,,,,,,,,,21426,77913,7323796,130,13266.5,5.873,552.052,232
,,,,,,,206,749,70415,130,13266.5,0.056,5.308,206,,,,,,,,,,21908,79665,7488553,130,13266.5,6.005,564.471,319
,,,0.66,132,0.66,0.275,167,607,80160,125,12265.625,0.050,6.535,167,,,,,,0.66,132,0.66,0.275,12811,46585,6149280,125,12265.625,3.798,501.343,97
,,,,,,,194,705,93120,125,12265.625,0.058,7.592,194,,,,,,,,,,13375,48636,6420000,130,13266.5,3.666,483.926,134
,,,,,,,152,553,72960,130,13266.5,0.042,5.500,152,,,,,,,,,,13435,48855,6448800,125,12265.625,3.983,525.762,163
,,,,,,,155,564,74400,125,12265.625,0.046,6.066,155,,,,,,,,,,13182,47935,6327360,125,12265.625,3.908,515.861,215
,,,,,,,155,564,74400,125,12265.625,0.046,6.066,155,,,,,,,,,,12973,47175,6227040,125,12265.625,3.846,507.682,155
,,,,,,,151,549,72480,125,12265.625,0.045,5.909,151,,,,,,,,,,13063,47502,6270240,130,13266.5,3.581,472.637,124
,,300,0.28,84,0.28,0.093,120,1292,108504,135,14306.625,0.090,7.584,120,,,,,300,0.28,84,0.28,0.093,10128,109020,9157718,140,15386,7.086,595.198,123
,,,,,,,127,1367,114833,135,14306.625,0.096,8.027,127,,,,,,,,,,10696,115135,9671302,135,14306.625,8.048,676.002,134
,,,,,,,121,1302,109408,135,14306.625,0.091,7.647,121,,,,,,,,,,10758,115802,9727363,135,14306.625,8.094,679.920,1857
,,,,,,,259,2788,234187,135,14306.625,0.195,16.369,259,,,,,,,,,,10839,116674,9800603,135,14306.625,8.155,685.039,89
,,,,,,,108,1163,97653,135,14306.625,0.081,6.826,108,,,,,,,,,,10835,116631,9796986,135,14306.625,8.152,684.787,123
,,,,,,,116,1249,104887,135,14306.625,0.087,7.331,116,,,,,,,,,,11273,121346,10193025,135,14306.625,8.482,712.469,116
,,,0.56,168,0.56,0.093,335,3606,605813,140,15386,0.234,39.374,335,,,,,,0.56,168,0.56,0.093,9728,104715,17592078,135,14306.625,7.319,1229.646,378
,,,,,,,441,4747,797503,140,15386,0.309,51.833,441,,,,,,,,,,9680,104198,17505274,140,15386,6.772,1137.740,487
,,,,,,,439,4726,793886,140,15386,0.307,51.598,439,,,,,,,,,,9780,105274,17686114,135,14306.625,7.358,1236.218,495
,,,,,,,425,4575,768568,140,15386,0.297,49.952,425,,,,,,,,,,9670,104090,17487191,140,15386,6.765,1136.565,509
,,,,,,,393,4230,710700,145,16504.625,0.256,43.061,393,,,,,,,,,,9855,106082,17821744,135,14306.625,7.415,1245.699,482
,,,,,,,419,4510,757718,140,15386,0.293,49.247,419,,,,,,,,,,10157,109333,18367879,135,14306.625,7.642,1283.872,351
