



,,,,,,,,,,,,Block 2,,,,,,,,,,,,,,,,,Block 3,,,,,,,,,,,,,,,,,Block 10,,,,,,,,,,,,,,,,,Block 11,,
,,,,,,,564,1382,152059,150,17662.5,0.078,8.609,692,,,,,,,,,,613,1502,165270,145,16504.625,0.091,10.014,1365,,,,,,,,,,679,1664,183064,140,15386,0.108,11.898,132,,,,,,,,,,669,1640,180368,140,15386,0.107,11.723,202
,,,,,,,569,1395,153407,150,17662.5,0.079,8.685,655,,,,,,,,,,610,1495,164461,145,16504.625,0.091,9.965,1280,,,,,,,,,,664,1627,179020,140,15386,0.106,11.635,16,,,,,,,,,,605,1483,163113,145,16504.625,0.090,9.883,1022
,,300,0.40,120,2.50,0.374,272,727,87273,150,17662.5,0.041,4.941,595,,,,,300,0.40,120,2.50,0.374,253,676,81176,150,17662.5,0.038,4.596,952,,,,,300,0.40,120,2.50,0.374,276,738,88556,145,16504.625,0.045,5.366,92,,,,,300,0.40,120,2.50,0.374,262,701,84064,140,15386,0.046,5.464,207
,,,,,,,273,730,87594,155,18859.625,0.039,4.645,623,,,,,,,,,,255,682,81818,145,16504.625,0.041,4.957,924,,,,,,,,,,283,757,90802,140,15386,0.049,5.902,52,,,,,,,,,,257,687,82460,140,15386,0.045,5.359,324
,,,,,,,261,698,83743,150,17662.5,0.040,4.741,525,,,,,,,,,,252,674,80856,150,17662.5,0.038,4.578,918,,,,,,,,,,270,722,86631,140,15386,0.047,5.631,71,,,,,,,,,,251,671,80535,140,15386,0.044,5.234,994
,,,,,,,251,671,80535,150,17662.5,0.038,4.560,359,,,,,,,,,,256,684,82139,145,16504.625,0.041,4.977,806,,,,,,,,,,260,695,83422,145,16504.625,0.042,5.054,644,,,,,,,,,,252,674,80856,140,15386,0.044,5.255,754
,,,,,,,242,647,77647,150,17662.5,0.037,4.396,368,,,,,,,,,,259,693,83102,145,16504.625,0.042,5.035,751,,,,,,,,,,270,722,86631,140,15386,0.047,5.631,912,,,,,,,,,,248,663,79572,145,16504.625,0.040,4.821,633
,,,,,,,245,655,78610,150,17662.5,0.037,4.451,264,,,,,,,,,,249,666,79893,145,16504.625,0.040,4.841,809,,,,,,,,,,266,711,85348,140,15386,0.046,5.547,1006,,,,,,,,,,248,663,79572,140,15386,0.043,5.172,303
10,α2-6 SiaLac,150,0.41,62,2.44,0.276,262,949,58855,145,16504.625,0.058,3.566,51,,,10,α2-6 SiaLac,150,0.41,62,2.44,0.276,258,935,57957,135,14306.625,0.065,4.051,549,,,10,α2-6 SiaLac,150,0.41,62,2.44,0.276,300,1087,67391,135,14306.625,0.076,4.710,139,,,10,α2-6 SiaLac,150,0.41,62,2.44,0.276,281,1018,63123,135,14306.625,0.071,4.412,138
,,,,,,,264,957,59304,135,14306.625,0.067,4.145,210,,,,,,,,,,253,917,56833,130,13266.5,0.069,4.284,530,,,,,,,,,,310,1123,69638,135,14306.625,0.079,4.868,197,,,,,,,,,,321,1163,72109,135,14306.625,0.081,5.040,553
,,,,,,,273,989,61326,140,15386,0.064,3.986,188,,,,,,,,,,263,953,59080,135,14306.625,0.067,4.130,658,,,,,,,,,,258,935,57957,140,15386,0.061,3.767,315,,,,,,,,,,264,957,59304,135,14306.625,0.067,4.145,499
,,,,,,,268,971,60203,140,15386,0.063,3.913,215,,,,,,,,,,248,899,55710,130,13266.5,0.068,4.199,825,,,,,,,,,,263,953,59080,135,14306.625,0.067,4.130,92,,,,,,,,,,278,1007,62449,130,13266.5,0.076,4.707,534
,,,,,,,255,924,57283,140,15386,0.060,3.723,479,,,,,,,,,,278,1007,62449,135,14306.625,0.070,4.365,896,,,,,,,,,,235,851,52790,135,14306.625,0.060,3.690,181,,,,,,,,,,288,1043,64696,130,13266.5,0.079,4.877,654
,,,,,,,272,986,61101,140,15386,0.064,3.971,277,,,,,,,,,,247,895,55486,130,13266.5,0.067,4.182,1587,,,,,,,,,,212,768,47623,140,15386,0.050,3.095,249,,,,,,,,,,261,946,58630,135,14306.625,0.066,4.098,747
,,200,0.55,110,1.82,0.408,739,1811,199240,150,17662.5,0.103,11.280,656,,,,,200,0.55,110,1.82,0.408,765,1875,206250,145,16504.625,0.114,12.496,1301,,,,,200,0.55,110,1.82,0.408,819,2007,220809,140,15386,0.130,14.351,181,,,,,200,0.55,110,1.82,0.408,826,2025,222696,145,16504.625,0.123,13.493,1154
,,,,,,,758,1858,204363,150,17662.5,0.105,11.570,291,,,,,,,,,,760,1863,204902,145,16504.625,0.113,12.415,1262,,,,,,,,,,834,2044,224853,140,15386,0.133,14.614,5,,,,,,,,,,852,2088,229706,140,15386,0.136,14.930,1121
,,,,,,,750,1838,202206,150,17662.5,0.104,11.448,250,,,,,,,,,,751,1841,202475,145,16504.625,0.112,12.268,1302,,,,,,,,,,801,1963,215956,140,15386,0.128,14.036,65,,,,,,,,,,828,2029,223235,140,15386,0.132,14.509,1133
,,,,,,,772,1892,208137,145,16504.625,0.115,12.611,680,,,,,,,,,,730,1789,196814,140,15386,0.116,12.792,1706,,,,,,,,,,782,1917,210833,140,15386,0.125,13.703,78,,,,,,,,,,801,1963,215956,140,15386,0.128,14.036,1410
,,,,,,,750,1838,202206,150,17662.5,0.104,11.448,697,,,,,,,,,,735,1801,198162,140,15386,0.117,12.879,1589,,,,,,,,,,690,1691,186029,145,16504.625,0.102,11.271,70,,,,,,,,,,797,1953,214877,140,15386,0.127,13.966,1591
,,,,,,,774,1897,208676,150,17662.5,0.107,11.815,767,,,,,,,,,,726,1779,195735,140,15386,0.116,12.722,2601,,,,,,,,,,663,1625,178750,140,15386,0.106,11.618,243,,,,,,,,,,781,1914,210564,140,15386,0.124,13.685,1139
,,300,0.40,120,2.50,0.374,316,845,101390,150,17662.5,0.048,5.740,412,,,,,300,0.40,120,2.50,0.374,329,880,105561,145,16504.625,0.053,6.396,1083,,,,,300,0.40,120,2.50,0.374,390,1043,125134,140,15386,0.068,8.133,610,,,,,300,0.40,120,2.50,0.374,362,968,116150,145,16504.625,0.059,7.037,677
,,,,,,,330,882,105882,150,17662.5,0.050,5.995,141,,,,,,,,,,320,856,102674,145,16504.625,0.052,6.221,939,,,,,,,,,,399,1067,128021,140,15386,0.069,8.321,283,,,,,,,,,,389,1040,124813,140,15386,0.068,8.112,700
,,,,,,,335,896,107487,150,17662.5,0.051,6.086,150,,,,,,,,,,329,880,105561,140,15386,0.057,6.861,905,,,,,,,,,,388,1037,124492,145,16504.625,0.063,7.543,70,,,,,,,,,,375,1003,120321,140,15386,0.065,7.820,889
,,,,,,,423,1131,135722,150,17662.5,0.064,7.684,503,,,,,,,,,,317,848,101711,145,16504.625,0.051,6.163,1198,,,,,,,,,,373,997,119679,140,15386,0.065,7.778,82,,,,,,,,,,367,981,117754,145,16504.625,0.059,7.135,857
,,,,,,,331,885,106203,145,16504.625,0.054,6.435,454,,,,,,,,,,315,842,101070,145,16504.625,0.051,6.124,973,,,,,,,,,,342,914,109733,145,16504.625,0.055,6.649,8,,,,,,,,,,353,944,113262,140,15386,0.061,7.361,983
,,,,,,,330,882,105882,145,16504.625,0.053,6.415,235,,,,,,,,,,315,842,101070,140,15386,0.055,6.569,1500,,,,,,,,,,326,872,104599,140,15386,0.057,6.798,332,,,,,,,,,,372,995,119358,135,14306.625,0.070,8.343,848
1,α2-3 SiaLac,150,0.40,60,2.50,0.276,153,554,33261,150,17662.5,0.031,1.883,961,,,1,α2-3 SiaLac,150,0.40,60,2.50,0.276,146,529,31739,150,17662.5,0.030,1.797,1904,,,1,α2-3 SiaLac,150,0.40,60,2.50,0.276,153,554,33261,140,15386,0.036,2.162,-3016,,,1,α2-3 SiaLac,150,0.40,60,2.50,0.276,125,453,27174,145,16504.625,0.027,1.646,4140*
,,,,,,,156,565,33913,150,17662.5,0.032,1.920,1109,,,,,,,,,,144,522,31304,150,17662.5,0.030,1.772,1627,,,,,,,,,,153,554,33261,140,15386,0.036,2.162,2050,,,,,,,,,,129,467,28043,140,15386,0.030,1.823,47*
,,,,,,,154,558,33478,150,17662.5,0.032,1.895,1249,,,,,,,,,,143,518,31087,150,17662.5,0.029,1.760,1642,,,,,,,,,,151,547,32826,140,15386,0.036,2.134,2081,,,,,,,,,,123,446,26739,140,15386,0.029,1.738,704
,,,,,,,153,554,33261,155,18859.625,0.029,1.764,1199,,,,,,,,,,135,489,29348,150,17662.5,0.028,1.662,1990,,,,,,,,,,151,547,32826,140,15386,0.036,2.134,1655,,,,,,,,,,127,460,27609,140,15386,0.030,1.794,1153
,,,,,,,152,551,33043,150,17662.5,0.031,1.871,1187,,,,,,,,,,139,504,30217,150,17662.5,0.029,1.711,2114,,,,,,,,,,145,525,31522,140,15386,0.034,2.049,1191,,,,,,,,,,127,460,27609,135,14306.625,0.032,1.930,1253
,,,,,,,156,565,33913,150,17662.5,0.032,1.920,1383,,,,,,,,,,139,504,30217,150,17662.5,0.029,1.711,2210,,,,,,,,,,144,522,31304,135,14306.625,0.036,2.188,1838,,,,,,,,,,124,449,26957,140,15386,0.029,1.752,1344
,,200,0.58,116,1.72,0.408,300,735,85294,145,16504.625,0.045,5.168,1569,,,,,200,0.58,116,1.72,0.408,288,706,81882,140,15386,0.046,5.322,3367,,,,,200,0.58,116,1.72,0.408,286,701,81314,140,15386,0.046,5.285,2314,,,,,200,0.58,116,1.72,0.408,268,657,76196,135,14306.625,0.046,5.326,288*
,,,,,,,300,735,85294,150,17662.5,0.042,4.829,1956,,,,,,,,,,297,728,84441,140,15386,0.047,5.488,2727,,,,,,,,,,276,676,78471,140,15386,0.044,5.100,2744,,,,,,,,,,259,635,73637,140,15386,0.041,4.786,1712*
,,,,,,,300,735,85294,145,16504.625,0.045,5.168,1870,,,,,,,,,,282,691,80176,140,15386,0.045,5.211,2554,,,,,,,,,,297,728,84441,135,14306.625,0.051,5.902,2909,,,,,,,,,,269,659,76480,135,14306.625,0.046,5.346,2438
,,,,,,,297,728,84441,145,16504.625,0.044,5.116,1717,,,,,,,,,,283,694,80461,140,15386,0.045,5.229,2831,,,,,,,,,,276,676,78471,140,15386,0.044,5.100,2933,,,,,,,,,,286,701,81314,135,14306.625,0.049,5.684,2081
,,,,,,,302,740,85863,150,17662.5,0.042,4.861,2018,,,,,,,,,,278,681,79039,140,15386,0.044,5.137,2621,,,,,,,,,,292,716,83020,135,14306.625,0.050,5.803,2794,,,,,,,,,,263,645,74775,135,14306.625,0.045,5.227,2108
,,,,,,,306,750,87000,145,16504.625,0.045,5.271,1832,,,,,,,,,,278,681,79039,140,15386,0.044,5.137,2680,,,,,,,,,,280,686,79608,135,14306.625,0.048,5.564,2434,,,,,,,,,,272,667,77333,130,13266.5,0.050,5.829,1876
,,300,0.49,147,2.04,0.558,73,131,19231,140,15386,0.009,1.250,1447,,,,,300,0.49,147,2.04,0.558,67,120,17651,135,14306.625,0.008,1.234,2194,,,,,300,0.49,147,2.04,0.558,70,125,18441,135,14306.625,0.009,1.289,1585,,,,,300,0.49,147,2.04,0.558,62,111,16333,130,13266.5,0.008,1.231,830
,,,,,,,73,131,19231,145,16504.625,0.008,1.165,1811,,,,,,,,,,67,120,17651,140,15386,0.008,1.147,2214,,,,,,,,,,66,118,17387,135,14306.625,0.008,1.215,1963,,,,,,,,,,59,106,15543,130,13266.5,0.008,1.172,806
,,,,,,,70,125,18441,140,15386,0.008,1.199,1742,,,,,,,,,,67,120,17651,135,14306.625,0.008,1.234,2018,,,,,,,,,,70,125,18441,135,14306.625,0.009,1.289,2312,,,,,,,,,,62,111,16333,130,13266.5,0.008,1.231,1569
,,,,,,,73,131,19231,140,15386,0.009,1.250,1706,,,,,,,,,,62,111,16333,135,14306.625,0.008,1.142,2112,,,,,,,,,,68,122,17914,135,14306.625,0.009,1.252,2093,,,,,,,,,,61,109,16070,130,13266.5,0.008,1.211,1598
,,,,,,,69,124,18177,145,16504.625,0.007,1.101,1532,,,,,,,,,,64,115,16860,140,15386,0.007,1.096,2383,,,,,,,,,,70,125,18441,130,13266.5,0.009,1.390,2156,,,,,,,,,,64,115,16860,125,12265.625,0.009,1.375,1618
,,,,,,,72,129,18968,135,14306.625,0.009,1.326,1496,,,,,,,,,,64,115,16860,140,15386,0.007,1.096,2092,,,,,,,,,,69,124,18177,135,14306.625,0.009,1.271,2390,,,,,,,,,,66,118,17387,125,12265.625,0.010,1.418,1632
5,α2-3 SiaLac,150,0.40,60,2.50,0.276,355,1286,77174,150,17662.5,0.073,4.369,1968,,,5,α2-3 SiaLac,150,0.40,60,2.50,0.276,301,1091,65435,145,16504.625,0.066,3.965,2897,,,5,α2-3 SiaLac,150,0.40,60,2.50,0.276,381,1380,82826,145,16504.625,0.084,5.018,2407,,,5,α2-3 SiaLac,150,0.40,60,2.50,0.276,330,1196,71739,135,14306.625,0.084,5.014,2085
,,,,,,,370,1341,80435,150,17662.5,0.076,4.554,1991,,,,,,,,,,327,1185,71087,150,17662.5,0.067,4.025,2196,,,,,,,,,,343,1243,74565,140,15386,0.081,4.846,2076,,,,,,,,,,344,1246,74783,140,15386,0.081,4.860,2387
,,,,,,,320,1159,69565,150,17662.5,0.066,3.939,1335,,,,,,,,,,310,1123,67391,150,17662.5,0.064,3.816,2251,,,,,,,,,,341,1236,74130,140,15386,0.080,4.818,2720,,,,,,,,,,316,1145,68696,140,15386,0.074,4.465,2026
,,,,,,,336,1217,73043,150,17662.5,0.069,4.136,1291,,,,,,,,,,320,1159,69565,145,16504.625,0.070,4.215,2214,,,,,,,,,,320,1159,69565,140,15386,0.075,4.521,2830,,,,,,,,,,346,1254,75217,140,15386,0.081,4.889,1847
,,,,,,,296,1072,64348,150,17662.5,0.061,3.643,1237,,,,,,,,,,337,1221,73261,145,16504.625,0.074,4.439,2466,,,,,,,,,,341,1236,74130,140,15386,0.080,4.818,2815,,,,,,,,,,326,1181,70870,140,15386,0.077,4.606,1731
,,,,,,,303,1098,65870,150,17662.5,0.062,3.729,1324,,,,,,,,,,319,1156,69348,145,16504.625,0.070,4.202,2543,,,,,,,,,,366,1326,79565,140,15386,0.086,5.171,2472,,,,,,,,,,331,1199,71957,140,15386,0.078,4.677,2365
,,200,0.58,116,1.72,0.408,581,1424,165186,140,15386,0.093,10.736,1979,,,,,200,0.58,116,1.72,0.408,528,1294,150118,140,15386,0.084,9.757,3029,,,,,200,0.58,116,1.72,0.408,538,1319,152961,135,14306.625,0.092,10.692,2560,,,,,200,0.58,116,1.72,0.408,548,1343,155804,130,13266.5,0.101,11.744,1881
,,,,,,,557,1365,158363,145,16504.625,0.083,9.595,2522,,,,,,,,,,545,1336,154951,140,15386,0.087,10.071,3216,,,,,,,,,,559,1370,158931,135,14306.625,0.096,11.109,2638,,,,,,,,,,526,1289,149549,130,13266.5,0.097,11.273,2899
,,,,,,,557,1365,158363,145,16504.625,0.083,9.595,1696,,,,,,,,,,531,1301,150971,140,15386,0.085,9.812,3226,,,,,,,,,,540,1324,153529,135,14306.625,0.093,10.731,3288,,,,,,,,,,528,1294,150118,135,14306.625,0.090,10.493,2123
,,,,,,,510,1250,145000,145,16504.625,0.076,8.785,1985,,,,,,,,,,538,1319,152961,140,15386,0.086,9.942,3114,,,,,,,,,,536,1314,152392,135,14306.625,0.092,10.652,3510,,,,,,,,,,534,1309,151824,130,13266.5,0.099,11.444,2729
,,,,,,,499,1223,141873,140,15386,0.079,9.221,1704,,,,,,,,,,523,1282,148696,140,15386,0.083,9.664,3059,,,,,,,,,,543,1331,154382,135,14306.625,0.093,10.791,3306,,,,,,,,,,539,1321,153245,135,14306.625,0.092,10.711,2420
,,,,,,,519,1272,147559,140,15386,0.083,9.590,1778,,,,,,,,,,538,1319,152961,135,14306.625,0.092,10.692,2789,,,,,,,,,,552,1353,156941,135,14306.625,0.095,10.970,3618,,,,,,,,,,542,1328,154098,135,14306.625,0.093,10.771,2330
,,300,0.49,147,2.04,0.558,272,487,71656,140,15386,0.032,4.657,1273,,,,,300,0.49,147,2.04,0.558,257,461,67704,135,14306.625,0.032,4.732,2218,,,,,300,0.49,147,2.04,0.558,314,563,82720,130,13266.5,0.042,6.235,2728,,,,,300,0.49,147,2.04,0.558,285,511,75081,125,12265.625,0.042,6.121,2069
,,,,,,,273,489,71919,135,14306.625,0.034,5.027,1317,,,,,,,,,,247,443,65070,135,14306.625,0.031,4.548,2370,,,,,,,,,,323,579,85091,130,13266.5,0.044,6.414,2480,,,,,,,,,,286,513,75344,125,12265.625,0.042,6.143,1784
,,,,,,,254,455,66914,140,15386,0.030,4.349,1318,,,,,,,,,,257,461,67704,135,14306.625,0.032,4.732,2074,,,,,,,,,,297,532,78242,130,13266.5,0.040,5.898,2647,,,,,,,,,,285,511,75081,125,12265.625,0.042,6.121,2035
,,,,,,,229,410,60328,140,15386,0.027,3.921,1235,,,,,,,,,,251,450,66124,135,14306.625,0.031,4.622,2112,,,,,,,,,,302,541,79559,130,13266.5,0.041,5.997,2738,,,,,,,,,,282,505,74290,130,13266.5,0.038,5.600,2035
,,,,,,,211,378,55586,140,15386,0.025,3.613,1376,,,,,,,,,,257,461,67704,130,13266.5,0.035,5.103,2430,,,,,,,,,,299,536,78769,130,13266.5,0.040,5.937,2947,,,,,,,,,,286,513,75344,130,13266.5,0.039,5.679,2300
,,,,,,,242,434,63753,135,14306.625,0.030,4.456,1493,,,,,,,,,,255,457,67177,135,14306.625,0.032,4.696,2087,,,,,,,,,,297,532,78242,130,13266.5,0.040,5.898,2947,,,,,,,,,,283,507,74554,130,13266.5,0.038,5.620,1916
10,α2-3 SiaLac,150,0.40,60,2.50,0.276,287,1040,62391,145,16504.625,0.063,3.780,1346,,,10,α2-3 SiaLac,150,0.40,60,2.50,0.276,313,1134,68043,135,14306.625,0.079,4.756,2336,,,10,α2-3 SiaLac,150,0.40,60,2.50,0.276,337,1221,73261,135,14306.625,0.085,5.121,2738,,,10,α2-3 SiaLac,150,0.40,60,2.50,0.276,328,1188,71304,130,13266.5,0.090,5.375,1953*
,,,,,,,322,1167,70000,145,16504.625,0.071,4.241,1778,,,,,,,,,,329,1192,71522,140,15386,0.077,4.648,2935,,,,,,,,,,334,1210,72609,135,14306.625,0.085,5.075,2462,,,,,,,,,,343,1243,74565,135,14306.625,0.087,5.212,2663*
,,,,,,,337,1221,73261,140,15386,0.079,4.762,2400,,,,,,,,,,326,1181,70870,135,14306.625,0.083,4.954,3780,,,,,,,,,,345,1250,75000,135,14306.625,0.087,5.242,850,,,,,,,,,,342,1239,74348,135,14306.625,0.087,5.197,3955
,,,,,,,320,1159,69565,140,15386,0.075,4.521,2711,,,,,,,,,,301,1091,65435,135,14306.625,0.076,4.574,4430,,,,,,,,,,330,1196,71739,135,14306.625,0.084,5.014,185,,,,,,,,,,314,1138,68261,130,13266.5,0.086,5.145,4248
,,,,,,,322,1167,70000,140,15386,0.076,4.550,3194,,,,,,,,,,332,1203,72174,135,14306.625,0.084,5.045,5327,,,,,,,,,,352,1275,76522,130,13266.5,0.096,5.768,21,,,,,,,,,,344,1246,74783,130,13266.5,0.094,5.637,4239
,,,,,,,324,1174,70435,135,14306.625,0.082,4.923,3158,,,,,,,,,,302,1094,65652,130,13266.5,0.082,4.949,6943,,,,,,,,,,261,946,56739,135,14306.625,0.066,3.966,257,,,,,,,,,,367,1330,79783,135,14306.625,0.093,5.577,5828
,,200,0.58,116,1.72,0.408,752,1843,213804,140,15386,0.120,13.896,1917,,,,,200,0.58,116,1.72,0.408,744,1824,211529,140,15386,0.119,13.748,3698,,,,,200,0.58,116,1.72,0.408,819,2007,232853,135,14306.625,0.140,16.276,3400,,,,,200,0.58,116,1.72,0.408,847,2076,240814,130,13266.5,0.156,18.152,2593
,,,,,,,763,1870,216931,140,15386,0.122,14.099,2347,,,,,,,,,,759,1860,215794,140,15386,0.121,14.025,3724,,,,,,,,,,809,1983,230010,135,14306.625,0.139,16.077,3040,,,,,,,,,,822,2015,233706,130,13266.5,0.152,17.616,3659
,,,,,,,763,1870,216931,140,15386,0.122,14.099,2942,,,,,,,,,,752,1843,213804,135,14306.625,0.129,14.944,5080,,,,,,,,,,830,2034,235980,135,14306.625,0.142,16.494,1099,,,,,,,,,,795,1949,226029,135,14306.625,0.136,15.799,4259
,,,,,,,773,1895,219775,140,15386,0.123,14.284,3605,,,,,,,,,,736,1804,209255,140,15386,0.117,13.600,5749,,,,,,,,,,781,1914,222049,135,14306.625,0.134,15.521,617,,,,,,,,,,812,1990,230863,130,13266.5,0.150,17.402,4477
,,,,,,,748,1833,212667,140,15386,0.119,13.822,4214,,,,,,,,,,761,1865,216363,135,14306.625,0.130,15.123,6690,,,,,,,,,,771,1890,219206,135,14306.625,0.132,15.322,297,,,,,,,,,,803,1968,228304,135,14306.625,0.138,15.958,6125
,,,,,,,766,1877,217784,140,15386,0.122,14.155,4213,,,,,,,,,,752,1843,213804,135,14306.625,0.129,14.944,7245,,,,,,,,,,735,1801,208971,135,14306.625,0.126,14.607,825,,,,,,,,,,849,2081,241382,130,13266.5,0.157,18.195,6116
,,300,0.49,147,2.04,0.558,3440,6165,906237,130,13266.5,0.465,68.310,519,,,,,300,0.49,147,2.04,0.558,3365,6030,886478,130,13266.5,0.455,66.821,814,,,,,300,0.49,147,2.04,0.558,3811,6830,1003973,130,13266.5,0.515,75.677,1190,,,,,300,0.49,147,2.04,0.558,4135,7410,1089328,125,12265.625,0.604,88.811,642
,,,,,,,3294,5903,867774,135,14306.625,0.413,60.655,487,,,,,,,,,,3570,6398,940484,130,13266.5,0.482,70.892,861,,,,,,,,,,3703,6636,975522,135,14306.625,0.464,68.187,780,,,,,,,,,,4094,7337,1078527,125,12265.625,0.598,87.931,899
,,,,,,,3223,5776,849070,140,15386,0.375,55.185,616,,,,,,,,,,3229,5787,850651,140,15386,0.376,55.287,945,,,,,,,,,,3763,6744,991328,130,13266.5,0.508,74.724,466,,,,,,,,,,4053,7263,1067726,125,12265.625,0.592,87.050,1062
,,,,,,,3124,5599,822989,140,15386,0.364,53.489,526,,,,,,,,,,2404,4308,633312,165,21371.625,0.202,29.633,1369,,,,,,,,,,3802,6814,1001602,130,13266.5,0.514,75.499,345,,,,,,,,,,3922,7029,1033215,125,12265.625,0.573,84.237,1381
,,,,,,,3220,5771,848280,140,15386,0.375,55.133,882,,,,,,,,,,3773,6762,993962,130,13266.5,0.510,74.923,1591,,,,,,,,,,3745,6711,986586,130,13266.5,0.506,74.367,417,,,,,,,,,,4131,7403,1088274,125,12265.625,0.604,88.726,1021
,,,,,,,3388,6072,892538,140,15386,0.395,58.010,1458,,,,,,,,,,3881,6955,1022414,130,13266.5,0.524,77.067,1661,,,,,,,,,,3875,6944,1020833,125,12265.625,0.566,83.227,1046,,,,,,,,,,4151,7439,1093543,125,12265.625,0.606,89.155,1400
1,Lac,150,0.44,66,2.27,0.276,499,1808,119326,145,16504.625,0.110,7.230,202,,,1,Lac,150,0.44,66,2.27,0.276,500,1812,119565,145,16504.625,0.110,7.244,449,,,1,Lac,150,0.44,66,2.27,0.276,557,2018,133196,135,14306.625,0.141,9.310,254,,,1,Lac,150,0.44,66,2.27,0.276,553,2004,132239,140,15386,0.130,8.595,731
,,,,,,,493,1786,117891,145,16504.625,0.108,7.143,133,,,,,,,,,,519,1880,124109,145,16504.625,0.114,7.520,404,,,,,,,,,,529,1917,126500,140,15386,0.125,8.222,295,,,,,,,,,,571,2069,136543,135,14306.625,0.145,9.544,772
,,,,,,,500,1812,119565,140,15386,0.118,7.771,192,,,,,,,,,,495,1793,118370,145,16504.625,0.109,7.172,344,,,,,,,,,,549,1989,131283,140,15386,0.129,8.533,259,,,,,,,,,,550,1993,131522,135,14306.625,0.139,9.193,429
,,,,,,,499,1808,119326,145,16504.625,0.110,7.230,272,,,,,,,,,,508,1841,121478,140,15386,0.120,7.895,312,,,,,,,,,,560,2029,133913,135,14306.625,0.142,9.360,259,,,,,,,,,,592,2145,141565,135,14306.625,0.150,9.895,545
,,,,,,,503,1822,120283,140,15386,0.118,7.818,307,,,,,,,,,,516,1870,123391,140,15386,0.122,8.020,273,,,,,,,,,,543,1967,129848,135,14306.625,0.138,9.076,162,,,,,,,,,,572,2072,136783,130,13266.5,0.156,10.310,578
,,,,,,,508,1841,121478,140,15386,0.120,7.895,305,,,,,,,,,,509,1844,121717,140,15386,0.120,7.911,219,,,,,,,,,,574,2080,137261,135,14306.625,0.145,9.594,156,,,,,,,,,,601,2178,143717,130,13266.5,0.164,10.833,606
,,200,0.57,114,1.75,0.408,708,1735,197824,145,16504.625,0.105,11.986,329,,,,,200,0.57,114,1.75,0.408,720,1765,201176,140,15386,0.115,13.075,579,,,,,200,0.57,114,1.75,0.408,776,1902,216824,135,14306.625,0.133,15.155,156,,,,,200,0.57,114,1.75,0.408,815,1998,227721,135,14306.625,0.140,15.917,843
,,,,,,,700,1716,195588,145,16504.625,0.104,11.851,150,,,,,,,,,,719,1762,200897,145,16504.625,0.107,12.172,484,,,,,,,,,,785,1924,219338,135,14306.625,0.134,15.331,59,,,,,,,,,,823,2017,229956,135,14306.625,0.141,16.073,787
,,,,,,,698,1711,195029,145,16504.625,0.104,11.817,104,,,,,,,,,,719,1762,200897,145,16504.625,0.107,12.172,484,,,,,,,,,,786,1926,219618,140,15386,0.125,14.274,15,,,,,,,,,,819,2007,228838,135,14306.625,0.140,15.995,704
,,,,,,,702,1721,196147,145,16504.625,0.104,11.884,127,,,,,,,,,,726,1779,202853,140,15386,0.116,13.184,502,,,,,,,,,,801,1963,223809,135,14306.625,0.137,15.644,-92,,,,,,,,,,849,2081,237221,135,14306.625,0.145,16.581,404
,,,,,,,719,1762,200897,145,16504.625,0.107,12.172,256,,,,,,,,,,739,1811,206485,140,15386,0.118,13.420,471,,,,,,,,,,798,1956,222971,135,14306.625,0.137,15.585,-59,,,,,,,,,,841,2061,234985,135,14306.625,0.144,16.425,430
,,,,,,,737,1806,205926,140,15386,0.117,13.384,317,,,,,,,,,,760,1863,212353,140,15386,0.121,13.802,481,,,,,,,,,,824,2020,230235,135,14306.625,0.141,16.093,-134,,,,,,,,,,860,2108,240294,130,13266.5,0.159,18.113,523
,,300,0.52,156,1.92,0.374,485,1297,202299,140,15386,0.084,13.148,408,,,,,300,0.52,156,1.92,0.374,507,1356,211476,135,14306.625,0.095,14.782,424,,,,,300,0.52,156,1.92,0.374,622,1663,259444,135,14306.625,0.116,18.135,589,,,,,300,0.52,156,1.92,0.374,648,1733,270289,135,14306.625,0.121,18.893,941
,,,,,,,466,1246,194374,140,15386,0.081,12.633,178,,,,,,,,,,482,1289,201048,140,15386,0.084,13.067,428,,,,,,,,,,603,1612,251519,135,14306.625,0.113,17.581,549,,,,,,,,,,677,1810,282385,130,13266.5,0.136,21.286,694
,,,,,,,486,1299,202717,140,15386,0.084,13.175,76,,,,,,,,,,508,1358,211893,135,14306.625,0.095,14.811,361,,,,,,,,,,600,1604,250267,135,14306.625,0.112,17.493,264,,,,,,,,,,649,1735,270706,135,14306.625,0.121,18.922,769
,,,,,,,473,1265,197294,140,15386,0.082,12.823,43,,,,,,,,,,376,1005,156834,135,14306.625,0.070,10.962,292,,,,,,,,,,625,1671,260695,135,14306.625,0.117,18.222,299,,,,,,,,,,676,1807,281968,130,13266.5,0.136,21.254,3702*
,,,,,,,498,1332,207722,140,15386,0.087,13.501,97,,,,,,,,,,513,1372,213979,140,15386,0.089,13.907,407,,,,,,,,,,611,1634,254856,135,14306.625,0.114,17.814,208,,,,,,,,,,679,1816,283219,130,13266.5,0.137,21.348,1489
,,,,,,,499,1334,208139,140,15386,0.087,13.528,185,,,,,,,,,,499,1334,208139,140,15386,0.087,13.528,398,,,,,,,,,,643,1719,268203,135,14306.625,0.120,18.747,444,,,,,,,,,,668,1786,278631,125,12265.625,0.146,22.716,473
