CF H1N1 binding to TL-VI-25-4,,,,,,,,,,,,,,,,,CF H1N1 binding to TL-VI-25-4,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Block 6,,,,,,,,,,,,,,,,,Block 14,,
,,,,,,,407,6460,387619,125,12265.625,0.527,31.602,68,,,,,,,,,,395,6270,376190,130,13266.5,0.473,28.356,79
,,,,,,,395,6270,376190,105,8654.625,0.724,43.467,69,,,,,,,,,,377,5984,359048,135,14306.625,0.418,25.097,95
,,,,,,,460,7302,438095,110,9498.5,0.769,46.123,83,,,,,,,,,,397,6302,378095,135,14306.625,0.440,26.428,71
,,200,0.39,78,0.39,0.275,1980,7200,561600,135,14306.625,0.503,39.255,215,,,,,200,0.39,78,0.39,0.275,2120,7709,601309,135,14306.625,0.539,42.030,258
,,,,,,,2042,7425,579185,135,14306.625,0.519,40.484,187,,,,,,,,,,2289,8324,649244,140,15386,0.541,42.197,265
,,,,,,,1974,7178,559898,135,14306.625,0.502,39.136,136,,,,,,,,,,2172,7898,616058,140,15386,0.513,40.040,229
,,,,,,,2121,7713,601593,135,14306.625,0.539,42.050,135,,,,,,,,,,2352,8553,667113,135,14306.625,0.598,46.630,230
,,,,,,,2076,7549,588829,135,14306.625,0.528,41.158,184,,,,,,,,,,2238,8138,634778,140,15386,0.529,41.257,182
,,,,,,,2058,7484,583724,140,15386,0.486,37.939,171,,,,,,,,,,2457,8935,696895,135,14306.625,0.625,48.711,178
,,,0.49,98,0.49,0.275,1805,6564,643236,130,13266.5,0.495,48.486,240,,,,,,0.49,98,0.49,0.275,2006,7295,714865,135,14306.625,0.510,49.967,283
,,,,,,,1852,6735,659985,135,14306.625,0.471,46.131,168,,,,,,,,,,2081,7567,741593,135,14306.625,0.529,51.836,219
,,,,,,,1847,6716,658204,130,13266.5,0.506,49.614,147,,,,,,,,,,2022,7353,720567,135,14306.625,0.514,50.366,343
,,,,,,,1886,6858,672102,135,14306.625,0.479,46.978,136,,,,,,,,,,2112,7680,752640,135,14306.625,0.537,52.608,178
,,,,,,,1880,6836,669964,135,14306.625,0.478,46.829,163,,,,,,,,,,2134,7760,760480,135,14306.625,0.542,53.156,181
,,,,,,,1964,7142,699898,130,13266.5,0.538,52.757,183,,,,,,,,,,2277,8280,811440,135,14306.625,0.579,56.718,205
,,300,0.35,105,0.35,0.093,628,6760,709795,130,13266.5,0.510,53.503,262,,,,,300,0.35,105,0.35,0.093,692,7449,782131,135,14306.625,0.521,54.669,266
,,,,,,,651,7008,735791,130,13266.5,0.528,55.462,182,,,,,,,,,,702,7557,793434,140,15386,0.491,51.569,247
,,,,,,,642,6911,725619,130,13266.5,0.521,54.696,89,,,,,,,,,,715,7696,808127,135,14306.625,0.538,56.486,154
,,,,,,,683,7352,771959,135,14306.625,0.514,53.958,182,,,,,,,,,,708,7621,800215,135,14306.625,0.533,55.933,174
,,,,,,,655,7051,740312,135,14306.625,0.493,51.746,173,,,,,,,,,,722,7772,816039,135,14306.625,0.543,57.039,167
,,,,,,,662,7126,748224,130,13266.5,0.537,56.399,173,,,,,,,,,,751,8084,848816,135,14306.625,0.565,59.330,156
,,,0.47,141,0.47,0.093,441,4747,669333,135,14306.625,0.332,46.785,251,,,,,,0.47,141,0.47,0.093,530,5705,804413,140,15386,0.371,52.282,221
,,,,,,,477,5135,723972,135,14306.625,0.359,50.604,199,,,,,,,,,,535,5759,812002,135,14306.625,0.403,56.757,297
,,,,,,,456,4909,692099,135,14306.625,0.343,48.376,182,,,,,,,,,,510,5490,774058,140,15386,0.357,50.309,232
,,,,,,,493,5307,748256,135,14306.625,0.371,52.301,181,,,,,,,,,,534,5748,810484,135,14306.625,0.402,56.651,183
,,,,,,,476,5124,722454,135,14306.625,0.358,50.498,165,,,,,,,,,,523,5630,793789,140,15386,0.366,51.592,149
,,,,,,,496,5339,752809,135,14306.625,0.373,52.620,205,,,,,,,,,,531,5716,805931,140,15386,0.371,52.381,153
5,α2-6 SiaLac,150,0.29,44,0.29,0.063,1814,28794,1252524,140,15386,1.871,81.407,210,,,5,α2-6 SiaLac,150,0.29,44,0.29,0.063,1896,30095,1309143,145,16504.625,1.823,79.320,224
,,,,,,,1849,29349,1276690,140,15386,1.908,82.977,210,,,,,,,,,,1945,30873,1342976,140,15386,2.007,87.286,153
,,,,,,,1813,28778,1251833,140,15386,1.870,81.362,192,,,,,,,,,,1885,29921,1301548,145,16504.625,1.813,78.860,118
,,,,,,,1901,30175,1312595,140,15386,1.961,85.311,195,,,,,,,,,,1938,30762,1338143,145,16504.625,1.864,81.077,139
,,,,,,,1871,29698,1291881,140,15386,1.930,83.965,197,,,,,,,,,,1969,31254,1359548,145,16504.625,1.894,82.374,133
,,,,,,,1827,29000,1261500,140,15386,1.885,81.990,183,,,,,,,,,,1975,31349,1363690,145,16504.625,1.899,82.625,103
,,,0.40,60,0.40,0.063,1221,19381,1162857,130,13266.5,1.461,87.654,119,,,,,,0.40,60,0.40,0.063,1353,21476,1288571,130,13266.5,1.619,97.130,139
,,,,,,,1265,20079,1204762,130,13266.5,1.514,90.812,156,,,,,,,,,,1436,22794,1367619,135,14306.625,1.593,95.593,173
,,,,,,,1193,18937,1136190,135,14306.625,1.324,79.417,177,,,,,,,,,,1403,22270,1336190,130,13266.5,1.679,100.719,163
,,,,,,,1309,20778,1246667,130,13266.5,1.566,93.971,173,,,,,,,,,,1497,23762,1425714,130,13266.5,1.791,107.467,149
,,,,,,,1262,20032,1201905,135,14306.625,1.400,84.010,188,,,,,,,,,,1453,23063,1383810,135,14306.625,1.612,96.725,147
,,,,,,,1311,20810,1248571,135,14306.625,1.455,87.272,151,,,,,,,,,,1433,22746,1364762,130,13266.5,1.715,102.873,115
,,200,0.39,78,0.39,0.275,8602,31280,2439840,135,14306.625,2.186,170.539,223,,,,,200,0.39,78,0.39,0.275,8887,32316,2520676,140,15386,2.100,163.829,168
,,,,,,,9025,32818,2559818,135,14306.625,2.294,178.925,241,,,,,,,,,,9184,33396,2604916,140,15386,2.171,169.304,187
,,,,,,,8719,31705,2473025,135,14306.625,2.216,172.859,212,,,,,,,,,,8989,32687,2549607,140,15386,2.124,165.710,152
,,,,,,,9272,33716,2629876,135,14306.625,2.357,183.822,230,,,,,,,,,,9312,33862,2641222,140,15386,2.201,171.664,186
,,,,,,,8965,32600,2542800,135,14306.625,2.279,177.736,244,,,,,,,,,,9157,33298,2597258,140,15386,2.164,168.807,163
,,,,,,,8986,32676,2548756,135,14306.625,2.284,178.152,220,,,,,,,,,,9225,33545,2616545,140,15386,2.180,170.060,145
,,,0.49,98,0.49,0.275,6780,24655,2416145,130,13266.5,1.858,182.124,219,,,,,,0.49,98,0.49,0.275,8176,29731,2913629,135,14306.625,2.078,203.656,191
,,,,,,,7063,25684,2516996,130,13266.5,1.936,189.726,211,,,,,,,,,,8427,30644,3003076,140,15386,1.992,195.182,182
,,,,,,,6875,25000,2450000,135,14306.625,1.747,171.249,205,,,,,,,,,,8414,30596,2998444,140,15386,1.989,194.881,182
,,,,,,,6875,25000,2450000,135,14306.625,1.747,171.249,196,,,,,,,,,,8478,30829,3021251,140,15386,2.004,196.364,187
,,,,,,,6898,25084,2458196,135,14306.625,1.753,171.822,207,,,,,,,,,,8520,30982,3036218,140,15386,2.014,197.336,161
,,,,,,,7273,26447,2591833,135,14306.625,1.849,181.163,229,,,,,,,,,,8632,31389,3076131,140,15386,2.040,199.931,170
,,300,0.35,105,0.35,0.093,3153,33940,3563671,130,13266.5,2.558,268.622,201,,,,,300,0.35,105,0.35,0.093,3417,36781,3862056,135,14306.625,2.571,269.949,127
,,,,,,,3261,35102,3685737,135,14306.625,2.454,257.625,228,,,,,,,,,,3414,36749,3858665,135,14306.625,2.569,269.712,138
,,,,,,,3310,35630,3741119,135,14306.625,2.490,261.496,214,,,,,,,,,,3474,37395,3926480,135,14306.625,2.614,274.452,129
,,,,,,,3272,35221,3698170,135,14306.625,2.462,258.494,201,,,,,,,,,,3536,38062,3996555,135,14306.625,2.660,279.350,134
,,,,,,,3335,35899,3769376,135,14306.625,2.509,263.471,222,,,,,,,,,,3523,37922,3981862,135,14306.625,2.651,278.323,113
,,,,,,,3239,34865,3660872,135,14306.625,2.437,255.886,204,,,,,,,,,,3410,36706,3854144,135,14306.625,2.566,269.396,115
,,,0.47,141,0.47,0.093,2559,27546,3883950,130,13266.5,2.076,292.764,230,,,,,,0.47,141,0.47,0.093,2810,30248,4264909,135,14306.625,2.114,298.107,148
,,,,,,,2528,27212,3836900,135,14306.625,1.902,268.190,227,,,,,,,,,,2883,31033,4375705,135,14306.625,2.169,305.852,164
,,,,,,,2609,28084,3959839,130,13266.5,2.117,298.484,242,,,,,,,,,,2798,30118,4246695,135,14306.625,2.105,296.834,159
,,,,,,,2646,28482,4015996,135,14306.625,1.991,280.709,287,,,,,,,,,,2874,30936,4362045,135,14306.625,2.162,304.897,139
,,,,,,,2703,29096,4102508,130,13266.5,2.193,309.238,205,,,,,,,,,,2865,30840,4348385,135,14306.625,2.156,303.942,135
,,,,,,,2809,30237,4263391,135,14306.625,2.113,298.001,216,,,,,,,,,,3028,32594,4595780,135,14306.625,2.278,321.234,152
10,α2-6 SiaLac,150,0.29,44,0.29,0.063,3572,56698,2494730,135,14306.625,3.963,174.376,203,,,10,α2-6 SiaLac,150,0.29,44,0.29,0.063,3535,56111,2468889,140,15386,3.647,160.463,81
,,,,,,,3618,57429,2526857,140,15386,3.733,164.231,244,,,,,,,,,,3745,59444,2615556,140,15386,3.864,169.996,85
,,,,,,,3534,56095,2468190,140,15386,3.646,160.418,234,,,,,,,,,,3584,56889,2503111,140,15386,3.697,162.688,105
,,,,,,,3792,60190,2648381,135,14306.625,4.207,185.116,240,,,,,,,,,,3875,61508,2706349,140,15386,3.998,175.897,106
,,,,,,,3640,57778,2542222,135,14306.625,4.039,177.695,227,,,,,,,,,,3679,58397,2569460,140,15386,3.795,167.000,116
,,,,,,,3721,59063,2598794,135,14306.625,4.128,181.650,222,,,,,,,,,,3839,60937,2681206,140,15386,3.961,174.263,127
,,,0.40,60,0.40,0.063,1841,29222,1753333,135,14306.625,2.043,122.554,170,,,,,,0.40,60,0.40,0.063,1945,30873,1852381,135,14306.625,2.158,129.477,117
,,,,,,,1870,29683,1780952,130,13266.5,2.237,134.244,160,,,,,,,,,,1993,31635,1898095,135,14306.625,2.211,132.672,116
,,,,,,,1847,29317,1759048,135,14306.625,2.049,122.953,165,,,,,,,,,,1970,31270,1876190,135,14306.625,2.186,131.141,107
,,,,,,,1992,31619,1897143,130,13266.5,2.383,143.003,175,,,,,,,,,,2099,33317,1999048,135,14306.625,2.329,139.729,91
,,,,,,,1886,29937,1796190,135,14306.625,2.092,125.550,160,,,,,,,,,,1967,31222,1873333,140,15386,2.029,121.756,120
,,,,,,,1875,29762,1785714,130,13266.5,2.243,134.603,174,,,,,,,,,,2067,32810,1968571,135,14306.625,2.293,137.599,122
,,200,0.39,78,0.39,0.275,17789,64687,5045607,140,15386,4.204,327.935,268,,,,,200,0.39,78,0.39,0.275,18537,67407,5257767,140,15386,4.381,341.724,143
,,,,,,,18269,66433,5181753,140,15386,4.318,336.784,313,,,,,,,,,,19081,69385,5412065,145,16504.625,4.204,327.912,154
,,,,,,,14812,53862,4201222,155,18859.625,2.856,222.763,245,,,,,,,,,,18371,66804,5210684,140,15386,4.342,338.664,157
,,,,,,,15448,56175,4381615,155,18859.625,2.979,232.328,269,,,,,,,,,,19293,70156,5472196,140,15386,4.560,355.661,160
,,,,,,,17988,65411,5102051,140,15386,4.251,331.603,266,,,,,,,,,,19016,69149,5393629,140,15386,4.494,350.554,160
,,,,,,,18986,69040,5385120,135,14306.625,4.826,376.407,325,,,,,,,,,,19411,70585,5505665,140,15386,4.588,357.836,262
,,,0.49,98,0.49,0.275,13362,48589,4761731,135,14306.625,3.396,332.834,267,,,,,,0.49,98,0.49,0.275,12705,46200,4527600,150,17662.5,2.616,256.340,195
,,,,,,,13445,48891,4791309,130,13266.5,3.685,361.158,249,,,,,,,,,,13118,47702,4674778,155,18859.625,2.529,247.872,171
,,,,,,,11707,42571,4171949,145,16504.625,2.579,252.775,261,,,,,,,,,,12378,45011,4411069,155,18859.625,2.387,233.890,177
,,,,,,,11205,40745,3993055,150,17662.5,2.307,226.075,259,,,,,,,,,,13023,47356,4640924,155,18859.625,2.511,246.077,197
,,,,,,,13740,49964,4896436,135,14306.625,3.492,342.250,286,,,,,,,,,,13594,49433,4844407,155,18859.625,2.621,256.867,213
,,,,,,,13600,49455,4846545,130,13266.5,3.728,365.322,356,,,,,,,,,,16846,61258,6003302,135,14306.625,4.282,419.617,298
,,300,0.35,105,0.35,0.093,6851,73746,7743326,130,13266.5,5.559,583.675,182,,,,,300,0.35,105,0.35,0.093,6847,73703,7738805,135,14306.625,5.152,540.925,107
,,,,,,,6736,72508,7613348,130,13266.5,5.466,573.878,189,,,,,,,,,,6876,74015,7771582,135,14306.625,5.173,543.216,73
,,,,,,,6845,73681,7736545,130,13266.5,5.554,583.164,178,,,,,,,,,,6964,74962,7871044,135,14306.625,5.240,550.168,77
,,,,,,,6709,72217,7582831,135,14306.625,5.048,530.022,138,,,,,,,,,,6914,74424,7814532,135,14306.625,5.202,546.218,83
,,,,,,,6892,74187,7789666,130,13266.5,5.592,587.168,145,,,,,,,,,,7007,75425,7919645,135,14306.625,5.272,553.565,68
,,,,,,,6683,71938,7553445,130,13266.5,5.422,569.362,198,,,,,,,,,,7183,77320,8118568,135,14306.625,5.404,567.469,104
,,,0.47,141,0.47,0.093,6056,65188,9191561,140,15386,4.237,597.398,180,,,,,,0.47,141,0.47,0.093,6383,68708,9687869,135,14306.625,4.803,677.160,150
,,,,,,,6212,66868,9428332,140,15386,4.346,612.786,181,,,,,,,,,,6425,69160,9751615,140,15386,4.495,633.798,149
,,,,,,,6225,67008,9448062,140,15386,4.355,614.069,186,,,,,,,,,,6481,69763,9836609,140,15386,4.534,639.322,161
,,,,,,,6179,66512,9378245,140,15386,4.323,609.531,170,,,,,,,,,,6521,70194,9897320,140,15386,4.562,643.268,150
,,,,,,,6312,67944,9580108,140,15386,4.416,622.651,167,,,,,,,,,,6524,70226,9901873,140,15386,4.564,643.564,158
,,,,,,,5873,63219,8913811,145,16504.625,3.830,540.080,203,,,,,,,,,,6641,71485,10079451,140,15386,4.646,655.105,188
1,α2-3 SiaLac,150,0.34,51,0.34,0.063,417,6619,337571,130,13266.5,0.499,25.445,387,,,1,α2-3 SiaLac,150,0.34,51,0.34,0.063,434,6889,351333,135,14306.625,0.482,24.557,520
,,,,,,,509,8079,412048,140,15386,0.525,26.781,516,,,,,,,,,,442,7016,357810,135,14306.625,0.490,25.010,487
,,,,,,,439,6968,355381,130,13266.5,0.525,26.788,393,,,,,,,,,,441,7000,357000,135,14306.625,0.489,24.953,416
,,,,,,,542,8603,438762,120,11304,0.761,38.815,528,,,,,,,,,,457,7254,369952,135,14306.625,0.507,25.859,439
,,,,,,,450,7143,364286,130,13266.5,0.538,27.459,450,,,,,,,,,,450,7143,364286,135,14306.625,0.499,25.463,426
,,,,,,,526,8349,425810,130,13266.5,0.629,32.097,550,,,,,,,,,,483,7667,391000,135,14306.625,0.536,27.330,456
,,,0.58,87,0.58,0.063,275,4365,379762,130,13266.5,0.329,28.626,346,,,,,,0.58,87,0.58,0.063,510,8095,704286,100,7850,1.031,89.718,837
,,,,,,,294,4667,406000,135,14306.625,0.326,28.378,333,,,,,,,,,,572,9079,789905,95,7084.625,1.282,111.496,773
,,,,,,,287,4556,396333,130,13266.5,0.343,29.875,370,,,,,,,,,,522,8286,720857,100,7850,1.056,91.829,790
,,,,,,,313,4968,432238,135,14306.625,0.347,30.212,387,,,,,,,,,,531,8429,733286,100,7850,1.074,93.412,734
,,,,,,,285,4524,393571,135,14306.625,0.316,27.510,376,,,,,,,,,,517,8206,713952,95,7084.625,1.158,100.775,607
,,,,,,,314,4984,433619,130,13266.5,0.376,32.685,410,,,,,,,,,,576,9143,795429,100,7850,1.165,101.328,728
,,200,0.37,74,0.37,0.275,2362,8589,635593,135,14306.625,0.600,44.426,764,,,,,200,0.37,74,0.37,0.275,2587,9407,696138,135,14306.625,0.658,48.658,950
,,,,,,,2497,9080,671920,135,14306.625,0.635,46.966,840,,,,,,,,,,2698,9811,726007,135,14306.625,0.686,50.746,814
,,,,,,,2351,8549,632633,135,14306.625,0.598,44.220,862,,,,,,,,,,2604,9469,700713,135,14306.625,0.662,48.978,884
,,,,,,,2539,9233,683222,130,13266.5,0.696,51.500,845,,,,,,,,,,2695,9800,725200,135,14306.625,0.685,50.690,886
,,,,,,,2473,8993,665462,135,14306.625,0.629,46.514,828,,,,,,,,,,2632,9571,708247,130,13266.5,0.721,53.386,864
,,,,,,,2805,10200,754800,130,13266.5,0.769,56.895,834,,,,,,,,,,2766,10058,744305,130,13266.5,0.758,56.104,824
,,,0.52,104,0.52,0.275,1403,5102,530589,155,18859.625,0.271,28.134,785,,,,,,0.52,104,0.52,0.275,2022,7353,764684,130,13266.5,0.554,57.640,984
,,,,,,,1301,4731,492015,165,21371.625,0.221,23.022,882,,,,,,,,,,2071,7531,783215,135,14306.625,0.526,54.745,916
,,,,,,,1780,6473,673164,135,14306.625,0.452,47.053,832,,,,,,,,,,2062,7498,779811,135,14306.625,0.524,54.507,901
,,,,,,,1927,7007,728756,130,13266.5,0.528,54.932,860,,,,,,,,,,2123,7720,802880,135,14306.625,0.540,56.119,941
,,,,,,,1952,7098,738211,130,13266.5,0.535,55.645,808,,,,,,,,,,2091,7604,790778,135,14306.625,0.531,55.274,924
,,,,,,,2121,7713,802124,135,14306.625,0.539,56.067,788,,,,,,,,,,2222,8080,840320,135,14306.625,0.565,58.736,887
,,300,0.36,108,0.36,0.093,705,7589,819591,135,14306.625,0.530,57.288,823,,,,,300,0.36,108,0.36,0.093,780,8396,906781,135,14306.625,0.587,63.382,821
,,,,,,,435,4682,505705,180,25434,0.184,19.883,806,,,,,,,,,,794,8547,923057,135,14306.625,0.597,64.520,819
,,,,,,,728,7836,846329,150,17662.5,0.444,47.917,778,,,,,,,,,,798,8590,927707,135,14306.625,0.600,64.845,785
,,,,,,,773,8321,898644,140,15386,0.541,58.407,788,,,,,,,,,,794,8547,923057,140,15386,0.555,59.993,838
,,,,,,,804,8654,934682,140,15386,0.562,60.749,736,,,,,,,,,,791,8515,919569,140,15386,0.553,59.767,849
,,,,,,,774,8332,899806,150,17662.5,0.472,50.944,801,,,,,,,,,,795,8558,924220,135,14306.625,0.598,64.601,797
,,,0.46,138,0.46,0.093,698,7513,1036857,135,14306.625,0.525,72.474,797,,,,,,0.46,138,0.46,0.093,855,9203,1270075,135,14306.625,0.643,88.775,977
,,,,,,,729,7847,1082906,135,14306.625,0.548,75.693,831,,,,,,,,,,922,9925,1369602,135,14306.625,0.694,95.732,800
,,,,,,,740,7966,1099247,135,14306.625,0.557,76.835,759,,,,,,,,,,892,9602,1325038,135,14306.625,0.671,92.617,856
,,,,,,,762,8202,1131927,130,13266.5,0.618,85.322,716,,,,,,,,,,929,10000,1380000,140,15386,0.650,89.692,821
,,,,,,,759,8170,1127470,135,14306.625,0.571,78.808,742,,,,,,,,,,893,9612,1326523,140,15386,0.625,86.216,906
,,,,,,,759,8170,1127470,140,15386,0.531,73.279,722,,,,,,,,,,926,9968,1375544,135,14306.625,0.697,96.147,818
5,α2-3 SiaLac,150,0.34,51,0.34,0.063,2083,33063,1686238,135,14306.625,2.311,117.864,854,,,5,α2-3 SiaLac,150,0.34,51,0.34,0.063,2222,35270,1798762,135,14306.625,2.465,125.729,733
,,,,,,,2149,34111,1739667,135,14306.625,2.384,121.599,894,,,,,,,,,,2264,35937,1832762,135,14306.625,2.512,128.106,724
,,,,,,,2073,32905,1678143,135,14306.625,2.300,117.298,816,,,,,,,,,,2224,35302,1800381,135,14306.625,2.467,125.842,702
,,,,,,,2171,34460,1757476,135,14306.625,2.409,122.844,781,,,,,,,,,,2320,36825,1878095,140,15386,2.393,122.065,681
,,,,,,,2155,34206,1744524,135,14306.625,2.391,121.938,757,,,,,,,,,,2281,36206,1846524,135,14306.625,2.531,129.068,644
,,,,,,,2262,35905,1831143,130,13266.5,2.706,138.028,739,,,,,,,,,,2406,38190,1947714,135,14306.625,2.669,136.141,644
,,,0.58,87,0.58,0.063,1271,20175,1755190,130,13266.5,1.521,132.302,9999*,,,,,,0.58,87,0.58,0.063,1374,21810,1897429,135,14306.625,1.524,132.626,869
,,,,,,,1407,22333,1943000,130,13266.5,1.683,146.459,972,,,,,,,,,,1472,23365,2032762,135,14306.625,1.633,142.085,829
,,,,,,,1326,21048,1831143,130,13266.5,1.587,138.028,936,,,,,,,,,,1413,22429,1951286,135,14306.625,1.568,136.390,784
,,,,,,,1395,22143,1926429,130,13266.5,1.669,145.210,857,,,,,,,,,,1533,24333,2117000,140,15386,1.582,137.593,752
,,,,,,,1458,23143,2013429,125,12265.625,1.887,164.152,892,,,,,,,,,,1515,24048,2092143,135,14306.625,1.681,146.236,778
,,,,,,,1654,26254,2284095,125,12265.625,2.140,186.219,822,,,,,,,,,,1755,27857,2423571,135,14306.625,1.947,169.402,712
,,200,0.37,74,0.37,0.275,9583,34847,2578698,135,14306.625,2.436,180.245,610,,,,,200,0.37,74,0.37,0.275,9863,35865,2654044,135,14306.625,2.507,185.512,655
,,,,,,,10439,37960,2809040,135,14306.625,2.653,196.345,567,,,,,,,,,,10152,36916,2731811,140,15386,2.399,177.552,592
,,,,,,,9665,35145,2600764,135,14306.625,2.457,181.787,556,,,,,,,,,,9956,36204,2679069,135,14306.625,2.531,187.261,588
,,,,,,,10315,37509,2775673,135,14306.625,2.622,194.013,550,,,,,,,,,,10136,36858,2727505,140,15386,2.396,177.272,530
,,,,,,,9992,36335,2688756,135,14306.625,2.540,187.938,569,,,,,,,,,,10140,36873,2728582,135,14306.625,2.577,190.722,529
,,,,,,,10544,38342,2837295,135,14306.625,2.680,198.320,568,,,,,,,,,,10712,38953,2882502,135,14306.625,2.723,201.480,548
,,,0.52,104,0.52,0.275,7048,25629,2665425,135,14306.625,1.791,186.307,569,,,,,,0.52,104,0.52,0.275,8349,30360,3157440,135,14306.625,2.122,220.698,591
,,,,,,,7351,26731,2780015,130,13266.5,2.015,209.551,498,,,,,,,,,,8636,31404,3265978,135,14306.625,2.195,228.284,572
,,,,,,,7446,27076,2815942,135,14306.625,1.893,196.828,494,,,,,,,,,,8364,30415,3163113,135,14306.625,2.126,221.094,530
,,,,,,,7544,27433,2853004,130,13266.5,2.068,215.053,495,,,,,,,,,,8670,31527,3278836,135,14306.625,2.204,229.183,511
,,,,,,,6433,23393,2432844,145,16504.625,1.417,147.404,545,,,,,,,,,,8682,31571,3283375,135,14306.625,2.207,229.500,528
,,,,,,,7040,25600,2662400,155,18859.625,1.357,141.169,501,,,,,,,,,,9253,33647,3499316,135,14306.625,2.352,244.594,522
,,300,0.36,108,0.36,0.093,3652,39311,4245597,145,16504.625,2.382,257.237,600,,,,,300,0.36,108,0.36,0.093,3636,39139,4226997,150,17662.5,2.216,239.320,561
,,,,,,,3635,39128,4225834,145,16504.625,2.371,256.039,604,,,,,,,,,,3695,39774,4295587,150,17662.5,2.252,243.204,527
,,,,,,,3633,39107,4223509,145,16504.625,2.369,255.899,580,,,,,,,,,,3725,40097,4330463,150,17662.5,2.270,245.178,531
,,,,,,,3535,38052,4109580,145,16504.625,2.306,248.996,565,,,,,,,,,,3712,39957,4315350,150,17662.5,2.262,244.323,533
,,,,,,,3171,34133,3686416,155,18859.625,1.810,195.466,600,,,,,,,,,,3892,41895,4524607,145,16504.625,2.538,274.142,527
,,,,,,,3065,32992,3563186,185,26866.625,1.228,132.625,603,,,,,,,,,,3859,41539,4486243,145,16504.625,2.517,271.817,568
,,,0.46,138,0.46,0.093,2746,29559,4079096,125,12265.625,2.410,332.563,554,,,,,,0.46,138,0.46,0.093,3111,33488,4621292,130,13266.5,2.524,348.343,496
,,,,,,,2786,29989,4138515,125,12265.625,2.445,337.408,537,,,,,,,,,,3126,33649,4643574,130,13266.5,2.536,350.023,470
,,,,,,,2120,22820,3149193,130,13266.5,1.720,237.379,606,,,,,,,,,,3135,33746,4656943,130,13266.5,2.544,351.030,435
,,,,,,,2904,31259,4313800,125,12265.625,2.549,351.698,550,,,,,,,,,,3236,34833,4806975,130,13266.5,2.626,362.339,430
,,,,,,,2925,31485,4344995,125,12265.625,2.567,354.242,528,,,,,,,,,,3211,34564,4769839,130,13266.5,2.605,359.540,500
,,,,,,,2996,32250,4450463,125,12265.625,2.629,362.840,503,,,,,,,,,,3317,35705,4927298,130,13266.5,2.691,371.409,471
10,α2-3 SiaLac,150,0.34,51,0.34,0.063,3727,59159,3017095,135,14306.625,4.135,210.888,698,,,10,α2-3 SiaLac,150,0.34,51,0.34,0.063,3849,61095,3115857,135,14306.625,4.270,217.791,665
,,,,,,,3835,60873,3104524,135,14306.625,4.255,216.999,668,,,,,,,,,,3950,62698,3197619,135,14306.625,4.382,223.506,658
,,,,,,,3655,58016,2958810,135,14306.625,4.055,206.814,680,,,,,,,,,,3861,61286,3125571,135,14306.625,4.284,218.470,663
,,,,,,,3905,61984,3161190,135,14306.625,4.333,220.960,714,,,,,,,,,,3991,63349,3230810,140,15386,4.117,209.984,672
