CF H1N1 binding to TL-VI-25-3,,,,,,,,,,,,,,,,,CF H1N1 binding to TL-VI-25-3,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Block 1,,,,,,,,,,,,,,,,,Block 9,,
µM PRINTED POLYMER,GLYCAN,DP,LIGATION EFF,VALENCY, GLYCAN SPACING ON POLYMER,Polymer labeling eff,Polymer Signal ,Polymer per spot ,Glycan per spot,Spot diameter ,Spot area,POLYMER SPACING ,GLYCAN DENSITY,MEAN VIRAL FLUORESCENCE ,,,µM PRINTED POLYMER,GLYCAN,DP,LIGATION EFF,VALENCY, GLYCAN SPACING ON POLYMER,Polymer labeling eff,Polymer Signal ,Polymer per spot ,Glycan per spot,Spot diameter ,Spot area,POLYMER SPACING ,GLYCAN DENSITY,MEAN VIRAL FLUORESCENCE
,,,,,,,310,4921,295238,135,14306.625,0.344,20.636,65,,,,,,,,,,359,5698,341905,140,15386,0.370,22.222,148
,,200,0.39,78,0.39,0.275,1766,6422,500902,135,14306.625,0.449,35.012,131,,,,,200,0.39,78,0.39,0.275,1887,6862,535222,140,15386,0.446,34.786,264
,,,,,,,1737,6316,492676,140,15386,0.411,32.021,117,,,,,,,,,,1875,6818,531818,140,15386,0.443,34.565,266
,,,,,,,1788,6502,507142,140,15386,0.423,32.961,91,,,,,,,,,,1942,7062,550822,140,15386,0.459,35.800,316
,,,,,,,1814,6596,514516,135,14306.625,0.461,35.964,140,,,,,,,,,,1937,7044,549404,140,15386,0.458,35.708,322
,,,,,,,1853,6738,525578,135,14306.625,0.471,36.737,131,,,,,,,,,,1957,7116,555076,145,16504.625,0.431,33.632,368
,,,,,,,1785,6491,506291,140,15386,0.422,32.906,136,,,,,,,,,,1944,7069,551389,140,15386,0.459,35.837,424
,,,0.49,98,0.49,0.275,1645,5982,586218,135,14306.625,0.418,40.975,149,,,,,,0.49,98,0.49,0.275,1788,6502,637178,140,15386,0.423,41.413,283
,,,,,,,1649,5996,587644,140,15386,0.390,38.193,149,,,,,,,,,,1815,6600,646800,140,15386,0.429,42.038,359
,,,,,,,1706,6204,607956,135,14306.625,0.434,42.495,164,,,,,,,,,,1863,6775,663905,140,15386,0.440,43.150,492
,,,,,,,1687,6135,601185,135,14306.625,0.429,42.021,184,,,,,,,,,,1861,6767,663193,140,15386,0.440,43.104,743
,,,,,,,1770,6436,630764,140,15386,0.418,40.996,182,,,,,,,,,,1940,7055,691345,140,15386,0.459,44.933,528
,,,,,,,1665,6055,593345,140,15386,0.394,38.564,176,,,,,,,,,,1792,6516,638604,140,15386,0.424,41.506,404
,,300,0.35,105,0.35,0.093,624,6717,705274,135,14306.625,0.469,49.297,194,,,,,300,0.35,105,0.35,0.093,707,7610,799085,135,14306.625,0.532,55.854,490
,,,,,,,626,6738,707535,135,14306.625,0.471,49.455,235,,,,,,,,,,701,7546,792304,140,15386,0.490,51.495,663
,,,,,,,623,6706,704144,135,14306.625,0.469,49.218,222,,,,,,,,,,740,7966,836383,140,15386,0.518,54.360,1018
,,,,,,,618,6652,698493,135,14306.625,0.465,48.823,233,,,,,,,,,,717,7718,810388,140,15386,0.502,52.670,771
,,,,,,,630,6781,712056,135,14306.625,0.474,49.771,231,,,,,,,,,,728,7836,822820,140,15386,0.509,53.479,659
,,,,,,,608,6545,687191,135,14306.625,0.457,48.033,238,,,,,,,,,,642,6911,725619,140,15386,0.449,47.161,588
,,,0.47,141,0.47,0.093,470,5059,713348,135,14306.625,0.354,49.861,235,,,,,,0.47,141,0.47,0.093,509,5479,772540,135,14306.625,0.383,53.999,622
,,,,,,,469,5048,711830,140,15386,0.328,46.265,252,,,,,,,,,,485,5221,736114,140,15386,0.339,47.843,968
,,,,,,,464,4995,704241,140,15386,0.325,45.772,237,,,,,,,,,,493,5307,748256,135,14306.625,0.371,52.301,971
,,,,,,,463,4984,702723,135,14306.625,0.348,49.119,253,,,,,,,,,,485,5221,736114,140,15386,0.339,47.843,723
,,,,,,,537,5780,815038,135,14306.625,0.404,56.969,248,,,,,,,,,,486,5231,737632,140,15386,0.340,47.942,600
,,,,,,,468,5038,710312,140,15386,0.327,46.166,236,,,,,,,,,,475,5113,720936,140,15386,0.332,46.857,561
5,α2-6 SiaLac,150,0.29,44,0.29,0.063,1746,27714,1205571,140,15386,1.801,78.355,262,,,5,α2-6 SiaLac,150,0.29,44,0.29,0.063,1788,28381,1234571,145,16504.625,1.720,74.802,565
,,,,,,,1732,27492,1195905,140,15386,1.787,77.727,257,,,,,,,,,,1804,28635,1245619,145,16504.625,1.735,75.471,559
,,,,,,,1708,27111,1179333,145,16504.625,1.643,71.455,308,,,,,,,,,,1676,26603,1157238,150,17662.5,1.506,65.519,539
,,,,,,,1666,26444,1150333,140,15386,1.719,74.765,285,,,,,,,,,,1833,29095,1265643,145,16504.625,1.763,76.684,616
,,,,,,,1663,26397,1148262,145,16504.625,1.599,69.572,251,,,,,,,,,,1849,29349,1276690,150,17662.5,1.662,72.283,589
,,,,,,,1677,26619,1157929,145,16504.625,1.613,70.158,252,,,,,,,,,,1812,28762,1251143,145,16504.625,1.743,75.806,624
,,,0.40,60,0.40,0.063,1391,22079,1324762,130,13266.5,1.664,99.858,167,,,,,,0.40,60,0.40,0.063,1440,22857,1371429,135,14306.625,1.598,95.860,290
,,,,,,,1380,21905,1314286,130,13266.5,1.651,99.068,162,,,,,,,,,,1469,23317,1399048,140,15386,1.515,90.930,333
,,,,,,,1366,21683,1300952,130,13266.5,1.634,98.063,191,,,,,,,,,,1509,23952,1437143,140,15386,1.557,93.406,331
,,,,,,,1352,21460,1287619,130,13266.5,1.618,97.058,180,,,,,,,,,,1422,22571,1354286,140,15386,1.467,88.021,331
,,,,,,,1378,21873,1312381,130,13266.5,1.649,98.924,270,,,,,,,,,,1459,23159,1389524,140,15386,1.505,90.311,327
,,,,,,,1316,20889,1253333,140,15386,1.358,81.459,252,,,,,,,,,,1387,22016,1320952,145,16504.625,1.334,80.035,344
,,200,0.39,78,0.39,0.275,8237,29953,2336313,140,15386,1.947,151.847,240,,,,,200,0.39,78,0.39,0.275,8563,31138,2428778,140,15386,2.024,157.856,680
,,,,,,,8160,29673,2314473,140,15386,1.929,150.427,257,,,,,,,,,,8549,31087,2424807,140,15386,2.020,157.598,691
,,,,,,,8097,29444,2296604,135,14306.625,2.058,160.527,308,,,,,,,,,,8404,30560,2383680,140,15386,1.986,154.925,675
,,,,,,,8130,29564,2305964,140,15386,1.921,149.874,336,,,,,,,,,,8324,30269,2360989,145,16504.625,1.834,143.050,662
,,,,,,,8200,29818,2325818,135,14306.625,2.084,162.569,296,,,,,,,,,,8488,30865,2407505,145,16504.625,1.870,145.869,750
,,,,,,,8363,30411,2372051,140,15386,1.977,154.169,311,,,,,,,,,,8582,31207,2434167,145,16504.625,1.891,147.484,653
,,,0.49,98,0.49,0.275,8146,29622,2902938,135,14306.625,2.070,202.909,327,,,,,,0.49,98,0.49,0.275,8592,31244,3061876,140,15386,2.031,199.004,686
,,,,,,,8252,30007,2940713,135,14306.625,2.097,205.549,359,,,,,,,,,,8636,31404,3077556,140,15386,2.041,200.023,677
,,,,,,,8513,30956,3033724,135,14306.625,2.164,212.050,314,,,,,,,,,,8780,31927,3128873,140,15386,2.075,203.358,698
,,,,,,,8366,30422,2981338,135,14306.625,2.126,208.389,365,,,,,,,,,,9243,33611,3293869,140,15386,2.185,214.082,766
,,,,,,,8790,31964,3132436,135,14306.625,2.234,218.950,371,,,,,,,,,,9914,36051,3532989,140,15386,2.343,229.624,874
,,,,,,,8621,31349,3072211,135,14306.625,2.191,214.740,408,,,,,,,,,,9101,33095,3243265,140,15386,2.151,210.793,878
,,300,0.35,105,0.35,0.093,2908,31302,3286760,135,14306.625,2.188,229.737,419,,,,,300,0.35,105,0.35,0.093,3271,35210,3697040,140,15386,2.288,240.286,882
,,,,,,,3045,32777,3441604,130,13266.5,2.471,259.421,430,,,,,,,,,,3490,37567,3944564,135,14306.625,2.626,275.716,970
,,,,,,,3073,33079,3473251,135,14306.625,2.312,242.772,402,,,,,,,,,,3375,36329,3814586,140,15386,2.361,247.926,873
,,,,,,,3002,32314,3393003,135,14306.625,2.259,237.163,381,,,,,,,,,,3223,34693,3642788,140,15386,2.255,236.760,939
,,,,,,,3042,32745,3438213,135,14306.625,2.289,240.323,383,,,,,,,,,,3627,39042,4099408,140,15386,2.538,266.438,1004
,,,,,,,2924,31475,3304844,140,15386,2.046,214.796,381,,,,,,,,,,3460,37244,3910657,140,15386,2.421,254.170,930
,,,0.47,141,0.47,0.093,2678,28827,4064564,135,14306.625,2.015,284.104,9999*,,,,,,0.47,141,0.47,0.093,2900,31216,4401507,135,14306.625,2.182,307.655,830
,,,,,,,2596,27944,3940108,135,14306.625,1.953,275.404,419,,,,,,,,,,2814,30291,4270980,135,14306.625,2.117,298.532,832
,,,,,,,2643,28450,4011442,135,14306.625,1.989,280.391,394,,,,,,,,,,2783,29957,4223929,140,15386,1.947,274.531,894
,,,,,,,2647,28493,4017513,135,14306.625,1.992,280.815,352,,,,,,,,,,2907,31292,4412131,135,14306.625,2.187,308.398,864
,,,,,,,2806,30205,4258837,135,14306.625,2.111,297.683,362,,,,,,,,,,3054,32874,4635242,135,14306.625,2.298,323.993,895
,,,,,,,2670,28741,4052422,140,15386,1.868,263.384,304,,,,,,,,,,2807,30215,4260355,135,14306.625,2.112,297.789,750
10,α2-6 SiaLac,150,0.29,44,0.29,0.063,3459,54905,2415810,135,14306.625,3.838,168.859,234,,,10,α2-6 SiaLac,150,0.29,44,0.29,0.063,3342,53048,2334095,145,16504.625,3.214,141.421,563
,,,,,,,3664,58159,2558984,140,15386,3.780,166.319,227,,,,,,,,,,3279,52048,2290095,145,16504.625,3.154,138.755,565
,,,,,,,3816,60571,2665143,135,14306.625,4.234,186.287,320,,,,,,,,,,3374,53556,2356444,145,16504.625,3.245,142.775,473
,,,,,,,3618,57429,2526857,140,15386,3.733,164.231,363,,,,,,,,,,3332,52889,2327111,145,16504.625,3.204,140.998,510
,,,,,,,3718,59016,2596698,135,14306.625,4.125,181.503,376,,,,,,,,,,3385,53730,2364127,145,16504.625,3.255,143.240,529
,,,,,,,3563,56556,2488444,140,15386,3.676,161.734,385,,,,,,,,,,3560,56508,2486349,140,15386,3.673,161.598,449
,,,0.40,60,0.40,0.063,2393,37984,2279048,135,14306.625,2.655,159.300,256,,,,,,0.40,60,0.40,0.063,2456,38984,2339048,140,15386,2.534,152.024,407
,,,,,,,2419,38397,2303810,130,13266.5,2.894,173.656,297,,,,,,,,,,2428,38540,2312381,140,15386,2.505,150.291,422
,,,,,,,2543,40365,2421905,135,14306.625,2.821,169.286,294,,,,,,,,,,2476,39302,2358095,140,15386,2.554,153.262,601
,,,,,,,2514,39905,2394286,135,14306.625,2.789,167.355,264,,,,,,,,,,2516,39937,2396190,145,16504.625,2.420,145.183,498
,,,,,,,2710,43016,2580952,130,13266.5,3.242,194.547,486,,,,,,,,,,2581,40968,2458095,140,15386,2.663,159.762,518
,,,,,,,2654,42127,2527619,135,14306.625,2.945,176.675,563,,,,,,,,,,2530,40159,2409524,140,15386,2.610,156.605,545
,,200,0.39,78,0.39,0.275,15984,58124,4533644,135,14306.625,4.063,316.891,496,,,,,200,0.39,78,0.39,0.275,16613,60411,4712051,145,16504.625,3.660,285.499,563
,,,,,,,16202,58916,4595476,140,15386,3.829,298.679,428,,,,,,,,,,16704,60742,4737862,145,16504.625,3.680,287.063,413
,,,,,,,16399,59633,4651353,135,14306.625,4.168,325.119,309,,,,,,,,,,16649,60542,4722262,140,15386,3.935,306.919,338
,,,,,,,16038,58320,4548960,140,15386,3.790,295.656,207,,,,,,,,,,16725,60818,4743818,145,16504.625,3.685,287.424,592
,,,,,,,16211,58949,4598029,140,15386,3.831,298.845,182,,,,,,,,,,17183,62484,4873724,140,15386,4.061,316.764,753
,,,,,,,11508,41847,3264087,150,17662.5,2.369,184.803,407,,,,,,,,,,13403,48738,3801578,145,16504.625,2.953,230.334,877
,,,0.49,98,0.49,0.275,15230,55382,5427418,135,14306.625,3.871,379.364,527,,,,,,0.49,98,0.49,0.275,15713,57138,5599542,140,15386,3.714,363.937,903
,,,,,,,14846,53985,5290575,135,14306.625,3.773,369.799,615,,,,,,,,,,15147,55080,5397840,140,15386,3.580,350.828,678
,,,,,,,14803,53829,5275251,135,14306.625,3.763,368.728,527,,,,,,,,,,16609,60396,5918844,140,15386,3.925,384.690,425
,,,,,,,9144,33251,3258589,165,21371.625,1.556,152.473,356,,,,,,,,,,16556,60204,5899956,135,14306.625,4.208,412.393,560
,,,,,,,10336,37585,3683375,150,17662.5,2.128,208.542,254,,,,,,,,,,16314,59324,5813716,145,16504.625,3.594,352.248,869
