



,,,,,,,,,,,,Block 8,,,,,,,,,,,,,,,,,Block 16,,
µM PRINTED POLYMER,GLYCAN,DP,LIGATION EFF,VALENCY, GLYCAN SPACING ON POLYMER,Polymer labeling eff,Polymer Signal ,Polymer per spot ,Glycan per spot,Spot diameter ,Spot area,POLYMER SPACING ,GLYCAN DENSITY,MEAN VIRAL FLUORESCENCE,,,µM PRINTED POLYMER,GLYCAN,DP,LIGATION EFF,VALENCY, GLYCAN SPACING ON POLYMER,Polymer labeling eff,Polymer Signal ,Polymer per spot ,Glycan per spot,Spot diameter ,Spot area,POLYMER SPACING ,GLYCAN DENSITY,MEAN VIRAL FLUORESCENCE
1,α2-6 SiaLac,150,0.41,62,2.44,0.276,90,326,20054,140,15386,0.021,1.303,1445*,,,1,α2-6 SiaLac,150,0.41,62,2.44,0.276,85,308,18940,140,15386,0.020,1.231,1078
,,,,,,,94,341,20946,145,16504.625,0.021,1.269,431,,,,,,,,,,76,275,16935,145,16504.625,0.017,1.026,953
,,,,,,,94,341,20946,140,15386,0.022,1.361,673,,,,,,,,,,82,297,18272,140,15386,0.019,1.188,959
,,,,,,,91,330,20277,140,15386,0.021,1.318,539,,,,,,,,,,74,268,16489,145,16504.625,0.016,0.999,721
,,,,,,,90,326,20054,140,15386,0.021,1.303,413,,,,,,,,,,78,283,17380,145,16504.625,0.017,1.053,538
,,,,,,,91,330,20277,140,15386,0.021,1.318,381,,,,,,,,,,79,286,17603,135,14306.625,0.020,1.230,503
,,200,0.55,110,1.82,0.408,251,615,67672,140,15386,0.040,4.398,1235*,,,,,200,0.55,110,1.82,0.408,238,583,64167,140,15386,0.038,4.170,810*
,,,,,,,261,640,70368,145,16504.625,0.039,4.264,538,,,,,,,,,,206,505,55539,145,16504.625,0.031,3.365,502
,,,,,,,262,642,70637,140,15386,0.042,4.591,388,,,,,,,,,,219,537,59044,140,15386,0.035,3.838,252
,,,,,,,250,613,67402,140,15386,0.040,4.381,224,,,,,,,,,,216,529,58235,140,15386,0.034,3.785,180
,,,,,,,252,618,67941,145,16504.625,0.037,4.116,477,,,,,,,,,,217,532,58505,145,16504.625,0.032,3.545,655
,,,,,,,235,576,63358,145,16504.625,0.035,3.839,470,,,,,,,,,,214,525,57696,140,15386,0.034,3.750,641
,,300,0.40,120,2.50,0.374,102,273,32727,145,16504.625,0.017,1.983,437,,,,,300,0.40,120,2.50,0.374,94,251,30160,150,17662.5,0.014,1.708,665
,,,,,,,102,273,32727,150,17662.5,0.015,1.853,540,,,,,,,,,,95,254,30481,145,16504.625,0.015,1.847,558
,,,,,,,102,273,32727,150,17662.5,0.015,1.853,496,,,,,,,,,,97,259,31123,145,16504.625,0.016,1.886,480
,,,,,,,101,270,32406,145,16504.625,0.016,1.963,110*,,,,,,,,,,94,251,30160,150,17662.5,0.014,1.708,617
,,,,,,,97,259,31123,150,17662.5,0.015,1.762,491,,,,,,,,,,98,262,31444,150,17662.5,0.015,1.780,682
,,,,,,,100,267,32086,145,16504.625,0.016,1.944,505,,,,,,,,,,97,259,31123,145,16504.625,0.016,1.886,565
5,α2-6 SiaLac,150,0.41,62,2.44,0.276,224,812,49913,145,16504.625,0.049,3.024,228,,,5,α2-6 SiaLac,150,0.41,62,2.44,0.276,211,764,47016,140,15386,0.050,3.056,484
,,,,,,,209,757,46571,140,15386,0.049,3.027,139,,,,,,,,,,200,725,44565,140,15386,0.047,2.896,534
,,,,,,,205,743,45679,145,16504.625,0.045,2.768,165,,,,,,,,,,194,703,43228,140,15386,0.046,2.810,547
,,,,,,,172,623,38326,150,17662.5,0.035,2.170,154,,,,,,,,,,190,688,42337,140,15386,0.045,2.752,535
,,,,,,,184,667,41000,145,16504.625,0.040,2.484,214,,,,,,,,,,183,663,40777,140,15386,0.043,2.650,192
,,,,,,,229,830,51027,135,14306.625,0.058,3.567,301,,,,,,,,,,172,623,38326,140,15386,0.041,2.491,115*
,,200,0.55,110,1.82,0.408,619,1517,166887,150,17662.5,0.086,9.449,1150,,,,,200,0.55,110,1.82,0.408,612,1500,165000,150,17662.5,0.085,9.342,913
,,,,,,,627,1537,169044,155,18859.625,0.081,8.963,931,,,,,,,,,,564,1382,152059,150,17662.5,0.078,8.609,925
,,,,,,,559,1370,150711,150,17662.5,0.078,8.533,864,,,,,,,,,,570,1397,153676,150,17662.5,0.079,8.701,924
,,,,,,,540,1324,145588,155,18859.625,0.070,7.720,793,,,,,,,,,,545,1336,146936,150,17662.5,0.076,8.319,886
,,,,,,,532,1304,143431,155,18859.625,0.069,7.605,849,,,,,,,,,,536,1314,144510,150,17662.5,0.074,8.182,832
,,,,,,,597,1463,160956,150,17662.5,0.083,9.113,930,,,,,,,,,,523,1282,141005,145,16504.625,0.078,8.543,1033
,,300,0.40,120,2.50,0.374,230,615,73797,150,17662.5,0.035,4.178,447,,,,,300,0.40,120,2.50,0.374,676,1807,216898,165,21371.625,0.085,10.149,806
,,,,,,,232,620,74439,150,17662.5,0.035,4.214,376,,,,,,,,,,233,623,74759,145,16504.625,0.038,4.530,624
,,,,,,,212,567,68021,155,18859.625,0.030,3.607,155,,,,,,,,,,225,602,72193,145,16504.625,0.036,4.374,266
,,,,,,,218,583,69947,155,18859.625,0.031,3.709,272,,,,,,,,,,207,553,66417,145,16504.625,0.034,4.024,548
,,,,,,,211,564,67701,150,17662.5,0.032,3.833,293,,,,,,,,,,206,551,66096,145,16504.625,0.033,4.005,279
,,,,,,,208,556,66738,150,17662.5,0.031,3.779,486,,,,,,,,,,197,527,63209,145,16504.625,0.032,3.830,660
10,α2-6 SiaLac,150,0.41,62,2.44,0.276,240,870,53913,135,14306.625,0.061,3.768,322,,,10,α2-6 SiaLac,150,0.41,62,2.44,0.276,158,572,35493,145,16504.625,0.035,2.150,654
,,,,,,,200,725,44928,135,14306.625,0.051,3.140,271,,,,,,,,,,197,714,44254,145,16504.625,0.043,2.681,749
,,,,,,,200,725,44928,135,14306.625,0.051,3.140,284,,,,,,,,,,189,685,42457,145,16504.625,0.041,2.572,454
,,,,,,,228,826,51217,135,14306.625,0.058,3.580,204,,,,,,,,,,197,714,44254,145,16504.625,0.043,2.681,454
,,,,,,,238,862,53464,135,14306.625,0.060,3.737,387,,,,,,,,,,174,630,39087,145,16504.625,0.038,2.368,413
,,,,,,,205,743,46051,150,17662.5,0.042,2.607,552,,,,,,,,,,147,533,33022,150,17662.5,0.030,1.870,25*
,,200,0.55,110,1.82,0.408,674,1652,181716,150,17662.5,0.094,10.288,977,,,,,200,0.55,110,1.82,0.408,612,1500,165000,150,17662.5,0.085,9.342,1225
,,,,,,,677,1659,182525,150,17662.5,0.094,10.334,1164,,,,,,,,,,587,1439,158260,150,17662.5,0.081,8.960,1021
,,,,,,,680,1667,183333,150,17662.5,0.094,10.380,1127,,,,,,,,,,544,1333,146667,150,17662.5,0.075,8.304,798
,,,,,,,689,1689,185760,145,16504.625,0.102,11.255,1105,,,,,,,,,,577,1414,155564,150,17662.5,0.080,8.808,724
,,,,,,,696,1706,187647,145,16504.625,0.103,11.369,1186,,,,,,,,,,557,1365,150172,155,18859.625,0.072,7.963,777
,,,,,,,672,1647,181176,145,16504.625,0.100,10.977,1235,,,,,,,,,,550,1348,148284,145,16504.625,0.082,8.984,941
,,300,0.40,120,2.50,0.374,310,829,99465,150,17662.5,0.047,5.631,431,,,,,300,0.40,120,2.50,0.374,301,805,96578,150,17662.5,0.046,5.468,401
,,,,,,,335,896,107487,150,17662.5,0.051,6.086,585,,,,,,,,,,285,762,91444,150,17662.5,0.043,5.177,432
,,,,,,,315,842,101070,150,17662.5,0.048,5.722,475,,,,,,,,,,291,778,93369,150,17662.5,0.044,5.286,622
,,,,,,,335,896,107487,145,16504.625,0.054,6.513,655,,,,,,,,,,270,722,86631,150,17662.5,0.041,4.905,193
,,,,,,,317,848,101711,145,16504.625,0.051,6.163,711,,,,,,,,,,265,709,85027,155,18859.625,0.038,4.508,305
,,,,,,,307,821,98503,145,16504.625,0.050,5.968,777,,,,,,,,,,274,733,87914,150,17662.5,0.041,4.977,508
1,α2-3 SiaLac,150,0.40,60,2.50,0.276,119,431,25870,150,17662.5,0.024,1.465,2180,,,1,α2-3 SiaLac,150,0.40,60,2.50,0.276,97,351,21087,150,17662.5,0.020,1.194,1525
,,,,,,,122,442,26522,150,17662.5,0.025,1.502,1003,,,,,,,,,,102,370,22174,150,17662.5,0.021,1.255,1254
,,,,,,,118,428,25652,150,17662.5,0.024,1.452,1110,,,,,,,,,,101,366,21957,145,16504.625,0.022,1.330,1060
,,,,,,,115,417,25000,150,17662.5,0.024,1.415,134*,,,,,,,,,,98,355,21304,145,16504.625,0.022,1.291,1365
,,,,,,,102,370,22174,150,17662.5,0.021,1.255,918,,,,,,,,,,97,351,21087,145,16504.625,0.021,1.278,1106
,,,,,,,95,344,20652,150,17662.5,0.019,1.169,1025,,,,,,,,,,100,362,21739,145,16504.625,0.022,1.317,1040
,,200,0.58,116,1.72,0.408,246,603,69941,140,15386,0.039,4.546,3138,,,,,200,0.58,116,1.72,0.408,222,544,63118,140,15386,0.035,4.102,1998
,,,,,,,244,598,69373,145,16504.625,0.036,4.203,2305,,,,,,,,,,225,551,63971,145,16504.625,0.033,3.876,1854
,,,,,,,251,615,71363,140,15386,0.040,4.638,2574,,,,,,,,,,221,542,62833,140,15386,0.035,4.084,1387
,,,,,,,248,608,70510,140,15386,0.040,4.583,2278,,,,,,,,,,221,542,62833,140,15386,0.035,4.084,1620
,,,,,,,235,576,66814,145,16504.625,0.035,4.048,1714,,,,,,,,,,215,527,61127,140,15386,0.034,3.973,1347
,,,,,,,241,591,68520,140,15386,0.038,4.453,1596,,,,,,,,,,196,480,55725,140,15386,0.031,3.622,1106
,,300,0.49,147,2.04,0.558,53,95,13962,135,14306.625,0.007,0.976,1636,,,,,300,0.49,147,2.04,0.558,50,90,13172,135,14306.625,0.006,0.921,1221
,,,,,,,55,99,14489,135,14306.625,0.007,1.013,850,,,,,,,,,,50,90,13172,135,14306.625,0.006,0.921,973
,,,,,,,54,97,14226,140,15386,0.006,0.925,967,,,,,,,,,,48,86,12645,135,14306.625,0.006,0.884,1010
,,,,,,,52,93,13699,140,15386,0.006,0.890,571,,,,,,,,,,47,84,12382,135,14306.625,0.006,0.865,914
,,,,,,,51,91,13435,140,15386,0.006,0.873,929,,,,,,,,,,48,86,12645,140,15386,0.006,0.822,829
,,,,,,,50,90,13172,135,14306.625,0.006,0.921,961,,,,,,,,,,49,88,12909,135,14306.625,0.006,0.902,867
5,α2-3 SiaLac,150,0.40,60,2.50,0.276,238,862,51739,150,17662.5,0.049,2.929,1728,,,5,α2-3 SiaLac,150,0.40,60,2.50,0.276,262,949,56957,150,17662.5,0.054,3.225,1477
,,,,,,,273,989,59348,150,17662.5,0.056,3.360,1780,,,,,,,,,,253,917,55000,145,16504.625,0.056,3.332,1209
,,,,,,,230,833,50000,150,17662.5,0.047,2.831,1436,,,,,,,,,,232,841,50435,150,17662.5,0.048,2.855,976
,,,,,,,262,949,56957,150,17662.5,0.054,3.225,1732,,,,,,,,,,239,866,51957,145,16504.625,0.052,3.148,837
,,,,,,,258,935,56087,150,17662.5,0.053,3.175,1893,,,,,,,,,,241,873,52391,145,16504.625,0.053,3.174,1247
,,,,,,,228,826,49565,145,16504.625,0.050,3.003,1720,,,,,,,,,,194,703,42174,145,16504.625,0.043,2.555,1325
,,200,0.58,116,1.72,0.408,486,1191,138176,140,15386,0.077,8.981,2913,,,,,200,0.58,116,1.72,0.408,469,1150,133343,140,15386,0.075,8.667,2336
,,,,,,,425,1042,120833,160,20096,0.052,6.013,2670,,,,,,,,,,455,1115,129363,145,16504.625,0.068,7.838,2021
,,,,,,,504,1235,143294,145,16504.625,0.075,8.682,2605,,,,,,,,,,462,1132,131353,140,15386,0.074,8.537,1914
,,,,,,,505,1238,143578,140,15386,0.080,9.332,2704,,,,,,,,,,435,1066,123676,145,16504.625,0.065,7.493,1502
,,,,,,,496,1216,141020,145,16504.625,0.074,8.544,2916,,,,,,,,,,449,1100,127657,145,16504.625,0.067,7.735,1350
,,,,,,,482,1181,137039,145,16504.625,0.072,8.303,2761,,,,,,,,,,419,1027,119127,145,16504.625,0.062,7.218,1278
,,300,0.49,147,2.04,0.558,171,306,45048,140,15386,0.020,2.928,1538,,,,,300,0.49,147,2.04,0.558,148,265,38989,135,14306.625,0.019,2.725,1197
,,,,,,,143,256,37672,135,14306.625,0.018,2.633,1250,,,,,,,,,,147,263,38726,135,14306.625,0.018,2.707,940
,,,,,,,149,267,39253,140,15386,0.017,2.551,1514,,,,,,,,,,148,265,38989,140,15386,0.017,2.534,945
,,,,,,,143,256,37672,135,14306.625,0.018,2.633,1290,,,,,,,,,,142,254,37409,135,14306.625,0.018,2.615,1061
,,,,,,,142,254,37409,135,14306.625,0.018,2.615,1073,,,,,,,,,,137,246,36091,140,15386,0.016,2.346,811
,,,,,,,144,258,37935,135,14306.625,0.018,2.652,1606,,,,,,,,,,148,265,38989,135,14306.625,0.019,2.725,1154
10,α2-3 SiaLac,150,0.40,60,2.50,0.276,267,967,58043,140,15386,0.063,3.772,2051,,,10,α2-3 SiaLac,150,0.40,60,2.50,0.276,235,851,51087,145,16504.625,0.052,3.095,1317
,,,,,,,271,982,58913,140,15386,0.064,3.829,2433,,,,,,,,,,240,870,52174,145,16504.625,0.053,3.161,1997
,,,,,,,266,964,57826,140,15386,0.063,3.758,2307,,,,,,,,,,230,833,50000,150,17662.5,0.047,2.831,2058
,,,,,,,235,851,51087,140,15386,0.055,3.320,2391,,,,,,,,,,220,797,47826,145,16504.625,0.048,2.898,1362
,,,,,,,280,1014,60870,140,15386,0.066,3.956,2558,,,,,,,,,,221,801,48043,145,16504.625,0.049,2.911,1245
,,,,,,,277,1004,60217,140,15386,0.065,3.914,3333,,,,,,,,,,221,801,48043,145,16504.625,0.049,2.911,1790
,,200,0.58,116,1.72,0.408,705,1728,200441,140,15386,0.112,13.028,3624,,,,,200,0.58,116,1.72,0.408,618,1515,175706,145,16504.625,0.092,10.646,2347
,,,,,,,699,1713,198735,140,15386,0.111,12.917,3983,,,,,,,,,,610,1495,173431,145,16504.625,0.091,10.508,2400
,,,,,,,696,1706,197882,140,15386,0.111,12.861,4114,,,,,,,,,,590,1446,167745,145,16504.625,0.088,10.164,2999
,,,,,,,695,1703,197598,140,15386,0.111,12.843,3941,,,,,,,,,,579,1419,164618,145,16504.625,0.086,9.974,2821
,,,,,,,689,1689,195892,140,15386,0.110,12.732,4260,,,,,,,,,,566,1387,160922,145,16504.625,0.084,9.750,2691
,,,,,,,703,1723,199873,135,14306.625,0.120,13.971,5092,,,,,,,,,,568,1392,161490,145,16504.625,0.084,9.785,2575
,,300,0.49,147,2.04,0.558,534,957,140677,290,66018.5,0.014,2.131,3157,,,,,300,0.49,147,2.04,0.558,1243,2228,327457,145,16504.625,0.135,19.840,4237
,,,,,,,575,1030,151478,275,59365.625,0.017,2.552,3287,,,,,,,,,,1155,2070,304274,145,16504.625,0.125,18.436,3739
