



,,,,,,,,,,,,Block 15,,,,,,,,,,,,,,,,,Block 7,,
,,,,,,,4154,65937,3362762,140,15386,4.285,218.560,-142,,,,,,,,,,3681,58429,2979857,135,14306.625,4.084,208.285,-186
,,,,,,,4409,69984,3569190,135,14306.625,4.892,249.478,-116,,,,,,,,,,3904,61968,3160381,140,15386,4.028,205.406,-262
,,,0.58,87,0.58,0.063,2826,44857,3902571,130,13266.5,3.381,294.167,-303,,,,,,0.58,87,0.58,0.063,2755,43730,3804524,130,13266.5,3.296,286.777,-243
,,,,,,,3002,47651,4145619,130,13266.5,3.592,312.488,-258,,,,,,,,,,2824,44825,3899810,130,13266.5,3.379,293.959,-150
,,,,,,,2942,46698,4062762,135,14306.625,3.264,283.978,-217,,,,,,,,,,2860,45397,3949524,130,13266.5,3.422,297.707,-254
,,,,,,,3121,49540,4309952,135,14306.625,3.463,301.256,-193,,,,,,,,,,2822,44794,3897048,130,13266.5,3.376,293.751,-288
,,,,,,,3112,49397,4297524,130,13266.5,3.723,323.938,-147,,,,,,,,,,2798,44413,3863905,130,13266.5,3.348,291.253,-241
,,,,,,,3730,59206,5150952,125,12265.625,4.827,419.950,-182,,,,,,,,,,3018,47905,4167714,130,13266.5,3.611,314.153,-301
,,200,0.37,74,0.37,0.275,20393,74156,5487571,135,14306.625,5.183,383.569,-192,,,,,200,0.37,74,0.37,0.275,13779,50105,3707804,165,21371.625,2.344,173.492,30
,,,,,,,20463,74411,5506407,135,14306.625,5.201,384.885,-62,,,,,,,,,,13153,47829,3539353,160,20096,2.380,176.122,-114
,,,,,,,20520,74618,5521745,130,13266.5,5.625,416.217,-138,,,,,,,,,,15713,57138,4228225,145,16504.625,3.462,256.184,-117
,,,,,,,20607,74935,5545156,135,14306.625,5.238,387.594,-80,,,,,,,,,,18719,68069,5037113,135,14306.625,4.758,352.083,-160
,,,,,,,21067,76607,5668938,135,14306.625,5.355,396.246,-31,,,,,,,,,,18955,68927,5100618,130,13266.5,5.196,384.474,-145
,,,,,,,21506,78204,5787069,130,13266.5,5.895,436.217,-184,,,,,,,,,,18867,68607,5076938,130,13266.5,5.171,382.689,-111
,,,0.52,104,0.52,0.275,15241,55422,5763869,150,17662.5,3.138,326.334,-138,,,,,,0.52,104,0.52,0.275,12410,45127,4693236,170,22686.5,1.989,206.874,272
,,,,,,,18186,66131,6877615,135,14306.625,4.622,480.729,-97,,,,,,,,,,12657,46025,4786647,165,21371.625,2.154,223.972,-108
,,,,,,,15420,56073,5831564,135,14306.625,3.919,407.613,-115,,,,,,,,,,12187,44316,4608902,170,22686.5,1.953,203.156,-140
,,,,,,,18423,66993,6967244,135,14306.625,4.683,486.994,-34,,,,,,,,,,12585,45764,4759418,175,24040.625,1.904,197.974,-115
,,,,,,,19516,70967,7380596,135,14306.625,4.960,515.887,-39,,,,,,,,,,13212,48044,4996538,165,21371.625,2.248,233.793,-118
,,,,,,,19307,70207,7301556,135,14306.625,4.907,510.362,-161,,,,,,,,,,12743,46338,4819171,170,22686.5,2.043,212.425,-179
,,300,0.36,108,0.36,0.093,7876,84779,9156168,150,17662.5,4.800,518.396,-15,,,,,300,0.36,108,0.36,0.093,7158,77051,8321464,150,17662.5,4.362,471.137,674
,,,,,,,7930,85361,9218945,150,17662.5,4.833,521.950,-33,,,,,,,,,,7114,76577,8270312,150,17662.5,4.336,468.241,273
,,,,,,,8060,86760,9370075,145,16504.625,5.257,567.724,-12,,,,,,,,,,7018,75544,8158708,155,18859.625,4.006,432.602,117
,,,,,,,8157,87804,9482842,150,17662.5,4.971,536.891,26,,,,,,,,,,7074,76146,8223811,150,17662.5,4.311,465.609,124
,,,,,,,8211,88385,9545619,145,16504.625,5.355,578.360,127,,,,,,,,,,7152,76986,8314489,150,17662.5,4.359,470.742,158
,,,,,,,8107,87266,9424715,150,17662.5,4.941,533.600,117,,,,,,,,,,7174,77223,8340065,150,17662.5,4.372,472.190,442
,,,0.46,138,0.46,0.093,6933,74629,10298751,140,15386,4.850,669.359,-388,,,,,,0.46,138,0.46,0.093,6509,70065,9668913,135,14306.625,4.897,675.835,-380
,,,,,,,6988,75221,10380452,140,15386,4.889,674.669,-62,,,,,,,,,,6477,69720,9621378,140,15386,4.531,625.333,-20
,,,,,,,7046,75845,10466609,145,16504.625,4.595,634.162,-14,,,,,,,,,,6606,71109,9813003,135,14306.625,4.970,685.906,-15
,,,,,,,7132,76771,10594360,140,15386,4.990,688.571,-82,,,,,,,,,,6461,69548,9597610,140,15386,4.520,623.789,-32
,,,,,,,7184,77330,10671604,140,15386,5.026,693.592,-126,,,,,,,,,,6612,71173,9821916,140,15386,4.626,638.367,-140
,,,,,,,7486,80581,11120215,140,15386,5.237,722.749,-582,,,,,,,,,,6749,72648,10025425,135,14306.625,5.078,700.754,-503
1,Lac,150,0.51,77,0.51,0.063,471,7476,571929,130,13266.5,0.564,43.111,-219,,,1,Lac,150,0.51,77,0.51,0.063,455,7222,552500,125,12265.625,0.589,45.045,-232
,,,,,,,491,7794,596214,130,13266.5,0.587,44.941,-164,,,,,,,,,,464,7365,563429,125,12265.625,0.600,45.936,-170
,,,,,,,493,7825,598643,125,12265.625,0.638,48.807,-154,,,,,,,,,,461,7317,559786,125,12265.625,0.597,45.639,-181
,,,,,,,494,7841,599857,125,12265.625,0.639,48.906,-132,,,,,,,,,,471,7476,571929,125,12265.625,0.610,46.629,-143
,,,,,,,365,5794,443214,125,12265.625,0.472,36.135,-119,,,,,,,,,,460,7302,558571,130,13266.5,0.550,42.104,-123
,,,,,,,476,7556,578000,125,12265.625,0.616,47.124,-143,,,,,,,,,,469,7444,569500,125,12265.625,0.607,46.431,-152
,,,0.73,110,0.73,0.063,445,7063,773452,130,13266.5,0.532,58.301,-281,,,,,,0.73,110,0.73,0.063,644,10222,1119333,115,10381.625,0.985,107.819,-121
,,,,,,,535,8492,929881,110,9498.5,0.894,97.898,-243,,,,,,,,,,649,10302,1128024,105,8654.625,1.190,130.338,-208
,,,,,,,479,7603,832548,125,12265.625,0.620,67.876,-256,,,,,,,,,,659,10460,1145405,95,7084.625,1.476,161.675,-43
,,,,,,,552,8762,959429,120,11304,0.775,84.875,-252,,,,,,,,,,678,10762,1178429,100,7850,1.371,150.118,-177
,,,,,,,474,7524,823857,130,13266.5,0.567,62.101,-243,,,,,,,,,,609,9667,1058500,100,7850,1.231,134.841,-168
,,,,,,,572,9079,994190,120,11304,0.803,87.950,-245,,,,,,,,,,619,9825,1075881,110,9498.5,1.034,113.269,-216
,,200,0.47,94,0.47,0.275,3244,11796,1108858,135,14306.625,0.825,77.507,-113,,,,,200,0.47,94,0.47,0.275,3072,11171,1050065,130,13266.5,0.842,79.152,-209
,,,,,,,3325,12091,1136545,135,14306.625,0.845,79.442,-321,,,,,,,,,,3169,11524,1083222,130,13266.5,0.869,81.651,-258
,,,,,,,3254,11833,1112276,130,13266.5,0.892,83.841,-347,,,,,,,,,,3062,11135,1046647,130,13266.5,0.839,78.894,-226
,,,,,,,3460,12582,1182691,130,13266.5,0.948,89.149,-250,,,,,,,,,,3173,11538,1084589,130,13266.5,0.870,81.754,-292
,,,,,,,3380,12291,1155345,130,13266.5,0.926,87.087,-319,,,,,,,,,,3155,11473,1078436,130,13266.5,0.865,81.290,-260
,,,,,,,3747,13625,1280793,130,13266.5,1.027,96.543,-289,,,,,,,,,,3418,12429,1168335,130,13266.5,0.937,88.067,-226
,,,0.66,132,0.66,0.275,2373,8629,1139040,130,13266.5,0.650,85.858,-369,,,,,,0.66,132,0.66,0.275,2358,8575,1131840,130,13266.5,0.646,85.316,-303
,,,,,,,2645,9618,1269600,125,12265.625,0.784,103.509,-427,,,,,,,,,,3170,11527,1521600,110,9498.5,1.214,160.194,-359
,,,,,,,2459,8942,1180320,130,13266.5,0.674,88.970,-396,,,,,,,,,,2397,8716,1150560,130,13266.5,0.657,86.727,-394
,,,,,,,2584,9396,1240320,130,13266.5,0.708,93.493,-459,,,,,,,,,,2886,10495,1385280,110,9498.5,1.105,145.842,-320
,,,,,,,2555,9291,1226400,130,13266.5,0.700,92.443,-404,,,,,,,,,,2483,9029,1191840,125,12265.625,0.736,97.169,-369
,,,,,,,2667,9698,1280160,130,13266.5,0.731,96.496,-460,,,,,,,,,,2605,9473,1250400,130,13266.5,0.714,94.252,-370
,,300,0.28,84,0.28,0.093,1096,11798,991001,135,14306.625,0.825,69.269,-400,,,,,300,0.28,84,0.28,0.093,1053,11335,952121,135,14306.625,0.792,66.551,-270
,,,,,,,1114,11991,1007277,135,14306.625,0.838,70.406,-230,,,,,,,,,,1068,11496,965684,135,14306.625,0.804,67.499,-281
,,,,,,,1099,11830,993714,135,14306.625,0.827,69.458,-309,,,,,,,,,,1060,11410,958450,130,13266.5,0.860,72.246,-238
,,,,,,,1133,12196,1024456,130,13266.5,0.919,77.221,-312,,,,,,,,,,1073,11550,970205,135,14306.625,0.807,67.815,-290
,,,,,,,1124,12099,1016319,135,14306.625,0.846,71.038,-343,,,,,,,,,,1060,11410,958450,135,14306.625,0.798,66.993,-242
,,,,,,,1146,12336,1036211,135,14306.625,0.862,72.429,-360,,,,,,,,,,1092,11755,987384,135,14306.625,0.822,69.016,-211
,,,0.56,168,0.56,0.093,972,10463,1757761,145,16504.625,0.634,106.501,-76,,,,,,0.56,168,0.56,0.093,1165,12540,2106781,130,13266.5,0.945,158.805,-287
,,,,,,,968,10420,1750527,145,16504.625,0.631,106.063,-511,,,,,,,,,,1066,11475,1927750,130,13266.5,0.865,145.310,-305
,,,,,,,971,10452,1755953,145,16504.625,0.633,106.392,-451,,,,,,,,,,1033,11119,1868073,135,14306.625,0.777,130.574,-335
,,,,,,,971,10452,1755953,145,16504.625,0.633,106.392,-359,,,,,,,,,,1024,11023,1851798,130,13266.5,0.831,139.584,-235
,,,,,,,1012,10893,1830097,140,15386,0.708,118.946,-440,,,,,,,,,,1027,11055,1857223,135,14306.625,0.773,129.816,-282
,,,,,,,1047,11270,1893391,135,14306.625,0.788,132.344,-309,,,,,,,,,,1018,10958,1840947,135,14306.625,0.766,128.678,-41
5,Lac,150,0.51,77,0.51,0.063,2428,38540,2948286,135,14306.625,2.694,206.078,-187,,,5,Lac,150,0.51,77,0.51,0.063,2392,37968,2904571,130,13266.5,2.862,218.940,-273
,,,,,,,2489,39508,3022357,130,13266.5,2.978,227.819,*,,,,,,,,,,2325,36905,2823214,135,14306.625,2.580,197.336,-314
,,,,,,,2551,40492,3097643,130,13266.5,3.052,233.494,-304,,,,,,,,,,2347,37254,2849929,135,14306.625,2.604,199.203,-317
,,,,,,,2621,41603,3182643,130,13266.5,3.136,239.901,-302,,,,,,,,,,2404,38159,2919143,130,13266.5,2.876,220.039,-257
,,,,,,,2633,41794,3197214,130,13266.5,3.150,240.999,-261,,,,,,,,,,2381,37794,2891214,135,14306.625,2.642,202.089,-290
,,,,,,,2724,43238,3307714,130,13266.5,3.259,249.328,-281,,,,,,,,,,2519,39984,3058786,130,13266.5,3.014,230.565,-311
,,,0.73,110,0.73,0.063,2302,36540,4001095,130,13266.5,2.754,301.594,-503,,,,,,0.73,110,0.73,0.063,2436,38667,4234000,125,12265.625,3.152,345.192,-534
,,,,,,,2281,36206,3964595,135,14306.625,2.531,277.116,-520,,,,,,,,,,2437,38683,4235738,125,12265.625,3.154,345.334,-508
,,,,,,,2265,35952,3936786,135,14306.625,2.513,275.172,-436,,,,,,,,,,2403,38143,4176643,130,13266.5,2.875,314.826,-526
,,,,,,,2384,37841,4143619,130,13266.5,2.852,312.337,-465,,,,,,,,,,2445,38810,4249643,130,13266.5,2.925,320.329,-498
,,,,,,,2400,38095,4171429,135,14306.625,2.663,291.573,-459,,,,,,,,,,2434,38635,4230524,125,12265.625,3.150,344.909,-482
,,,,,,,2617,41540,4548595,130,13266.5,3.131,342.863,-472,,,,,,,,,,2529,40143,4395643,130,13266.5,3.026,331.334,-499
,,200,0.47,94,0.47,0.275,14069,51160,4809040,135,14306.625,3.576,336.141,-320,,,,,200,0.47,94,0.47,0.275,13995,50891,4783745,130,13266.5,3.836,360.588,-231
,,,,,,,14718,53520,5030880,135,14306.625,3.741,351.647,-322,,,,,,,,,,14006,50931,4787505,130,13266.5,3.839,360.872,-248
,,,,,,,14414,52415,4926967,135,14306.625,3.664,344.384,-365,,,,,,,,,,14185,51582,4848691,130,13266.5,3.888,365.484,-270
,,,,,,,15100,54909,5161455,135,14306.625,3.838,360.774,-257,,,,,,,,,,14442,52516,4936538,130,13266.5,3.959,372.106,-229
,,,,,,,15276,55549,5221615,135,14306.625,3.883,364.979,-358,,,,,,,,,,14665,53327,5012764,130,13266.5,4.020,377.851,-267
,,,,,,,16203,58920,5538480,135,14306.625,4.118,387.127,-281,,,,,,,,,,15034,54669,5138895,130,13266.5,4.121,387.359,-227
,,,0.66,132,0.66,0.275,11308,41120,5427840,135,14306.625,2.874,379.393,-488,,,,,,0.66,132,0.66,0.275,11128,40465,5341440,135,14306.625,2.828,373.354,-354
,,,,,,,11121,40440,5338080,140,15386,2.628,346.944,-525,,,,,,,,,,10965,39873,5263200,130,13266.5,3.006,396.729,-346
,,,,,,,11284,41033,5416320,135,14306.625,2.868,378.588,-502,,,,,,,,,,10937,39771,5249760,130,13266.5,2.998,395.716,-380
,,,,,,,11333,41211,5439840,135,14306.625,2.881,380.232,-439,,,,,,,,,,11107,40389,5331360,130,13266.5,3.044,401.866,-298
,,,,,,,11453,41647,5497440,135,14306.625,2.911,384.258,-375,,,,,,,,,,10955,39836,5258400,135,14306.625,2.784,367.550,-357
,,,,,,,11808,42938,5667840,135,14306.625,3.001,396.169,-437,,,,,,,,,,11471,41713,5506080,130,13266.5,3.144,415.036,-337
,,300,0.28,84,0.28,0.093,5505,59257,4977610,145,16504.625,3.590,301.589,-452,,,,,300,0.28,84,0.28,0.093,4953,53315,4478493,145,16504.625,3.230,271.348,-317
,,,,,,,5331,57384,4820280,145,16504.625,3.477,292.056,-437,,,,,,,,,,4978,53584,4501098,145,16504.625,3.247,272.717,-324
,,,,,,,5397,58095,4879957,145,16504.625,3.520,295.672,-388,,,,,,,,,,4914,52896,4443229,150,17662.5,2.995,251.563,-274
,,,,,,,5428,58428,4907987,145,16504.625,3.540,297.370,-410,,,,,,,,,,5098,54876,4609602,145,16504.625,3.325,279.292,-265
,,,,,,,5491,59107,4964952,150,17662.5,3.346,281.101,-354,,,,,,,,,,4999,53811,4520086,150,17662.5,3.047,255.914,-219
,,,,,,,5596,60237,5059892,145,16504.625,3.650,306.574,-332,,,,,,,,,,5123,55145,4632207,150,17662.5,3.122,262.262,-283
,,,0.56,168,0.56,0.093,5096,54855,9215587,145,16504.625,3.324,558.364,-508,,,,,,0.56,168,0.56,0.093,4891,52648,8844865,145,16504.625,3.190,535.902,-54
,,,,,,,5207,56050,9416319,145,16504.625,3.396,570.526,-457,,,,,,,,,,4810,51776,8698385,145,16504.625,3.137,527.027,-326
,,,,,,,5162,55565,9334941,145,16504.625,3.367,565.595,-379,,,,,,,,,,4843,52131,8758062,145,16504.625,3.159,530.643,11
,,,,,,,5205,56028,9412702,145,16504.625,3.395,570.307,-374,,,,,,,,,,4897,52713,8855716,145,16504.625,3.194,536.560,530
,,,,,,,5261,56631,9513972,145,16504.625,3.431,576.443,-332,,,,,,,,,,4994,53757,9031130,145,16504.625,3.257,547.188,662
,,,,,,,5412,58256,9787040,145,16504.625,3.530,592.988,-329,,,,,,,,,,4911,52863,8881033,145,16504.625,3.203,538.094,120
10,Lac,150,0.51,77,0.51,0.063,4750,75397,5767857,130,13266.5,5.683,434.769,-295,,,10,Lac,150,0.51,77,0.51,0.063,4388,69651,5328286,130,13266.5,5.250,401.635,-289
,,,,,,,4821,76524,5854071,135,14306.625,5.349,409.186,-283,,,,,,,,,,4471,70968,5429071,135,14306.625,4.961,379.480,-301
,,,,,,,4723,74968,5735071,135,14306.625,5.240,400.868,-258,,,,,,,,,,4396,69778,5338000,130,13266.5,5.260,402.367,-339
,,,,,,,5019,79667,6094500,135,14306.625,5.569,425.991,-233,,,,,,,,,,4551,72238,5526214,130,13266.5,5.445,416.554,-325
,,,,,,,4991,79222,6060500,130,13266.5,5.972,456.827,-282,,,,,,,,,,4539,72048,5511643,130,13266.5,5.431,415.456,-395
,,,,,,,5937,94238,7209214,130,13266.5,7.103,543.415,-412,,,,,,,,,,5036,79937,6115143,130,13266.5,6.025,460.946,-506
,,,0.73,110,0.73,0.063,4848,76952,8426286,130,13266.5,5.801,635.155,-443,,,,,,0.73,110,0.73,0.063,4594,72921,7984810,130,13266.5,5.497,601.878,-414
,,,,,,,4901,77794,8518405,130,13266.5,5.864,642.099,-397,,,,,,,,,,4357,69159,7572881,130,13266.5,5.213,570.827,-334
,,,,,,,4933,78302,8574024,130,13266.5,5.902,646.291,-391,,,,,,,,,,4620,73333,8030000,130,13266.5,5.528,605.284,-449
,,,,,,,5132,81460,8919905,130,13266.5,6.140,672.363,-444,,,,,,,,,,4667,74079,8111690,135,14306.625,5.178,566.988,-508
,,,,,,,5241,83190,9109357,130,13266.5,6.271,686.644,-463,,,,,,,,,,4618,73302,8026524,130,13266.5,5.525,605.022,-537
,,,,,,,5688,90286,9886286,130,13266.5,6.806,745.207,-583,,,,,,,,,,4809,76333,8358500,130,13266.5,5.754,630.046,-561
,,200,0.47,94,0.47,0.275,22492,81789,7688175,135,14306.625,5.717,537.386,-271,,,,,200,0.47,94,0.47,0.275,22007,80025,7522393,130,13266.5,6.032,567.022,-189
,,,,,,,22958,83484,7847462,135,14306.625,5.835,548.519,-287,,,,,,,,,,21476,78095,7340887,135,14306.625,5.459,513.111,-318
,,,,,,,23064,83869,7883695,140,15386,5.451,512.394,-255,,,,,,,,,,21596,78531,7381905,130,13266.5,5.919,556.432,-258
,,,,,,,23397,85080,7997520,135,14306.625,5.947,559.008,-103,,,,,,,,,,21803,79284,7452662,130,13266.5,5.976,561.765,-318
,,,,,,,23645,85982,8082291,135,14306.625,6.010,564.933,-257,,,,,,,,,,22289,81051,7618785,130,13266.5,6.109,574.288,-341
,,,,,,,24237,88135,8284647,135,14306.625,6.160,579.078,-400,,,,,,,,,,22653,82375,7743207,130,13266.5,6.209,583.666,-277
,,,0.66,132,0.66,0.275,20922,76080,10042560,135,14306.625,5.318,701.952,-450,,,,,,0.66,132,0.66,0.275,19804,72015,9505920,135,14306.625,5.034,664.442,-137
,,,,,,,20826,75731,9996480,135,14306.625,5.293,698.731,-468,,,,,,,,,,19916,72422,9559680,135,14306.625,5.062,668.200,-251
,,,,,,,20893,75975,10028640,140,15386,4.938,651.803,-400,,,,,,,,,,19734,71760,9472320,135,14306.625,5.016,662.093,-245
,,,,,,,21126,76822,10140480,135,14306.625,5.370,708.796,-474,,,,,,,,,,19742,71789,9476160,135,14306.625,5.018,662.362,-310
,,,,,,,21397,77807,10270560,135,14306.625,5.439,717.888,-365,,,,,,,,,,19723,71720,9467040,135,14306.625,5.013,661.724,45
,,,,,,,21865,79509,10495200,135,14306.625,5.558,733.590,-580,,,,,,,,,,20292,73789,9740160,135,14306.625,5.158,680.815,-435
,,300,0.28,84,0.28,0.093,10105,108773,9136921,140,15386,7.070,593.846,-306,,,,,300,0.28,84,0.28,0.093,9185,98870,8305059,140,15386,6.426,539.780,-306
,,,,,,,10024,107901,9063681,140,15386,7.013,589.086,-331,,,,,,,,,,9145,98439,8268891,145,16504.625,5.964,501.004,-287
,,,,,,,9982,107449,9025705,145,16504.625,6.510,546.859,-279,,,,,,,,,,9120,98170,8246286,145,16504.625,5.948,499.635,-309
,,,,,,,10168,109451,9193886,145,16504.625,6.632,557.049,-248,,,,,,,,,,9239,99451,8353886,145,16504.625,6.026,506.154,-301
,,,,,,,10496,112982,9490463,145,16504.625,6.845,575.018,-242,,,,,,,,,,9371,100872,8473240,140,15386,6.556,550.711,-374
,,,,,,,11121,119709,10055587,140,15386,7.780,653.554,-249,,,,,,,,,,9449,101712,8543767,140,15386,6.611,555.295,-167
,,,0.56,168,0.56,0.093,8866,95436,16033240,140,15386,6.203,1042.067,-503,,,,,,0.56,168,0.56,0.093,8113,87330,14671518,145,16504.625,5.291,888.934,-284
,,,,,,,8927,96093,16143552,140,15386,6.245,1049.236,-216,,,,,,,,,,8250,88805,14919268,140,15386,5.772,969.665,-92
,,,,,,,8788,94596,15892185,140,15386,6.148,1032.899,-150,,,,,,,,,,8220,88482,14865016,140,15386,5.751,966.139,-84
,,,,,,,8931,96136,16150786,140,15386,6.248,1049.707,-178,,,,,,,,,,8199,88256,14827040,145,16504.625,5.347,898.357,-129
,,,,,,,8999,96868,16273757,145,16504.625,5.869,986.012,-283,,,,,,,,,,8478,91259,15331582,140,15386,5.931,996.463,-42
,,,,,,,9608,103423,17375070,135,14306.625,7.229,1214.477,-389,,,,,,,,,,8573,92282,15503380,140,15386,5.998,1007.629,-141
