



,,,,,,,,,,,,Block 10,,,,,,,,,,,,,,,,,Block 11,,
µM PRINTED POLYMER,GLYCAN,DP,LIGATION EFF,VALENCY, GLYCAN SPACING ON POLYMER,Polymer labeling eff,Polymer Signal ,Polymer per spot ,Glycan per spot,Spot diameter ,Spot area,POLYMER SPACING ,GLYCAN DENSITY,MEAN VIRAL FLUORESCENCE,,,µM PRINTED POLYMER,GLYCAN,DP,LIGATION EFF,VALENCY, GLYCAN SPACING ON POLYMER,Polymer labeling eff,Polymer Signal ,Polymer per spot ,Glycan per spot,Spot diameter ,Spot area,POLYMER SPACING ,GLYCAN DENSITY,MEAN VIRAL FLUORESCENCE
,,,,,,,8388,30502,3172189,135,14306.625,2.132,221.729,-57,,,,,,,,,,8019,29160,3032640,140,15386,1.895,197.104,-117
,,,,,,,8720,31709,3297745,135,14306.625,2.216,230.505,-44,,,,,,,,,,8143,29611,3079535,140,15386,1.925,200.152,-105
,,,,,,,8970,32618,3392291,135,14306.625,2.280,237.113,-50,,,,,,,,,,8561,31131,3237615,140,15386,2.023,210.426,-140
,,300,0.36,108,0.36,0.093,3434,36964,3992164,140,15386,2.402,259.467,76,,,,,300,0.36,108,0.36,0.093,3409,36695,3963100,140,15386,2.385,257.578,43
,,,,,,,3462,37266,4024715,140,15386,2.422,261.583,104,,,,,,,,,,3431,36932,3988676,140,15386,2.400,259.241,13
,,,,,,,3511,37793,4081679,140,15386,2.456,265.285,92,,,,,,,,,,3453,37169,4014252,140,15386,2.416,260.903,-3
,,,,,,,3547,38181,4123531,140,15386,2.482,268.005,93,,,,,,,,,,3474,37395,4038665,145,16504.625,2.266,244.699,-37
,,,,,,,3627,39042,4216534,140,15386,2.538,274.050,121,,,,,,,,,,3555,38267,4132831,140,15386,2.487,268.610,-32
,,,,,,,3701,39839,4302562,140,15386,2.589,279.641,134,,,,,,,,,,3616,38924,4203746,140,15386,2.530,273.219,-17
,,,0.46,138,0.46,0.093,2863,30818,4252896,130,13266.5,2.323,320.574,49,,,,,,0.46,138,0.46,0.093,2850,30678,4233584,130,13266.5,2.312,319.118,77
,,,,,,,2781,29935,4131087,130,13266.5,2.256,311.392,68,,,,,,,,,,2736,29451,4064241,130,13266.5,2.220,306.354,13
,,,,,,,2978,32056,4423724,130,13266.5,2.416,333.451,94,,,,,,,,,,2771,29828,4116233,130,13266.5,2.248,310.273,10
,,,,,,,2903,31249,4312314,130,13266.5,2.355,325.053,84,,,,,,,,,,2845,30624,4226157,135,14306.625,2.141,295.399,2
,,,,,,,3053,32863,4535135,130,13266.5,2.477,341.849,67,,,,,,,,,,3126,33649,4643574,135,14306.625,2.352,324.575,15
,,,,,,,3332,35867,4949580,130,13266.5,2.704,373.089,83,,,,,,,,,,3109,33466,4618321,135,14306.625,2.339,322.810,-16
10,α2-3 SiaLac,150,0.34,51,0.34,0.063,3743,59413,3030048,140,15386,3.861,196.935,-104,,,10,α2-3 SiaLac,150,0.34,51,0.34,0.063,3459,54905,2800143,145,16504.625,3.327,169.658,-179
,,,,,,,3766,59778,3048667,140,15386,3.885,198.146,-67,,,,,,,,,,3407,54079,2758048,145,16504.625,3.277,167.108,-185
,,,,,,,3843,61000,3111000,140,15386,3.965,202.197,-89,,,,,,,,,,3495,55476,2829286,145,16504.625,3.361,171.424,-225
,,,,,,,3950,62698,3197619,140,15386,4.075,207.827,-102,,,,,,,,,,3465,55000,2805000,145,16504.625,3.332,169.952,-213
,,,,,,,4123,65444,3337667,140,15386,4.254,216.929,114,,,,,,,,,,3718,59016,3009810,145,16504.625,3.576,182.362,10
,,,,,,,4299,68238,3480143,135,14306.625,4.770,243.254,0,,,,,,,,,,3670,58254,2970952,145,16504.625,3.530,180.007,-4
,,,0.58,87,0.58,0.063,2784,44190,3844571,135,14306.625,3.089,268.727,-11,,,,,,0.58,87,0.58,0.063,2347,37254,3241095,140,15386,2.421,210.652,-152
,,,,,,,2487,39476,3434429,135,14306.625,2.759,240.059,-115,,,,,,,,,,2301,36524,3177571,140,15386,2.374,206.524,-138
,,,,,,,2933,46556,4050333,135,14306.625,3.254,283.109,-70,,,,,,,,,,2326,36921,3212095,140,15386,2.400,208.767,-142
,,,,,,,2927,46460,4042048,140,15386,3.020,262.709,-47,,,,,,,,,,2338,37111,3228667,140,15386,2.412,209.844,-176
,,,,,,,3053,48460,4216048,140,15386,3.150,274.018,32,,,,,,,,,,2456,38984,3391619,140,15386,2.534,220.435,-51
,,,,,,,3269,51889,4514333,140,15386,3.372,293.405,21,,,,,,,,,,2598,41238,3587714,140,15386,2.680,233.180,-9
,,200,0.37,74,0.37,0.275,18476,67185,4971724,135,14306.625,4.696,347.512,-41,,,,,200,0.37,74,0.37,0.275,17048,61993,4587462,140,15386,4.029,298.158,-152
,,,,,,,18218,66247,4902298,135,14306.625,4.631,342.659,-43,,,,,,,,,,17009,61851,4576967,140,15386,4.020,297.476,-131
,,,,,,,19784,71942,5323695,135,14306.625,5.029,372.114,-81,,,,,,,,,,17490,63600,4706400,145,16504.625,3.853,285.156,-156
,,,,,,,19163,69684,5156589,135,14306.625,4.871,360.434,66,,,,,,,,,,17009,61851,4576967,145,16504.625,3.747,277.314,-141
,,,,,,,21528,78284,5792989,140,15386,5.088,376.510,6,,,,,,,,,,18897,68716,5085011,140,15386,4.466,330.496,-107
,,,,,,,20136,73222,5418415,135,14306.625,5.118,378.735,77,,,,,,,,,,18733,68120,5040880,140,15386,4.427,327.628,-26
,,,0.52,104,0.52,0.275,13393,48702,5064989,160,20096,2.423,252.040,36,,,,,,0.52,104,0.52,0.275,15528,56465,5872407,140,15386,3.670,381.672,-72
,,,,,,,13126,47731,4964015,160,20096,2.375,247.015,14,,,,,,,,,,15491,56331,5858415,140,15386,3.661,380.763,-50
,,,,,,,12033,43756,4550662,160,20096,2.177,226.446,-10,,,,,,,,,,15684,57033,5931404,140,15386,3.707,385.507,-90
,,,,,,,10491,38149,3967505,165,21371.625,1.785,185.644,-10,,,,,,,,,,15682,57025,5930647,140,15386,3.706,385.457,-54
,,,,,,,14094,51251,5330095,155,18859.625,2.717,282.619,47,,,,,,,,,,16177,58825,6117847,140,15386,3.823,397.624,-107
,,,,,,,18772,68262,7099229,130,13266.5,5.145,535.124,72,,,,,,,,,,16811,61131,6357615,140,15386,3.973,413.208,76
,,300,0.36,108,0.36,0.093,7430,79978,8637675,140,15386,5.198,561.398,278,,,,,300,0.36,108,0.36,0.093,7129,76738,8287750,145,16504.625,4.650,502.147,55
,,,,,,,7403,79688,8606286,140,15386,5.179,559.358,256,,,,,,,,,,7225,77772,8399354,145,16504.625,4.712,508.909,60
,,,,,,,7419,79860,8624887,145,16504.625,4.839,522.574,237,,,,,,,,,,7230,77826,8405167,145,16504.625,4.715,509.261,48
,,,,,,,7598,81787,8832982,140,15386,5.316,574.092,231,,,,,,,,,,7305,78633,8492357,145,16504.625,4.764,514.544,-87
,,,,,,,7542,81184,8767879,145,16504.625,4.919,531.238,415,,,,,,,,,,7307,78654,8494682,145,16504.625,4.766,514.685,155
,,,,,,,7612,81938,8849257,145,16504.625,4.965,536.168,389,,,,,,,,,,7400,79656,8602799,145,16504.625,4.826,521.236,132
,,,0.46,138,0.46,0.093,5915,63671,8786545,140,15386,4.138,571.074,148,,,,,,0.46,138,0.46,0.093,5803,62465,8620172,145,16504.625,3.785,522.288,8
,,,,,,,5902,63531,8767234,145,16504.625,3.849,531.199,137,,,,,,,,,,5912,63638,8782088,140,15386,4.136,570.784,35
,,,,,,,5993,64510,8902411,140,15386,4.193,578.605,141,,,,,,,,,,5992,64499,8900926,145,16504.625,3.908,539.299,-89
,,,,,,,6027,64876,8952917,145,16504.625,3.931,542.449,226,,,,,,,,,,6075,65393,9024220,140,15386,4.250,586.521,56
,,,,,,,6147,66168,9131173,145,16504.625,4.009,553.249,100,,,,,,,,,,6210,66846,9224758,140,15386,4.345,599.555,185
,,,,,,,6411,69010,9523337,140,15386,4.485,618.961,224,,,,,,,,,,6506,70032,9664456,140,15386,4.552,628.133,219
1,Lac,150,0.51,77,0.51,0.063,410,6508,497857,135,14306.625,0.455,34.799,-71,,,1,Lac,150,0.51,77,0.51,0.063,417,6619,506357,135,14306.625,0.463,35.393,133
,,,,,,,405,6429,491786,135,14306.625,0.449,34.375,-56,,,,,,,,,,397,6302,482071,135,14306.625,0.440,33.696,111
,,,,,,,405,6429,491786,135,14306.625,0.449,34.375,4,,,,,,,,,,410,6508,497857,135,14306.625,0.455,34.799,189
,,,,,,,400,6349,485714,140,15386,0.413,31.569,-30,,,,,,,,,,414,6571,502714,135,14306.625,0.459,35.139,10
,,,,,,,434,6889,527000,135,14306.625,0.482,36.836,-44,,,,,,,,,,438,6952,531857,135,14306.625,0.486,37.176,-42
,,,,,,,417,6619,506357,140,15386,0.430,32.910,-52,,,,,,,,,,414,6571,502714,135,14306.625,0.459,35.139,-4
,,,0.73,110,0.73,0.063,526,8349,914238,105,8654.625,0.965,105.636,-79,,,,,,0.73,110,0.73,0.063,442,7016,768238,120,11304,0.621,67.962,-62
,,,,,,,422,6698,733476,135,14306.625,0.468,51.268,-126,,,,,,,,,,446,7079,775190,120,11304,0.626,68.577,50
,,,,,,,483,7667,839500,120,11304,0.678,74.266,-96,,,,,,,,,,474,7524,823857,115,10381.625,0.725,79.357,-144
,,,,,,,463,7349,804738,125,12265.625,0.599,65.609,-96,,,,,,,,,,511,8111,888167,115,10381.625,0.781,85.552,-75
,,,,,,,500,7937,869048,120,11304,0.702,76.880,-141,,,,,,,,,,558,8857,969857,110,9498.5,0.932,102.106,-107
,,,,,,,475,7540,825595,130,13266.5,0.568,62.232,-170,,,,,,,,,,565,8968,982024,135,14306.625,0.627,68.641,-154
,,200,0.47,94,0.47,0.275,2780,10109,950255,135,14306.625,0.707,66.421,-155,,,,,200,0.47,94,0.47,0.275,2828,10284,966662,140,15386,0.668,62.827,-198
,,,,,,,2779,10105,949913,140,15386,0.657,61.739,-207,,,,,,,,,,2824,10269,965295,135,14306.625,0.718,67.472,-202
,,,,,,,2871,10440,981360,140,15386,0.679,63.783,-142,,,,,,,,,,2878,10465,983753,140,15386,0.680,63.938,-245
,,,,,,,2870,10436,981018,140,15386,0.678,63.760,-192,,,,,,,,,,2909,10578,994349,135,14306.625,0.739,69.503,-235
,,,,,,,3195,11618,1092109,140,15386,0.755,70.981,-218,,,,,,,,,,3108,11302,1062371,135,14306.625,0.790,74.257,-224
,,,,,,,3129,11378,1069549,135,14306.625,0.795,74.759,-215,,,,,,,,,,3347,12171,1144065,135,14306.625,0.851,79.968,-205
,,,0.66,132,0.66,0.275,2177,7916,1044960,135,14306.625,0.553,73.040,-193,,,,,,0.66,132,0.66,0.275,2236,8131,1073280,135,14306.625,0.568,75.020,322
,,,,,,,2162,7862,1037760,140,15386,0.511,67.448,-195,,,,,,,,,,2193,7975,1052640,130,13266.5,0.601,79.346,-160
,,,,,,,2216,8058,1063680,135,14306.625,0.563,74.349,-207,,,,,,,,,,2156,7840,1034880,135,14306.625,0.548,72.336,-205
,,,,,,,2277,8280,1092960,140,15386,0.538,71.036,-288,,,,,,,,,,2217,8062,1064160,135,14306.625,0.564,74.382,-209
,,,,,,,2390,8691,1147200,135,14306.625,0.607,80.187,-250,,,,,,,,,,2401,8731,1152480,135,14306.625,0.610,80.556,-215
,,,,,,,2602,9462,1248960,140,15386,0.615,81.175,-252,,,,,,,,,,2487,9044,1193760,135,14306.625,0.632,83.441,-217
,,300,0.28,84,0.28,0.093,976,10506,882497,140,15386,0.683,57.357,-221,,,,,300,0.28,84,0.28,0.093,979,10538,885210,135,14306.625,0.737,61.874,-161
,,,,,,,969,10431,876168,140,15386,0.678,56.946,-165,,,,,,,,,,971,10452,877976,135,14306.625,0.731,61.369,-160
,,,,,,,978,10527,884306,140,15386,0.684,57.475,-244,,,,,,,,,,964,10377,871647,140,15386,0.674,56.652,5
,,,,,,,995,10710,899677,140,15386,0.696,58.474,-252,,,,,,,,,,957,10301,865318,140,15386,0.670,56.241,-204
,,,,,,,1064,11453,962067,140,15386,0.744,62.529,-220,,,,,,,,,,1010,10872,913240,140,15386,0.707,59.355,-221
,,,,,,,1080,11625,976534,140,15386,0.756,63.469,-275,,,,,,,,,,1023,11012,924995,140,15386,0.716,60.119,-227
,,,0.56,168,0.56,0.093,918,9882,1660108,140,15386,0.642,107.897,-37,,,,,,0.56,168,0.56,0.093,931,10022,1683617,140,15386,0.651,109.425,-42
,,,,,,,925,9957,1672766,135,14306.625,0.696,116.923,-289,,,,,,,,,,932,10032,1685425,140,15386,0.652,109.543,-97
,,,,,,,933,10043,1687234,140,15386,0.653,109.660,-174,,,,,,,,,,940,10118,1699892,140,15386,0.658,110.483,-92
,,,,,,,940,10118,1699892,135,14306.625,0.707,118.819,-161,,,,,,,,,,952,10248,1721593,140,15386,0.666,111.893,-18
,,,,,,,947,10194,1712551,135,14306.625,0.713,119.703,-205,,,,,,,,,,946,10183,1710743,140,15386,0.662,111.188,-20
,,,,,,,971,10452,1755953,135,14306.625,0.731,122.737,-242,,,,,,,,,,958,10312,1732443,135,14306.625,0.721,121.094,-112
5,Lac,150,0.51,77,0.51,0.063,2239,35540,2718786,135,14306.625,2.484,190.037,-247,,,5,Lac,150,0.51,77,0.51,0.063,2170,34444,2635000,140,15386,2.239,171.260,-203
,,,,,,,2180,34603,2647143,140,15386,2.249,172.049,-255,,,,,,,,,,2118,33619,2571857,140,15386,2.185,167.156,-235
,,,,,,,2322,36857,2819571,140,15386,2.395,183.256,-225,,,,,,,,,,2233,35444,2711500,140,15386,2.304,176.232,-235
,,,,,,,2495,39603,3029643,135,14306.625,2.768,211.765,-232,,,,,,,,,,2204,34984,2676286,140,15386,2.274,173.943,-270
,,,,,,,3009,47762,3653786,135,14306.625,3.338,255.391,-224,,,,,,,,,,2549,40460,3095214,140,15386,2.630,201.171,-274
,,,,,,,2749,43635,3338071,135,14306.625,3.050,233.323,-261,,,,,,,,,,2536,40254,3079429,140,15386,2.616,200.145,-299
,,,0.73,110,0.73,0.063,2139,33952,3717786,130,13266.5,2.559,280.239,-269,,,,,,0.73,110,0.73,0.063,2155,34206,3745595,135,14306.625,2.391,261.808,-219
,,,,,,,2163,34333,3759500,135,14306.625,2.400,262.780,-278,,,,,,,,,,1992,31619,3462286,140,15386,2.055,225.028,-189
,,,,,,,2210,35079,3841190,135,14306.625,2.452,268.490,-271,,,,,,,,,,2123,33698,3689976,135,14306.625,2.355,257.921,-248
,,,,,,,2295,36429,3988929,130,13266.5,2.746,300.677,-284,,,,,,,,,,2183,34651,3794262,130,13266.5,2.612,286.003,-300
,,,,,,,2519,39984,4378262,130,13266.5,3.014,330.024,-245,,,,,,,,,,2273,36079,3950690,135,14306.625,2.522,276.144,-327
,,,,,,,2446,38825,4251381,135,14306.625,2.714,297.162,-327,,,,,,,,,,2509,39825,4360881,135,14306.625,2.784,304.815,-312
,,200,0.47,94,0.47,0.275,12631,45931,4317505,145,16504.625,2.783,261.594,-292,,,,,200,0.47,94,0.47,0.275,12292,44698,4201629,140,15386,2.905,273.081,-276
,,,,,,,12587,45771,4302465,140,15386,2.975,279.635,-266,,,,,,,,,,12137,44135,4148647,135,14306.625,3.085,289.981,-211
,,,,,,,12645,45982,4322291,140,15386,2.989,280.924,-241,,,,,,,,,,12593,45793,4304516,140,15386,2.976,279.768,-144
,,,,,,,13071,47531,4467905,135,14306.625,3.322,312.296,-324,,,,,,,,,,12425,45182,4247091,140,15386,2.937,276.036,-346
,,,,,,,14930,54291,5103345,135,14306.625,3.795,356.712,-278,,,,,,,,,,13276,48276,4537978,140,15386,3.138,294.942,-317
,,,,,,,13715,49873,4688036,135,14306.625,3.486,327.683,-148,,,,,,,,,,13173,47902,4502771,140,15386,3.113,292.654,-411
,,,0.66,132,0.66,0.275,9991,36331,4795680,140,15386,2.361,311.691,-294,,,,,,0.66,132,0.66,0.275,9911,36040,4757280,140,15386,2.342,309.195,-337
,,,,,,,10005,36382,4802400,140,15386,2.365,312.128,-248,,,,,,,,,,9851,35822,4728480,140,15386,2.328,307.324,-293
,,,,,,,10014,36415,4806720,140,15386,2.367,312.409,-280,,,,,,,,,,9910,36036,4756800,140,15386,2.342,309.164,-320
,,,,,,,10255,37291,4922400,135,14306.625,2.607,344.064,-317,,,,,,,,,,9989,36324,4794720,140,15386,2.361,311.629,-341
,,,,,,,10400,37818,4992000,140,15386,2.458,324.451,-284,,,,,,,,,,10235,37218,4912800,135,14306.625,2.601,343.393,-374
,,,,,,,10739,39051,5154720,135,14306.625,2.730,360.303,-315,,,,,,,,,,10227,37189,4908960,140,15386,2.417,319.054,-395
,,300,0.28,84,0.28,0.093,4763,51270,4306695,145,16504.625,3.106,260.939,-59,,,,,300,0.28,84,0.28,0.093,4828,51970,4365468,145,16504.625,3.149,264.500,-271
,,,,,,,4135,44510,3738859,140,15386,2.893,243.004,-192,,,,,,,,,,4796,51625,4336534,140,15386,3.355,281.849,-279
,,,,,,,4803,51701,4342863,145,16504.625,3.133,263.130,-260,,,,,,,,,,4755,51184,4299462,145,16504.625,3.101,260.500,-280
,,,,,,,4829,51981,4366372,145,16504.625,3.149,264.554,-234,,,,,,,,,,4872,52443,4405253,145,16504.625,3.178,266.910,-239
,,,,,,,5014,53972,4533649,140,15386,3.508,294.661,-233,,,,,,,,,,4936,53132,4463122,145,16504.625,3.219,270.416,-213
,,,,,,,5033,54177,4550829,140,15386,3.521,295.777,-290,,,,,,,,,,5000,53821,4520990,145,16504.625,3.261,273.923,-269
,,,0.56,168,0.56,0.093,4706,50657,8510312,145,16504.625,3.069,515.632,-190,,,,,,0.56,168,0.56,0.093,4711,50710,8519354,145,16504.625,3.072,516.180,-147
,,,,,,,4811,51787,8700194,140,15386,3.366,565.462,-128,,,,,,,,,,4614,49666,8343940,145,16504.625,3.009,505.552,-129
,,,,,,,4729,50904,8551905,145,16504.625,3.084,518.152,-168,,,,,,,,,,4664,50205,8434360,145,16504.625,3.042,511.030,-131
,,,,,,,4732,50936,8557330,145,16504.625,3.086,518.481,-402,,,,,,,,,,4792,51582,8665834,145,16504.625,3.125,525.055,-308
,,,,,,,4871,52433,8808698,145,16504.625,3.177,533.711,-199,,,,,,,,,,4771,51356,8627858,145,16504.625,3.112,522.754,-112
,,,,,,,4921,52971,8899117,145,16504.625,3.209,539.189,-264,,,,,,,,,,4976,53563,8998579,145,16504.625,3.245,545.216,-142
10,Lac,150,0.51,77,0.51,0.063,4295,68175,5215357,135,14306.625,4.765,364.541,-281,,,10,Lac,150,0.51,77,0.51,0.063,4156,65968,5046571,140,15386,4.288,327.998,-322
,,,,,,,4333,68778,5261500,135,14306.625,4.807,367.767,-306,,,,,,,,,,4144,65778,5032000,145,16504.625,3.985,304.884,-363
,,,,,,,4422,70190,5369571,135,14306.625,4.906,375.321,-315,,,,,,,,,,4111,65254,4991929,140,15386,4.241,324.446,-363
,,,,,,,4445,70556,5397500,140,15386,4.586,350.806,-347,,,,,,,,,,4120,65397,5002857,140,15386,4.250,325.156,-316
,,,,,,,4473,71000,5431500,135,14306.625,4.963,379.649,-30,,,,,,,,,,4195,66587,5093929,145,16504.625,4.034,308.636,-271
,,,,,,,4737,75190,5752071,135,14306.625,5.256,402.056,-326,,,,,,,,,,4281,67952,5198357,145,16504.625,4.117,314.964,-391
,,,0.73,110,0.73,0.063,4481,71127,7788405,135,14306.625,4.972,544.391,-342,,,,,,0.73,110,0.73,0.063,4339,68873,7541595,135,14306.625,4.814,527.140,-436
,,,,,,,4556,72317,7918762,130,13266.5,5.451,596.899,-316,,,,,,,,,,4262,67651,7407762,135,14306.625,4.729,517.785,-487
,,,,,,,4711,74778,8188167,135,14306.625,5.227,572.334,-383,,,,,,,,,,4354,69111,7567667,135,14306.625,4.831,528.962,-444
,,,,,,,4741,75254,8240310,130,13266.5,5.672,621.137,-403,,,,,,,,,,4374,69429,7602429,135,14306.625,4.853,531.392,-445
,,,,,,,4952,78603,8607048,130,13266.5,5.925,648.781,-466,,,,,,,,,,4576,72635,7953524,140,15386,4.721,516.933,-487
,,,,,,,5174,82127,8992905,130,13266.5,6.191,677.866,-288,,,,,,,,,,5018,79651,8721762,135,14306.625,5.567,609.631,-494
,,200,0.47,94,0.47,0.275,20383,74120,6967280,140,15386,4.817,452.832,-324,,,,,200,0.47,94,0.47,0.275,19269,70069,6586495,140,15386,4.554,428.084,-398
,,,,,,,19904,72378,6803549,135,14306.625,5.059,475.552,-301,,,,,,,,,,19379,70469,6624095,135,14306.625,4.926,463.009,-268
,,,,,,,20711,75313,7079396,135,14306.625,5.264,494.833,-388,,,,,,,,,,19280,70109,6590255,140,15386,4.557,428.328,-436
,,,,,,,20831,75749,7120415,135,14306.625,5.295,497.701,-353,,,,,,,,,,19251,70004,6580342,140,15386,4.550,427.684,-353
,,,,,,,22597,82171,7724065,135,14306.625,5.744,539.894,-427,,,,,,,,,,21141,76876,7226378,140,15386,4.997,469.672,-388
,,,,,,,21566,78422,7371651,135,14306.625,5.482,515.261,-398,,,,,,,,,,20219,73524,6911222,140,15386,4.779,449.189,-451
,,,0.66,132,0.66,0.275,17700,64364,8496000,140,15386,4.183,552.190,-310,,,,,,0.66,132,0.66,0.275,18100,65818,8688000,140,15386,4.278,564.669,-394
,,,,,,,18275,66455,8772000,135,14306.625,4.645,613.143,-327,,,,,,,,,,18062,65680,8669760,140,15386,4.269,563.484,-47
,,,,,,,18006,65476,8642880,145,16504.625,3.967,523.664,-394,,,,,,,,,,18215,66236,8743200,135,14306.625,4.630,611.129,-452
,,,,,,,17885,65036,8584800,140,15386,4.227,557.962,-362,,,,,,,,,,18073,65720,8675040,140,15386,4.271,563.827,-206
,,,,,,,18009,65487,8644320,140,15386,4.256,561.830,-442,,,,,,,,,,18255,66382,8762400,140,15386,4.314,569.505,-455
,,,,,,,19222,69898,9226560,140,15386,4.543,599.672,-316,,,,,,,,,,18705,68018,8978400,140,15386,4.421,583.543,-220
,,300,0.28,84,0.28,0.093,8904,95845,8050980,145,16504.625,5.807,487.801,-244,,,,,300,0.28,84,0.28,0.093,8776,94467,7935242,140,15386,6.140,515.744,-357
,,,,,,,8742,94101,7904499,145,16504.625,5.702,478.926,-234,,,,,,,,,,8851,95274,8003057,145,16504.625,5.773,484.898,-304
,,,,,,,8707,93724,7872853,145,16504.625,5.679,477.009,-322,,,,,,,,,,9194,98967,8313197,145,16504.625,5.996,503.689,-277
,,,,,,,8947,96308,8089860,145,16504.625,5.835,490.157,-302,,,,,,,,,,9375,100915,8476857,140,15386,6.559,550.946,-182
,,,,,,,9293,100032,8402713,140,15386,6.502,546.127,-312,,,,,,,,,,9019,97083,8154962,145,16504.625,5.882,494.102,-316
,,,,,,,9823,105737,8881938,145,16504.625,6.407,538.148,-468,,,,,,,,,,9501,102271,8590786,145,16504.625,6.197,520.508,-446
,,,0.56,168,0.56,0.093,8777,94478,15872293,135,14306.625,6.604,1109.437,-157,,,,,,0.56,168,0.56,0.093,8298,89322,15006071,140,15386,5.805,975.307,-205
,,,,,,,8733,94004,15792723,140,15386,6.110,1026.435,-205,,,,,,,,,,8201,88278,14830657,140,15386,5.738,963.906,-162
,,,,,,,8793,94650,15901227,135,14306.625,6.616,1111.459,-227,,,,,,,,,,8404,90463,15197761,140,15386,5.880,987.766,-171
,,,,,,,8784,94553,15884952,135,14306.625,6.609,1110.321,-122,,,,,,,,,,8448,90936,15277330,140,15386,5.910,992.937,-30
,,,,,,,8913,95942,16118235,135,14306.625,6.706,1126.627,-266,,,,,,,,,,8501,91507,15373175,135,14306.625,6.396,1074.549,-295
,,,,,,,9117,98138,16487147,135,14306.625,6.860,1152.413,-469,,,,,,,,,,8816,94898,15942820,135,14306.625,6.633,1114.366,-438
