PrintPol,GlycType,DP,Valency,GlycSpace,PolSpace,GlycDen,MVF,Status,Experiment,Self-model,Cross-model
1.0,2-6 SiaLac,150.0,44.0,0.29,0.431,18.759,3.998080921157844,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,150.0,44.0,0.29,0.479,20.849,3.885078421027387,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,150.0,60.0,0.4,0.535,32.1,4.984423676012461,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,150.0,60.0,0.4,0.595,35.723,2.715337457660331,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,150.0,60.0,0.4,0.402,24.121,2.404543758550641,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,150.0,60.0,0.4,0.527,31.602,2.151762546674261,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,150.0,60.0,0.4,0.724,43.467,1.5874111394851267,Others,Non-binder,Binder,Binder
1.0,2-6 SiaLac,150.0,60.0,0.4,0.769,46.123,1.7995360232422002,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,200.0,78.0,0.39,0.503,39.255,5.477009298178576,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,200.0,78.0,0.39,0.519,40.484,4.6191087837170235,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,200.0,78.0,0.39,0.502,39.136,3.4750613246116107,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,200.0,78.0,0.39,0.539,42.05,3.2104637336504163,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,200.0,78.0,0.39,0.528,41.158,4.470576801593857,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,200.0,78.0,0.39,0.486,37.939,4.507235298769077,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,200.0,98.0,0.49,0.495,48.486,4.949882440292043,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,200.0,98.0,0.49,0.471,46.131,3.6418026923327047,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,200.0,98.0,0.49,0.506,49.614,2.9628733825130005,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,200.0,98.0,0.49,0.479,46.978,2.894972114606837,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,200.0,98.0,0.49,0.478,46.829,3.4807491084584337,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,200.0,98.0,0.49,0.538,52.757,3.468734006861649,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,300.0,105.0,0.35,0.51,53.503,4.896921667943854,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,300.0,105.0,0.35,0.528,55.462,3.281526089935451,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,300.0,105.0,0.35,0.521,54.696,1.6271756618399884,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,300.0,105.0,0.35,0.514,53.958,3.372993810000371,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,300.0,105.0,0.35,0.493,51.746,3.34325358481815,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,300.0,105.0,0.35,0.537,56.399,3.067430273586411,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,300.0,141.0,0.47,0.332,46.785,5.364967404082505,Gained in MDCK,Binder,Binder,Non-binder
1.0,2-6 SiaLac,300.0,141.0,0.47,0.359,50.604,3.9324954549047506,Gained in MDCK,Binder,Binder,Non-binder
1.0,2-6 SiaLac,300.0,141.0,0.47,0.343,48.376,3.7621961303125517,Gained in MDCK,Binder,Binder,Non-binder
1.0,2-6 SiaLac,300.0,141.0,0.47,0.371,52.301,3.4607368883960152,Gained in MDCK,Binder,Binder,Non-binder
1.0,2-6 SiaLac,300.0,141.0,0.47,0.358,50.498,3.2674561368767083,Gained in MDCK,Binder,Binder,Non-binder
1.0,2-6 SiaLac,300.0,141.0,0.47,0.373,52.62,3.895857088559483,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-6 SiaLac,150.0,44.0,0.29,1.871,81.407,2.5796307442848896,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-6 SiaLac,150.0,44.0,0.29,1.908,82.977,2.5308217939911057,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-6 SiaLac,150.0,44.0,0.29,1.87,81.362,2.359823996460264,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-6 SiaLac,150.0,44.0,0.29,1.961,85.311,2.2857544748039524,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-6 SiaLac,150.0,44.0,0.29,1.93,83.965,2.34621568510689,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-6 SiaLac,150.0,44.0,0.29,1.885,81.99,2.2319795096963047,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-6 SiaLac,150.0,60.0,0.4,1.461,87.654,1.357610605334611,Others,Non-binder,Binder,Non-binder
5.0,2-6 SiaLac,150.0,60.0,0.4,1.514,90.812,1.717834647403427,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-6 SiaLac,150.0,60.0,0.4,1.324,79.417,2.228741957011723,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-6 SiaLac,150.0,60.0,0.4,1.566,93.971,1.8409934979940619,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-6 SiaLac,150.0,60.0,0.4,1.4,84.01,2.237828829901202,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-6 SiaLac,150.0,60.0,0.4,1.455,87.272,1.7302227518562654,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-6 SiaLac,200.0,78.0,0.39,2.186,170.539,1.3076187851459198,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,200.0,78.0,0.39,2.294,178.925,1.3469330725164175,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,200.0,78.0,0.39,2.216,172.859,1.2264331044377208,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,200.0,78.0,0.39,2.357,183.822,1.2512104100706118,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,200.0,78.0,0.39,2.279,177.736,1.3728226133141288,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,200.0,78.0,0.39,2.284,178.152,1.2349005343751405,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,200.0,98.0,0.49,1.858,182.124,1.202477432957765,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,200.0,98.0,0.49,1.936,189.726,1.1121301244953248,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,200.0,98.0,0.49,1.747,171.249,1.1970872822615022,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,200.0,98.0,0.49,1.747,171.249,1.1445322308451436,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,200.0,98.0,0.49,1.753,171.822,1.2047351328700633,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,200.0,98.0,0.49,1.849,181.163,1.2640550222727598,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,300.0,105.0,0.35,2.558,268.622,0.7482633589207138,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,300.0,105.0,0.35,2.454,257.625,0.8850072780203785,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,300.0,105.0,0.35,2.49,261.496,0.8183681585951602,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,300.0,105.0,0.35,2.462,258.494,0.7775809109689199,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,300.0,105.0,0.35,2.509,263.471,0.8425974775212453,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,300.0,105.0,0.35,2.437,255.886,0.797230016491719,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,300.0,141.0,0.47,2.076,292.764,0.7856157177795083,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,300.0,141.0,0.47,1.902,268.19,0.8464148551400127,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,300.0,141.0,0.47,2.117,298.484,0.8107637260288659,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,300.0,141.0,0.47,1.991,280.709,1.0224111090132486,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,300.0,141.0,0.47,2.193,309.238,0.6629198222728125,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,300.0,141.0,0.47,2.113,298.001,0.7248297824503945,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,150.0,44.0,0.29,3.963,174.376,1.1641510299582511,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,150.0,44.0,0.29,3.733,164.231,1.4857121980624852,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,150.0,44.0,0.29,3.646,160.418,1.4586891745315362,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,150.0,44.0,0.29,4.207,185.116,1.2964843665593464,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,150.0,44.0,0.29,4.039,177.695,1.2774698218858156,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,150.0,44.0,0.29,4.128,181.65,1.222130470685384,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,150.0,60.0,0.4,2.043,122.554,1.3871436264830197,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,150.0,60.0,0.4,2.237,134.244,1.1918595989392449,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,150.0,60.0,0.4,2.049,122.953,1.3419762022886794,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,150.0,60.0,0.4,2.383,143.003,1.223750550687748,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,150.0,60.0,0.4,2.092,125.55,1.2743926722421346,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,150.0,60.0,0.4,2.243,134.603,1.2926903560841883,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,200.0,78.0,0.39,4.204,327.935,0.8172351228139723,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,200.0,78.0,0.39,4.318,336.784,0.9293790678892109,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,200.0,78.0,0.39,2.856,222.763,1.0998235793197255,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,200.0,78.0,0.39,2.979,232.328,1.157845804207844,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,200.0,78.0,0.39,4.251,331.603,0.8021640334978876,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,200.0,78.0,0.39,4.826,376.407,0.8634270882316216,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,200.0,98.0,0.49,3.396,332.834,0.8022016981438195,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,200.0,98.0,0.49,3.685,361.158,0.6894489392454272,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,200.0,98.0,0.49,2.579,252.775,1.0325388191079024,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,200.0,98.0,0.49,2.307,226.075,1.1456375096759925,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,200.0,98.0,0.49,3.492,342.25,0.8356464572680788,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,200.0,98.0,0.49,3.728,365.322,0.9744827850499012,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,300.0,105.0,0.35,5.559,583.675,0.3118173641153039,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,300.0,105.0,0.35,5.466,573.878,0.3293382914138545,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,300.0,105.0,0.35,5.554,583.164,0.3052314614756741,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,300.0,105.0,0.35,5.048,530.022,0.26036655082241866,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,300.0,105.0,0.35,5.592,587.168,0.2469480625647174,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,300.0,105.0,0.35,5.422,569.362,0.3477576655976339,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,300.0,141.0,0.47,4.237,597.398,0.3013066665773906,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,300.0,141.0,0.47,4.346,612.786,0.29537228330934456,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,300.0,141.0,0.47,4.355,614.069,0.30289755711491706,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,300.0,141.0,0.47,4.323,609.531,0.2789029598166459,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,300.0,141.0,0.47,4.416,622.651,0.26820803307149593,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,300.0,141.0,0.47,3.83,540.08,0.37587024144571174,Others,Non-binder,Non-binder,Non-binder
1.0,2-3 SiaLac,150.0,51.0,0.34,0.499,25.445,15.209274906661426,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,150.0,51.0,0.34,0.525,26.781,19.267391060826707,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,150.0,51.0,0.34,0.525,26.788,14.67074809616246,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,150.0,51.0,0.34,0.761,38.815,13.602988535360042,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,150.0,51.0,0.34,0.538,27.459,16.38806948541462,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,150.0,51.0,0.34,0.629,32.097,17.1355578402966,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,150.0,87.0,0.58,0.329,28.626,12.086913994270942,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,150.0,87.0,0.58,0.326,28.378,11.734442173514694,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,150.0,87.0,0.58,0.343,29.875,12.384937238493723,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,150.0,87.0,0.58,0.347,30.212,12.809479676949557,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,150.0,87.0,0.58,0.316,27.51,13.66775717920756,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,150.0,87.0,0.58,0.376,32.685,12.543980419152515,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,200.0,74.0,0.37,0.6,44.426,17.197136811776886,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,200.0,74.0,0.37,0.635,46.966,17.885278712259932,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,200.0,74.0,0.37,0.598,44.22,19.49344188150158,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,200.0,74.0,0.37,0.696,51.5,16.40776699029126,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,200.0,74.0,0.37,0.629,46.514,17.80109214430064,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,200.0,74.0,0.37,0.769,56.895,14.658581597679936,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,200.0,104.0,0.52,0.271,28.134,27.902182412739034,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,200.0,104.0,0.52,0.221,23.022,38.31118060985145,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,200.0,104.0,0.52,0.452,47.053,17.682188170786137,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,200.0,104.0,0.52,0.528,54.932,15.655719799024247,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,200.0,104.0,0.52,0.535,55.645,14.520621798903765,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,200.0,104.0,0.52,0.539,56.067,14.054613230599104,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,300.0,108.0,0.36,0.53,57.288,14.36601033375227,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,300.0,108.0,0.36,0.184,19.883,40.53714228235176,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,300.0,108.0,0.36,0.444,47.917,16.236408790199718,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,300.0,108.0,0.36,0.541,58.407,13.4915335490609,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,300.0,108.0,0.36,0.562,60.749,12.115425768325403,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,300.0,108.0,0.36,0.472,50.944,15.723146984924622,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,300.0,138.0,0.46,0.525,72.474,10.997047216932968,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,300.0,138.0,0.46,0.548,75.693,10.978558122943998,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,300.0,138.0,0.46,0.557,76.835,9.878310665712242,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,300.0,138.0,0.46,0.618,85.322,8.391739527906049,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,300.0,138.0,0.46,0.571,78.808,9.415287788041823,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,300.0,138.0,0.46,0.531,73.279,9.852754540864368,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,150.0,51.0,0.34,2.311,117.864,7.245639041607276,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,150.0,51.0,0.34,2.384,121.599,7.352034145017639,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,150.0,51.0,0.34,2.3,117.298,6.956640351924159,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,150.0,51.0,0.34,2.409,122.844,6.357656865618183,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,150.0,51.0,0.34,2.391,121.938,6.208072955108333,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,150.0,51.0,0.34,2.706,138.028,5.353986147738141,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,150.0,87.0,0.58,1.683,146.459,6.636669648160918,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,150.0,87.0,0.58,1.587,138.028,6.781232793346278,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,150.0,87.0,0.58,1.669,145.21,5.901797396873493,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,150.0,87.0,0.58,1.887,164.152,5.433988011111653,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,150.0,87.0,0.58,2.14,186.219,4.414157524205371,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,200.0,74.0,0.37,2.436,180.245,3.384282504369053,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,200.0,74.0,0.37,2.653,196.345,2.8877740711502713,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,200.0,74.0,0.37,2.457,181.787,3.058524536958088,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,200.0,74.0,0.37,2.622,194.013,2.834861581440419,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,200.0,74.0,0.37,2.54,187.938,3.027594206600049,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,200.0,74.0,0.37,2.68,198.32,2.864058087938685,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,200.0,104.0,0.52,1.791,186.307,3.054098879805912,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,200.0,104.0,0.52,2.015,209.551,2.376509775663204,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,200.0,104.0,0.52,1.893,196.828,2.5098055154754406,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,200.0,104.0,0.52,2.068,215.053,2.301758171241508,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,200.0,104.0,0.52,1.417,147.404,3.697321646631028,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,200.0,104.0,0.52,1.357,141.169,3.548937797958475,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,300.0,108.0,0.36,2.382,257.237,2.3324793867134197,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,300.0,108.0,0.36,2.371,256.039,2.3590156187143365,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,300.0,108.0,0.36,2.369,255.899,2.266519212658119,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,300.0,108.0,0.36,2.306,248.996,2.269112756831435,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,300.0,108.0,0.36,1.81,195.466,3.069587549752898,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,300.0,108.0,0.36,1.228,132.625,4.54665409990575,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,300.0,138.0,0.46,2.41,332.563,1.6658497788388968,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,300.0,138.0,0.46,2.445,337.408,1.5915449544764795,Others,Non-binder,Binder,Non-binder
5.0,2-3 SiaLac,300.0,138.0,0.46,1.72,237.379,2.5528795723294815,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-3 SiaLac,300.0,138.0,0.46,2.549,351.698,1.5638417050992615,Others,Non-binder,Binder,Non-binder
5.0,2-3 SiaLac,300.0,138.0,0.46,2.567,354.242,1.4905064899136748,Others,Non-binder,Binder,Non-binder
5.0,2-3 SiaLac,300.0,138.0,0.46,2.629,362.84,1.3862859662661229,Others,Non-binder,Binder,Non-binder
10.0,2-3 SiaLac,150.0,51.0,0.34,4.135,210.888,3.309813739994689,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,150.0,51.0,0.34,4.255,216.999,3.0783551997935477,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,150.0,51.0,0.34,4.055,206.814,3.287978570116143,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,150.0,51.0,0.34,4.333,220.96,3.231354091238233,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,150.0,51.0,0.34,3.812,194.41,3.5286250707268145,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,150.0,51.0,0.34,2.106,107.388,7.123700972175662,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,150.0,87.0,0.58,2.943,256.069,2.636008263397756,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,150.0,87.0,0.58,3.089,268.769,2.548657025177755,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,150.0,87.0,0.58,2.695,234.46,3.032500213255992,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,150.0,87.0,0.58,2.757,239.866,2.976661969599693,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,150.0,87.0,0.58,2.778,241.7,3.2933388498138187,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,150.0,87.0,0.58,3.699,321.856,2.622290713859614,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,200.0,74.0,0.37,4.66,344.841,1.699333895911449,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,200.0,74.0,0.37,4.764,352.553,1.5969230158302439,Others,Non-binder,Binder,Non-binder
10.0,2-3 SiaLac,200.0,74.0,0.37,5.189,384.007,1.4765355839867502,Others,Non-binder,Binder,Non-binder
10.0,2-3 SiaLac,200.0,74.0,0.37,4.805,355.543,1.7606871742658412,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,200.0,74.0,0.37,4.734,350.296,2.032566743554023,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,200.0,74.0,0.37,5.176,382.993,1.9530383061831418,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,200.0,104.0,0.52,3.431,356.789,1.8722550302840055,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,200.0,104.0,0.52,3.445,358.324,1.8865607662339112,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,200.0,104.0,0.52,2.91,302.652,2.223676037164797,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,200.0,104.0,0.52,3.515,365.565,1.8464568544581674,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,200.0,104.0,0.52,3.447,358.462,1.9695253611261445,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,200.0,104.0,0.52,3.535,367.604,1.9695106690895638,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,300.0,108.0,0.36,4.063,438.766,1.5931042970512757,Others,Non-binder,Binder,Non-binder
10.0,2-3 SiaLac,300.0,108.0,0.36,4.013,433.403,1.684344593830684,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,300.0,108.0,0.36,4.066,439.074,1.7445806401654391,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,300.0,108.0,0.36,4.639,501.02,1.8083110454672469,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,300.0,108.0,0.36,4.337,468.439,1.7099344845326712,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,300.0,108.0,0.36,4.129,445.978,1.863320612227509,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,300.0,138.0,0.46,4.312,595.114,0.8468965609950362,Others,Non-binder,Binder,Non-binder
10.0,2-3 SiaLac,300.0,138.0,0.46,4.167,575.032,0.9216878365030119,Others,Non-binder,Binder,Non-binder
10.0,2-3 SiaLac,300.0,138.0,0.46,4.256,587.294,0.9160658886349937,Others,Non-binder,Binder,Non-binder
10.0,2-3 SiaLac,300.0,138.0,0.46,4.277,590.19,0.9895118521154204,Others,Non-binder,Binder,Non-binder
10.0,2-3 SiaLac,300.0,138.0,0.46,4.322,596.369,0.9775826711314639,Others,Non-binder,Binder,Non-binder
10.0,2-3 SiaLac,300.0,138.0,0.46,4.496,620.409,1.2056562686872692,Others,Non-binder,Binder,Non-binder
1.0,2-6 SiaLac,150.0,62.0,2.44,0.021,1.269,339.6375098502758,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,150.0,62.0,2.44,0.022,1.361,494.48934606906687,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,150.0,62.0,2.44,0.021,1.318,408.9529590288316,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,150.0,62.0,2.44,0.021,1.303,316.96085955487337,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,150.0,62.0,2.44,0.021,1.318,289.07435508345975,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,200.0,110.0,1.82,0.039,4.264,126.17260787992494,Gained in MDCK,Binder,Binder,Non-binder
1.0,2-6 SiaLac,200.0,110.0,1.82,0.042,4.591,84.51317795687214,Others,Non-binder,Binder,Non-binder
1.0,2-6 SiaLac,200.0,110.0,1.82,0.04,4.381,51.129879023054094,Others,Non-binder,Binder,Non-binder
1.0,2-6 SiaLac,200.0,110.0,1.82,0.037,4.116,115.88921282798835,Others,Non-binder,Binder,Non-binder
1.0,2-6 SiaLac,200.0,110.0,1.82,0.035,3.839,122.42771555092472,Gained in MDCK,Binder,Binder,Non-binder
