PrintPol,GlycType,DP,Valency,GlycSpace,PolSpace,GlycDen,MVF,Status,Experiment,Self-model,Cross-model
1.0,2-6 SiaLac,300.0,120.0,2.5,0.017,1.983,220.37317196167422,Gained in MDCK,Binder,Binder,Non-binder
1.0,2-6 SiaLac,300.0,120.0,2.5,0.015,1.853,291.4193200215866,Gained in MDCK,Binder,Binder,Non-binder
1.0,2-6 SiaLac,300.0,120.0,2.5,0.015,1.853,267.6740420939018,Gained in MDCK,Binder,Binder,Non-binder
1.0,2-6 SiaLac,300.0,120.0,2.5,0.015,1.762,278.6606129398411,Gained in MDCK,Binder,Binder,Non-binder
1.0,2-6 SiaLac,300.0,120.0,2.5,0.016,1.944,259.77366255144034,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-6 SiaLac,150.0,62.0,2.44,0.049,3.024,75.39682539682539,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,150.0,62.0,2.44,0.049,3.027,45.9200528576148,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,150.0,62.0,2.44,0.045,2.768,59.60982658959538,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,150.0,62.0,2.44,0.035,2.17,70.96774193548387,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,150.0,62.0,2.44,0.04,2.484,86.15136876006441,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,150.0,62.0,2.44,0.058,3.567,84.38463694981778,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,200.0,110.0,1.82,0.086,9.449,121.70600063498783,Others,Binder,Non-binder,Non-binder
5.0,2-6 SiaLac,200.0,110.0,1.82,0.081,8.963,103.87147160548925,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,200.0,110.0,1.82,0.078,8.533,101.25395523262628,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,200.0,110.0,1.82,0.07,7.72,102.72020725388602,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,200.0,110.0,1.82,0.069,7.605,111.63708086785009,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,200.0,110.0,1.82,0.083,9.113,102.05201360693515,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,300.0,120.0,2.5,0.035,4.178,106.98898994734323,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,300.0,120.0,2.5,0.035,4.214,89.22638822971048,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,300.0,120.0,2.5,0.03,3.607,42.97199889104519,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,300.0,120.0,2.5,0.031,3.709,73.33513076300889,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,300.0,120.0,2.5,0.032,3.833,76.44142968953821,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,300.0,120.0,2.5,0.031,3.779,128.6054511775602,Others,Binder,Non-binder,Non-binder
10.0,2-6 SiaLac,150.0,62.0,2.44,0.061,3.768,85.45647558386412,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,150.0,62.0,2.44,0.051,3.14,86.30573248407643,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,150.0,62.0,2.44,0.051,3.14,90.44585987261146,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,150.0,62.0,2.44,0.058,3.58,56.98324022346369,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,150.0,62.0,2.44,0.06,3.737,103.55900454910356,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,150.0,62.0,2.44,0.042,2.607,211.73762945914842,Others,Binder,Non-binder,Non-binder
10.0,2-6 SiaLac,200.0,110.0,1.82,0.094,10.288,94.96500777604976,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,200.0,110.0,1.82,0.094,10.334,112.63789432939811,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,200.0,110.0,1.82,0.094,10.38,108.57418111753371,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,200.0,110.0,1.82,0.102,11.255,98.17858729453576,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,200.0,110.0,1.82,0.103,11.369,104.31876154455098,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,200.0,110.0,1.82,0.1,10.977,112.5079712125353,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,300.0,120.0,2.5,0.047,5.631,76.54057893802167,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,300.0,120.0,2.5,0.051,6.086,96.12224778179427,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,300.0,120.0,2.5,0.048,5.722,83.01293254106955,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,300.0,120.0,2.5,0.054,6.513,100.56809458007064,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,300.0,120.0,2.5,0.051,6.163,115.3658932338147,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,300.0,120.0,2.5,0.05,5.968,130.19436997319036,Others,Binder,Non-binder,Non-binder
1.0,2-3 SiaLac,150.0,60.0,2.5,0.024,1.465,1488.0546075085324,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,150.0,60.0,2.5,0.025,1.502,667.7762982689748,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,150.0,60.0,2.5,0.024,1.452,764.4628099173553,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,150.0,60.0,2.5,0.021,1.255,731.4741035856574,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,150.0,60.0,2.5,0.019,1.169,876.8177929854576,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,200.0,116.0,1.72,0.039,4.546,690.2771667399911,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,200.0,116.0,1.72,0.036,4.203,548.417796811801,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,200.0,116.0,1.72,0.04,4.638,554.980595084088,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,200.0,116.0,1.72,0.04,4.583,497.054331224089,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,200.0,116.0,1.72,0.035,4.048,423.4189723320158,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,200.0,116.0,1.72,0.038,4.453,358.4100606332809,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,300.0,147.0,2.04,0.007,0.976,1676.2295081967213,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,300.0,147.0,2.04,0.007,1.013,839.0918065153012,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,300.0,147.0,2.04,0.006,0.925,1045.4054054054054,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,300.0,147.0,2.04,0.006,0.89,641.5730337078652,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,300.0,147.0,2.04,0.006,0.873,1064.1466208476518,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,300.0,147.0,2.04,0.006,0.921,1043.4310532030402,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,150.0,60.0,2.5,0.049,2.929,589.9624445203141,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,150.0,60.0,2.5,0.056,3.36,529.7619047619048,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,150.0,60.0,2.5,0.047,2.831,507.24125750618157,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,150.0,60.0,2.5,0.054,3.225,537.0542635658915,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,150.0,60.0,2.5,0.053,3.175,596.220472440945,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,150.0,60.0,2.5,0.05,3.003,572.7605727605727,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,200.0,116.0,1.72,0.077,8.981,324.351408529117,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,200.0,116.0,1.72,0.052,6.013,444.0379178446699,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,200.0,116.0,1.72,0.075,8.682,300.0460723335637,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,200.0,116.0,1.72,0.08,9.332,289.75567938276896,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,200.0,116.0,1.72,0.074,8.544,341.29213483146066,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,200.0,116.0,1.72,0.072,8.303,332.5304106949295,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,300.0,147.0,2.04,0.02,2.928,525.2732240437159,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,300.0,147.0,2.04,0.018,2.633,474.743638435245,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,300.0,147.0,2.04,0.017,2.551,593.4927479419835,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,300.0,147.0,2.04,0.018,2.633,489.9354348651728,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,300.0,147.0,2.04,0.018,2.615,410.3250478011472,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,300.0,147.0,2.04,0.018,2.652,605.580693815988,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,150.0,60.0,2.5,0.063,3.772,543.7433722163308,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,150.0,60.0,2.5,0.064,3.829,635.4139462000522,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,150.0,60.0,2.5,0.063,3.758,613.8903672166045,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,150.0,60.0,2.5,0.055,3.32,720.1807228915663,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,150.0,60.0,2.5,0.066,3.956,646.6127401415571,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,150.0,60.0,2.5,0.065,3.914,851.5585079202862,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,200.0,116.0,1.72,0.112,13.028,278.17009517961316,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,200.0,116.0,1.72,0.111,12.917,308.3533328172176,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,200.0,116.0,1.72,0.111,12.861,319.88181323380763,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,200.0,116.0,1.72,0.111,12.843,306.8597679669859,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,200.0,116.0,1.72,0.11,12.732,334.5900094250707,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,200.0,116.0,1.72,0.12,13.971,364.46925774819266,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,300.0,147.0,2.04,0.014,2.131,1481.4641013608637,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,300.0,147.0,2.04,0.017,2.552,1288.0094043887148,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,300.0,147.0,2.04,0.014,2.023,2101.8289668808698,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,300.0,147.0,2.04,0.034,5.012,814.8443735035914,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,300.0,147.0,2.04,0.015,2.226,1890.386343216532,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,300.0,147.0,2.04,0.014,2.028,1475.8382642998026,Gained in MDCK,Binder,Binder,Non-binder
1.0,2-6 SiaLac,150.0,62.0,2.44,0.016,0.972,188.27160493827162,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,150.0,62.0,2.44,0.012,0.733,499.31787175989086,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,150.0,62.0,2.44,0.017,1.04,433.65384615384613,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,150.0,62.0,2.44,0.023,1.402,308.8445078459344,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,150.0,62.0,2.44,0.023,1.386,75.03607503607505,Others,Non-binder,Binder,Binder
1.0,2-6 SiaLac,200.0,110.0,1.82,0.029,3.234,195.1144094001237,Gained in MDCK,Binder,Binder,Non-binder
1.0,2-6 SiaLac,200.0,110.0,1.82,0.024,2.671,93.5979034069637,Others,Non-binder,Binder,Non-binder
1.0,2-6 SiaLac,200.0,110.0,1.82,0.029,3.169,91.51151782896812,Others,Non-binder,Binder,Non-binder
1.0,2-6 SiaLac,200.0,110.0,1.82,0.031,3.452,95.8864426419467,Others,Non-binder,Binder,Non-binder
1.0,2-6 SiaLac,200.0,110.0,1.82,0.026,2.875,102.26086956521739,Others,Non-binder,Binder,Non-binder
1.0,2-6 SiaLac,200.0,110.0,1.82,0.034,3.697,81.68785501758182,Others,Non-binder,Binder,Non-binder
1.0,2-6 SiaLac,300.0,120.0,2.5,0.013,1.58,310.75949367088606,Gained in MDCK,Binder,Binder,Non-binder
1.0,2-6 SiaLac,300.0,120.0,2.5,0.012,1.49,340.2684563758389,Gained in MDCK,Binder,Binder,Non-binder
1.0,2-6 SiaLac,300.0,120.0,2.5,0.014,1.691,302.7794204612655,Gained in MDCK,Binder,Binder,Non-binder
1.0,2-6 SiaLac,300.0,120.0,2.5,0.014,1.689,355.23978685612786,Gained in MDCK,Binder,Binder,Non-binder
1.0,2-6 SiaLac,300.0,120.0,2.5,0.015,1.773,104.34292160180486,Others,Non-binder,Binder,Non-binder
1.0,2-6 SiaLac,300.0,120.0,2.5,0.015,1.835,253.95095367847412,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-6 SiaLac,150.0,62.0,2.44,0.051,3.128,44.11764705882353,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,150.0,62.0,2.44,0.05,3.07,52.76872964169382,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,150.0,62.0,2.44,0.053,3.23,27.554179566563466,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,150.0,62.0,2.44,0.053,3.23,30.03095975232198,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,150.0,62.0,2.44,0.051,3.157,20.589166930630345,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,150.0,62.0,2.44,0.053,3.244,36.066584463625155,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,200.0,110.0,1.82,0.083,9.128,85.67046450482033,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,200.0,110.0,1.82,0.083,9.113,66.49840886645453,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,200.0,110.0,1.82,0.088,9.647,59.50036280709028,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,200.0,110.0,1.82,0.088,9.708,72.41450350226617,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,200.0,110.0,1.82,0.087,9.54,75.8909853249476,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,200.0,110.0,1.82,0.091,9.997,70.22106631989597,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,300.0,120.0,2.5,0.029,3.539,65.55524159367053,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,300.0,120.0,2.5,0.03,3.59,56.82451253481894,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,300.0,120.0,2.5,0.028,3.401,66.1570126433402,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,300.0,120.0,2.5,0.031,3.743,52.36441357200107,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,300.0,120.0,2.5,0.033,3.978,45.24886877828054,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,300.0,120.0,2.5,0.036,4.355,46.38346727898966,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,150.0,62.0,2.44,0.049,3.015,69.98341625207297,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,150.0,62.0,2.44,0.048,2.964,66.80161943319838,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,150.0,62.0,2.44,0.053,3.285,42.31354642313546,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,150.0,62.0,2.44,0.041,2.57,94.94163424124514,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,150.0,62.0,2.44,0.051,3.139,231.28384835935012,Others,Binder,Non-binder,Non-binder
10.0,2-6 SiaLac,150.0,62.0,2.44,0.05,3.078,107.53736192332684,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,200.0,110.0,1.82,0.104,11.451,67.24303554274735,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,200.0,110.0,1.82,0.097,10.716,75.12131392310565,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,200.0,110.0,1.82,0.104,11.451,78.59575582918522,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,200.0,110.0,1.82,0.105,11.516,85.09899270580063,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,200.0,110.0,1.82,0.101,11.157,117.5943353948194,Others,Binder,Non-binder,Non-binder
10.0,2-6 SiaLac,200.0,110.0,1.82,0.094,10.365,123.87843704775688,Others,Binder,Non-binder,Non-binder
10.0,2-6 SiaLac,300.0,120.0,2.5,0.052,6.299,59.0569931735196,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,300.0,120.0,2.5,0.049,5.868,77.88002726653033,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,300.0,120.0,2.5,0.053,6.376,68.53826850690088,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,300.0,120.0,2.5,0.053,6.376,105.70890840652446,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,300.0,120.0,2.5,0.052,6.24,110.57692307692308,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,300.0,120.0,2.5,0.047,5.668,127.20536344389555,Others,Binder,Non-binder,Non-binder
1.0,2-3 SiaLac,150.0,60.0,2.5,0.017,1.049,1755.0047664442327,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,150.0,60.0,2.5,0.011,0.639,1694.8356807511736,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,150.0,60.0,2.5,0.016,0.984,790.650406504065,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,150.0,60.0,2.5,0.024,1.428,726.890756302521,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,150.0,60.0,2.5,0.022,1.317,980.2581624905088,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,150.0,60.0,2.5,0.025,1.528,738.8743455497382,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,200.0,116.0,1.72,0.031,3.566,769.7700504767247,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,200.0,116.0,1.72,0.031,3.549,420.9636517328825,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,200.0,116.0,1.72,0.039,4.472,493.29159212880137,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,200.0,116.0,1.72,0.038,4.398,507.9581628012733,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,200.0,116.0,1.72,0.036,4.213,475.4331830049846,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,200.0,116.0,1.72,0.04,4.638,487.2789995687797,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,300.0,147.0,2.04,0.006,0.921,2130.2931596091203,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,300.0,147.0,2.04,0.007,1.031,1222.114451988361,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,300.0,147.0,2.04,0.007,0.958,1369.5198329853863,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,300.0,147.0,2.04,0.006,0.939,1448.349307774228,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,300.0,147.0,2.04,0.006,0.939,1506.9222577209798,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,300.0,147.0,2.04,0.006,0.939,1288.604898828541,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,150.0,60.0,2.5,0.049,2.942,519.3745751189666,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,150.0,60.0,2.5,0.053,3.201,464.2299281474539,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,150.0,60.0,2.5,0.055,3.299,436.1927856926341,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,150.0,60.0,2.5,0.058,3.508,437.0011402508552,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,150.0,60.0,2.5,0.046,2.769,429.7580353918382,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,150.0,60.0,2.5,0.057,3.419,454.81134834747,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,200.0,116.0,1.72,0.082,9.517,323.1060208048755,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,200.0,116.0,1.72,0.082,9.535,282.0136339800734,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,200.0,116.0,1.72,0.081,9.443,240.38970666101875,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,200.0,116.0,1.72,0.082,9.535,257.5773466177242,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,200.0,116.0,1.72,0.082,9.535,257.6822233875197,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,200.0,116.0,1.72,0.081,9.443,279.04267711532356,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,300.0,147.0,2.04,0.02,2.909,584.0495015469234,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,300.0,147.0,2.04,0.018,2.637,585.5138414865378,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,300.0,147.0,2.04,0.02,2.965,629.3423271500843,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,300.0,147.0,2.04,0.018,2.688,1029.017857142857,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,300.0,147.0,2.04,0.02,2.928,450.81967213114757,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,300.0,147.0,2.04,0.02,2.946,550.2376103190767,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,150.0,60.0,2.5,0.048,2.868,689.3305439330544,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,150.0,60.0,2.5,0.059,3.569,545.5309610535164,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,150.0,60.0,2.5,0.048,2.871,597.352838732149,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,150.0,60.0,2.5,0.051,3.082,635.3017521090202,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,150.0,60.0,2.5,0.065,3.886,667.7817807514153,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,150.0,60.0,2.5,0.05,3.029,800.2641135688347,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,200.0,116.0,1.72,0.116,13.514,220.06807754920823,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,200.0,116.0,1.72,0.112,12.991,252.86736971749673,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,200.0,116.0,1.72,0.109,12.695,289.0901929893659,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,200.0,116.0,1.72,0.1,11.576,350.1209398756047,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,200.0,116.0,1.72,0.108,12.51,317.50599520383696,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,200.0,116.0,1.72,0.098,11.421,425.96970492951584,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,300.0,147.0,2.04,0.049,7.149,382.15134983913833,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,300.0,147.0,2.04,0.062,9.15,309.39890710382514,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,300.0,147.0,2.04,0.063,9.325,318.1769436997319,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,300.0,147.0,2.04,0.076,11.23,275.60106856634013,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,300.0,147.0,2.04,0.105,15.422,196.2780443522241,Gained in MDCK,Binder,Binder,Non-binder
10.0,2-3 SiaLac,300.0,147.0,2.04,0.084,12.29,242.14808787632222,Gained in MDCK,Binder,Binder,Non-binder
1.0,2-6 SiaLac,150.0,62.0,2.44,0.02,1.231,875.7108042242079,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,150.0,62.0,2.44,0.017,1.026,928.8499025341131,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,150.0,62.0,2.44,0.019,1.188,807.2390572390573,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,150.0,62.0,2.44,0.016,0.999,721.7217217217217,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,150.0,62.0,2.44,0.017,1.053,510.9211775878443,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,150.0,62.0,2.44,0.02,1.23,408.9430894308943,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,200.0,110.0,1.82,0.031,3.365,149.18276374442792,Gained in MDCK,Binder,Binder,Non-binder
1.0,2-6 SiaLac,200.0,110.0,1.82,0.035,3.838,65.65919749869724,Others,Non-binder,Binder,Non-binder
1.0,2-6 SiaLac,200.0,110.0,1.82,0.034,3.785,47.556142668428,Others,Non-binder,Binder,Non-binder
1.0,2-6 SiaLac,200.0,110.0,1.82,0.032,3.545,184.7672778561354,Gained in MDCK,Binder,Binder,Non-binder
1.0,2-6 SiaLac,200.0,110.0,1.82,0.034,3.75,170.93333333333334,Gained in MDCK,Binder,Binder,Non-binder
1.0,2-6 SiaLac,300.0,120.0,2.5,0.014,1.708,389.344262295082,Gained in MDCK,Binder,Binder,Non-binder
1.0,2-6 SiaLac,300.0,120.0,2.5,0.015,1.847,302.11153221440173,Gained in MDCK,Binder,Binder,Non-binder
1.0,2-6 SiaLac,300.0,120.0,2.5,0.016,1.886,254.5068928950159,Gained in MDCK,Binder,Binder,Non-binder
1.0,2-6 SiaLac,300.0,120.0,2.5,0.014,1.708,361.24121779859485,Gained in MDCK,Binder,Binder,Non-binder
1.0,2-6 SiaLac,300.0,120.0,2.5,0.015,1.78,383.14606741573033,Gained in MDCK,Binder,Binder,Non-binder
1.0,2-6 SiaLac,300.0,120.0,2.5,0.016,1.886,299.57582184517497,Gained in MDCK,Binder,Binder,Non-binder
5.0,2-6 SiaLac,150.0,62.0,2.44,0.05,3.056,158.37696335078533,Others,Binder,Non-binder,Non-binder
5.0,2-6 SiaLac,150.0,62.0,2.44,0.047,2.896,184.39226519337018,Others,Binder,Non-binder,Non-binder
5.0,2-6 SiaLac,150.0,62.0,2.44,0.046,2.81,194.66192170818505,Others,Binder,Non-binder,Non-binder
5.0,2-6 SiaLac,150.0,62.0,2.44,0.045,2.752,194.40406976744188,Others,Binder,Non-binder,Non-binder
5.0,2-6 SiaLac,150.0,62.0,2.44,0.043,2.65,72.45283018867924,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,200.0,110.0,1.82,0.085,9.342,97.73067865553413,Others,Binder,Non-binder,Non-binder
5.0,2-6 SiaLac,200.0,110.0,1.82,0.078,8.609,107.44569636426995,Others,Binder,Non-binder,Non-binder
5.0,2-6 SiaLac,200.0,110.0,1.82,0.079,8.701,106.19469026548671,Others,Binder,Non-binder,Non-binder
5.0,2-6 SiaLac,200.0,110.0,1.82,0.076,8.319,106.50318547902391,Others,Binder,Non-binder,Non-binder
