PrintPol,GlycType,Valency,GlycSpace,PolSpace,GlycDen,MVF,DP,Status,Experiment,Self-model,Cross-model
1.0,2-3 SiaLac,51.0,3.73,0.018,0.809,802.2249690976514,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,111.0,1.72,0.032,0.906,3104.8565121412803,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,111.0,1.72,0.032,3.573,853.6244052616848,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,111.0,1.72,0.031,3.527,1084.7745959739154,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,111.0,1.72,0.031,3.404,1115.45240893067,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,111.0,1.72,0.03,3.435,932.1688500727802,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,111.0,1.72,0.032,3.358,1070.577724836212,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,93.0,2.05,0.05,3.512,1117.8815489749431,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,93.0,2.05,0.049,4.594,505.8772311710927,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,93.0,2.05,0.049,4.529,639.8763523956724,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,93.0,2.05,0.054,4.516,880.4251550044287,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,93.0,2.05,0.046,5.054,622.0815195884447,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,93.0,2.05,0.053,4.29,872.7272727272727,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,83.0,2.3,0.071,4.943,703.6212826218896,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,83.0,2.3,0.075,5.862,239.6792903445923,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,83.0,2.3,0.069,6.202,375.20154788777813,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,83.0,2.3,0.083,5.69,497.01230228470996,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,83.0,2.3,0.083,6.891,282.977797126687,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,83.0,2.3,0.087,6.868,281.8870122306348,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,70.0,2.71,0.07,7.166,324.4487859335752,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,70.0,2.71,0.064,4.939,248.8357967199838,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,70.0,2.71,0.065,4.479,392.2750613976334,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,70.0,2.71,0.073,4.552,406.63444639718807,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,70.0,2.71,0.073,5.114,271.8028940164255,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,70.0,2.71,0.074,5.144,359.6423017107309,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,64.0,2.98,0.052,5.222,242.0528533129069,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,64.0,2.98,0.052,3.32,546.9879518072289,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,64.0,2.98,0.063,3.305,620.2723146747352,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,64.0,2.98,0.059,4.0,692.0,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,64.0,2.98,0.063,3.754,892.1150772509324,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,51.0,3.73,0.072,3.787,127.01346712437285,190.0,Others,Non-binder,Binder,Binder
5.0,2-3 SiaLac,51.0,3.73,0.075,3.668,5.7251908396946565,190.0,Others,Non-binder,Binder,Binder
5.0,2-3 SiaLac,51.0,3.73,0.079,3.814,90.19402202412165,190.0,Others,Non-binder,Binder,Binder
5.0,2-3 SiaLac,51.0,3.73,0.08,4.044,171.8595450049456,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,51.0,3.73,0.075,4.1,145.85365853658539,190.0,Others,Non-binder,Binder,Binder
5.0,2-3 SiaLac,51.0,3.73,0.075,3.814,92.29155742003147,190.0,Others,Non-binder,Binder,Binder
10.0,2-3 SiaLac,111.0,1.72,0.043,3.82,999.4764397905759,190.0,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,111.0,1.72,0.043,4.707,820.9050350541746,190.0,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,111.0,1.72,0.042,4.753,725.436566379129,190.0,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,111.0,1.72,0.039,4.631,784.2798531634636,190.0,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,111.0,1.72,0.04,3.599,766.3239788830231,190.0,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,93.0,2.05,0.088,4.401,374.23312883435585,190.0,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,93.0,2.05,0.088,8.209,212.32793275673043,190.0,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,93.0,2.05,0.087,8.119,104.32319251139303,190.0,Others,Non-binder,Binder,Binder
10.0,2-3 SiaLac,93.0,2.05,0.084,8.068,171.91373326722857,190.0,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,93.0,2.05,0.077,7.81,51.344430217669654,190.0,Others,Non-binder,Binder,Binder
10.0,2-3 SiaLac,83.0,2.3,0.121,7.823,179.4707912565512,190.0,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,83.0,2.3,0.121,10.014,99.86019572598363,190.0,Others,Non-binder,Binder,Binder
10.0,2-3 SiaLac,83.0,2.3,0.112,10.049,117.9221813115733,190.0,Others,Non-binder,Binder,Binder
10.0,2-3 SiaLac,83.0,2.3,0.096,8.095,72.7609635577517,190.0,Others,Non-binder,Binder,Binder
10.0,2-3 SiaLac,83.0,2.3,0.101,7.924,180.59061080262492,190.0,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,70.0,2.71,0.143,8.335,202.99940011997597,190.0,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,70.0,2.71,0.141,10.034,169.7229419972095,190.0,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,70.0,2.71,0.129,9.936,165.15700483091788,190.0,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,70.0,2.71,0.137,9.104,86.77504393673111,190.0,Others,Non-binder,Binder,Binder
10.0,2-3 SiaLac,70.0,2.71,0.127,9.663,43.98220014488254,190.0,Others,Non-binder,Binder,Binder
10.0,2-3 SiaLac,70.0,2.71,0.13,8.931,85.8806404657933,190.0,Others,Non-binder,Binder,Binder
10.0,2-3 SiaLac,64.0,2.98,0.102,9.177,87.82826631796884,190.0,Others,Non-binder,Binder,Binder
10.0,2-3 SiaLac,64.0,2.98,0.093,6.492,131.85459026494146,190.0,Others,Non-binder,Binder,Binder
10.0,2-3 SiaLac,64.0,2.98,0.1,5.93,241.98988195615516,190.0,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,64.0,2.98,0.083,6.394,248.35783547075383,190.0,Conserved,Binder,Binder,Binder
10.0,2-3 SiaLac,64.0,2.98,0.089,5.277,67.46257343187416,190.0,Others,Non-binder,Binder,Binder
10.0,2-3 SiaLac,64.0,2.98,0.083,5.664,149.71751412429379,190.0,Others,Non-binder,Binder,Binder
10.0,2-3 SiaLac,51.0,3.73,0.112,5.285,-37.842951750236516,190.0,Others,Non-binder,Binder,Binder
10.0,2-3 SiaLac,51.0,3.73,0.104,5.695,43.546971027216856,190.0,Others,Non-binder,Binder,Binder
10.0,2-3 SiaLac,51.0,3.73,0.109,5.285,122.42194891201514,190.0,Others,Non-binder,Binder,Binder
10.0,2-3 SiaLac,51.0,3.73,0.098,5.552,122.11815561959655,190.0,Others,Non-binder,Binder,Binder
10.0,2-3 SiaLac,51.0,3.73,0.11,5.028,72.19570405727924,190.0,Others,Non-binder,Binder,Binder
10.0,2-3 SiaLac,51.0,3.73,0.112,5.602,-32.666904676901105,190.0,Others,Non-binder,Binder,Binder
1.0,2-6 SiaLac,105.0,1.81,0.017,1.809,768.3803206191266,190.0,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,105.0,1.81,0.022,2.259,477.20230190349713,190.0,Others,Non-binder,Binder,Binder
1.0,2-6 SiaLac,105.0,1.81,0.019,2.004,703.5928143712575,190.0,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,105.0,1.81,0.018,1.883,621.8799787573022,190.0,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,105.0,1.81,0.015,1.593,486.5034526051475,190.0,Others,Non-binder,Binder,Binder
1.0,2-6 SiaLac,105.0,1.81,0.013,1.331,629.6018031555221,190.0,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,88.0,2.17,0.017,1.49,875.1677852348994,190.0,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,88.0,2.17,0.019,1.655,620.5438066465257,190.0,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,88.0,2.17,0.018,1.606,906.6002490660024,190.0,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,88.0,2.17,0.017,1.49,1108.724832214765,190.0,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,88.0,2.17,0.017,1.505,810.6312292358805,190.0,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,88.0,2.17,0.019,1.688,331.7535545023697,190.0,Others,Non-binder,Binder,Binder
1.0,2-6 SiaLac,79.0,2.42,0.018,1.439,779.7081306462821,190.0,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,79.0,2.42,0.017,1.313,766.945925361767,190.0,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,79.0,2.42,0.017,1.325,1033.9622641509434,190.0,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,79.0,2.42,0.017,1.325,1096.6037735849056,190.0,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,79.0,2.42,0.017,1.3,144.6153846153846,190.0,Others,Non-binder,Binder,Binder
1.0,2-6 SiaLac,79.0,2.42,0.017,1.313,105.10281797410511,190.0,Others,Non-binder,Binder,Binder
1.0,2-6 SiaLac,71.0,2.69,0.02,1.433,409.63014654570827,190.0,Others,Non-binder,Binder,Binder
1.0,2-6 SiaLac,71.0,2.69,0.02,1.384,346.0982658959538,190.0,Others,Non-binder,Binder,Binder
1.0,2-6 SiaLac,71.0,2.69,0.019,1.348,431.00890207715133,190.0,Others,Non-binder,Binder,Binder
1.0,2-6 SiaLac,71.0,2.69,0.017,1.219,516.8170631665299,190.0,Others,Non-binder,Binder,Binder
1.0,2-6 SiaLac,71.0,2.69,0.018,1.265,601.5810276679842,190.0,Others,Non-binder,Binder,Binder
1.0,2-6 SiaLac,61.0,3.11,0.022,1.344,564.7321428571428,190.0,Others,Non-binder,Binder,Binder
1.0,2-6 SiaLac,61.0,3.11,0.022,1.375,550.5454545454545,190.0,Others,Non-binder,Binder,Binder
1.0,2-6 SiaLac,61.0,3.11,0.023,1.407,612.6510305614784,190.0,Others,Non-binder,Binder,Binder
1.0,2-6 SiaLac,61.0,3.11,0.023,1.386,571.4285714285714,190.0,Others,Non-binder,Binder,Binder
1.0,2-6 SiaLac,61.0,3.11,0.022,1.375,604.3636363636364,190.0,Others,Non-binder,Binder,Binder
1.0,2-6 SiaLac,61.0,3.11,0.026,1.585,229.02208201892745,190.0,Others,Non-binder,Binder,Binder
1.0,2-6 SiaLac,53.0,3.62,0.019,1.007,517.3783515392255,190.0,Others,Non-binder,Binder,Binder
1.0,2-6 SiaLac,53.0,3.62,0.021,1.114,535.0089766606822,190.0,Others,Non-binder,Binder,Binder
1.0,2-6 SiaLac,53.0,3.62,0.024,1.27,-72.44094488188976,190.0,Others,Non-binder,Binder,Binder
1.0,2-6 SiaLac,53.0,3.62,0.024,1.252,453.6741214057508,190.0,Others,Non-binder,Binder,Binder
1.0,2-6 SiaLac,53.0,3.62,0.021,1.122,630.1247771836006,190.0,Conserved,Binder,Binder,Binder
1.0,2-6 SiaLac,53.0,3.62,0.022,1.172,489.76109215017067,190.0,Others,Non-binder,Binder,Binder
5.0,2-6 SiaLac,105.0,1.81,0.053,5.585,284.15398388540734,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,105.0,1.81,0.049,5.144,310.0699844479005,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,105.0,1.81,0.053,5.551,250.22518465141414,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,105.0,1.81,0.052,5.451,226.01357549073566,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,105.0,1.81,0.048,5.004,361.11111111111114,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,105.0,1.81,0.054,5.635,318.7222715173026,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,88.0,2.17,0.076,6.636,301.6877637130802,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,88.0,2.17,0.073,6.44,210.7142857142857,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,88.0,2.17,0.074,6.47,195.5177743431221,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,88.0,2.17,0.074,6.5,221.07692307692307,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,88.0,2.17,0.075,6.561,235.02514860539551,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,88.0,2.17,0.076,6.681,251.75871875467743,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,79.0,2.42,0.073,5.735,177.50653879686138,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,79.0,2.42,0.067,5.294,107.2912731394031,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,79.0,2.42,0.072,5.689,28.124450694322377,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,79.0,2.42,0.073,5.724,79.3151642208246,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,79.0,2.42,0.074,5.805,147.45908699397071,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,79.0,2.42,0.074,5.829,191.79962257677133,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,71.0,2.69,0.065,4.584,82.02443280977313,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,71.0,2.69,0.061,4.357,36.95203121413817,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,71.0,2.69,0.063,4.485,45.26198439241917,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,71.0,2.69,0.064,4.544,31.02992957746479,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,71.0,2.69,0.06,4.228,45.175023651844846,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,71.0,2.69,0.064,4.534,30.65725628584032,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,61.0,3.11,0.084,5.178,36.11432985708768,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,61.0,3.11,0.075,4.575,51.36612021857923,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,61.0,3.11,0.075,4.617,52.198397227636995,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,61.0,3.11,0.077,4.694,20.23860247123988,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,61.0,3.11,0.076,4.668,6.426735218508997,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,61.0,3.11,0.071,4.372,-18.298261665141812,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,53.0,3.62,0.095,5.004,28.976818545163873,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,53.0,3.62,0.087,4.552,4.613356766256591,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,53.0,3.62,0.088,4.611,2.385599653003687,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,53.0,3.62,0.087,4.596,-3.91644908616188,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,53.0,3.62,0.087,4.552,-7.908611599297013,190.0,Others,Non-binder,Non-binder,Non-binder
5.0,2-6 SiaLac,53.0,3.62,0.088,4.618,4.330879168471199,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,105.0,1.81,0.07,7.391,190.23136246786632,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,105.0,1.81,0.077,8.106,196.64446089316556,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,105.0,1.81,0.068,7.121,192.3887094509198,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,105.0,1.81,0.067,7.085,172.47706422018348,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,105.0,1.81,0.068,7.175,142.4390243902439,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,105.0,1.81,0.068,7.193,154.31669678854442,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,88.0,2.17,0.101,8.863,154.80085749746135,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,88.0,2.17,0.101,8.863,212.11779307232314,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,88.0,2.17,0.103,9.043,224.3724427734159,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,88.0,2.17,0.102,8.953,173.34971517926954,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,88.0,2.17,0.095,8.325,88.04804804804806,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,88.0,2.17,0.102,8.998,69.9044232051567,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,79.0,2.42,0.124,9.704,144.16735366859027,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,79.0,2.42,0.115,9.034,191.60947531547487,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,79.0,2.42,0.125,9.816,202.2208638956805,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,79.0,2.42,0.116,9.104,144.77152899824253,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,79.0,2.42,0.115,8.999,54.672741415712856,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,79.0,2.42,0.114,8.929,42.89394109082764,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,71.0,2.69,0.123,8.747,92.1458785869441,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,71.0,2.69,0.124,8.821,191.81498696292937,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,71.0,2.69,0.126,8.905,182.93093767546324,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,71.0,2.69,0.116,8.223,142.89188860513192,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,71.0,2.69,0.124,8.81,36.66288308740068,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,71.0,2.69,0.127,8.979,24.167501948992093,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,61.0,3.11,0.13,7.985,105.94865372573575,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,61.0,3.11,0.129,7.9,122.78481012658227,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,61.0,3.11,0.129,7.908,144.79008598887202,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,61.0,3.11,0.129,7.891,100.36750728678241,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,61.0,3.11,0.128,7.857,18.454880997836323,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,61.0,3.11,0.129,7.934,22.309049659692462,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,53.0,3.62,0.109,5.756,-3.9958304378040306,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,53.0,3.62,0.109,5.719,-2.4479804161566707,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,53.0,3.62,0.109,5.756,-5.733148019457957,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,53.0,3.62,0.101,5.315,3.762935089369708,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,53.0,3.62,0.101,5.302,12.448132780082988,190.0,Others,Non-binder,Non-binder,Non-binder
10.0,2-6 SiaLac,53.0,3.62,0.109,5.719,0.8742787200559538,190.0,Others,Non-binder,Non-binder,Non-binder
1.0,2-3 SiaLac,111.0,1.72,0.013,1.422,4113.220815752462,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,111.0,1.72,0.013,1.465,4045.051194539249,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,111.0,1.72,0.02,2.164,2502.310536044362,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,111.0,1.72,0.018,2.044,2888.9432485322895,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,111.0,1.72,0.017,1.901,2815.8863755917937,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,111.0,1.72,0.014,1.522,3193.8239159001314,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,93.0,2.05,0.013,1.235,4371.65991902834,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,93.0,2.05,0.014,1.261,4527.359238699445,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,93.0,2.05,0.016,1.462,3921.340629274966,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,93.0,2.05,0.016,1.521,1122.2879684418147,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,93.0,2.05,0.014,1.325,3738.867924528302,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,93.0,2.05,0.015,1.377,3400.871459694989,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,83.0,2.3,0.018,1.481,3604.996623902768,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,83.0,2.3,0.018,1.504,3824.468085106383,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,83.0,2.3,0.02,1.671,3306.4033512866545,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,83.0,2.3,0.024,1.964,3087.5763747454175,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,83.0,2.3,0.018,1.527,3426.326129666012,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,83.0,2.3,0.019,1.573,3193.8970120788304,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,70.0,2.71,0.016,1.143,3670.1662292213473,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,70.0,2.71,0.018,1.265,3571.541501976285,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,70.0,2.71,0.018,1.289,3217.99844840962,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,70.0,2.71,0.018,1.265,3546.245059288538,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,70.0,2.71,0.018,1.265,3235.5731225296445,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,70.0,2.71,0.017,1.217,3354.149548069022,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,64.0,2.98,0.014,0.916,3118.995633187773,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,64.0,2.98,0.014,0.916,3360.2620087336245,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,64.0,2.98,0.016,1.029,2929.0573372206027,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,64.0,2.98,0.016,1.029,3207.9689018464533,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,64.0,2.98,0.014,0.916,3144.1048034934497,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,64.0,2.98,0.016,1.018,2935.1669941060904,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,51.0,3.73,0.02,1.031,1032.9776915615907,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,51.0,3.73,0.018,0.942,1209.1295116772824,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,51.0,3.73,0.021,1.053,1400.7597340930674,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,51.0,3.73,0.02,1.023,1092.8641251221898,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,51.0,3.73,0.021,1.081,1056.4292321924145,190.0,Conserved,Binder,Binder,Binder
1.0,2-3 SiaLac,51.0,3.73,0.022,1.138,1013.1810193321618,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,111.0,1.72,0.036,4.035,1655.5142503097893,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,111.0,1.72,0.039,4.324,1543.0157261794636,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,111.0,1.72,0.04,4.4,1252.2727272727273,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,111.0,1.72,0.038,4.222,1215.7745144481287,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,111.0,1.72,0.04,4.462,1029.8072613177949,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,111.0,1.72,0.038,4.164,1173.3909702209414,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,93.0,2.05,0.066,6.144,1065.1041666666667,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,93.0,2.05,0.065,6.071,1105.913358590018,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,93.0,2.05,0.066,6.1,1000.0000000000001,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,93.0,2.05,0.061,5.7,932.8070175438596,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,93.0,2.05,0.061,5.673,901.2867971091133,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,93.0,2.05,0.068,6.336,808.8699494949494,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,83.0,2.3,0.089,7.386,842.2691578662334,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,83.0,2.3,0.094,7.752,762.8998968008256,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,83.0,2.3,0.088,7.288,769.072447859495,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,83.0,2.3,0.089,7.374,665.4461621914836,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,83.0,2.3,0.089,7.411,661.1793280259075,190.0,Conserved,Binder,Binder,Binder
5.0,2-3 SiaLac,83.0,2.3,0.092,7.619,669.9041869011681,190.0,Conserved,Binder,Binder,Binder
